기준월,산업20,수출액_USD,HSK10_활성수,MTI6_활성수,수출액_십억달러,YoY_%,MoM_%,3M_YoY_%,Momentum_Gap_pp
2025-11-01,농수산식품,1033268464.0,1803,257,1.033268464,,4.403034128634364,,
2025-12-01,농수산식품,1140111329.0,1831,258,1.140111329,,10.34028122627384,,
2026-01-01,농수산식품,1011707018.0,1788,254,1.011707018,18.851812708764726,-11.26243619670233,18.851812708764726,0.0
2026-02-01,농수산식품,920608850.0,1761,255,0.92060885,-9.433352739423494,-9.004402102506715,4.709229984670616,-14.14258272409411
2026-03-01,농수산식품,1173320359.0,1795,257,1.173320359,14.317081769084062,27.450475736790935,7.911847246141765,6.405234522942298
2026-04-01,농수산식품,1215721714.0,1803,257,1.215721714,8.637104541473594,3.6137918067097985,4.506944523711387,4.130160017762207
2026-05-01,농수산식품,1071139583.0,1764,253,1.071139583,4.533321304166682,-11.892699565617859,9.162502538241446,-4.629181234074764
2026-06-01,농수산식품,1170012003.0,1788,257,1.170012003,16.762124945165535,9.230582229356376,9.977516930268605,6.78460801489693
2026-07-01,농수산식품,1092432668.0,1787,255,1.092432668,2.287669953889382,-6.630644369551819,7.8610387344072,-5.573368780517818
2025-01-01,디스플레이,1093388705.0,41,3,1.093388705,,,,
2025-02-01,디스플레이,1267417931.0,40,3,1.267417931,,15.916501167807473,,
2025-03-01,디스플레이,1461393630.0,40,3,1.46139363,,15.304793648212955,,
2025-04-01,디스플레이,1320573921.0,41,3,1.320573921,,-9.635987601779817,,
2025-05-01,디스플레이,1340742349.0,38,3,1.340742349,,1.5272471824013811,,
2025-06-01,디스플레이,1124650196.0,39,3,1.124650196,,-16.1173511943718,,
2025-07-01,디스플레이,1572398012.0,39,3,1.572398012,,39.81218494359289,,
2025-08-01,디스플레이,1648716294.0,39,3,1.648716294,,4.853623663828444,,
2025-09-01,디스플레이,1746878221.0,42,3,1.746878221,,5.953839805989092,,
2025-10-01,디스플레이,1477160715.0,39,3,1.477160715,,-15.439971874261516,,
2025-11-01,디스플레이,1442510580.0,40,3,1.44251058,,-2.3457254615656398,,
2025-12-01,디스플레이,1489288646.0,40,3,1.489288646,,3.2428230786355927,,
2026-01-01,디스플레이,1379140203.0,40,3,1.379140203,26.134484167732452,-7.396043963394316,26.134484167732452,0.0
2026-02-01,디스플레이,1214712560.0,40,3,1.21471256,-4.158483931059365,-11.922474788446147,10.988000118336544,-15.146484049395909
2026-03-01,디스플레이,1438952020.0,41,3,1.43895202,-1.5356307526809165,18.460289897718685,6.813456494664057,-8.349087247344974
2026-04-01,디스플레이,1285106138.0,40,3,1.285106138,-2.685785508556926,-10.691522709700907,-2.793300064099069,0.10751455554214306
2026-05-01,디스플레이,1466305231.0,40,3,1.466305231,9.365176097678397,14.099932110043344,1.7145866121468518,7.650589485531545
2026-06-01,디스플레이,1540395252.0,40,3,1.540395252,36.96661037171063,5.052837528886922,14.548666986944033,22.417943384766595
2026-07-01,디스플레이,1609958968.0,40,3,1.609958968,2.388768983002243,4.515965360817664,16.24018515079709,-13.851416167794845
2025-01-01,무선통신기기,1214244310.0,63,17,1.21424431,,,,
2025-02-01,무선통신기기,1306633878.0,63,17,1.306633878,,7.608812101413109,,
2025-03-01,무선통신기기,1245735831.0,61,17,1.245735831,,-4.660681773628406,,
2025-04-01,무선통신기기,1452266432.0,61,16,1.452266432,,16.579004622048153,,
2025-05-01,무선통신기기,1295407031.0,61,17,1.295407031,,-10.801007139163843,,
