기준월,연도,월,산업,수출액_천달러,수출액_USD,수출액_십억달러,KITA_YoY_%,전체수출_천달러,전체수출_USD,전년동월_수출액_USD,계산_YoY_%,전체수출대비_비중_%,MoM_%,3M_수출액_USD,3M_전년동기_USD,3M_YoY_%
2023-05-01,2023,5,평판디스플레이 및 센서 (837),1424298,1424298000,1.424298,-7.3,19750914,19750914000,1536568000.0,-7.306542892992695,7.211301714948483,14.59722755261399,3905776000.0,5397627000.0,-27.63901618248167
2023-06-01,2023,6,평판디스플레이 및 센서 (837),1406776,1406776000,1.406776,-11.1,22793574,22793574000,1581676000.0,-11.057890490846422,6.171809651263993,-1.2302200803483543,4073947000.0,4871343000.0,-16.36912038425543
2023-07-01,2023,7,평판디스플레이 및 센서 (837),1701588,1701588000,1.701588,-4.6,20431155,20431155000,1783221000.0,-4.577839762990676,8.328398467928025,20.95657020023087,4532662000.0,4901465000.0,-7.524342211971313
2023-08-01,2023,8,평판디스플레이 및 센서 (837),1921433,1921433000,1.921433,4.1,20973429,20973429000,1846334000.0,4.067465583150187,9.161272579700725,12.919990032839902,5029797000.0,5211231000.0,-3.48159580720947
2023-09-01,2023,9,평판디스플레이 및 센서 (837),1821236,1821236000,1.821236,4.0,22533828,22533828000,1751181000.0,4.000443129522302,8.082230857535613,-5.214701735631689,5444257000.0,5380736000.0,1.1805262328425048
2023-10-01,2023,10,평판디스플레이 및 센서 (837),2103026,2103026000,2.103026,15.3,23864352,23864352000,1824125000.0,15.289577194545334,8.812416109182433,15.472459362762425,5845695000.0,5421640000.0,7.821526327827
2023-11-01,2023,11,평판디스플레이 및 센서 (837),1916849,1916849000,1.916849,5.8,23719020,23719020000,1812378000.0,5.764305238752621,8.081484816826327,-8.852814943800025,5841111000.0,5387684000.0,8.415990989820488
2023-12-01,2023,12,평판디스플레이 및 센서 (837),1543526,1543526000,1.543526,11.0,26234525,26234525000,1390954000.0,10.968874599735145,5.8835675507751715,-19.475868991245527,5563401000.0,5027457000.0,10.660339809967546
2024-01-01,2024,1,평판디스플레이 및 센서 (837),1314746,1314746000,1.314746,2.2,23356174,23356174000,1286287000.0,2.2124922354031407,5.629115453584136,-14.821907761838805,4775121000.0,4489619000.0,6.359158761578665
2024-02-01,2024,2,평판디스플레이 및 센서 (837),1358597,1358597000,1.358597,20.1,21789998,21789998000,1131030000.0,20.12033279400194,6.234956974296189,3.335321042999939,4216869000.0,3808271000.0,10.729225940065712
2024-03-01,2024,3,평판디스플레이 및 센서 (837),1434961,1434961000,1.434961,15.9,25284290,25284290000,1238605000.0,15.852995910722134,5.675306682528953,5.620798514938574,4108304000.0,3655922000.0,12.373951085389677
2024-04-01,2024,4,평판디스플레이 및 센서 (837),1444421,1444421000,1.444421,16.2,23774108,23774108000,1242873000.0,16.216298849520427,6.0756054443767145,0.6592513664134492,4237979000.0,3612508000.0,17.314037782061664
2024-05-01,2024,5,평판디스플레이 및 센서 (837),1647790,1647790000,1.64779,15.7,25772539,25772539000,1424298000.0,15.691379191714084,6.393588152102516,14.07962083076888,4527172000.0,3905776000.0,15.909668142771128
2024-06-01,2024,6,평판디스플레이 및 센서 (837),1771237,1771237000,1.771237,25.9,26875943,26875943000,1406776000.0,25.907536096720452,6.5904180552846094,7.491670661916872,4863448000.0,4073947000.0,19.37926536599519
2024-07-01,2024,7,평판디스플레이 및 센서 (837),1745168,1745168000,1.745168,2.6,24048388,24048388000,1701588000.0,2.5611370084885454,7.256902208996295,-1.4717962644186011,5164195000.0,4532662000.0,13.932938304245933
2024-08-01,2024,8,평판디스플레이 및 센서 (837),1829812,1829812000,1.829812,-4.8,26681129,26681129000,1921433000.0,-4.768368191865136,6.8580756084197185,4.850192073198678,5346217000.0,5029797000.0,6.290909951236601
2024-09-01,2024,9,평판디스플레이 및 센서 (837),1743908,1743908000,1.743908,-4.2,28408117,28408117000,1821236000.0,-4.245907724204878,6.138766606741306,-4.694689946289565,5318888000.0,5444257000.0,-2.3027751996277934
2024-10-01,2024,10,평판디스플레이 및 센서 (837),1631077,1631077000,1.631077,-22.4,27278298,27278298000,2103026000.0,-22.441424880148887,5.979394315583765,-6.470008738993116,5204797000.0,5845695000.0,-10.963589444882093
2024-11-01,2024,11,평판디스플레이 및 센서 (837),1499603,1499603000,1.499603,-21.8,26918154,26918154000,1916849000.0,-21.767285790377855,5.5709726603094705,-8.060563664376364,4874588000.0,5841111000.0,-16.546903491476193
2024-12-01,2024,12,평판디스플레이 및 센서 (837),1491037,1491037000,1.491037,-3.4,29842148,29842148000,1543526000.0,-3.400590595817632,4.996413126829878,-0.5712178489907016,4621717000.0,5563401000.0,-16.926408863930533
2025-01-01,2025,1,평판디스플레이 및 센서 (837),1105723,1105723000,1.105723,-15.9,22298809,22298809000,1314746000.0,-15.898356032267834,4.958663935818277,-25.842014651547885,4096363000.0,4775121000.0,-14.214467026071176
2025-02-01,2025,2,평판디스플레이 및 센서 (837),1287847,1287847000,1.287847,-5.2,22524508,22524508000,1358597000.0,-5.207578111831546,5.717536649413164,16.471032980231026,3884607000.0,4216869000.0,-7.879353140920431
2025-03-01,2025,3,평판디스플레이 및 센서 (837),1474755,1474755000,1.474755,2.8,28201642,28201642000,1434961000.0,2.7731764138537507,5.229323172033742,14.513214690875543,3868325000.0,4108304000.0,-5.841315540427383
2025-04-01,2025,4,평판디스플레이 및 센서 (837),1336059,1336059000,1.336059,-7.5,25667221,25667221000,1444421000.0,-7.502106380342022,5.205312254100279,-9.404680777485074,4098661000.0,4237979000.0,-3.2873688142390556
2025-05-01,2025,5,평판디스플레이 및 센서 (837),1356849,1356849000,1.356849,-17.7,27606858,27606858000,1647790000.0,-17.656436803233422,4.914898319830529,1.5560690059346127,4167663000.0,4527172000.0,-7.941138529748814
2025-06-01,2025,6,평판디스플레이 및 센서 (837),1139067,1139067000,1.139067,-35.7,29075839,29075839000,1771237000.0,-35.69087592456571,3.9175722495918346,-16.05057010765384,3831975000.0,4863448000.0,-21.20867746504126
2025-07-01,2025,7,평판디스플레이 및 센서 (837),1587043,1587043000,1.587043,-9.1,28423640,28423640000,1745168000.0,-9.060732261879656,5.5835318769869025,39.328327482053304,4082959000.0,5164195000.0,-20.937164456415758
2025-08-01,2025,8,평판디스플레이 및 센서 (837),1663439,1663439000,1.663439,-9.1,29790627,29790627000,1829812000.0,-9.092354843011197,5.5837663302622,4.813732205113541,4389549000.0,5346217000.0,-17.894297968077243
2025-09-01,2025,9,평판디스플레이 및 센서 (837),1762617,1762617000,1.762617,1.1,32635351,32635351000,1743908000.0,1.0728203552022197,5.400943902824885,5.962226447738694,5013099000.0,5318888000.0,-5.749115228596658
2025-10-01,2025,10,평판디스플레이 및 센서 (837),1494116,1494116000,1.494116,-8.4,31742446,31742446000,1631077000.0,-8.396967157283196,4.706997060024927,-15.233088073018697,4920172000.0,5204797000.0,-5.468512989075269
2025-11-01,2025,11,평판디스플레이 및 센서 (837),1454755,1454755000,1.454755,-3.0,31655063,31655063000,1499603000.0,-2.990658194202067,4.595647148135513,-2.634400541858861,4711488000.0,4874588000.0,-3.3459237990985047
2025-12-01,2025,12,평판디스플레이 및 센서 (837),1505546,1505546000,1.505546,1.0,36809564,36809564000,1491037000.0,0.9730811509037096,4.090094628667702,3.4913782733174914,4454417000.0,4621717000.0,-3.619866815731032
2026-01-01,2026,1,평판디스플레이 및 센서 (837),1393579,1393579000,1.393579,26.0,35671758,35671758000,1105723000.0,26.033283200222847,3.9066731726538397,-7.436969710656472,4353880000.0,4096363000.0,6.286479005888879
2026-02-01,2026,2,평판디스플레이 및 센서 (837),1228650,1228650000,1.22865,-4.6,38839627,38839627000,1287847000.0,-4.596586395744218,3.163392892521857,-11.834922885606058,4127775000.0,3884607000.0,6.259783808246233
2026-03-01,2026,3,평판디스플레이 및 센서 (837),1451957,1451957000,1.451957,-1.5,51158003,51158003000,1474755000.0,-1.54588389257877,2.8381815451240344,18.17498880885524,4074186000.0,3868325000.0,5.3217090084209495
2026-04-01,2026,4,평판디스플레이 및 센서 (837),1298820,1298820000,1.29882,-2.8,49841650,49841650000,1336059000.0,-2.787227210774379,2.605892862696159,-10.5469376847937,3979427000.0,4098661000.0,-2.909096409778711
2026-05-01,2026,5,평판디스플레이 및 센서 (837),1481795,1481795000,1.481795,9.2,54244928,54244928000,1356849000.0,9.208541259933867,2.731674747545061,14.087787376233818,4232572000.0,4167663000.0,1.557443584090179
2026-06-01,2026,6,평판디스플레이 및 센서 (837),1557378,1557378000,1.557378,36.7,64592804,64592804000,1139067000.0,36.7240030656669,2.411070434409381,5.100773048903529,4337993000.0,3831975000.0,13.20514878098109
2026-07-01,2026,7,평판디스플레이 및 센서 (837),1626812,1626812000,1.626812,2.5,60716167,60716167000,1587043000.0,2.505855228875342,2.6793720361168387,4.458390962245518,4665985000.0,4082959000.0,14.279496806115377
