국가코드,국가,기준월,수출건수,수출액_USD,수입건수,수입액_USD,무역수지_USD
PK,파키스탄,2026-01-01,1571,88914036,631,19672622,69241414
IE,아일랜드,2026-01-01,1417,85475760,1038,101149401,-15673641
PT,포루투갈,2026-01-01,1044,83948395,4246,32121842,51826553
QA,카타르,2026-01-01,1117,66168515,150,831804746,-765636231
DK,덴마크,2026-01-01,1673,65915484,1904,105585577,-39670093
AO,앙골라,2026-01-01,112,64617074,0,0,64617074
ZA,남아프리카공화국,2026-01-01,1576,62800324,365,388719143,-325918819
AR,아르헨티나,2026-01-01,972,60108791,293,44344435,15764356
JO,요르단,2026-01-01,1141,55068718,112,5850754,49217964
KH,캄보디아,2026-01-01,2558,54131655,2453,59831994,-5700339
RO,루마니아,2026-01-01,1552,50601237,4131,35169862,15431375
PE,페루,2026-01-01,1407,46670289,844,244781831,-198111542
NO,노르웨이,2026-01-01,1401,44451194,2147,103474936,-59023742
KW,쿠웨이트,2026-01-01,673,43307117,66,655214124,-611907007
OM,오만,2026-01-01,1116,41837649,91,218715910,-176878261
MN,몽골,2026-01-01,2818,39238914,1285,1882985,37355929
DZ,알제리,2026-01-01,992,36658986,19,250362935,-213703949
NG,나이지리아,2026-01-01,963,36193844,63,108993578,-72799734
AL,알바니아,2026-01-01,2471,34061078,109,739700,33321378
GU,괌,2026-01-01,661,33846615,56,261826,33584789
DJ,지부티,2026-01-01,52,33469371,1,3521,33465850
EC,에쿠아도르,2026-01-01,554,32164020,175,13110989,19053031
LT,리투아니아,2026-01-01,535,30471086,501,9209411,21261675
FI,핀란드,2026-01-01,1175,30334803,1093,75426299,-45091496
MA,모로코,2026-01-01,458,29542553,363,20513819,9028734
UA,우크라이나,2026-01-01,990,29475883,177,21790955,7684928
SV,엘살바도르,2026-01-01,322,28979298,152,2696989,26282309
SY,시리아,2026-01-01,533,27114469,3,23976,27090493
LY,리비아,2026-01-01,6775,25591442,18,1572494,24018948
MM,미얀마,2026-01-01,763,25354324,1531,36738666,-11384342
TJ,타지크,2026-01-01,2877,23900832,3,3079565,20821267
GT,과테말라,2026-01-01,703,22612275,151,5239763,17372512
BG,불가리아,2026-01-01,703,22252715,1285,22093783,158932
PR,푸에르토리코,2026-01-01,354,21039344,122,23237551,-2198207
FJ,피지,2026-01-01,89,20541925,11,558315,19983610
GH,가나,2026-01-01,1413,20492081,39,4657651,15834430
LK,스리랑카,2026-01-01,792,19723906,559,9834515,9889391
DO,도미니카 공화국,2026-01-01,481,18413072,109,5347938,13065134
CI,코트디봐르,2026-01-01,195,18284785,48,20819394,-2534609
EE,에스토니아,2026-01-01,425,16884986,334,8957966,7927020
HN,온두라스,2026-01-01,381,16770904,70,1778675,14992229
TZ,탄자니아,2026-01-01,354,16137862,23,5822513,10315349
TN,튀니지,2026-01-01,200,15657395,835,22428555,-6771160
ZZ,기타국,2026-01-01,120,13364458,779,3709499,9654959
CR,코스타리카,2026-01-01,701,13221047,457,18520366,-5299319
MT,몰타,2026-01-01,358,13219805,97,35391508,-22171703
AZ,아제르바이잔,2026-01-01,539,12654700,2,1577,12653123
KE,케냐,2026-01-01,317,12517562,90,1010019,11507543
SD,수단,2026-01-01,127,12399433,0,0,12399433
PY,파라과이,2026-01-01,208,11470426,19,984851,10485575
UY,우루과이,2026-01-01,231,11400692,36,10812403,588289
RS,세르비아,2026-01-01,368,11257100,129,6816014,4441086
BH,바레인,2026-01-01,339,11176548,83,161055263,-149878715
SN,세네갈,2026-01-01,658,10408770,30,2360994,8047776
PF,불령 폴리네시아,2026-01-01,53,10309152,1,10887,10298265
MZ,모잠비크,2026-01-01,69,9831876,7,41980764,-32148888
ET,에티오피아,2026-01-01,60,9606040,139,11812330,-2206290
HR,크로아티아,2026-01-01,362,8456495,177,2110072,6346423
GE,조지아,2026-01-01,439,8212923,54,466523,7746400
IR,이란,2026-01-01,159,8039481,14,2064776,5974705
LB,레바논,2026-01-01,220,7761170,65,1497282,6263888
LA,라오스,2026-01-01,152,7674864,196,5309364,2365500
PG,파푸아 뉴기니,2026-01-01,83,7466726,32,72872889,-65406163
TT,트리니다드 토바고,2026-01-01,90,7142048,12,1362348,5779700
BY,벨라루스,2026-01-01,141,6887399,12,2039178,4848221
IS,아이슬란드,2026-01-01,191,6730876,47,1537546,5193330
MD,몰도바,2026-01-01,258,6492787,439,3998698,2494089
LU,룩셈부르그,2026-01-01,222,6372122,228,13313652,-6941530
RE,불령 리유니온 코모도 제도,2026-01-01,62,6048121,0,0,6048121
CY,사이프러스,2026-01-01,302,5812498,29,815204,4997294
BJ,베닝,2026-01-01,54,4639005,0,0,4639005
LV,라트비아,2026-01-01,264,4471710,278,7349008,-2877298
WS,사모아,2026-01-01,21,4441369,6,107811,4333558
VE,베네주엘라,2026-01-01,96,3858549,9,896473,2962076
GY,가이아나,2026-01-01,78,3786396,4,166454,3619942
SC,세이쉘,2026-01-01,21,3783614,1,39210,3744404
ZW,짐바브웨,2026-01-01,35,3755596,9,1334390,2421206
MG,마다카스카르,2026-01-01,430,3663888,141,2421418,1242470
NI,니카라과,2026-01-01,104,3616545,69,1254731,2361814
AF,아프카니스탄,2026-01-01,250,3510342,11,257432,3252910
YE,예맨,2026-01-01,262,3245883,18,1666353,1579530
NP,네팔,2026-01-01,222,2922361,829,496474,2425887
BO,볼리비아,2026-01-01,98,2644953,27,174644369,-171999416
TG,토고,2026-01-01,119,2505079,14,966171,1538908
TM,투르크멘,2026-01-01,38,2397364,1,127605,2269759
GN,기니,2026-01-01,197,2367262,37,4460268,-2093006
BN,브루나이,2026-01-01,209,2201883,11,35491273,-33289390
MU,모리셔스,2026-01-01,131,2125519,16,148875,1976644
CG,콩고,2026-01-01,115,1959282,4,348895,1610387
AM,아르메니아,2026-01-01,131,1953609,283,2196272,-242663
ZM,잠비아,2026-01-01,62,1795533,12,26766130,-24970597
MO,마카오,2026-01-01,502,1763230,148,274818,1488412
BF,부르키나 파소,2026-01-01,14,1754223,0,140,1754083
CD,콩고민주공화국,2026-01-01,65,1582188,41,160753200,-159171012
CM,카메룬,2026-01-01,97,1524435,3,1628,1522807
GA,가봉,2026-01-01,263,1514747,5,360136,1154611
NE,니제르,2026-01-01,3,1443929,0,0,1443929
HT,아이티,2026-01-01,28,1363988,8,36611,1327377
GD,그레나다,2026-01-01,9,1325242,0,0,1325242
JM,자마이카,2026-01-01,60,1243489,15,1959344,-715855
MP,북마리아나 군도,2026-01-01,144,1162678,5,263936,898742
AS,아메리칸 사모아,2026-01-01,41,1154197,2,34383,1119814
LI,리히텐슈타인,2026-01-01,11,1063360,54,1927214,-863854
RW,르완다,2026-01-01,192,1045714,4,208652,837062
GP,과델로프,2026-01-01,23,1045475,0,304,1045171
MR,모리타니,2026-01-01,56,1041417,11,1250887,-209470
PS,팔레스타인 해방기구,2026-01-01,20,1040982,10,21159,1019823
SB,솔로몬 군도,2026-01-01,13,983963,6,146221,837742
UG,우간다,2026-01-01,31,929871,17,392516,537355
MF,세인트 마틴,2026-01-01,10,894354,0,0,894354
KY,영령 캐이맨 군도,2026-01-01,23,865896,1,13,865883
SR,수리남,2026-01-01,29,861484,12,914348,-52864
CU,쿠바,2026-01-01,7,846551,11,771277,75274
ME,몬테네그로,2026-01-01,24,836184,1,271,835913
KI,키리바티,2026-01-01,29,833404,1,36738,796666
MK,마세도니아,2026-01-01,75,821966,20,812987,8979
NC,뉴 칼레도니아,2026-01-01,44,781637,13,17298113,-16516476
GQ,적도 기니,2026-01-01,46,719614,1,686,718928
MV,몰디브,2026-01-01,106,714931,1,4402,710529
BT,부탄,2026-01-01,37,622546,7,954769,-332223
SL,시에라 리온,2026-01-01,32,590778,16,1538467,-947689
SO,소말리아,2026-01-01,20,584762,6,739259,-154497
VU,바누아투,2026-01-01,46,545588,11,1819237,-1273649
AW,아루바,2026-01-01,50,500587,0,62,500525
BZ,벨리제,2026-01-01,13,460791,0,623,460168
GF,불령 가이아나,2026-01-01,12,412976,0,0,412976
FM,마이크로네시아,2026-01-01,41,393350,2,29176,364174
SS,남수단,2026-01-01,6,370576,0,0,370576
BB,바베이도스,2026-01-01,21,358456,7,34430,324026
BA,보스니아-헤르체고비나,2026-01-01,72,348882,85,6820611,-6471729
YT,메요트,2026-01-01,5,348488,0,0,348488
TC,투르크 & 카이코스 군도,2026-01-01,10,343474,0,0,343474
GM,감비아,2026-01-01,136,338440,11,1292531,-954091
SX,세인트마틴(생마르탱),2026-01-01,14,310559,0,0,310559
TL,티모르,2026-01-01,7,261235,6,173211,88024
NA,나미비아,2026-01-01,35,250080,6,62361,187719
LC,세인트 루시아,2026-01-01,5,212109,0,0,212109
PW,팔라우,2026-01-01,18,208464,3,2274,206190
MW,말라위,2026-01-01,6,166966,14,2194311,-2027345
CV,카보 베르데,2026-01-01,4,165756,0,1,165755
ML,말리,2026-01-01,10,164562,3,5757,158805
TV,투발루,2026-01-01,2,141143,1,1720,139423
CW,큐라소,2026-01-01,27,137384,1,17460,119924
AQ,안타티카,2026-01-01,3,88902,0,0,88902
VG,영령 버진군도,2026-01-01,5,88021,0,0,88021
TD,챠드,2026-01-01,3,79055,1,63,78992
GI,지브랄타,2026-01-01,11,73411,0,0,73411
Z1,국제통화기금,2026-01-01,2,68725,0,0,68725
MQ,마티니크,2026-01-01,16,62137,0,0,62137
KN,세인트 키츠 네비스,2026-01-01,6,49255,0,20581,28674
TO,통가,2026-01-01,4,42692,1,14712,27980
DM,도미니카,2026-01-01,5,41188,2,189965,-148777
BI,부룬디,2026-01-01,26,40602,2,24,40578
KM,코모로스,2026-01-01,13,40116,0,0,40116
AI,앙귈라,2026-01-01,2,36575,0,0,36575
ST,상토메 프린스페,2026-01-01,1,31009,0,0,31009
SM,산마리노,2026-01-01,2,26750,7,115489,-88739
AG,안티가 바부다,2026-01-01,6,23414,0,0,23414
BW,보츠와나,2026-01-01,7,23309,7,185570,-162261
SZ,스와질랜드,2026-01-01,4,14512,11,92421,-77909
AN,네덜란드 열도,2026-01-01,2,8062,0,17,8045
GL,그린랜드,2026-01-01,7,7846,8,181187,-173341
BL,세인트 바르탤르미,2026-01-01,4,6677,0,0,6677
MC,모나코,2026-01-01,7,4894,3,42578,-37684
AD,안도라,2026-01-01,3,3825,9,14802,-10977
FK,포클랜드 군도,2026-01-01,1,2044,0,0,2044
VC,세인트 빈센트 그레나딘,2026-01-01,1,1295,3,672,623
GG,건지,2026-01-01,5,821,0,0,821
VI,미령 버진군도,2026-01-01,6,787,1,846,-59
VA,교황청,2026-01-01,1,580,1,517,63
JE,저어지,2026-01-01,4,457,0,0,457
GW,기네비소,2026-01-01,1,87,0,0,87
FO,파로에 군도,2026-01-01,2,48,1,169260,-169212
GS,남조지아 & 남샌드위치 군도,2026-01-01,0,0,0,349,-349
UM,마이너 아우틀링 합중국 군도,2026-01-01,0,0,2,1664,-1664
NF,노폴크 아일랜드,2026-01-01,0,0,1,19,-19
SH,세인트 헬레나,2026-01-01,0,0,0,1540,-1540
CK,쿡 아일랜드,2026-01-01,0,0,1,5345,-5345
CF,중앙아프리카공화국,2026-01-01,0,0,1,14,-14
NU,니우에,2026-01-01,0,0,2,10855,-10855
PM,세인트 피레 미켈론,2026-01-01,0,0,1,687,-687
LS,레소토,2026-01-01,0,0,6,26665,-26665
CX,크리스마스 아일랜드,2026-01-01,0,0,0,60,-60
TK,토켈라우,2026-01-01,0,0,0,266,-266
IM,맨섬,2026-01-01,0,0,0,797,-797
NR,나우루,2026-01-01,0,0,0,976,-976
CN,중국,2026-02-01,79397,12778486869,1250486,11634017480,1144469389
US,미국,2026-02-01,182311,12704284715,1313994,5759089428,6945195287
VN,베트남,2026-02-01,47022,5895225166,151424,2933658127,2961567039
HK,홍콩,2026-02-01,22728,4984128291,375708,487200005,4496928286
TW,대만,2026-02-01,42599,4549214953,21039,2608423323,1940791630
SG,싱가포르,2026-02-01,40442,2492958631,19074,1150177125,1342781506
JP,일본,2026-02-01,142021,2392260423,464714,3980504334,-1588243911
IN,인도,2026-02-01,19040,1739790073,11696,453647815,1286142258
MY,말레이시아,2026-02-01,25778,1733072912,13861,1366811750,366261162
AU,호주,2026-02-01,23956,1143776769,44957,2443961670,-1300184901
PH,필리핀,2026-02-01,27071,1114133792,5836,288226251,825907541
NL,네덜란드,2026-02-01,9323,1017720727,5059,1495623848,-477903121
MX,멕시코,2026-02-01,34655,952839115,7818,755150177,197688938
CA,캐나다,2026-02-01,23360,911586774,52874,787363392,124223382
MH,마샬군도,2026-02-01,30,822419063,19,76755,822342308
TR,튀르키예,2026-02-01,5997,795019638,6120,141385200,653634438
DE,독일,2026-02-01,17704,729846606,138534,1541844402,-811997796
TH,태국,2026-02-01,17756,720885492,41957,553283037,167602455
PL,폴란드,2026-02-01,5960,607789836,2194,93724966,514064870
AE,아랍에미리트 연합,2026-02-01,10836,602519857,526,1151776249,-549256392
GB,영국,2026-02-01,19391,574860508,22256,417526788,157333720
ID,인도네시아,2026-02-01,11441,547351962,10403,916517126,-369165164
BR,브라질,2026-02-01,10032,459475985,1789,495029302,-35553317
HU,헝가리,2026-02-01,2704,420142524,1206,67709864,352432660
MT,몰타,2026-02-01,372,404752792,67,18273355,386479437
IT,이탈리아,2026-02-01,6375,393665496,29327,636399929,-242734433
BE,벨기에,2026-02-01,2534,348496991,2043,159541163,188955828
SA,사우디아라비아,2026-02-01,4300,294401659,360,1842172991,-1547771332
ES,스페인,2026-02-01,9239,290746021,9270,198464485,92281536
EG,이집트,2026-02-01,1870,274132169,210,4395887,269736282
NZ,뉴질랜드,2026-02-01,3355,267381912,23569,116193979,151187933
LR,라이베리아,2026-02-01,105,259492246,23,389186,259103060
CZ,체코공화국,2026-02-01,2803,257315768,3384,232635775,24679993
RU,러시아 연방,2026-02-01,5517,249197846,1113,518741537,-269543691
FR,프랑스,2026-02-01,8122,225344532,22797,618900443,-393555911
KG,키르기스스탄,2026-02-01,6873,184402072,7,68870,184333202
PA,파나마,2026-02-01,1046,164137464,59,81678805,82458659
SK,슬로바키아,2026-02-01,1525,158356419,1287,52322477,106033942
UZ,우즈베키스탄,2026-02-01,1863,151870957,47,1511120,150359837
BD,방글라데시,2026-02-01,2081,146672101,3246,58400140,88271961
IL,이스라엘,2026-02-01,8842,121938067,1604,126831856,-4893789
KZ,카자흐스탄,2026-02-01,4589,115232650,56,5467533,109765117
CO,콜롬비아,2026-02-01,3210,113302377,1006,67936865,45365512
CL,칠레,2026-02-01,3517,109888188,1072,363828752,-253940564
SE,스웨덴,2026-02-01,1997,109543348,3253,182221885,-72678537
CH,스위스,2026-02-01,3583,98388299,4032,321937375,-223549076
AT,오스트리아,2026-02-01,2274,94732458,1939,141696433,-46963975
IQ,이라크,2026-02-01,672,90539168,82,605815640,-515276472
PT,포루투갈,2026-02-01,991,86408234,3447,34053556,52354678
IE,아일랜드,2026-02-01,1532,81523334,987,92360487,-10837153
PK,파키스탄,2026-02-01,1492,72731207,673,16174022,56557185
GU,괌,2026-02-01,614,72085273,50,416480,71668793
AO,앙골라,2026-02-01,98,68723193,0,0,68723193
SI,슬로베니아,2026-02-01,676,65731447,336,12758381,52973066
AR,아르헨티나,2026-02-01,1304,62382066,262,20496588,41885478
RO,루마니아,2026-02-01,1745,61097463,2455,45111671,15985792
KH,캄보디아,2026-02-01,2982,58434044,2121,50862294,7571750
DK,덴마크,2026-02-01,1540,56170344,1799,94206441,-38036097
PR,푸에르토리코,2026-02-01,297,54815749,142,19759143,35056606
PE,페루,2026-02-01,3020,53285885,880,280056622,-226770737
ZA,남아프리카공화국,2026-02-01,1597,48086196,354,318004415,-269918219
GR,그리스,2026-02-01,1381,47946571,356,43934702,4011869
MA,모로코,2026-02-01,434,40134849,282,52412092,-12277243
JO,요르단,2026-02-01,814,39072061,103,3980158,35091903
NO,노르웨이,2026-02-01,1406,36896920,1975,114035672,-77138752
NG,나이지리아,2026-02-01,970,36093007,63,47218981,-11125974
MN,몽골,2026-02-01,2225,35538359,1081,1232452,34305907
QA,카타르,2026-02-01,1012,34609251,148,737732580,-703123329
EC,에쿠아도르,2026-02-01,580,34401408,146,7111710,27289698
AL,알바니아,2026-02-01,2392,32810401,72,550699,32259702
LT,리투아니아,2026-02-01,635,31006453,397,5529881,25476572
KW,쿠웨이트,2026-02-01,568,29596487,60,658840396,-629243909
UA,우크라이나,2026-02-01,912,29447610,157,17636839,11810771
DZ,알제리,2026-02-01,354,29298215,24,403489996,-374191781
OM,오만,2026-02-01,948,26677418,80,205962764,-179285346
FI,핀란드,2026-02-01,1132,26524662,1058,59019134,-32494472
LY,리비아,2026-02-01,5987,25250370,27,3660928,21589442
SV,엘살바도르,2026-02-01,323,24256670,152,1995279,22261391
GT,과테말라,2026-02-01,720,23837320,225,5811979,18025341
GH,가나,2026-02-01,1405,23267387,33,4541284,18726103
TZ,탄자니아,2026-02-01,353,22697740,32,4114963,18582777
MM,미얀마,2026-02-01,698,22115640,1525,53604867,-31489227
CI,코트디봐르,2026-02-01,199,21061985,25,8730877,12331108
ET,에티오피아,2026-02-01,71,20430503,203,7917566,12512937
TJ,타지크,2026-02-01,2549,20178877,3,14757,20164120
SY,시리아,2026-02-01,531,19949364,4,144,19949220
FJ,피지,2026-02-01,82,19343233,9,231525,19111708
DO,도미니카 공화국,2026-02-01,448,17672721,110,8084821,9587900
DJ,지부티,2026-02-01,37,17460151,3,322874,17137277
EE,에스토니아,2026-02-01,522,16869455,217,4308005,12561450
LK,스리랑카,2026-02-01,748,16316813,461,7684114,8632699
BG,불가리아,2026-02-01,723,16115427,1220,17692808,-1577381
RS,세르비아,2026-02-01,361,15925066,146,14008350,1916716
KE,케냐,2026-02-01,310,15479818,71,1055198,14424620
CR,코스타리카,2026-02-01,816,14388189,426,15029039,-640850
TN,튀니지,2026-02-01,179,13947303,720,9944878,4002425
AZ,아제르바이잔,2026-02-01,551,12666052,3,36473,12629579
UY,우루과이,2026-02-01,235,11984827,56,12461183,-476356
GE,조지아,2026-02-01,494,11575063,49,2547865,9027198
PF,불령 폴리네시아,2026-02-01,69,11540818,3,132042,11408776
LB,레바논,2026-02-01,245,11392933,60,1948461,9444472
HN,온두라스,2026-02-01,369,11195626,68,3207633,7987993
PY,파라과이,2026-02-01,229,10728946,21,280891,10448055
TT,트리니다드 토바고,2026-02-01,97,8865359,13,3515759,5349600
BY,벨라루스,2026-02-01,195,8784919,11,1391785,7393134
SN,세네갈,2026-02-01,510,8330017,21,1292458,7037559
IR,이란,2026-02-01,161,8190518,18,800093,7390425
HR,크로아티아,2026-02-01,358,7529630,141,2701317,4828313
ZZ,기타국,2026-02-01,150,7458424,737,4777375,2681049
LA,라오스,2026-02-01,170,6795654,250,10158214,-3362560
VE,베네주엘라,2026-02-01,121,5896142,7,468783,5427359
BH,바레인,2026-02-01,302,5664843,42,47544180,-41879337
PS,팔레스타인 해방기구,2026-02-01,19,5655099,10,125220,5529879
MD,몰도바,2026-02-01,256,5639184,260,2344821,3294363
MZ,모잠비크,2026-02-01,51,5620843,6,4232923,1387920
CG,콩고,2026-02-01,119,5071470,1,230340,4841130
LU,룩셈부르그,2026-02-01,290,4922723,185,10487385,-5564662
ZM,잠비아,2026-02-01,56,4811305,20,21894983,-17083678
WS,사모아,2026-02-01,17,4792965,1,135081,4657884
ZW,짐바브웨,2026-02-01,46,4756198,9,716111,4040087
IS,아이슬란드,2026-02-01,239,4695136,45,3901391,793745
BJ,베닝,2026-02-01,51,4540758,2,21,4540737
PG,파푸아 뉴기니,2026-02-01,68,4358727,37,132956982,-128598255
BF,부르키나 파소,2026-02-01,25,4299281,0,0,4299281
AF,아프카니스탄,2026-02-01,206,4166497,6,4014,4162483
AM,아르메니아,2026-02-01,186,3535799,132,1811353,1724446
LV,라트비아,2026-02-01,364,3371397,365,8173966,-4802569
GY,가이아나,2026-02-01,52,3370187,4,259059,3111128
SD,수단,2026-02-01,73,3094630,0,0,3094630
YE,예맨,2026-02-01,352,2908901,25,2530052,378849
BO,볼리비아,2026-02-01,99,2615828,10,1436078,1179750
GN,기니,2026-02-01,255,2429832,14,762625,1667207
NP,네팔,2026-02-01,225,2396319,797,523129,1873190
NI,니카라과,2026-02-01,100,2250261,54,1864430,385831
MG,마다카스카르,2026-02-01,330,2185828,132,7132673,-4946845
TG,토고,2026-02-01,102,2151735,10,311232,1840503
CM,카메룬,2026-02-01,98,2070013,10,653054,1416959
HT,아이티,2026-02-01,35,2039569,8,166944,1872625
BA,보스니아-헤르체고비나,2026-02-01,81,2037653,69,4474035,-2436382
CY,사이프러스,2026-02-01,371,2007285,19,769110,1238175
Z1,국제통화기금,2026-02-01,5,1899667,0,21455,1878212
MU,모리셔스,2026-02-01,160,1618048,17,185314,1432734
UG,우간다,2026-02-01,44,1548412,28,3023997,-1475585
AW,아루바,2026-02-01,74,1532709,2,198555,1334154
RW,르완다,2026-02-01,149,1422845,8,339282,1083563
BN,브루나이,2026-02-01,139,1375033,9,36128478,-34753445
