대시보드품목,조회HS,기준월,HS코드,품목명,수출액_USD,수입액_USD,수출중량_KG,수입중량_KG,무역수지_USD,기준월_원본
승용차,8703,2025-06-01,8703249010,신차,197344,25471898,2960,512902,-25274554,2025.06
승용차,8703,2025-06-01,8703249020,중고차,12133519,177330,354251,13393,11956189,2025.06
승용차,8703,2025-06-01,8703317000,신차,13563,64864,1440,5722,-51301,2025.06
승용차,8703,2025-06-01,8703318000,중고차,388176,0,93179,0,388176,2025.06
승용차,8703,2025-06-01,8703321010,신차,29984378,5056166,1974640,274850,24928212,2025.06
승용차,8703,2025-06-01,8703321020,중고차,68913778,5425,14276000,4160,68908353,2025.06
승용차,8703,2025-06-01,8703329010,신차,77610027,653659,5747013,24111,76956368,2025.06
승용차,8703,2025-06-01,8703329020,중고차,94368262,41519,15525349,14660,94326743,2025.06
승용차,8703,2025-06-01,8703337000,신차,215163,928875,12460,48857,-713712,2025.06
승용차,8703,2025-06-01,8703338000,중고차,31249006,2892,3284673,2045,31246114,2025.06
승용차,8703,2025-06-01,8703401000,신차,1228994641,465859563,85778166,18970154,763135078,2025.06
승용차,8703,2025-06-01,8703402000,중고차,39160047,5662,1952835,1420,39154385,2025.06
승용차,8703,2025-06-01,8703501000,신차,0,36889245,0,1428551,-36889245,2025.06
승용차,8703,2025-06-01,8703502000,중고차,6372846,0,272468,0,6372846,2025.06
승용차,8703,2025-06-01,8703601000,신차,144025682,28833610,7938968,1261700,115192072,2025.06
승용차,8703,2025-06-01,8703602000,중고차,1245531,64659,49730,1940,1180872,2025.06
승용차,8703,2025-06-01,8703702000,중고차,284679,0,10680,0,284679,2025.06
승용차,8703,2025-06-01,8703801000,신차,774285424,349333277,42793153,20189626,424952147,2025.06
승용차,8703,2025-06-01,8703802000,중고차,1940141,110591,190013,4361,1829550,2025.06
승용차,8703,2025-06-01,8703900000,기타,38414,1737,2858,50,36677,2025.06
승용차,8703,2025-07-01,8703101000,설상주행용,0,140887,0,3907,-140887,2025.07
승용차,8703,2025-07-01,8703102000,골프용차,35410,1578158,2190,146167,-1542748,2025.07
승용차,8703,2025-07-01,8703109000,기타,128125,516603,3086,74910,-388478,2025.07
승용차,8703,2025-07-01,8703217000,신차,161761522,1429929,13350336,108714,160331593,2025.07
승용차,8703,2025-07-01,8703218000,중고차,10997333,12386,4606330,2000,10984947,2025.07
승용차,8703,2025-07-01,8703227000,신차,545956259,972026,51519876,47733,544984233,2025.07
승용차,8703,2025-07-01,8703228000,중고차,8621950,30870,1887204,3800,8591080,2025.07
승용차,8703,2025-07-01,8703231010,신차,771765984,222597420,64973090,13414747,549168564,2025.07
승용차,8703,2025-07-01,8703231020,중고차,259957083,271469,57809560,37485,259685614,2025.07
승용차,8703,2025-07-01,8703239010,신차,415421099,37266942,28992439,1434012,378154157,2025.07
승용차,8703,2025-07-01,8703239020,중고차,165669050,187648,19363718,31319,165481402,2025.07
승용차,8703,2025-07-01,8703241010,신차,711021385,23676661,44022415,408855,687344724,2025.07
승용차,8703,2025-07-01,8703241020,중고차,33418613,191989,2109401,31687,33226624,2025.07
승용차,8703,2025-07-01,8703249010,신차,113942,26341068,2840,422353,-26227126,2025.07
승용차,8703,2025-07-01,8703249020,중고차,9938855,52011,388796,10685,9886844,2025.07
승용차,8703,2025-07-01,8703318000,중고차,386721,0,101200,0,386721,2025.07
승용차,8703,2025-07-01,8703321010,신차,30999658,16704429,2012048,975688,14295229,2025.07
승용차,8703,2025-07-01,8703321020,중고차,90640829,14286,23933191,9577,90626543,2025.07
승용차,8703,2025-07-01,8703329010,신차,59772321,0,4443032,0,59772321,2025.07
승용차,8703,2025-07-01,8703329020,중고차,121001773,5720,22483395,13425,120996053,2025.07
승용차,8703,2025-07-01,8703337000,신차,2195,1215749,2500,58446,-1213554,2025.07
승용차,8703,2025-07-01,8703338000,중고차,41005572,138,5122916,2010,41005434,2025.07
승용차,8703,2025-07-01,8703401000,신차,1139636804,492175982,78214079,20782602,647460822,2025.07
승용차,8703,2025-07-01,8703402000,중고차,52755311,21291,2740520,2150,52734020,2025.07
승용차,8703,2025-07-01,8703501000,신차,0,69021222,0,2721362,-69021222,2025.07
승용차,8703,2025-07-01,8703502000,중고차,9906858,0,376015,0,9906858,2025.07
승용차,8703,2025-07-01,8703601000,신차,147424073,53604740,7910877,2377274,93819333,2025.07
승용차,8703,2025-07-01,8703602000,중고차,1421688,12676,68611,1800,1409012,2025.07
승용차,8703,2025-07-01,8703702000,중고차,702748,0,30150,0,702748,2025.07
승용차,8703,2025-07-01,8703801000,신차,697291812,357226557,38378271,20645046,340065255,2025.07
승용차,8703,2025-07-01,8703802000,중고차,4894755,122084,476230,5721,4772671,2025.07
승용차,8703,2025-07-01,8703900000,기타,8707,2463,1785,480,6244,2025.07
승용차,8703,2025-08-01,8703102000,골프용차,246891,560049,20380,64117,-313158,2025.08
승용차,8703,2025-08-01,8703109000,기타,3000,355247,1300,55139,-352247,2025.08
승용차,8703,2025-08-01,8703217000,신차,182464851,826289,14182487,59805,181638562,2025.08
승용차,8703,2025-08-01,8703218000,중고차,8553972,48908,3554188,7410,8505064,2025.08
승용차,8703,2025-08-01,8703227000,신차,366131894,299331,34214577,16655,365832563,2025.08
승용차,8703,2025-08-01,8703228000,중고차,8179833,43259,1564081,7930,8136574,2025.08
승용차,8703,2025-08-01,8703231010,신차,774424426,180287471,68697839,11021772,594136955,2025.08
승용차,8703,2025-08-01,8703231020,중고차,221984027,555309,43115533,57124,221428718,2025.08
승용차,8703,2025-08-01,8703239010,신차,377575656,38153577,26986295,1382369,339422079,2025.08
승용차,8703,2025-08-01,8703239020,중고차,145524604,328546,16028968,38710,145196058,2025.08
승용차,8703,2025-08-01,8703241010,신차,614911415,14217626,39535604,194326,600693789,2025.08
승용차,8703,2025-08-01,8703241020,중고차,22786192,567320,1459015,57390,22218872,2025.08
승용차,8703,2025-08-01,8703249010,신차,353422,18527711,9995,378630,-18174289,2025.08
승용차,8703,2025-08-01,8703249020,중고차,9991555,303079,338465,15028,9688476,2025.08
승용차,8703,2025-08-01,8703317000,신차,14640,0,1454,0,14640,2025.08
승용차,8703,2025-08-01,8703318000,중고차,394433,0,121274,0,394433,2025.08
승용차,8703,2025-08-01,8703321010,신차,48130801,11330851,2986721,669522,36799950,2025.08
승용차,8703,2025-08-01,8703321020,중고차,74773102,13394,15495288,3990,74759708,2025.08
승용차,8703,2025-08-01,8703329010,신차,53311579,0,4131269,0,53311579,2025.08
승용차,8703,2025-08-01,8703329020,중고차,100068003,5219,15356219,2003,100062784,2025.08
승용차,8703,2025-08-01,8703337000,신차,181909,1211828,5593,54420,-1029919,2025.08
승용차,8703,2025-08-01,8703338000,중고차,31439060,0,2718748,0,31439060,2025.08
승용차,8703,2025-08-01,8703401000,신차,1164206726,495709608,80938777,19839188,668497118,2025.08
승용차,8703,2025-08-01,8703402000,중고차,46005152,53258,2455413,3771,45951894,2025.08
승용차,8703,2025-08-01,8703501000,신차,54647,62034129,2050,2644661,-61979482,2025.08
승용차,8703,2025-08-01,8703502000,중고차,6063717,0,270685,0,6063717,2025.08
승용차,8703,2025-08-01,8703601000,신차,130572698,41257360,7148168,1819165,89315338,2025.08
승용차,8703,2025-08-01,8703602000,중고차,1122462,10829,65776,5000,1111633,2025.08
승용차,8703,2025-08-01,8703702000,중고차,554627,0,24680,0,554627,2025.08
승용차,8703,2025-08-01,8703801000,신차,819142893,489925695,44104918,29363666,329217198,2025.08
승용차,8703,2025-08-01,8703802000,중고차,3544039,195682,248393,11212,3348357,2025.08
승용차,8703,2025-08-01,8703900000,기타,47139,167,2166,165,46972,2025.08
승용차,8703,2025-09-01,8703101000,설상주행용,105690,0,2330,0,105690,2025.09
승용차,8703,2025-09-01,8703102000,골프용차,650244,1597857,38870,190243,-947613,2025.09
승용차,8703,2025-09-01,8703109000,기타,453,348131,5,64095,-347678,2025.09
승용차,8703,2025-09-01,8703217000,신차,152964287,801614,11728547,55852,152162673,2025.09
승용차,8703,2025-09-01,8703218000,중고차,9881627,25443,4244754,4370,9856184,2025.09
승용차,8703,2025-09-01,8703227000,신차,445625141,279803,41220922,22289,445345338,2025.09
승용차,8703,2025-09-01,8703228000,중고차,11408290,47713,2041143,7945,11360577,2025.09
승용차,8703,2025-09-01,8703231010,신차,753850883,168893119,66927656,10100393,584957764,2025.09
승용차,8703,2025-09-01,8703231020,중고차,314930385,443588,53099561,69199,314486797,2025.09
승용차,8703,2025-09-01,8703239010,신차,447775977,27409267,32537253,870922,420366710,2025.09
승용차,8703,2025-09-01,8703239020,중고차,222811654,419628,21485839,43130,222392026,2025.09
승용차,8703,2025-09-01,8703241010,신차,538302134,20968291,35735544,240295,517333843,2025.09
승용차,8703,2025-09-01,8703241020,중고차,31988245,116394,1844374,18497,31871851,2025.09
승용차,8703,2025-09-01,8703249010,신차,460565,27992264,13280,600334,-27531699,2025.09
승용차,8703,2025-09-01,8703249020,중고차,11976468,116418,450249,12983,11860050,2025.09
승용차,8703,2025-09-01,8703317000,신차,0,40973,0,2983,-40973,2025.09
승용차,8703,2025-09-01,8703318000,중고차,540865,2000,177349,2030,538865,2025.09
승용차,8703,2025-09-01,8703321010,신차,79417664,10820477,4601976,585357,68597187,2025.09
승용차,8703,2025-09-01,8703321020,중고차,102772254,30910,19519990,8310,102741344,2025.09
승용차,8703,2025-09-01,8703329010,신차,47323897,555725,3664204,13395,46768172,2025.09
승용차,8703,2025-09-01,8703329020,중고차,151932500,4322,20363731,9925,151928178,2025.09
승용차,8703,2025-09-01,8703337000,신차,124207,1356831,4888,67553,-1232624,2025.09
승용차,8703,2025-09-01,8703338000,중고차,49794159,41984,4125145,3400,49752175,2025.09
승용차,8703,2025-09-01,8703401000,신차,1474655358,559958467,103770882,24312294,914696891,2025.09
승용차,8703,2025-09-01,8703402000,중고차,71741996,108715,3610194,10000,71633281,2025.09
승용차,8703,2025-09-01,8703501000,신차,326438,62119319,9525,2427620,-61792881,2025.09
승용차,8703,2025-09-01,8703502000,중고차,16027452,0,641645,0,16027452,2025.09
승용차,8703,2025-09-01,8703601000,신차,120673401,40303805,6529631,1781832,80369596,2025.09
승용차,8703,2025-09-01,8703602000,중고차,3678919,39330,189715,2050,3639589,2025.09
승용차,8703,2025-09-01,8703702000,중고차,983824,0,39210,0,983824,2025.09
승용차,8703,2025-09-01,8703801000,신차,975310183,297528859,52187000,17729219,677781324,2025.09
승용차,8703,2025-09-01,8703802000,중고차,4213653,293267,256989,17426,3920386,2025.09
승용차,8703,2025-09-01,8703900000,기타,24558,1843,3490,2,22715,2025.09
승용차,8703,2025-10-01,8703101000,설상주행용,22089,910,400,473,21179,2025.10
승용차,8703,2025-10-01,8703102000,골프용차,345281,985818,27940,113989,-640537,2025.10
승용차,8703,2025-10-01,8703109000,기타,0,300603,0,42899,-300603,2025.10
승용차,8703,2025-10-01,8703217000,신차,177679611,947861,13425084,79555,176731750,2025.10
승용차,8703,2025-10-01,8703218000,중고차,9356288,22036,3426786,3210,9334252,2025.10
승용차,8703,2025-10-01,8703227000,신차,633971463,860783,60665105,51372,633110680,2025.10
승용차,8703,2025-10-01,8703228000,중고차,12514130,20135,2008471,4677,12493995,2025.10
승용차,8703,2025-10-01,8703231010,신차,605594288,149494088,54070756,9693765,456100200,2025.10
승용차,8703,2025-10-01,8703231020,중고차,290486954,233926,45762851,37570,290253028,2025.10
승용차,8703,2025-10-01,8703239010,신차,477774052,18412061,35315087,656724,459361991,2025.10
승용차,8703,2025-10-01,8703239020,중고차,228391288,136887,19456040,37585,228254401,2025.10
승용차,8703,2025-10-01,8703241010,신차,433085494,8507906,27720345,152923,424577588,2025.10
승용차,8703,2025-10-01,8703241020,중고차,26725900,153496,1493532,32164,26572404,2025.10
승용차,8703,2025-10-01,8703249010,신차,1000846,12503503,18350,220826,-11502657,2025.10
승용차,8703,2025-10-01,8703249020,중고차,15439139,30912,490643,5728,15408227,2025.10
승용차,8703,2025-10-01,8703317000,신차,0,13561,0,1385,-13561,2025.10
승용차,8703,2025-10-01,8703318000,중고차,470150,0,183175,0,470150,2025.10
승용차,8703,2025-10-01,8703321010,신차,22106224,6446210,1505995,364574,15660014,2025.10
승용차,8703,2025-10-01,8703321020,중고차,88096039,3434,15647388,1542,88092605,2025.10
승용차,8703,2025-10-01,8703329010,신차,42281259,0,3431072,0,42281259,2025.10
승용차,8703,2025-10-01,8703329020,중고차,137797317,155,17297015,3125,137797162,2025.10
승용차,8703,2025-10-01,8703337000,신차,104348,1170085,10740,58271,-1065737,2025.10
승용차,8703,2025-10-01,8703338000,중고차,46481993,9187,3504277,4525,46472806,2025.10
승용차,8703,2025-10-01,8703401000,신차,1145794154,423439242,79887047,18395581,722354912,2025.10
승용차,8703,2025-10-01,8703402000,중고차,82774075,32326,3764176,3280,82741749,2025.10
승용차,8703,2025-10-01,8703501000,신차,94802,51516893,2785,2139099,-51422091,2025.10
승용차,8703,2025-10-01,8703502000,중고차,20916182,0,829887,0,20916182,2025.10
승용차,8703,2025-10-01,8703601000,신차,88100594,22588426,4797164,891770,65512168,2025.10
승용차,8703,2025-10-01,8703602000,중고차,3859228,4732,176413,1955,3854496,2025.10
승용차,8703,2025-10-01,8703702000,중고차,794025,0,35660,0,794025,2025.10
승용차,8703,2025-10-01,8703801000,신차,650095768,272015295,34900311,16751042,378080473,2025.10
승용차,8703,2025-10-01,8703802000,중고차,4214153,164289,231947,9950,4049864,2025.10
승용차,8703,2025-10-01,8703900000,기타,0,35666,0,2490,-35666,2025.10
승용차,8703,2025-11-01,8703101000,설상주행용,20163,0,390,0,20163,2025.11
승용차,8703,2025-11-01,8703102000,골프용차,155392,1320486,9890,146377,-1165094,2025.11
승용차,8703,2025-11-01,8703109000,기타,0,253462,0,43275,-253462,2025.11
승용차,8703,2025-11-01,8703217000,신차,165688602,529613,12379453,51420,165158989,2025.11
승용차,8703,2025-11-01,8703218000,중고차,10810211,1007,4256579,800,10809204,2025.11
승용차,8703,2025-11-01,8703227000,신차,765129860,590649,65851266,40630,764539211,2025.11
승용차,8703,2025-11-01,8703228000,중고차,9430313,81063,1722130,6855,9349250,2025.11
승용차,8703,2025-11-01,8703231010,신차,730213853,108041345,64403621,7013426,622172508,2025.11
승용차,8703,2025-11-01,8703231020,중고차,266638423,163534,45267929,33616,266474889,2025.11
승용차,8703,2025-11-01,8703239010,신차,568290113,34463554,41067023,1120305,533826559,2025.11
승용차,8703,2025-11-01,8703239020,중고차,210285485,425235,19011083,47983,209860250,2025.11
승용차,8703,2025-11-01,8703241010,신차,650210129,22689088,44008145,477404,627521041,2025.11
승용차,8703,2025-11-01,8703241020,중고차,29975222,237134,1650364,33111,29738088,2025.11
승용차,8703,2025-11-01,8703249010,신차,667768,22801182,19485,263082,-22133414,2025.11
승용차,8703,2025-11-01,8703249020,중고차,12462463,18618,388650,4010,12443845,2025.11
승용차,8703,2025-11-01,8703318000,중고차,782770,0,237040,0,782770,2025.11
승용차,8703,2025-11-01,8703321010,신차,31672799,6288077,2013810,405965,25384722,2025.11
승용차,8703,2025-11-01,8703321020,중고차,79136057,120,15594381,1970,79135937,2025.11
승용차,8703,2025-11-01,8703329010,신차,49910053,0,3865609,0,49910053,2025.11
승용차,8703,2025-11-01,8703329020,중고차,102837527,21,14459730,2315,102837506,2025.11
승용차,8703,2025-11-01,8703337000,신차,129905,4208060,13425,216659,-4078155,2025.11
승용차,8703,2025-11-01,8703338000,중고차,36026093,25161,2840972,30435,36000932,2025.11
승용차,8703,2025-11-01,8703401000,신차,1438754023,487596349,99082458,20651140,951157674,2025.11
승용차,8703,2025-11-01,8703402000,중고차,88995644,116272,3951261,12453,88879372,2025.11
승용차,8703,2025-11-01,8703501000,신차,0,35225569,0,1493400,-35225569,2025.11
승용차,8703,2025-11-01,8703502000,중고차,17894955,0,694984,0,17894955,2025.11
승용차,8703,2025-11-01,8703601000,신차,73186287,29942046,3910701,1355884,43244241,2025.11
승용차,8703,2025-11-01,8703602000,중고차,3726884,11096,166918,3690,3715788,2025.11
승용차,8703,2025-11-01,8703702000,중고차,1049056,0,37290,0,1049056,2025.11
승용차,8703,2025-11-01,8703801000,신차,696017758,304455218,37275985,18688792,391562540,2025.11
승용차,8703,2025-11-01,8703802000,중고차,3507134,30042,228842,2495,3477092,2025.11
승용차,8703,2025-11-01,8703900000,기타,58071,331,5115,83,57740,2025.11
승용차,8703,2025-12-01,8703101000,설상주행용,21100,892,350,394,20208,2025.12
승용차,8703,2025-12-01,8703102000,골프용차,347631,448156,28242,50984,-100525,2025.12
승용차,8703,2025-12-01,8703109000,기타,2,185673,6,30943,-185671,2025.12
승용차,8703,2025-12-01,8703217000,신차,213646651,1539551,15769408,130723,212107100,2025.12
승용차,8703,2025-12-01,8703218000,중고차,9572456,35026,3942302,4980,9537430,2025.12
승용차,8703,2025-12-01,8703227000,신차,884238746,865163,77685993,65310,883373583,2025.12
승용차,8703,2025-12-01,8703228000,중고차,6174319,14921,1387683,2310,6159398,2025.12
승용차,8703,2025-12-01,8703231010,신차,679489014,297752095,59601006,18446718,381736919,2025.12
승용차,8703,2025-12-01,8703231020,중고차,153581832,217609,37271870,77939,153364223,2025.12
승용차,8703,2025-12-01,8703239010,신차,523937260,26271898,38355794,920620,497665362,2025.12
승용차,8703,2025-12-01,8703239020,중고차,93508352,278097,13054402,35730,93230255,2025.12
승용차,8703,2025-12-01,8703241010,신차,563995402,25513684,37869096,479075,538481718,2025.12
승용차,8703,2025-12-01,8703241020,중고차,22737074,279386,1454421,34227,22457688,2025.12
승용차,8703,2025-12-01,8703249010,신차,174920,26077992,2475,450825,-25903072,2025.12
승용차,8703,2025-12-01,8703249020,중고차,9178396,141216,383487,4945,9037180,2025.12
승용차,8703,2025-12-01,8703318000,중고차,777464,0,255664,0,777464,2025.12
승용차,8703,2025-12-01,8703321010,신차,36085889,14975203,2084962,906627,21110686,2025.12
승용차,8703,2025-12-01,8703321020,중고차,58081929,4210,14211340,3290,58077719,2025.12
승용차,8703,2025-12-01,8703329010,신차,52151622,0,3997067,0,52151622,2025.12
승용차,8703,2025-12-01,8703329020,중고차,49610594,60071,11286727,24165,49550523,2025.12
승용차,8703,2025-12-01,8703337000,신차,0,5338519,0,288251,-5338519,2025.12
승용차,8703,2025-12-01,8703338000,중고차,14767393,2108,2009869,25330,14765285,2025.12
승용차,8703,2025-12-01,8703401000,신차,1512716010,567777737,104561783,23708934,944938273,2025.12
승용차,8703,2025-12-01,8703402000,중고차,41409985,61693,1758710,5440,41348292,2025.12
승용차,8703,2025-12-01,8703501000,신차,148370,73166083,3140,2948395,-73017713,2025.12
승용차,8703,2025-12-01,8703502000,중고차,5417980,0,181986,0,5417980,2025.12
승용차,8703,2025-12-01,8703601000,신차,71886850,72841746,3825912,3160292,-954896,2025.12
승용차,8703,2025-12-01,8703602000,중고차,455496,0,31970,0,455496,2025.12
승용차,8703,2025-12-01,8703702000,중고차,322407,0,9075,0,322407,2025.12
승용차,8703,2025-12-01,8703801000,신차,582778798,141834049,31977110,7313612,440944749,2025.12
승용차,8703,2025-12-01,8703802000,중고차,586511,92711,89368,18719,493800,2025.12
승용차,8703,2025-12-01,8703900000,기타,14577,0,1785,0,14577,2025.12
승용차,8703,2026-01-01,8703102000,골프용차,273155,245216,18318,35713,27939,2026.01
승용차,8703,2026-01-01,8703109000,기타,4650,297057,30,49527,-292407,2026.01
승용차,8703,2026-01-01,8703217000,신차,194254388,443396,14138255,41271,193810992,2026.01
승용차,8703,2026-01-01,8703218000,중고차,11203102,4697,3557622,1040,11198405,2026.01
승용차,8703,2026-01-01,8703227000,신차,750327518,464402,65468815,27729,749863116,2026.01
승용차,8703,2026-01-01,8703228000,중고차,6173484,50605,1256976,5480,6122879,2026.01
승용차,8703,2026-01-01,8703231010,신차,739154444,101772994,65285432,6562166,637381450,2026.01
승용차,8703,2026-01-01,8703231020,중고차,135263452,59173,31312288,18217,135204279,2026.01
승용차,8703,2026-01-01,8703239010,신차,479742713,19399550,36013075,874387,460343163,2026.01
승용차,8703,2026-01-01,8703239020,중고차,81648828,106098,11106086,27435,81542730,2026.01
승용차,8703,2026-01-01,8703241010,신차,541221441,16106650,36712334,259030,525114791,2026.01
승용차,8703,2026-01-01,8703241020,중고차,27363172,206811,1422741,40384,27156361,2026.01
승용차,8703,2026-01-01,8703249010,신차,125305,3662523,3405,83082,-3537218,2026.01
승용차,8703,2026-01-01,8703249020,중고차,7940796,46388,333882,6650,7894408,2026.01
승용차,8703,2026-01-01,8703317000,신차,0,19644,0,1473,-19644,2026.01
승용차,8703,2026-01-01,8703318000,중고차,716224,0,275205,0,716224,2026.01
승용차,8703,2026-01-01,8703321010,신차,53028308,4237315,3159963,272328,48790993,2026.01
승용차,8703,2026-01-01,8703321020,중고차,52617670,2645,12653082,2000,52615025,2026.01
승용차,8703,2026-01-01,8703329010,신차,49833262,0,3968167,0,49833262,2026.01
승용차,8703,2026-01-01,8703329020,중고차,44374014,43900,8825498,5715,44330114,2026.01
승용차,8703,2026-01-01,8703337000,신차,150561,730586,4925,37590,-580025,2026.01
승용차,8703,2026-01-01,8703338000,중고차,13417847,0,1434260,0,13417847,2026.01
승용차,8703,2026-01-01,8703401000,신차,1656110994,396952204,115623568,17023400,1259158790,2026.01
승용차,8703,2026-01-01,8703402000,중고차,43340005,187474,1926687,9384,43152531,2026.01
승용차,8703,2026-01-01,8703501000,신차,107553,53121140,3095,2504183,-53013587,2026.01
승용차,8703,2026-01-01,8703502000,중고차,4221312,0,174220,0,4221312,2026.01
승용차,8703,2026-01-01,8703601000,신차,72573926,29922772,3780123,1402867,42651154,2026.01
승용차,8703,2026-01-01,8703602000,중고차,1247319,36092,51265,2496,1211227,2026.01
승용차,8703,2026-01-01,8703702000,중고차,164651,0,5535,0,164651,2026.01
승용차,8703,2026-01-01,8703801000,신차,776427345,223565580,42496037,14621794,552861765,2026.01
승용차,8703,2026-01-01,8703802000,중고차,663938,1440,113801,3200,662498,2026.01
승용차,8703,2026-01-01,8703900000,기타,0,200,0,22,-200,2026.01
승용차,8703,2026-02-01,8703102000,골프용차,116242,704465,5600,64215,-588223,2026.02
승용차,8703,2026-02-01,8703109000,기타,0,350023,0,69733,-350023,2026.02
승용차,8703,2026-02-01,8703217000,신차,173005221,561997,12659766,43813,172443224,2026.02
승용차,8703,2026-02-01,8703218000,중고차,7700757,19293,3053739,1890,7681464,2026.02
승용차,8703,2026-02-01,8703227000,신차,588138316,86784,51458489,4724,588051532,2026.02
승용차,8703,2026-02-01,8703228000,중고차,6321519,50428,1184782,6030,6271091,2026.02
승용차,8703,2026-02-01,8703231010,신차,566388912,147933886,49733992,9249971,418455026,2026.02
승용차,8703,2026-02-01,8703231020,중고차,145245696,154518,29275214,22245,145091178,2026.02
승용차,8703,2026-02-01,8703239010,신차,363008427,18339983,27223085,567515,344668444,2026.02
승용차,8703,2026-02-01,8703239020,중고차,95688515,243891,10906005,21300,95444624,2026.02
승용차,8703,2026-02-01,8703241010,신차,403454247,14920174,27205861,187451,388534073,2026.02
승용차,8703,2026-02-01,8703241020,중고차,21572536,153696,1233940,17405,21418840,2026.02
승용차,8703,2026-02-01,8703249010,신차,118844,19467316,5315,414490,-19348472,2026.02
승용차,8703,2026-02-01,8703249020,중고차,7955131,87368,328841,1597,7867763,2026.02
승용차,8703,2026-02-01,8703317000,신차,0,85014,0,9000,-85014,2026.02
승용차,8703,2026-02-01,8703318000,중고차,719773,0,271993,0,719773,2026.02
승용차,8703,2026-02-01,8703321010,신차,35816767,7253951,2005873,451495,28562816,2026.02
승용차,8703,2026-02-01,8703321020,중고차,54603538,0,12089947,0,54603538,2026.02
승용차,8703,2026-02-01,8703329010,신차,27192466,0,1925076,0,27192466,2026.02
승용차,8703,2026-02-01,8703329020,중고차,42480043,0,8340114,0,42480043,2026.02
승용차,8703,2026-02-01,8703337000,신차,0,3298786,0,172124,-3298786,2026.02
승용차,8703,2026-02-01,8703338000,중고차,17076569,0,1580333,0,17076569,2026.02
승용차,8703,2026-02-01,8703401000,신차,1172457208,384039528,82118592,16178285,788417680,2026.02
승용차,8703,2026-02-01,8703402000,중고차,31990449,60009,1438029,5805,31930440,2026.02
승용차,8703,2026-02-01,8703501000,신차,0,45797462,0,1989287,-45797462,2026.02
승용차,8703,2026-02-01,8703502000,중고차,6303688,0,237447,0,6303688,2026.02
승용차,8703,2026-02-01,8703601000,신차,63209157,43259904,3315785,2013377,19949253,2026.02
승용차,8703,2026-02-01,8703602000,중고차,924962,67691,32342,4045,857271,2026.02
승용차,8703,2026-02-01,8703702000,중고차,100166,0,9380,0,100166,2026.02
승용차,8703,2026-02-01,8703801000,신차,670663157,465224043,36798484,27826445,205439114,2026.02
승용차,8703,2026-02-01,8703802000,중고차,861936,256330,99960,13816,605606,2026.02
승용차,8703,2026-03-01,8703101000,설상주행용,0,30,0,6,-30,2026.03
승용차,8703,2026-03-01,8703102000,골프용차,317653,1596012,21420,129537,-1278359,2026.03
승용차,8703,2026-03-01,8703109000,기타,0,344659,0,52922,-344659,2026.03
승용차,8703,2026-03-01,8703217000,신차,230363120,361111,17268840,34515,230002009,2026.03
승용차,8703,2026-03-01,8703218000,중고차,11375711,5638,3919276,1040,11370073,2026.03
승용차,8703,2026-03-01,8703227000,신차,839749685,215890,72782545,19176,839533795,2026.03
승용차,8703,2026-03-01,8703228000,중고차,8604586,121387,1408378,15070,8483199,2026.03
승용차,8703,2026-03-01,8703231010,신차,739795098,144789235,64586451,10078216,595005863,2026.03
승용차,8703,2026-03-01,8703231020,중고차,160733919,450530,33071012,53410,160283389,2026.03
승용차,8703,2026-03-01,8703239010,신차,483464438,19804838,36068379,643204,463659600,2026.03
승용차,8703,2026-03-01,8703239020,중고차,95815282,957871,11245668,65987,94857411,2026.03
승용차,8703,2026-03-01,8703241010,신차,473342016,12332333,31767469,143677,461009683,2026.03
승용차,8703,2026-03-01,8703241020,중고차,22914004,173687,1380123,24410,22740317,2026.03
승용차,8703,2026-03-01,8703249010,신차,127146,31534582,3565,640811,-31407436,2026.03
승용차,8703,2026-03-01,8703249020,중고차,12278797,69564,405785,13756,12209233,2026.03
승용차,8703,2026-03-01,8703317000,신차,26050,149206,2860,8269,-123156,2026.03
승용차,8703,2026-03-01,8703318000,중고차,1013928,2800,362778,1300,1011128,2026.03
승용차,8703,2026-03-01,8703321010,신차,55097585,7625193,3206890,472633,47472392,2026.03
승용차,8703,2026-03-01,8703321020,중고차,65028641,18053,15705813,5577,65010588,2026.03
승용차,8703,2026-03-01,8703329010,신차,62580081,135188,4443408,4400,62444893,2026.03
승용차,8703,2026-03-01,8703329020,중고차,54256789,85759,11023848,18795,54171030,2026.03
승용차,8703,2026-03-01,8703337000,신차,0,969458,0,51172,-969458,2026.03
승용차,8703,2026-03-01,8703338000,중고차,17073450,589,2052029,10180,17072861,2026.03
승용차,8703,2026-03-01,8703401000,신차,1740420962,344087341,123623203,15765048,1396333621,2026.03
승용차,8703,2026-03-01,8703402000,중고차,33133213,120604,1506931,5720,33012609,2026.03
승용차,8703,2026-03-01,8703501000,신차,236234,55111737,12935,2444293,-54875503,2026.03
승용차,8703,2026-03-01,8703502000,중고차,2737354,0,120435,0,2737354,2026.03
승용차,8703,2026-03-01,8703601000,신차,73715196,50699877,4114338,2351624,23015319,2026.03
승용차,8703,2026-03-01,8703602000,중고차,1033944,70034,35506,1900,963910,2026.03
승용차,8703,2026-03-01,8703702000,중고차,283245,0,10060,0,283245,2026.03
승용차,8703,2026-03-01,8703801000,신차,891110543,449594432,49382979,29020098,441516111,2026.03
승용차,8703,2026-03-01,8703802000,중고차,961268,104016,139940,12748,857252,2026.03
승용차,8703,2026-03-01,8703900000,기타,14566,0,1750,0,14566,2026.03
