0,1,2,3
기준년도,HSK,MTI,구분
2026,0302530000,041700,농수산식품
2026,0302540000,041700,농수산식품
2026,0302550000,041400,농수산식품
2026,0302560000,041900,농수산식품
2026,0302590000,041900,농수산식품
2026,0302710000,041900,농수산식품
2026,0302720000,041900,농수산식품
2026,0302730000,041900,농수산식품
2026,0302740000,041800,농수산식품
2026,0302790000,041900,농수산식품
2026,0302810000,041900,농수산식품
2026,0302820000,041900,농수산식품
2026,0302830000,041900,농수산식품
2026,0302840000,041900,농수산식품
2026,0302850000,041900,농수산식품
2026,0302891000,041900,농수산식품
2026,0302892000,041300,농수산식품
2026,0302893000,041900,농수산식품
2026,0302894000,041900,농수산식품
2026,0302895000,041900,농수산식품
2026,0302896000,041900,농수산식품
2026,0302899020,041900,농수산식품
2026,0302899040,041900,농수산식품
2026,0302899090,041900,농수산식품
2026,0302911000,046900,농수산식품
2026,0302912000,045290,농수산식품
2026,0302920000,046900,농수산식품
2026,0302990000,046900,농수산식품
2026,0303110000,041900,농수산식품
2026,0303120000,041900,농수산식품
2026,0303130000,041900,농수산식품
2026,0303140000,041900,농수산식품
2026,0303190000,041900,농수산식품
2026,0303230000,041900,농수산식품
2026,0303240000,041900,농수산식품
2026,0303250000,041900,농수산식품
2026,0303260000,041800,농수산식품
2026,0303290000,041900,농수산식품
2026,0303310000,041500,농수산식품
2026,0303320000,041600,농수산식품
2026,0303330000,041900,농수산식품
2026,0303340000,041500,농수산식품
2026,0303391000,041900,농수산식품
2026,0303399000,041900,농수산식품
2026,0303410000,041100,농수산식품
2026,0303420000,041100,농수산식품
2026,0303430000,041100,농수산식품
2026,0303440000,041100,농수산식품
2026,0303451000,041100,농수산식품
2026,0303452000,041100,농수산식품
2026,0303460000,041100,농수산식품
2026,0303490000,041100,농수산식품
2026,0303510000,041900,농수산식품
2026,0303530000,041900,농수산식품
2026,0303540000,041900,농수산식품
2026,0303550000,041900,농수산식품
2026,0303560000,041900,농수산식품
2026,0303570000,041900,농수산식품
2026,0303591000,041900,농수산식품
2026,0303592000,041900,농수산식품
2026,0303599000,041900,농수산식품
2026,0303630000,041700,농수산식품
2026,0303640000,041900,농수산식품
2026,0303650000,041700,농수산식품
2026,0303660000,041700,농수산식품
2026,0303670000,041400,농수산식품
2026,0303680000,041900,농수산식품
2026,0303691000,041900,농수산식품
2026,0303699000,041900,농수산식품
2026,0303810000,041900,농수산식품
2026,0303821000,041900,농수산식품
2026,0303822000,041900,농수산식품
2026,0303830000,041900,농수산식품
2026,0303840000,041900,농수산식품
2026,0303891000,041700,농수산식품
2026,0303892000,041300,농수산식품
2026,0303893010,041900,농수산식품
2026,0303893020,041900,농수산식품
2026,0303893090,041900,농수산식품
2026,0303894000,041900,농수산식품
2026,0303895010,041200,농수산식품
2026,0303895020,041200,농수산식품
2026,0303895090,041200,농수산식품
2026,0303896000,041900,농수산식품
2026,0303898000,041900,농수산식품
2026,0303899010,041900,농수산식품
2026,0303899020,041900,농수산식품
2026,0303899030,041900,농수산식품
2026,0303899040,041900,농수산식품
2026,0303899050,041900,농수산식품
2026,0303899060,041900,농수산식품
2026,0303899070,041900,농수산식품
2026,0303899080,041900,농수산식품
2026,0303899091,041900,농수산식품
2026,0303899092,041900,농수산식품
2026,0303899093,041900,농수산식품
2026,0303899099,041900,농수산식품
2026,0303911000,047000,농수산식품
2026,0303912010,045210,농수산식품
2026,0303912090,045290,농수산식품
2026,0303920000,046900,농수산식품
2026,0303990000,046900,농수산식품
2026,0304310000,045100,농수산식품
2026,0304320000,045100,농수산식품
2026,0304330000,045100,농수산식품
2026,0304390000,045100,농수산식품
2026,0304410000,045100,농수산식품
2026,0304420000,045100,농수산식품
2026,0304431000,045100,농수산식품
2026,0304439000,045100,농수산식품
2026,0304440000,045100,농수산식품
2026,0304450000,045100,농수산식품
2026,0304460000,045100,농수산식품
2026,0304470000,045100,농수산식품
2026,0304480000,045100,농수산식품
2026,0304491000,045100,농수산식품
2026,0304492000,045100,농수산식품
2026,0304499000,045100,농수산식품
2026,0304511000,045100,농수산식품
2026,0304519000,045100,농수산식품
2026,0304520000,045100,농수산식품
2026,0304530000,045100,농수산식품
2026,0304540000,045100,농수산식품
2026,0304550000,045100,농수산식품
2026,0304560000,045100,농수산식품
2026,0304573000,045100,농수산식품
2026,0304579000,045100,농수산식품
2026,0304591000,045100,농수산식품
2026,0304592000,045100,농수산식품
2026,0304593010,045100,농수산식품
2026,0304593090,045100,농수산식품
2026,0304599010,045100,농수산식품
2026,0304599090,045100,농수산식품
2026,0304610000,045100,농수산식품
2026,0304620000,045100,농수산식품
2026,0304630000,045100,농수산식품
2026,0304690000,045100,농수산식품
2026,0304710000,045100,농수산식품
2026,0304720000,045100,농수산식품
2026,0304730000,045100,농수산식품
2026,0304740000,045100,농수산식품
2026,0304750000,045100,농수산식품
2026,0304790000,045100,농수산식품
2026,0304810000,045100,농수산식품
2026,0304820000,045100,농수산식품
2026,0304831000,045100,농수산식품
2026,0304839000,045100,농수산식품
2026,0304840000,045100,농수산식품
2026,0304850000,045100,농수산식품
2026,0304860000,045100,농수산식품
2026,0304871000,045100,농수산식품
2026,0304879000,045100,농수산식품
2026,0304881000,045100,농수산식품
2026,0304889000,045100,농수산식품
2026,0304891000,045100,농수산식품
2026,0304892000,045100,농수산식품
2026,0304893000,045100,농수산식품
2026,0304894000,045100,농수산식품
2026,0304895000,045100,농수산식품
2026,0304899000,045100,농수산식품
2026,0304911000,045100,농수산식품
2026,0304919000,045100,농수산식품
2026,0304921000,045100,농수산식품
2026,0304929000,045100,농수산식품
2026,0304931000,045100,농수산식품
2026,0304939000,045100,농수산식품
2026,0304941000,045100,농수산식품
2026,0304949000,045100,농수산식품
2026,0304951000,045100,농수산식품
2026,0304959000,045100,농수산식품
2026,0304960000,045100,농수산식품
2026,0304970000,045100,농수산식품
2026,0304991000,045100,농수산식품
2026,0304999000,045100,농수산식품
2026,0305201000,046900,농수산식품
2026,0305202000,046300,농수산식품
2026,0305203000,046300,농수산식품
2026,0305204010,046220,농수산식품
2026,0305204020,046220,농수산식품
2026,0305204030,046220,농수산식품
2026,0305204090,046220,농수산식품
2026,0305311000,046300,농수산식품
2026,0305312000,046290,농수산식품
2026,0305321000,046300,농수산식품
2026,0305322000,046290,농수산식품
2026,0305391000,046300,농수산식품
2026,0305392000,046290,농수산식품
2026,0305410000,041900,농수산식품
2026,0305420000,046300,농수산식품
2026,0305430000,046300,농수산식품
