대시보드품목,조회HS,국가코드,국가,기준월,수출액_USD,전년동월_수출액_USD,YoY_%,MoM_%,수출액_십억달러
반도체 제조장비,8486,Z1,국제통화기금,2025-06-01,0,,,,0.0
반도체 제조장비,8486,Z1,국제통화기금,2025-09-01,0,,,,0.0
반도체 제조장비,8486,GR,그리스,2025-03-01,0,,,,0.0
반도체 제조장비,8486,GR,그리스,2025-10-01,1500,,,inf,1.5e-06
반도체 제조장비,8486,GR,그리스,2026-02-01,48,,,-96.8,4.8e-08
반도체 제조장비,8486,GR,그리스,2026-07-01,0,,,-100.0,0.0
반도체 제조장비,8486,NL,네덜란드,2025-01-01,26492134,,,,0.026492134
반도체 제조장비,8486,NL,네덜란드,2025-02-01,18194006,,,-31.322988174527577,0.018194006
반도체 제조장비,8486,NL,네덜란드,2025-03-01,29355093,,,61.34485720187186,0.029355093
반도체 제조장비,8486,NL,네덜란드,2025-04-01,24243890,,,-17.411639608840623,0.02424389
반도체 제조장비,8486,NL,네덜란드,2025-05-01,15913340,,,-34.36144117136317,0.01591334
반도체 제조장비,8486,NL,네덜란드,2025-06-01,18114858,,,13.834418167399164,0.018114858
반도체 제조장비,8486,NL,네덜란드,2025-07-01,26246987,,,44.892038347747466,0.026246987
반도체 제조장비,8486,NL,네덜란드,2025-08-01,41739406,,,59.02551405233676,0.041739406
반도체 제조장비,8486,NL,네덜란드,2025-09-01,30007691,,,-28.10704828909161,0.030007691
반도체 제조장비,8486,NL,네덜란드,2025-10-01,53524125,,,78.36802238466132,0.053524125
반도체 제조장비,8486,NL,네덜란드,2025-11-01,17951217,,,-66.46144705775198,0.017951217
반도체 제조장비,8486,NL,네덜란드,2025-12-01,78301129,,,336.1884155263679,0.078301129
반도체 제조장비,8486,NL,네덜란드,2026-01-01,25505529,26492134.0,-3.7241431739700515,-67.42635856502146,0.025505529
반도체 제조장비,8486,NL,네덜란드,2026-02-01,48338961,18194006.0,165.68618807754598,89.52345979571723,0.048338961
반도체 제조장비,8486,NL,네덜란드,2026-03-01,35528868,29355093.0,21.03135902175477,-26.500555111227985,0.035528868
반도체 제조장비,8486,NL,네덜란드,2026-04-01,65330244,24243890.0,169.47096361186263,83.87932877568743,0.065330244
반도체 제조장비,8486,NL,네덜란드,2026-05-01,26354364,15913340.0,65.61176974789704,-59.659780238996206,0.026354364
반도체 제조장비,8486,NL,네덜란드,2026-06-01,89286712,18114858.0,392.8921441172766,238.79289213733256,0.089286712
반도체 제조장비,8486,NL,네덜란드,2026-07-01,64466608,26246987.0,145.61527004985373,-27.79820585172853,0.064466608
반도체 제조장비,8486,NO,노르웨이,2026-06-01,25120,,,,2.512e-05
반도체 제조장비,8486,NZ,뉴질랜드,2025-01-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-02-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-03-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-05-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-06-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-07-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-08-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-09-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-10-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-11-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2025-12-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2026-01-01,0,,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2026-02-01,0,0.0,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2026-03-01,0,0.0,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2026-04-01,89961,0.0,inf,inf,8.9961e-05
반도체 제조장비,8486,NZ,뉴질랜드,2026-05-01,0,0.0,,-100.0,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2026-06-01,0,0.0,,,0.0
반도체 제조장비,8486,NZ,뉴질랜드,2026-07-01,0,0.0,,,0.0
반도체 제조장비,8486,NU,니우에,2025-12-01,0,,,,0.0
반도체 제조장비,8486,TW,대만,2025-01-01,97377542,,,,0.097377542
반도체 제조장비,8486,TW,대만,2025-02-01,107156919,,,10.042743736538352,0.107156919
반도체 제조장비,8486,TW,대만,2025-03-01,113158952,,,5.601162347715505,0.113158952
반도체 제조장비,8486,TW,대만,2025-04-01,120239647,,,6.257299908539271,0.120239647
반도체 제조장비,8486,TW,대만,2025-05-01,122072412,,,1.5242601302713377,0.122072412
반도체 제조장비,8486,TW,대만,2025-06-01,144037795,,,17.993732277527208,0.144037795
반도체 제조장비,8486,TW,대만,2025-07-01,132594515,,,-7.944637030857072,0.132594515
반도체 제조장비,8486,TW,대만,2025-08-01,108534809,,,-18.145325242148967,0.108534809
반도체 제조장비,8486,TW,대만,2025-09-01,157283363,,,44.91513317169977,0.157283363
반도체 제조장비,8486,TW,대만,2025-10-01,122571217,,,-22.069814211691284,0.122571217
반도체 제조장비,8486,TW,대만,2025-11-01,121409718,,,-0.9476115424390419,0.121409718
반도체 제조장비,8486,TW,대만,2025-12-01,122512468,,,0.9082880828369833,0.122512468
반도체 제조장비,8486,TW,대만,2026-01-01,97488911,97377542.0,0.11436825957262808,-20.425314589205733,0.097488911
반도체 제조장비,8486,TW,대만,2026-02-01,149584667,107156919.0,39.594034987138805,53.43762225428901,0.149584667
반도체 제조장비,8486,TW,대만,2026-03-01,201697992,113158952.0,78.24307174566269,34.83868102604393,0.201697992
반도체 제조장비,8486,TW,대만,2026-04-01,142936347,120239647.0,18.876219754703705,-29.133480416602264,0.142936347
반도체 제조장비,8486,TW,대만,2026-05-01,132624906,122072412.0,8.644454407929626,-7.214009044179647,0.132624906
반도체 제조장비,8486,TW,대만,2026-06-01,231169904,144037795.0,60.49253183860528,74.30353843191413,0.231169904
반도체 제조장비,8486,TW,대만,2026-07-01,143856140,132594515.0,8.493281188893832,-37.77038554292085,0.14385614
반도체 제조장비,8486,DK,덴마크,2025-02-01,0,,,,0.0
반도체 제조장비,8486,DK,덴마크,2025-06-01,0,,,,0.0
반도체 제조장비,8486,DK,덴마크,2025-08-01,214,,,inf,2.14e-07
반도체 제조장비,8486,DK,덴마크,2025-10-01,7497,,,3403.2710280373835,7.497e-06
반도체 제조장비,8486,DK,덴마크,2026-05-01,0,,,-100.0,0.0
반도체 제조장비,8486,DK,덴마크,2026-07-01,0,,,,0.0
반도체 제조장비,8486,DO,도미니카 공화국,2025-10-01,0,,,,0.0
반도체 제조장비,8486,DE,독일,2025-01-01,2060116,,,,0.002060116
반도체 제조장비,8486,DE,독일,2025-02-01,9287636,,,350.8307299200627,0.009287636
반도체 제조장비,8486,DE,독일,2025-03-01,3389121,,,-63.50932573154245,0.003389121
반도체 제조장비,8486,DE,독일,2025-04-01,1688996,,,-50.16418711518414,0.001688996
반도체 제조장비,8486,DE,독일,2025-05-01,1439545,,,-14.76918832253007,0.001439545
반도체 제조장비,8486,DE,독일,2025-06-01,1486507,,,3.262280790110772,0.001486507
반도체 제조장비,8486,DE,독일,2025-07-01,1923710,,,29.411432304052386,0.00192371
반도체 제조장비,8486,DE,독일,2025-08-01,22443067,,,1066.6554210353952,0.022443067
반도체 제조장비,8486,DE,독일,2025-09-01,5848971,,,-73.93862879792677,0.005848971
반도체 제조장비,8486,DE,독일,2025-10-01,6213161,,,6.226565322344735,0.006213161
반도체 제조장비,8486,DE,독일,2025-11-01,4113450,,,-33.79456930216358,0.00411345
반도체 제조장비,8486,DE,독일,2025-12-01,3005533,,,-26.934009165056093,0.003005533
반도체 제조장비,8486,DE,독일,2026-01-01,3124734,2060116.0,51.67757543749965,3.966051944863014,0.003124734
반도체 제조장비,8486,DE,독일,2026-02-01,1943500,9287636.0,-79.0743306477558,-37.80270576631482,0.0019435
반도체 제조장비,8486,DE,독일,2026-03-01,2389797,3389121.0,-29.486229615289627,22.963570877283246,0.002389797
반도체 제조장비,8486,DE,독일,2026-04-01,2629947,1688996.0,55.71067071798868,10.048970686631552,0.002629947
반도체 제조장비,8486,DE,독일,2026-05-01,2225764,1439545.0,54.61579874196361,-15.368484612047318,0.002225764
반도체 제조장비,8486,DE,독일,2026-06-01,2055655,1486507.0,38.28760981280277,-7.642724026446645,0.002055655
반도체 제조장비,8486,DE,독일,2026-07-01,2235430,1923710.0,16.204105608433707,8.745387723134467,0.00223543
반도체 제조장비,8486,RU,러시아 연방,2025-05-01,0,,,,0.0
반도체 제조장비,8486,RU,러시아 연방,2026-01-01,0,,,,0.0
반도체 제조장비,8486,RU,러시아 연방,2026-04-01,0,,,,0.0
반도체 제조장비,8486,RU,러시아 연방,2026-07-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-01-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-04-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-05-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-06-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-07-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-08-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-09-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-10-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2025-12-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2026-01-01,0,,,,0.0
반도체 제조장비,8486,RO,루마니아,2026-02-01,80,,,inf,8e-08
반도체 제조장비,8486,RO,루마니아,2026-03-01,11677,,,14496.25,1.1677e-05
반도체 제조장비,8486,RO,루마니아,2026-04-01,0,0.0,,-100.0,0.0
반도체 제조장비,8486,RO,루마니아,2026-05-01,0,0.0,,,0.0
반도체 제조장비,8486,RO,루마니아,2026-06-01,0,0.0,,,0.0
반도체 제조장비,8486,RO,루마니아,2026-07-01,0,0.0,,,0.0
반도체 제조장비,8486,LU,룩셈부르그,2025-04-01,358312,,,,0.000358312
반도체 제조장비,8486,LU,룩셈부르그,2025-06-01,376009,,,4.938991716716168,0.000376009
반도체 제조장비,8486,LU,룩셈부르그,2025-11-01,509310,,,35.45154504280483,0.00050931
반도체 제조장비,8486,LU,룩셈부르그,2026-03-01,386737,,,-24.066482103237718,0.000386737
반도체 제조장비,8486,LU,룩셈부르그,2026-04-01,0,,,-100.0,0.0
반도체 제조장비,8486,LU,룩셈부르그,2026-05-01,472155,,,inf,0.000472155
반도체 제조장비,8486,LT,리투아니아,2025-05-01,9782,,,,9.782e-06
반도체 제조장비,8486,LT,리투아니아,2025-06-01,1900,,,-80.57656920875077,1.9e-06
반도체 제조장비,8486,LI,리히텐슈타인,2025-01-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-02-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-03-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-04-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-05-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-06-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-07-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-08-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-09-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-10-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-11-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2025-12-01,0,,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2026-01-01,0,0.0,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2026-02-01,118210,0.0,inf,inf,0.00011821
반도체 제조장비,8486,LI,리히텐슈타인,2026-03-01,0,0.0,,-100.0,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2026-04-01,0,0.0,,,0.0
반도체 제조장비,8486,LI,리히텐슈타인,2026-05-01,35191,0.0,inf,inf,3.5191e-05
반도체 제조장비,8486,LI,리히텐슈타인,2026-06-01,185,0.0,inf,-99.47429740558665,1.85e-07
반도체 제조장비,8486,LI,리히텐슈타인,2026-07-01,0,0.0,,-100.0,0.0
반도체 제조장비,8486,MH,마샬군도,2025-02-01,14582,,,,1.4582e-05
반도체 제조장비,8486,MH,마샬군도,2025-04-01,52930,,,262.9817583321904,5.293e-05
반도체 제조장비,8486,MH,마샬군도,2025-05-01,52929,,,-0.0018892877385212614,5.2929e-05
반도체 제조장비,8486,MH,마샬군도,2025-09-01,0,,,-100.0,0.0
반도체 제조장비,8486,UM,마이너 아우틀링 합중국 군도,2025-02-01,0,,,,0.0
반도체 제조장비,8486,MO,마카오,2025-02-01,3592,,,,3.592e-06
반도체 제조장비,8486,MO,마카오,2025-03-01,0,,,-100.0,0.0
반도체 제조장비,8486,MO,마카오,2025-12-01,232,,,inf,2.32e-07
반도체 제조장비,8486,MO,마카오,2026-04-01,0,,,-100.0,0.0
반도체 제조장비,8486,MO,마카오,2026-05-01,0,,,,0.0
반도체 제조장비,8486,MY,말레이시아,2025-01-01,8509840,,,,0.00850984
반도체 제조장비,8486,MY,말레이시아,2025-02-01,9740314,,,14.45942579413948,0.009740314
반도체 제조장비,8486,MY,말레이시아,2025-03-01,10502380,,,7.823834016028641,0.01050238
반도체 제조장비,8486,MY,말레이시아,2025-04-01,16384885,,,56.01116127963377,0.016384885
반도체 제조장비,8486,MY,말레이시아,2025-05-01,18625425,,,13.674432258755553,0.018625425
반도체 제조장비,8486,MY,말레이시아,2025-06-01,11342272,,,-39.1032848914857,0.011342272
반도체 제조장비,8486,MY,말레이시아,2025-07-01,13580192,,,19.730791150132877,0.013580192
반도체 제조장비,8486,MY,말레이시아,2025-08-01,25254013,,,85.96212041773784,0.025254013
반도체 제조장비,8486,MY,말레이시아,2025-09-01,23385854,,,-7.397473819309431,0.023385854
반도체 제조장비,8486,MY,말레이시아,2025-10-01,10220072,,,-56.29805950212465,0.010220072
반도체 제조장비,8486,MY,말레이시아,2025-11-01,19184250,,,87.71149557459086,0.01918425
반도체 제조장비,8486,MY,말레이시아,2025-12-01,26772839,,,39.55634960970589,0.026772839
반도체 제조장비,8486,MY,말레이시아,2026-01-01,21365496,8509840.0,151.06812819042426,-20.19712216549018,0.021365496
반도체 제조장비,8486,MY,말레이시아,2026-02-01,13946003,9740314.0,43.178166535493624,-34.72651886948939,0.013946003
반도체 제조장비,8486,MY,말레이시아,2026-03-01,21439956,10502380.0,104.14378455169211,53.73548965965374,0.021439956
반도체 제조장비,8486,MY,말레이시아,2026-04-01,18002455,16384885.0,9.872330504608362,-16.033153239680153,0.018002455
반도체 제조장비,8486,MY,말레이시아,2026-05-01,15337218,18625425.0,-17.654399832487044,-14.804853004770735,0.015337218
반도체 제조장비,8486,MY,말레이시아,2026-06-01,72922237,11342272.0,542.9244246655344,375.4593499290419,0.072922237
반도체 제조장비,8486,MY,말레이시아,2026-07-01,91034072,13580192.0,570.3445135385421,24.837190608949644,0.091034072
반도체 제조장비,8486,MX,멕시코,2025-01-01,391399,,,,0.000391399
반도체 제조장비,8486,MX,멕시코,2025-02-01,147065,,,-62.42581100105008,0.000147065
반도체 제조장비,8486,MX,멕시코,2025-03-01,93798,,,-36.220038758372155,9.3798e-05
반도체 제조장비,8486,MX,멕시코,2025-04-01,676780,,,621.5292436938954,0.00067678
반도체 제조장비,8486,MX,멕시코,2025-05-01,653617,,,-3.4225302166139615,0.000653617
반도체 제조장비,8486,MX,멕시코,2025-06-01,295943,,,-54.72226089590693,0.000295943
반도체 제조장비,8486,MX,멕시코,2025-07-01,322055,,,8.82332070702805,0.000322055
반도체 제조장비,8486,MX,멕시코,2025-08-01,39746,,,-87.6586297371567,3.9746e-05
반도체 제조장비,8486,MX,멕시코,2025-09-01,500555,,,1159.3845921602174,0.000500555
반도체 제조장비,8486,MX,멕시코,2025-10-01,77943,,,-84.42868416058175,7.7943e-05
반도체 제조장비,8486,MX,멕시코,2025-11-01,878526,,,1027.1390631615411,0.000878526
반도체 제조장비,8486,MX,멕시코,2025-12-01,1056497,,,20.257909270755793,0.001056497
반도체 제조장비,8486,MX,멕시코,2026-01-01,75755,391399.0,-80.64507063124842,-92.82960576319668,7.5755e-05
반도체 제조장비,8486,MX,멕시코,2026-02-01,33752,147065.0,-77.0496039166355,-55.445845158735395,3.3752e-05
반도체 제조장비,8486,MX,멕시코,2026-03-01,169760,93798.0,80.98466918271178,402.96278739037683,0.00016976
반도체 제조장비,8486,MX,멕시코,2026-04-01,545947,676780.0,-19.33168828866101,221.59931668237513,0.000545947
반도체 제조장비,8486,MX,멕시코,2026-05-01,33547,653617.0,-94.86748355688424,-93.85526433884608,3.3547e-05
반도체 제조장비,8486,MX,멕시코,2026-06-01,5790564,295943.0,1856.6484086462594,17161.048677974184,0.005790564
반도체 제조장비,8486,MX,멕시코,2026-07-01,38269,322055.0,-88.11724705407461,-99.33911446277082,3.8269e-05
반도체 제조장비,8486,MA,모로코,2025-01-01,105969,,,,0.000105969
반도체 제조장비,8486,MA,모로코,2025-02-01,103990,,,-1.867527295718563,0.00010399
반도체 제조장비,8486,MA,모로코,2025-03-01,79309,,,-23.734012885854405,7.9309e-05
반도체 제조장비,8486,MA,모로코,2025-04-01,89095,,,12.339078793075187,8.9095e-05
반도체 제조장비,8486,MA,모로코,2025-05-01,4711,,,-94.7123856557607,4.711e-06
반도체 제조장비,8486,MA,모로코,2025-06-01,15656,,,232.32859265548717,1.5656e-05
반도체 제조장비,8486,MA,모로코,2025-07-01,100868,,,544.2769545222279,0.000100868
반도체 제조장비,8486,MA,모로코,2025-08-01,73422,,,-27.209818773049932,7.3422e-05
반도체 제조장비,8486,MA,모로코,2025-09-01,66491,,,-9.439949878782928,6.6491e-05
반도체 제조장비,8486,MA,모로코,2025-10-01,53660,,,-19.297348513332636,5.366e-05
반도체 제조장비,8486,MA,모로코,2025-11-01,25850,,,-51.8263138278047,2.585e-05
반도체 제조장비,8486,MA,모로코,2025-12-01,107269,,,314.96711798839453,0.000107269
반도체 제조장비,8486,MA,모로코,2026-01-01,64418,105969.0,-39.21052383244157,-39.94723545479123,6.4418e-05
반도체 제조장비,8486,MA,모로코,2026-02-01,79267,103990.0,-23.774401384748533,23.051010587102994,7.9267e-05
반도체 제조장비,8486,MA,모로코,2026-03-01,52163,79309.0,-34.228145607686386,-34.19329607528985,5.2163e-05
반도체 제조장비,8486,MA,모로코,2026-04-01,43676,89095.0,-50.97816936977384,-16.270153173705502,4.3676e-05
반도체 제조장비,8486,MA,모로코,2026-05-01,130075,4711.0,2661.0910634684783,197.8180236285374,0.000130075
반도체 제조장비,8486,MA,모로코,2026-06-01,32033,15656.0,104.60526315789474,-75.37343840092254,3.2033e-05
반도체 제조장비,8486,MA,모로코,2026-07-01,100796,100868.0,-0.07138041797200012,214.66300377735462,0.000100796
반도체 제조장비,8486,MT,몰타,2025-01-01,51754,,,,5.1754e-05
반도체 제조장비,8486,MT,몰타,2025-02-01,79015,,,52.674189434633064,7.9015e-05
반도체 제조장비,8486,MT,몰타,2025-03-01,188918,,,139.09131177624502,0.000188918
반도체 제조장비,8486,MT,몰타,2025-04-01,72983,,,-61.36789506558401,7.2983e-05
반도체 제조장비,8486,MT,몰타,2025-05-01,142866,,,95.75243549867778,0.000142866
반도체 제조장비,8486,MT,몰타,2025-06-01,998481,,,598.8933686111461,0.000998481
반도체 제조장비,8486,MT,몰타,2025-07-01,171139,,,-82.86006443788114,0.000171139
반도체 제조장비,8486,MT,몰타,2025-08-01,76827,,,-55.10842064053196,7.6827e-05
반도체 제조장비,8486,MT,몰타,2025-09-01,214788,,,179.57358741067594,0.000214788
반도체 제조장비,8486,MT,몰타,2025-10-01,19054,,,-91.12892712814497,1.9054e-05
반도체 제조장비,8486,MT,몰타,2025-11-01,46124,,,142.06990658129527,4.6124e-05
반도체 제조장비,8486,MT,몰타,2025-12-01,181825,,,294.2090885439251,0.000181825
반도체 제조장비,8486,MT,몰타,2026-01-01,41470,51754.0,-19.870927850987364,-77.19235528667674,4.147e-05
반도체 제조장비,8486,MT,몰타,2026-02-01,202521,79015.0,156.3070303107005,388.3554376657825,0.000202521
반도체 제조장비,8486,MT,몰타,2026-03-01,46381,188918.0,-75.44913666246731,-77.09817747295342,4.6381e-05
반도체 제조장비,8486,MT,몰타,2026-04-01,1821167,72983.0,2395.33041941274,3826.536728401716,0.001821167
반도체 제조장비,8486,MT,몰타,2026-05-01,1916153,142866.0,1241.2239441154647,5.215666657698059,0.001916153
반도체 제조장비,8486,MT,몰타,2026-06-01,5299643,998481.0,430.770540450945,176.57723574265728,0.005299643
반도체 제조장비,8486,MT,몰타,2026-07-01,2342447,171139.0,1268.7394457137182,-55.79990954107663,0.002342447
반도체 제조장비,8486,MN,몽골,2025-05-01,20265,,,,2.0265e-05
반도체 제조장비,8486,MN,몽골,2026-03-01,0,,,-100.0,0.0
반도체 제조장비,8486,MN,몽골,2026-07-01,59,,,inf,5.9e-08
반도체 제조장비,8486,US,미국,2025-01-01,85666520,,,,0.08566652
반도체 제조장비,8486,US,미국,2025-02-01,73176183,,,-14.580184884363224,0.073176183
반도체 제조장비,8486,US,미국,2025-03-01,115133464,,,57.33734567707638,0.115133464
반도체 제조장비,8486,US,미국,2025-04-01,76254489,,,-33.76861396266163,0.076254489
반도체 제조장비,8486,US,미국,2025-05-01,66040939,,,-13.39403113697346,0.066040939
반도체 제조장비,8486,US,미국,2025-06-01,70604394,,,6.91003954380478,0.070604394
반도체 제조장비,8486,US,미국,2025-07-01,66314186,,,-6.076403686716725,0.066314186
반도체 제조장비,8486,US,미국,2025-08-01,64132494,,,-3.2899325643535704,0.064132494
반도체 제조장비,8486,US,미국,2025-09-01,58693666,,,-8.480612027968226,0.058693666
반도체 제조장비,8486,US,미국,2025-10-01,64517761,,,9.922867997374718,0.064517761
반도체 제조장비,8486,US,미국,2025-11-01,72257335,,,11.99603625426493,0.072257335
반도체 제조장비,8486,US,미국,2025-12-01,65637314,,,-9.16172870200651,0.065637314
반도체 제조장비,8486,US,미국,2026-01-01,66702819,85666520.0,-22.136653852636947,1.6233220634226386,0.066702819
반도체 제조장비,8486,US,미국,2026-02-01,82977918,73176183.0,13.394706580965021,24.399417062118477,0.082977918
반도체 제조장비,8486,US,미국,2026-03-01,121280237,115133464.0,5.3388239929965,46.15965298141127,0.121280237
반도체 제조장비,8486,US,미국,2026-04-01,141985568,76254489.0,86.19961901521627,17.07230420402295,0.141985568
반도체 제조장비,8486,US,미국,2026-05-01,150438239,66040939.0,127.79542701535482,5.953190256632279,0.150438239
반도체 제조장비,8486,US,미국,2026-06-01,197177655,70604394.0,179.27108191028452,31.06884015040883,0.197177655
반도체 제조장비,8486,US,미국,2026-07-01,205136102,66314186.0,209.3396969390531,4.036180975983306,0.205136102
반도체 제조장비,8486,MM,미얀마,2025-04-01,0,,,,0.0
반도체 제조장비,8486,BD,방글라데시,2025-11-01,218000,,,,0.000218
반도체 제조장비,8486,BD,방글라데시,2025-12-01,433,,,-99.80137614678898,4.33e-07
반도체 제조장비,8486,VN,베트남,2025-01-01,15649727,,,,0.015649727
반도체 제조장비,8486,VN,베트남,2025-02-01,13894751,,,-11.214099773114249,0.013894751
반도체 제조장비,8486,VN,베트남,2025-03-01,8056765,,,-42.01576552181467,0.008056765
반도체 제조장비,8486,VN,베트남,2025-04-01,19663687,,,144.06429876011032,0.019663687
반도체 제조장비,8486,VN,베트남,2025-05-01,20539415,,,4.453528984671085,0.020539415
반도체 제조장비,8486,VN,베트남,2025-06-01,25022513,,,21.82680470695002,0.025022513
반도체 제조장비,8486,VN,베트남,2025-07-01,9649369,,,-61.437250527155285,0.009649369
반도체 제조장비,8486,VN,베트남,2025-08-01,14640763,,,51.72767255558368,0.014640763
반도체 제조장비,8486,VN,베트남,2025-09-01,13103541,,,-10.499603060304985,0.013103541
반도체 제조장비,8486,VN,베트남,2025-10-01,11101918,,,-15.275435853560504,0.011101918
반도체 제조장비,8486,VN,베트남,2025-11-01,32494339,,,192.69121785983288,0.032494339
반도체 제조장비,8486,VN,베트남,2025-12-01,50316799,,,54.84789212053214,0.050316799
반도체 제조장비,8486,VN,베트남,2026-01-01,15490790,15649727.0,-1.0155896010198728,-69.21348275751802,0.01549079
반도체 제조장비,8486,VN,베트남,2026-02-01,16727693,13894751.0,20.388576952548476,7.984763850003773,0.016727693
반도체 제조장비,8486,VN,베트남,2026-03-01,20336647,8056765.0,152.41703090508412,21.574726413259725,0.020336647
반도체 제조장비,8486,VN,베트남,2026-04-01,30562239,19663687.0,55.42476342305489,50.2816024686862,0.030562239
반도체 제조장비,8486,VN,베트남,2026-05-01,26788432,20539415.0,30.424513064271785,-12.34794021472052,0.026788432
반도체 제조장비,8486,VN,베트남,2026-06-01,11507752,25022513.0,-54.01040654869477,-57.0420844340572,0.011507752
반도체 제조장비,8486,VN,베트남,2026-07-01,22890528,9649369.0,137.2230557251982,98.91398424296945,0.022890528
반도체 제조장비,8486,BE,벨기에,2025-01-01,9290,,,,9.29e-06
반도체 제조장비,8486,BE,벨기에,2025-02-01,139037,,,1396.6307857911734,0.000139037
반도체 제조장비,8486,BE,벨기에,2025-03-01,776205,,,458.2722584635745,0.000776205
반도체 제조장비,8486,BE,벨기에,2025-04-01,1485616,,,91.39479905437354,0.001485616
반도체 제조장비,8486,BE,벨기에,2025-05-01,0,,,-100.0,0.0
반도체 제조장비,8486,BE,벨기에,2025-06-01,289738,,,inf,0.000289738
반도체 제조장비,8486,BE,벨기에,2025-07-01,136187,,,-52.9965002864657,0.000136187
반도체 제조장비,8486,BE,벨기에,2025-08-01,142534,,,4.6605035722939725,0.000142534
반도체 제조장비,8486,BE,벨기에,2025-09-01,47520,,,-66.66058624608866,4.752e-05
반도체 제조장비,8486,BE,벨기에,2025-10-01,146972,,,209.28451178451178,0.000146972
반도체 제조장비,8486,BE,벨기에,2025-11-01,1881228,,,1179.9907465367553,0.001881228
반도체 제조장비,8486,BE,벨기에,2025-12-01,171688,,,-90.87362084765908,0.000171688
반도체 제조장비,8486,BE,벨기에,2026-01-01,902550,9290.0,9615.285252960171,425.69195284469504,0.00090255
반도체 제조장비,8486,BE,벨기에,2026-02-01,462952,139037.0,232.97036040766125,-48.70622126197994,0.000462952
반도체 제조장비,8486,BE,벨기에,2026-03-01,229859,776205.0,-70.38681791537029,-50.34928027095682,0.000229859
반도체 제조장비,8486,BE,벨기에,2026-04-01,7298,1485616.0,-99.50875596385606,-96.82501011489653,7.298e-06
반도체 제조장비,8486,BE,벨기에,2026-05-01,1610416,0.0,inf,21966.53877774733,0.001610416
반도체 제조장비,8486,BE,벨기에,2026-06-01,52756,289738.0,-81.79182571840767,-96.72407626352447,5.2756e-05
반도체 제조장비,8486,BE,벨기에,2026-07-01,1452329,136187.0,966.4226394589791,2652.917203730381,0.001452329
반도체 제조장비,8486,BG,불가리아,2025-02-01,0,,,,0.0
반도체 제조장비,8486,BG,불가리아,2025-04-01,0,,,,0.0
반도체 제조장비,8486,BG,불가리아,2025-05-01,1240,,,inf,1.24e-06
반도체 제조장비,8486,BG,불가리아,2025-10-01,0,,,-100.0,0.0
반도체 제조장비,8486,BG,불가리아,2025-11-01,4060,,,inf,4.06e-06
반도체 제조장비,8486,BG,불가리아,2026-02-01,1360,,,-66.50246305418719,1.36e-06
반도체 제조장비,8486,BG,불가리아,2026-04-01,0,,,-100.0,0.0
반도체 제조장비,8486,BG,불가리아,2026-05-01,0,,,,0.0
반도체 제조장비,8486,BG,불가리아,2026-06-01,0,,,,0.0
