대시보드품목,조회HS,국가코드,국가,기준월,수출액_USD,전년동월_수출액_USD,YoY_%,MoM_%,수출액_십억달러,품목총수출_USD,품목수출대비_비중_%
승용차,8703,UA,우크라이나,2026-07-01,13673348,7933973.0,72.33923029483462,18.41750161452651,0.013673348,5954827283,0.22961787723104984
승용차,8703,IQ,이라크,2026-07-01,34966661,29917939.0,16.875233283950486,4.032416109421244,0.034966661,5954827283,0.5871985758482661
승용차,8703,IR,이란,2026-07-01,15686,1259094.0,-98.7541835637371,161.1286832029299,1.5686e-05,5954827283,0.00026341654013678636
승용차,8703,IL,이스라엘,2026-07-01,69529402,19522821.0,256.1442375566523,-7.485592317179856,0.069529402,5954827283,1.1676140834259692
승용차,8703,EG,이집트,2026-07-01,18600574,20057529.0,-7.263880810043954,-9.884467701070621,0.018600574,5954827283,0.31236126785912693
승용차,8703,IT,이탈리아,2026-07-01,62474936,47657263.0,31.09216112557702,-1.5072659256095688,0.062474936,5954827283,1.0491477423426723
승용차,8703,IN,인도,2026-07-01,67482,66185.0,1.9596585329002103,-92.15089195467007,6.7482e-05,5954827283,0.001133231860353858
승용차,8703,ID,인도네시아,2026-07-01,8993601,9960721.0,-9.709337306004251,28.527275601056722,0.008993601,5954827283,0.15103042578036094
승용차,8703,JP,일본,2026-07-01,4610090,1880039.0,145.2124663371345,13.450709459143528,0.00461009,5954827283,0.07741769460150437
승용차,8703,JM,자마이카,2026-07-01,534047,2003883.0,-73.34939215513081,942.9179604350967,0.000534047,5954827283,0.008968303774730992
승용차,8703,ZM,잠비아,2026-07-01,7654,,,-78.29883753898497,7.654e-06,5954827283,0.00012853437448724742
승용차,8703,GQ,적도 기니,2026-07-01,149598,99603.0,50.19427125688984,-21.347830201575167,0.000149598,5954827283,0.002512213921419289
승용차,8703,GE,조지아,2026-07-01,5270605,6157605.0,-14.404951275698908,-3.513022599159654,0.005270605,5954827283,0.08850978793367632
승용차,8703,CN,중국,2026-07-01,19194437,28044428.0,-31.557038710149477,-25.542840422823566,0.019194437,5954827283,0.3223340676025448
승용차,8703,GI,지브랄타,2026-07-01,283592,174625.0,62.400572655690766,324.5897712300875,0.000283592,5954827283,0.004762388336763453
승용차,8703,ZW,짐바브웨,2026-07-01,9570,54561.0,-82.45999890031341,-96.05653535520027,9.57e-06,5954827283,0.0001607099508548416
승용차,8703,TD,챠드,2026-07-01,2325,,,,2.325e-06,5954827283,3.9043953577586914e-05
승용차,8703,CZ,체코공화국,2026-07-01,13720248,8270767.0,65.88845992155261,77.8971459304624,0.013720248,5954827283,0.23040547354192675
승용차,8703,CL,칠레,2026-07-01,30897592,21231371.0,45.52801135640274,-25.030369919277373,0.030897592,5954827283,0.5188663000891272
승용차,8703,CM,카메룬,2026-07-01,250907,359594.0,-30.22492032681302,3.039350159749654,0.000250907,5954827283,0.0042135059184049885
승용차,8703,CV,카보 베르데,2026-07-01,343098,665846.0,-48.471868870579684,63.04072002547081,0.000343098,5954827283,0.005761678444973297
승용차,8703,KZ,카자흐스탄,2026-07-01,51500222,153183383.0,-66.38002047519737,-12.646796425814056,0.051500222,5954827283,0.8648482911842668
승용차,8703,QA,카타르,2026-07-01,5648933,4921459.0,14.781673483412128,52.930291764894434,0.005648933,5954827283,0.09486308723221452
승용차,8703,KH,캄보디아,2026-07-01,4537309,5900974.0,-23.109151133355276,-12.21281013641785,0.004537309,5954827283,0.07619547611319023
승용차,8703,CA,캐나다,2026-07-01,508709635,429955954.0,18.31668575986274,-17.914560493069487,0.508709635,5954827283,8.542810913295131
승용차,8703,KE,케냐,2026-07-01,40181,143900.0,-72.07713690062543,-69.03675733990907,4.0181e-05,5954827283,0.0006747634833122666
승용차,8703,CR,코스타리카,2026-07-01,5318623,4524590.0,17.54928070830728,-18.7564719509712,0.005318623,5954827283,0.08931615892846712
승용차,8703,CI,코트디봐르,2026-07-01,820875,391384.0,109.73647364225414,6.055516437232322,0.000820875,5954827283,0.01378503457763512
승용차,8703,CO,콜롬비아,2026-07-01,58373880,58822203.0,-0.7621662860875844,-4.859143357619555,0.05837388,5954827283,0.9802783057477974
승용차,8703,CG,콩고,2026-07-01,686006,459110.0,49.420835965237096,4.803983127622935,0.000686006,5954827283,0.011520166201267133
승용차,8703,CD,콩고민주공화국,2026-07-01,1493850,747290.0,99.9023136934791,924.6587557445641,0.00149385,5954827283,0.025086369914786327
승용차,8703,KW,쿠웨이트,2026-07-01,7899684,16609214.0,-52.4379419760622,4.681005004349736,0.007899684,5954827283,0.1326601700531639
승용차,8703,CW,큐라소,2026-07-01,740754,424277.0,74.59207074623417,163.6857786653282,0.000740754,5954827283,0.012439554747704007
승용차,8703,HR,크로아티아,2026-07-01,2780814,4055132.0,-31.424821682746707,-13.635293569576223,0.002780814,5954827283,0.046698482892001625
승용차,8703,KG,키르기스스탄,2026-07-01,171988178,287651332.0,-40.20949710046884,-18.233160136092952,0.171988178,5954827283,2.8882143818175288
승용차,8703,TJ,타지크,2026-07-01,25081486,24655225.0,1.7288870817443458,-0.8160834196461741,0.025081486,5954827283,0.42119586023264344
승용차,8703,TZ,탄자니아,2026-07-01,1414052,766363.0,84.51464906317241,-4.9983539924082105,0.001414052,5954827283,0.02374631425561029
승용차,8703,TH,태국,2026-07-01,399700,1132.0,35209.18727915194,184.42123090279011,0.0003997,5954827283,0.006712201395682361
승용차,8703,TG,토고,2026-07-01,699234,52241.0,1238.4774410903312,205.4037055478393,0.000699234,5954827283,0.011742305305750713
승용차,8703,TO,통가,2026-07-01,18760,,,,1.876e-05,5954827283,0.0003150385243507658
승용차,8703,TC,투르크 & 카이코스 군도,2026-07-01,120321,43206.0,178.4821552562144,17.67680225336685,0.000120321,5954827283,0.002020562382111327
승용차,8703,TM,투르크멘,2026-07-01,1080117,48929.0,2107.519058227227,30.091945771987973,0.001080117,5954827283,0.01813851097047847
승용차,8703,TN,튀니지,2026-07-01,1438979,15060912.0,-90.44560515326032,-80.45012113221944,0.001438979,5954827283,0.024164915817256962
승용차,8703,TR,튀르키예,2026-07-01,70828002,156812546.0,-54.83269431771103,-8.838438042155827,0.070828002,5954827283,1.189421600895154
승용차,8703,TT,트리니다드 토바고,2026-07-01,1846030,2201029.0,-16.12877431419577,-0.519381699743704,0.00184603,5954827283,0.031000563278637747
승용차,8703,PA,파나마,2026-07-01,1518054,1240086.0,22.4152195896091,4.743005824138757,0.001518054,5954827283,0.02549283006635274
승용차,8703,PY,파라과이,2026-07-01,5178006,3832160.0,35.1197757922425,189.0933544895677,0.005178006,5954827283,0.08695476382299634
승용차,8703,PK,파키스탄,2026-07-01,21036340,28777905.0,-26.901072194101694,753.5089011230219,0.02103634,5954827283,0.353265325764445
승용차,8703,PG,파푸아 뉴기니,2026-07-01,107940,180586.0,-40.227924645321345,-31.112387516752825,0.00010794,5954827283,0.0018126470318988092
승용차,8703,PW,팔라우,2026-07-01,2097,,,-88.85226729041517,2.097e-06,5954827283,3.521512716223646e-05
승용차,8703,PS,팔레스타인 해방기구,2026-07-01,292236,227917.0,28.22036092086153,-93.4438380903773,0.000292236,5954827283,0.004907547878580511
승용차,8703,PE,페루,2026-07-01,1410266,8062779.0,-82.50893395440951,-63.51590652209963,0.001410266,5954827283,0.023682735585397498
승용차,8703,PT,포루투갈,2026-07-01,12223203,16055925.0,-23.87107563095866,1.2858607767219477,0.012223203,5954827283,0.2052654496780306
승용차,8703,PL,폴란드,2026-07-01,24381738,19528522.0,24.85193707951887,-42.45460533671179,0.024381738,5954827283,0.4094449232743599
승용차,8703,PR,푸에르토리코,2026-07-01,25766977,32699564.0,-21.200854543504,63.3619781836404,0.025766977,5954827283,0.43270737798827946
승용차,8703,FR,프랑스,2026-07-01,64108460,51108742.0,25.435409856106418,-5.205241496816059,0.06410846,5954827283,1.0765796714712204
승용차,8703,FJ,피지,2026-07-01,487342,867404.0,-43.816030361861365,-57.9054201710069,0.000487342,5954827283,0.008183982118025101
승용차,8703,FI,핀란드,2026-07-01,11371927,10132736.0,12.229579454157303,-28.16355441838353,0.011371927,5954827283,0.19096988811858373
승용차,8703,PH,필리핀,2026-07-01,2333489,8739335.0,-73.29900959283515,-85.2586839932117,0.002333489,5954827283,0.03918651018916546
승용차,8703,HU,헝가리,2026-07-01,9057765,30667606.0,-70.46471446124617,-57.02480479892324,0.009057765,5954827283,0.1521079381405125
승용차,8703,AU,호주,2026-07-01,252345111,220683989.0,14.346814258464402,-20.201539178484563,0.252345111,5954827283,4.23765625781291
자동차부품,8708,GH,가나,2026-07-01,1896519,1850052.0,2.5116591317433157,-23.681665795443163,0.001896519,1653930745,0.11466737683747454
자동차부품,8708,GA,가봉,2026-07-01,14730,11279.0,30.596684103200644,-96.07083696774245,1.473e-05,1653930745,0.0008906056099706884
자동차부품,8708,GY,가이아나,2026-07-01,99,21.0,371.42857142857144,-40.36144578313253,9.9e-08,1653930745,5.985740352145156e-06
자동차부품,8708,GP,과델로프,2026-07-01,1743,152.0,1046.7105263157896,148.2905982905983,1.743e-06,1653930745,0.00010538530741201016
자동차부품,8708,GT,과테말라,2026-07-01,315002,260327.0,21.00243155723378,10.684305767845537,0.000315002,1653930745,0.019045658408145743
자동차부품,8708,GU,괌,2026-07-01,22326,15421.0,44.77660333311717,-56.628331649700826,2.2326e-05,1653930745,0.0013498751424443711
자동차부품,8708,VA,교황청,2026-07-01,470,995.0,-52.76381909547738,-74.21832144816237,4.7e-07,1653930745,2.8417151166749727e-05
자동차부품,8708,GD,그레나다,2026-07-01,77056,,,22365.30612244898,7.7056e-05,1653930745,0.004658961702776738
자동차부품,8708,GR,그리스,2026-07-01,174911,483675.0,-63.837080684343825,-12.810428194008272,0.000174911,1653930745,0.010575473037717793
자동차부품,8708,GL,그린랜드,2026-07-01,219,,,-2.2321428571428603,2.19e-07,1653930745,1.3241183203230192e-05
자동차부품,8708,GN,기니,2026-07-01,1488,660.0,125.45454545454544,-63.21384425216316,1.488e-06,1653930745,8.996749135345445e-05
자동차부품,8708,ZZ,기타국,2026-07-01,2638,1022.0,158.12133072407045,-10.180456247871984,2.638e-06,1653930745,0.00015949881867635275
자동차부품,8708,NA,나미비아,2026-07-01,189,,,103.2258064516129,1.89e-07,1653930745,1.1427322490458934e-05
자동차부품,8708,NG,나이지리아,2026-07-01,30998,87397.0,-64.53196333970274,-76.61551924440622,3.0998e-05,1653930745,0.0018742018124827831
자동차부품,8708,ZA,남아프리카공화국,2026-07-01,2749531,2880885.0,-4.559501680907085,8.73848955062384,0.002749531,1653930745,0.16624220864822245
자동차부품,8708,NL,네덜란드,2026-07-01,5168376,2636333.0,96.04412644381419,19.327722167644644,0.005168376,1653930745,0.3124904725076623
자동차부품,8708,NP,네팔,2026-07-01,20168,49158.0,-58.973107123967615,46.569767441860456,2.0168e-05,1653930745,0.0012193980951723585
자동차부품,8708,NO,노르웨이,2026-07-01,114205,107642.0,6.09706248490367,-14.746302973297798,0.000114205,1653930745,0.006905065423401389
자동차부품,8708,NC,뉴 칼레도니아,2026-07-01,16554,15450.0,7.145631067961156,16.00560616678346,1.6554e-05,1653930745,0.0010008883413071808
자동차부품,8708,NZ,뉴질랜드,2026-07-01,483221,357260.0,35.25751553490455,23.709643146983296,0.000483221,1653930745,0.029216519582868025
자동차부품,8708,NI,니카라과,2026-07-01,90036,770904.0,-88.32072475950314,-74.20652314038932,9.0036e-05,1653930745,0.005443758771169103
자동차부품,8708,TW,대만,2026-07-01,1979644,3305410.0,-40.10897286569593,-9.283813551127995,0.001979644,1653930745,0.1196932825624449
자동차부품,8708,DK,덴마크,2026-07-01,77203,6864.0,1024.752331002331,1003.3728740888952,7.7203e-05,1653930745,0.0046678496202693185
자동차부품,8708,DM,도미니카,2026-07-01,2,,,-99.99341758820431,2e-09,1653930745,1.2092404751808396e-07
자동차부품,8708,DO,도미니카 공화국,2026-07-01,2220245,1405799.0,57.934740314938324,71.59841744978787,0.002220245,1653930745,0.13424050594089415
자동차부품,8708,DE,독일,2026-07-01,51701988,46980224.0,10.050535306089635,17.97690575634654,0.051701988,1653930745,3.126006826845703
자동차부품,8708,LA,라오스,2026-07-01,232174,256718.0,-9.560685265544288,-12.661051570358616,0.000232174,1653930745,0.014037709904231812
자동차부품,8708,LR,라이베리아,2026-07-01,4248,1500.0,183.2,-45.18709677419355,4.248e-06,1653930745,0.0002568426769284103
자동차부품,8708,LV,라트비아,2026-07-01,3029,684.0,342.8362573099415,734.435261707989,3.029e-06,1653930745,0.00018313946996613816
자동차부품,8708,RU,러시아 연방,2026-07-01,9956658,10187259.0,-2.263621647393077,13.043976832284754,0.009956658,1653930745,0.6019996925566553
자동차부품,8708,LB,레바논,2026-07-01,475600,189900.0,150.44760400210637,112.23236677465707,0.0004756,1653930745,0.028755738499800367
자동차부품,8708,RO,루마니아,2026-07-01,2174119,3140933.0,-30.78110867057654,57.51814547388341,0.002174119,1653930745,0.1314516346329846
자동차부품,8708,LU,룩셈부르그,2026-07-01,934,0.0,inf,328.4403669724771,9.34e-07,1653930745,5.6471530190945206e-05
자동차부품,8708,RW,르완다,2026-07-01,757,740.0,2.297297297297307,-22.27926078028748,7.57e-07,1653930745,4.576975198559478e-05
자동차부품,8708,LY,리비아,2026-07-01,8041424,6846995.0,17.44457240000905,73.19744479932146,0.008041424,1653930745,0.48620076894453035
자동차부품,8708,LT,리투아니아,2026-07-01,151397,13480.0,1023.1231454005934,-53.50000767848642,0.000151397,1653930745,0.009153769011047677
자동차부품,8708,LI,리히텐슈타인,2026-07-01,311245,593954.0,-47.597793768540996,-42.55670597788974,0.000311245,1653930745,0.01881850258488302
자동차부품,8708,MG,마다카스카르,2026-07-01,102095,17065.0,498.2713155581599,121.66134740224494,0.000102095,1653930745,0.00617287031567939
자동차부품,8708,MH,마샬군도,2026-07-01,49477,43683.0,13.263741043426513,-9.24815202039656,4.9477e-05,1653930745,0.00299147954952612
자동차부품,8708,MK,마세도니아,2026-07-01,16625,25850.0,-35.686653771760156,269.77313167259786,1.6625e-05,1653930745,0.001005181144994073
자동차부품,8708,FM,마이크로네시아,2026-07-01,129,,,-94.13636363636364,1.29e-07,1653930745,7.799601064916415e-06
자동차부품,8708,MO,마카오,2026-07-01,55065,34205.0,60.98523607659698,-62.98698679859114,5.5065e-05,1653930745,0.003329341338291647
자동차부품,8708,MQ,마티니크,2026-07-01,7161,3708.0,93.12297734627832,-81.93673695893452,7.161e-06,1653930745,0.0004329685521384996
자동차부품,8708,MY,말레이시아,2026-07-01,1847857,2694926.0,-31.431994793178,-35.07703172266472,0.001847857,1653930745,0.11172517383731204
자동차부품,8708,ML,말리,2026-07-01,11977,16270.0,-26.3859864781807,-97.51075030811661,1.1977e-05,1653930745,0.0007241536585620458
자동차부품,8708,MX,멕시코,2026-07-01,144471179,151175805.0,-4.434986140804742,-0.13564975445058414,0.144471179,1653930745,8.735019857194807
자동차부품,8708,MA,모로코,2026-07-01,537815,267740.0,100.87211473817881,22.121050420645094,0.000537815,1653930745,0.03251738330796916
자동차부품,8708,MU,모리셔스,2026-07-01,37286,967.0,3755.842812823165,260.39048907790453,3.7286e-05,1653930745,0.0022543870178796392
자동차부품,8708,MZ,모잠비크,2026-07-01,5024,,,129.51119232526267,5.024e-06,1653930745,0.0003037612073654269
자동차부품,8708,ME,몬테네그로,2026-07-01,216,,,inf,2.16e-07,1653930745,1.3059797131953068e-05
자동차부품,8708,MD,몰도바,2026-07-01,46355,14776.0,213.71819166215485,-8.056806235991832,4.6355e-05,1653930745,0.002802717111350391
자동차부품,8708,MV,몰디브,2026-07-01,34303,2106.0,1528.8224121557455,1008.694246929541,3.4303e-05,1653930745,0.002074028801006417
자동차부품,8708,MT,몰타,2026-07-01,14691,9201.0,59.667427453537655,-31.828306264501162,1.4691e-05,1653930745,0.0008882475910440856
자동차부품,8708,MN,몽골,2026-07-01,887688,670182.0,32.45476601878296,25.953925524850586,0.000887688,1653930745,0.053671412946616454
자동차부품,8708,US,미국,2026-07-01,589032007,580967914.0,1.3880444695264282,8.479224467773205,0.589032007,1653930745,35.61406720207018
자동차부품,8708,VI,미령 버진군도,2026-07-01,15,,,-96.5909090909091,1.5e-08,1653930745,9.069303563856296e-07
자동차부품,8708,MM,미얀마,2026-07-01,146559,75479.0,94.17188886975185,48.50139828962834,0.000146559,1653930745,0.008861253740101434
자동차부품,8708,VU,바누아투,2026-07-01,25472,62468.0,-59.22392264839598,-25.14619883040936,2.5472e-05,1653930745,0.001540088669190317
자동차부품,8708,BH,바레인,2026-07-01,76487,13120.0,482.9801829268293,487.27733415233416,7.6487e-05,1653930745,0.004624558811257844
자동차부품,8708,BB,바베이도스,2026-07-01,11207,13937.0,-19.588146659969862,-49.11691259931895,1.1207e-05,1653930745,0.0006775979002675835
자동차부품,8708,BD,방글라데시,2026-07-01,196562,127746.0,53.86939708484022,265.5131375867006,0.000196562,1653930745,0.011884536314124809
자동차부품,8708,BM,버뮤다,2026-07-01,3057,309.0,889.3203883495145,3152.127659574468,3.057e-06,1653930745,0.00018483240663139133
자동차부품,8708,VE,베네주엘라,2026-07-01,234077,168646.0,38.797836889104985,32.12969287129495,0.000234077,1653930745,0.014152769135445269
자동차부품,8708,BJ,베닝,2026-07-01,55,,,-68.57142857142857,5.5e-08,1653930745,3.325411306747309e-06
자동차부품,8708,VN,베트남,2026-07-01,62125450,54873150.0,13.21648201351664,30.37539910322522,0.06212545,1653930745,3.7562304339411745
자동차부품,8708,BE,벨기에,2026-07-01,6266186,7760014.0,-19.250326094772507,-20.513080068580493,0.006266186,1653930745,0.3788662868105762
자동차부품,8708,BY,벨라루스,2026-07-01,158332,66912.0,136.6272118603539,-56.868812892610606,0.000158332,1653930745,0.009573073145816634
자동차부품,8708,BA,보스니아-헤르체고비나,2026-07-01,39,216.0,-81.94444444444444,-91.66666666666666,3.9e-08,1653930745,2.3580189266026372e-06
자동차부품,8708,BO,볼리비아,2026-07-01,142730,29145.0,389.72379481900845,-16.97206612916361,0.00014273,1653930745,0.008629744651128061
자동차부품,8708,BI,부룬디,2026-07-01,684,365.0,87.3972602739726,836.986301369863,6.84e-07,1653930745,4.1356024251184714e-05
자동차부품,8708,BT,부탄,2026-07-01,2333,8718.0,-73.23927506308787,10.46401515151516,2.333e-06,1653930745,0.00014105790142984493
자동차부품,8708,MP,북마리아나 군도,2026-07-01,17488,3074.0,468.90045543266103,-40.25077727288257,1.7488e-05,1653930745,0.0010573598714981262
자동차부품,8708,BG,불가리아,2026-07-01,913990,466449.0,95.94639499709507,-22.950407844644737,0.00091399,1653930745,0.05526168509552677
자동차부품,8708,GF,불령 가이아나,2026-07-01,883,3516.0,-74.88623435722413,-47.47174301011303,8.83e-07,1653930745,5.3387966979234067e-05
자동차부품,8708,RE,불령 리유니온 코모도 제도,2026-07-01,943,2150.0,-56.139534883720934,-68.04473059979668,9.43e-07,1653930745,5.701568840477658e-05
자동차부품,8708,PF,불령 폴리네시아,2026-07-01,38428,34889.0,10.143598268795317,90.66236665839742,3.8428e-05,1653930745,0.0023234346490124654
자동차부품,8708,BR,브라질,2026-07-01,55274341,43551975.0,26.915808066109513,6.468516715717887,0.055274341,1653930745,3.3419985188073884
자동차부품,8708,BN,브루나이,2026-07-01,118748,151008.0,-21.36310659037932,49.8624397385093,0.000118748,1653930745,0.007179744397338717
자동차부품,8708,WS,사모아,2026-07-01,33,,,-81.86813186813187,3.3e-08,1653930745,1.9952467840483853e-06
자동차부품,8708,SA,사우디아라비아,2026-07-01,5563731,5661183.0,-1.7214069921428043,-0.5261960944453192,0.005563731,1653930745,0.3363944359109184
자동차부품,8708,CY,사이프러스,2026-07-01,6659,2187.0,204.48102423411066,1760.0558659217877,6.659e-06,1653930745,0.00040261661621146056
자동차부품,8708,SN,세네갈,2026-07-01,47500,14499.0,227.60880060693842,225.9676091133681,4.75e-05,1653930745,0.0028719461285544937
자동차부품,8708,RS,세르비아,2026-07-01,229555,38.0,603992.1052631579,53161.02088167054,0.000229555,1653930745,0.01387935986400688
자동차부품,8708,LC,세인트 루시아,2026-07-01,1149,2853.0,-59.72660357518402,-57.710710342289296,1.149e-06,1653930745,6.947086529913922e-05
자동차부품,8708,BL,세인트 바르탤르미,2026-07-01,3396,10499.0,-67.65406229164682,-41.80945853324195,3.396e-06,1653930745,0.00020532903268570657
자동차부품,8708,KN,세인트 키츠 네비스,2026-07-01,446,,,17.989417989418,4.46e-07,1653930745,2.6966062596532723e-05
자동차부품,8708,SX,세인트마틴(생마르탱),2026-07-01,1029,,,-51.48514851485149,1.029e-06,1653930745,6.22154224480542e-05
자동차부품,8708,SO,소말리아,2026-07-01,120960,,,466.47777829813145,0.00012096,1653930745,0.007313486393893717
자동차부품,8708,SB,솔로몬 군도,2026-07-01,618,295.0,109.4915254237288,1.6447368421052655,6.18e-07,1653930745,3.736553068308795e-05
자동차부품,8708,SD,수단,2026-07-01,3202317,544596.0,488.0169887402772,111.25776305321028,0.003202317,1653930745,0.19361856653798404
자동차부품,8708,SR,수리남,2026-07-01,930,0.0,inf,-61.617829137432935,9.3e-07,1653930745,5.6229682095909045e-05
자동차부품,8708,LK,스리랑카,2026-07-01,28825,85612.0,-66.33065458113349,-67.38995169300736,2.8825e-05,1653930745,0.0017428178348543849
자동차부품,8708,SE,스웨덴,2026-07-01,3288537,3392709.0,-3.070466697851182,-30.277086363424345,0.003288537,1653930745,0.19883160222648866
자동차부품,8708,CH,스위스,2026-07-01,11408,4622.0,146.81955863262658,-23.022941970310395,1.1408e-05,1653930745,0.0006897507670431508
자동차부품,8708,ES,스페인,2026-07-01,12706369,8583333.0,48.03537273923777,24.830436049935823,0.012706369,1653930745,0.7682527843691545
자동차부품,8708,SK,슬로바키아,2026-07-01,66064168,95637004.0,-30.921959872352332,30.39029851593189,0.066064168,1653930745,3.9943732952373403
자동차부품,8708,SI,슬로베니아,2026-07-01,1655122,2142830.0,-22.759994959936158,-1.9049193871969017,0.001655122,1653930745,0.10007202568811308
자동차부품,8708,SY,시리아,2026-07-01,6978354,3538679.0,97.20223281060531,22.836437797273135,0.006978354,1653930745,0.4219254053470056
자동차부품,8708,SL,시에라 리온,2026-07-01,71,0.0,inf,-74.08759124087592,7.1e-08,1653930745,4.2928036868919806e-06
자동차부품,8708,SG,싱가포르,2026-07-01,2206466,2017472.0,9.367862354471335,-27.58995032131326,0.002206466,1653930745,0.13340739971551832
자동차부품,8708,AE,아랍에미리트 연합,2026-07-01,19405982,21853029.0,-11.197747461004148,5.682725416571999,0.019405982,1653930745,1.173324944751541
자동차부품,8708,AW,아루바,2026-07-01,2157,77.0,2701.298701298701,65.92307692307693,2.157e-06,1653930745,0.00013041658524825357
자동차부품,8708,AM,아르메니아,2026-07-01,10146,156.0,6403.846153846153,-59.12990936555891,1.0146e-05,1653930745,0.0006134476930592399
자동차부품,8708,AR,아르헨티나,2026-07-01,2079417,1598385.0,30.094877016488518,-24.468580108817527,0.002079417,1653930745,0.1257257600589558
자동차부품,8708,AS,아메리칸 사모아,2026-07-01,6287,3536.0,77.7997737556561,205.4907677356657,6.287e-06,1653930745,0.00038012474337309693
자동차부품,8708,IS,아이슬란드,2026-07-01,2155,4546.0,-52.595688517377916,24.20749279538905,2.155e-06,1653930745,0.00013029566120073547
자동차부품,8708,HT,아이티,2026-07-01,11273,3562.0,216.47950589556427,inf,1.1273e-05,1653930745,0.0006815883938356802
자동차부품,8708,IE,아일랜드,2026-07-01,4886,9045.0,-45.981205085682696,-92.87017175210495,4.886e-06,1653930745,0.0002954174480866791
자동차부품,8708,AZ,아제르바이잔,2026-07-01,357943,568037.0,-36.98597098428448,-51.70007718423283,0.000357943,1653930745,0.021641958170382763
자동차부품,8708,AG,안티가 바부다,2026-07-01,545,6684.0,-91.84619988031119,-81.97751322751323,5.45e-07,1653930745,3.2951802948677874e-05
자동차부품,8708,AL,알바니아,2026-07-01,8277,2649.0,212.45753114382785,215.55470834921846,8.277e-06,1653930745,0.0005004441706535904
자동차부품,8708,DZ,알제리,2026-07-01,3542269,4370878.0,-18.957495496328203,-3.882217715479319,0.003542269,1653930745,0.21417275243891787
자동차부품,8708,AO,앙골라,2026-07-01,32142,36498.0,-11.934900542495475,-73.41681071201131,3.2142e-05,1653930745,0.0019433703676631272
자동차부품,8708,EE,에스토니아,2026-07-01,41855,72908.0,-42.59203379601689,11.971642589620114,4.1855e-05,1653930745,0.002530638004434702
자동차부품,8708,EC,에쿠아도르,2026-07-01,7169313,4267229.0,68.00863042503696,84.89028276224184,0.007169313,1653930745,0.4334711729420085
자동차부품,8708,ET,에티오피아,2026-07-01,31195,14076.0,121.6183574879227,-62.13647618585231,3.1195e-05,1653930745,0.0018861128311633147
자동차부품,8708,SV,엘살바도르,2026-07-01,741503,309560.0,139.53450058147047,6.33413304690873,0.000741503,1653930745,0.044832772003400904
자동차부품,8708,GB,영국,2026-07-01,12610460,14341555.0,-12.07048329138647,7.095902028403933,0.01261046,1653930745,0.7624539321324485
자동차부품,8708,VG,영령 버진군도,2026-07-01,1516,,,601.8518518518518,1.516e-06,1653930745,9.166042801870765e-05
자동차부품,8708,KY,영령 캐이맨 군도,2026-07-01,1503,939.0,60.063897763578275,19.85645933014355,1.503e-06,1653930745,9.08744217098401e-05
자동차부품,8708,YE,예맨,2026-07-01,516812,257951.0,100.3527801791813,-37.34731186445609,0.000516812,1653930745,0.031247499422958003
자동차부품,8708,OM,오만,2026-07-01,266189,168555.0,57.92411972353237,-46.33459404535337,0.000266189,1653930745,0.016094325642395622
자동차부품,8708,AT,오스트리아,2026-07-01,566373,1126806.0,-49.73642312873733,-3.441756270873786,0.000566373,1653930745,0.03424405778247988
자동차부품,8708,HN,온두라스,2026-07-01,497918,320444.0,55.383780005242734,1.5897952771328105,0.000497918,1653930745,0.030105129946054663
자동차부품,8708,JO,요르단,2026-07-01,2415559,2453330.0,-1.539580896169701,-32.756397033503504,0.002415559,1653930745,0.14604958564936768
자동차부품,8708,UG,우간다,2026-07-01,162,,,-93.64705882352942,1.62e-07,1653930745,9.7948478489648e-06
자동차부품,8708,UY,우루과이,2026-07-01,5867675,4335111.0,35.35235891307052,-13.982615844406043,0.005867675,1653930745,0.35477150526033663
자동차부품,8708,UZ,우즈베키스탄,2026-07-01,60923918,53826331.0,13.186087307344053,34.11562268595536,0.060923918,1653930745,3.683583377609925
자동차부품,8708,UA,우크라이나,2026-07-01,1853182,1187065.0,56.11461882879203,3.3525778163460584,0.001853182,1653930745,0.11204713411382894
자동차부품,8708,IQ,이라크,2026-07-01,8169570,9892434.0,-17.415976694916534,42.24445709293092,0.00816957,1653930745,0.49394873544115653
자동차부품,8708,IR,이란,2026-07-01,241656,1250664.0,-80.67778396115983,43.19506992178241,0.000241656,1653930745,0.01461101081351505
자동차부품,8708,IL,이스라엘,2026-07-01,3372001,2844284.0,18.553597320098845,-3.7100187525539563,0.003372001,1653930745,0.20387800457751332
자동차부품,8708,EG,이집트,2026-07-01,6028177,6108789.0,-1.3196068811674455,-5.09828289295643,0.006028177,1653930745,0.3644757809977104
자동차부품,8708,IT,이탈리아,2026-07-01,5939454,6074953.0,-2.230453470174998,-1.3700691087401906,0.005939454,1653930745,0.3591114088637369
자동차부품,8708,IN,인도,2026-07-01,85743265,46457803.0,84.56160098659853,62.47964628614551,0.085743265,1653930745,5.184211325607833
자동차부품,8708,ID,인도네시아,2026-07-01,6728639,6297018.0,6.854371386583291,14.90354517544863,0.006728639,1653930745,0.40682713108401647
자동차부품,8708,JP,일본,2026-07-01,38190481,30091171.0,26.915901677605024,7.1583635039204285,0.038190481,1653930745,2.309073769591241
자동차부품,8708,JM,자마이카,2026-07-01,51385,53042.0,-3.1239395196259623,116684.0909090909,5.1385e-05,1653930745,0.0031068410908583716
