기준값,HS_raw,수출액_USD,수입액_USD
2026.07,2833300000,181.0,9915.0
2026.07,2833401000,311.0,153675.0
2026.07,2833402000,24944.0,417525.0
2026.07,2833409000,6112.0,483047.0
2026.07,2834100000,317.0,422545.0
2026.07,2834210000,20433.0,1592144.0
2026.07,2834291000,62.0,29586.0
2026.07,2834299000,362383.0,1017602.0
2026.07,2835101000,193.0,747799.0
2026.07,2835109000,871.0,58201.0
2026.07,2835221000,20205.0,94634.0
2026.07,2835222000,14089.0,410650.0
2026.07,2835240000,2208.0,1435093.0
2026.07,2835250000,106.0,402923.0
2026.07,2835260000,512001.0,2388778.0
2026.07,2835291000,276.0,248233.0
2026.07,2835299000,96757.0,1717321.0
2026.07,2835310000,52.0,591323.0
2026.07,2835391000,15291.0,176155.0
2026.07,2835392000,1172.0,244742.0
2026.07,2835399000,86309.0,2540595.0
2026.07,2836200000,171700.0,9084275.0
2026.07,2836300000,68564.0,5165670.0
2026.07,2836400000,12249825.0,203711.0
2026.07,2836500000,243747.0,647637.0
2026.07,2836600000,68295.0,1352109.0
2026.07,2836910000,22492863.0,14056419.0
2026.07,2836920000,79741.0,1300942.0
2026.07,2836991010,59328.0,146814.0
2026.07,2836991020,371.0,191238.0
2026.07,2836991039,8150.0,21775.0
2026.07,2836991090,733560.0,3555216.0
2026.07,2836992000,670925.0,418256.0
2026.07,2837111000,15964933.0,458.0
2026.07,2837191010,86492.0,281210.0
2026.07,2837191020,1309285.0,167.0
2026.07,2837191030,7370.0,120.0
2026.07,2837191090,265418.0,85.0
2026.07,2837192000,0.0,1219.0
2026.07,2837201000,0.0,8336.0
2026.07,2837202000,82.0,594.0
2026.07,2837209000,403358.0,105838.0
2026.07,2839110000,11131.0,113500.0
2026.07,2839190000,8956.0,2433297.0
2026.07,2839901000,202.0,53504.0
2026.07,2839902000,0.0,2526.0
2026.07,2839909000,249660.0,1012349.0
2026.07,2840110000,55.0,8344.0
2026.07,2840190000,939.0,680666.0
2026.07,2840200000,1874.0,595310.0
2026.07,2840300000,372.0,8561.0
2026.07,2841300000,0.0,54000.0
2026.07,2841500000,27682.0,7639.0
2026.07,2841610000,24384.0,1993.0
2026.07,2841691000,620734.0,4472158.0
2026.07,2841692000,0.0,448.0
2026.07,2841693000,0.0,343566.0
2026.07,2841700000,2003.0,1797695.0
2026.07,2841800000,14781767.0,355668.0
2026.07,2841901000,28454.0,176.0
2026.07,2841902010,6959016.0,2858405.0
2026.07,2841902090,90424.0,1429025.0
2026.07,2841903000,152.0,310746.0
2026.07,2841904000,4691.0,101681.0
2026.07,2841905000,277.0,782191.0
2026.07,2841909010,776683.0,6799402.0
2026.07,2841909020,402877013.0,229588572.0
2026.07,2841909030,140574722.0,0.0
2026.07,2841909040,1983.0,0.0
2026.07,2841909090,417934.0,827365.0
2026.07,2842101000,1311780.0,902197.0
2026.07,2842109000,61971.0,1191956.0
2026.07,2842903000,37552.0,1141953.0
2026.07,2842909000,3956755.0,2153786.0
2026.07,2843100000,66509.0,5092.0
2026.07,2843210000,10493.0,16898.0
2026.07,2843290000,11096863.0,671805.0
2026.07,2843301000,5748079.0,1339496.0
2026.07,2843309000,11884721.0,11048024.0
2026.07,2843909010,511065.0,2559984.0
2026.07,2843909090,5130385.0,2881162.0
2026.07,2844101000,0.0,1378.0
2026.07,2844109000,0.0,1915.0
2026.07,2844209000,0.0,15980.0
2026.07,2844301000,0.0,4323.0
2026.07,2844410000,28307.0,2835.0
2026.07,2844420000,0.0,69140.0
2026.07,2844430000,874830.0,5180068.0
2026.07,2845100000,329.0,277503.0
2026.07,2845901000,281914.0,4687855.0
2026.07,2845902000,0.0,3376.0
2026.07,2845909000,3858662.0,15796077.0
2026.07,2846100000,27824.0,2562127.0
2026.07,2846901000,15063241.0,3081044.0
2026.07,2846909000,1983775.0,15003142.0
2026.07,2847002000,1132374.0,66.0
2026.07,2847009000,7846075.0,48459.0
2026.07,2849100000,0.0,38745.0
2026.07,2849200000,425354.0,5240815.0
2026.07,2849901000,327033.0,1475145.0
2026.07,2849909010,25311918.0,12364572.0
2026.07,2849909090,7563.0,1363524.0
2026.07,2850001000,2442287.0,4479609.0
2026.07,2850002000,238774.0,2171433.0
2026.07,2850003000,399.0,138450.0
2026.07,2850004000,94.0,10213.0
2026.07,2850005000,215241.0,336534.0
2026.07,2852100000,92352.0,96566.0
2026.07,2853901000,83506.0,211558.0
2026.07,2853902000,169912.0,0.0
2026.07,2853909000,5777326.0,6305999.0
2026.07,2901101000,77224.0,114468.0
2026.07,2901102000,1508790.0,650723.0
2026.07,2901103000,6786362.0,11964.0
2026.07,2901109000,1712210.0,2734925.0
2026.07,2901210000,92761435.0,11161489.0
2026.07,2901220000,145921735.0,36414963.0
2026.07,2901230000,5975162.0,7034.0
2026.07,2901241000,21551656.0,57612710.0
2026.07,2901242000,6208591.0,908.0
2026.07,2901291000,26.0,5362454.0
2026.07,2901292000,33922.0,15251822.0
2026.07,2901299000,1362743.0,2882722.0
2026.07,2902110000,49217.0,354611.0
2026.07,2902191000,0.0,4424185.0
2026.07,2902199000,4889239.0,7943399.0
2026.07,2902200000,182985629.0,32912686.0
2026.07,2902300000,19649528.0,32954996.0
2026.07,2902410000,12075695.0,1039.0
2026.07,2902420000,247.0,7380.0
2026.07,2902430000,368086958.0,4999070.0
2026.07,2902440000,133564.0,10557562.0
2026.07,2902500000,29114520.0,38667419.0
2026.07,2902600000,29.0,680.0
2026.07,2902700000,204210.0,2079339.0
2026.07,2902901000,103.0,257075.0
2026.07,2902902000,113.0,147.0
2026.07,2902903000,21.0,5615602.0
2026.07,2902909000,102595.0,1880898.0
2026.07,2903111000,0.0,97998.0
2026.07,2903112000,0.0,33263.0
2026.07,2903120000,1053551.0,552243.0
2026.07,2903130000,29313.0,42970.0
2026.07,2903140000,0.0,153.0
2026.07,2903150000,4818788.0,3380.0
2026.07,2903190000,103999.0,286044.0
2026.07,2903210000,14217573.0,3599523.0
2026.07,2903220000,92.0,29638.0
2026.07,2903230000,227.0,56785.0
2026.07,2903290000,0.0,457690.0
2026.07,2903410000,32228.0,450953.0
2026.07,2903420000,634445.0,1831112.0
2026.07,2903430000,1221064.0,1126526.0
2026.07,2903440000,918944.0,0.0
2026.07,2903450000,21934.0,2983165.0
2026.07,2903460000,0.0,147860.0
2026.07,2903470000,0.0,1759610.0
2026.07,2903491000,47782.0,84337.0
2026.07,2903499000,57042.0,4240777.0
2026.07,2903510000,617653.0,10843818.0
2026.07,2903590000,2638210.0,2391323.0
2026.07,2903610000,0.0,183180.0
2026.07,2903620000,0.0,2.0
2026.07,2903690000,41064.0,569202.0
2026.07,2903710000,1116084.0,1454375.0
2026.07,2903720000,0.0,405283.0
2026.07,2903780000,760.0,499301.0
2026.07,2903790000,60.0,225269.0
2026.07,2903810000,0.0,331.0
2026.07,2903820000,0.0,220.0
2026.07,2903891000,0.0,209.0
2026.07,2903899000,102930.0,894056.0
2026.07,2903910000,582176.0,334602.0
2026.07,2903992000,0.0,7771.0
2026.07,2903999000,1551379.0,4834667.0
2026.07,2904100000,2131289.0,1903240.0
2026.07,2904201000,34.0,51.0
2026.07,2904209010,293.0,1485.0
2026.07,2904209090,3716.0,67502.0
2026.07,2904310000,0.0,359.0
2026.07,2904330000,63.0,0.0
2026.07,2904990000,433261.0,1197108.0
2026.07,2905110000,525116.0,80893269.0
2026.07,2905121000,58375.0,351599.0
2026.07,2905122010,89093.0,1416.0
2026.07,2905122090,14175227.0,125634.0
2026.07,2905130000,10503.0,4610574.0
2026.07,2905140000,100360.0,5340936.0
2026.07,2905161000,42229.0,3995073.0
2026.07,2905169000,5283.0,1440792.0
2026.07,2905171000,64.0,440153.0
2026.07,2905172000,3028.0,1621252.0
2026.07,2905173000,5640.0,1401212.0
2026.07,2905191000,0.0,338.0
2026.07,2905192000,0.0,22.0
2026.07,2905193000,0.0,3787690.0
2026.07,2905194000,374.0,42568.0
2026.07,2905199020,0.0,629582.0
2026.07,2905199090,167324.0,2087456.0
2026.07,2905221000,110.0,361636.0
2026.07,2905229000,43.0,68346.0
2026.07,2905290000,279.0,1339093.0
2026.07,2905310000,9650678.0,18274332.0
2026.07,2905320000,18084152.0,2053763.0
2026.07,2905391000,309691.0,4540922.0
2026.07,2905392000,5489818.0,1861301.0
2026.07,2905399000,2529463.0,12446157.0
2026.07,2905410000,517.0,1408946.0
2026.07,2905420000,24686.0,2277995.0
2026.07,2905430000,1139.0,1102375.0
2026.07,2905440000,19850.0,1777835.0
2026.07,2905450000,131551.0,8364743.0
2026.07,2905490000,21138.0,2578754.0
2026.07,2905590000,245544.0,137162.0
2026.07,2906110000,2051.0,2714115.0
2026.07,2906120000,276.0,2468383.0
2026.07,2906131000,0.0,98682.0
2026.07,2906132000,892815.0,532609.0
2026.07,2906191000,0.0,3149.0
2026.07,2906192000,6212.0,251950.0
2026.07,2906199000,1941983.0,933938.0
2026.07,2906210000,5910.0,1135649.0
2026.07,2906290000,12948.0,1245333.0
2026.07,2907111000,9473915.0,7247196.0
2026.07,2907112000,0.0,172377.0
2026.07,2907121000,118.0,2449440.0
2026.07,2907122000,0.0,363501.0
2026.07,2907131000,1378966.0,31.0
2026.07,2907132000,0.0,706027.0
2026.07,2907139000,0.0,8700.0
2026.07,2907151000,229.0,90106.0
2026.07,2907152000,0.0,14.0
2026.07,2907191000,154.0,3311.0
2026.07,2907192000,0.0,159067.0
2026.07,2907199000,2497666.0,4575912.0
2026.07,2907211000,77776.0,2303850.0
2026.07,2907212000,0.0,6032.0
2026.07,2907221000,53.0,728058.0
2026.07,2907231000,28031762.0,2788223.0
2026.07,2907232000,0.0,10009.0
2026.07,2907291000,18192.0,294505.0
2026.07,2907299000,1560982.0,2765819.0
2026.07,2908191000,90.0,47226.0
2026.07,2908192000,683591.0,0.0
2026.07,2908193000,0.0,330800.0
2026.07,2908199000,238.0,17345.0
2026.07,2908920000,0.0,46.0
2026.07,2908990000,402.0,601665.0
2026.07,2909110000,431.0,153736.0
2026.07,2909192000,248.0,20777958.0
2026.07,2909199000,237436.0,2695175.0
2026.07,2909200000,47929.0,29228.0
2026.07,2909301000,80845.0,25312.0
2026.07,2909302000,0.0,25722.0
2026.07,2909303000,31.0,64179.0
2026.07,2909309010,0.0,128427.0
2026.07,2909309090,255616.0,1603769.0
2026.07,2909410000,259535.0,2457314.0
2026.07,2909430000,8253607.0,117590.0
2026.07,2909441000,117138.0,200044.0
2026.07,2909449000,55067.0,337453.0
2026.07,2909491000,2986.0,534179.0
2026.07,2909499000,11424840.0,9879785.0
2026.07,2909500000,2295.0,418043.0
2026.07,2909601000,0.0,401269.0
2026.07,2909602000,1592508.0,542142.0
2026.07,2909603000,0.0,1295.0
2026.07,2909609000,148235.0,2317976.0
2026.07,2910100000,5616.0,8063.0
2026.07,2910200000,195053.0,2323337.0
2026.07,2910300000,9947644.0,17402049.0
2026.07,2910900000,1108554.0,1530245.0
2026.07,2911000000,643245.0,185744.0
2026.07,2912110000,24281.0,80591.0
2026.07,2912120000,2282.0,7267.0
2026.07,2912193000,59.0,17874.0
2026.07,2912199000,662.0,310690.0
2026.07,2912210000,12600.0,599557.0
2026.07,2912290000,615.0,1382923.0
2026.07,2912410000,4219.0,196834.0
2026.07,2912420000,0.0,25579.0
2026.07,2912490000,845.0,146496.0
2026.07,2912500000,0.0,11446.0
2026.07,2912600000,175.0,2910277.0
2026.07,2913000000,250.0,7134.0
2026.07,2914110000,15084664.0,5263.0
2026.07,2914120000,86376.0,6914446.0
2026.07,2914130000,4252331.0,589512.0
2026.07,2914190000,943156.0,548458.0
2026.07,2914221000,122907.0,3316559.0
2026.07,2914231000,0.0,21383.0
2026.07,2914232000,0.0,12322.0
2026.07,2914291000,0.0,93.0
2026.07,2914299000,77511.0,2225298.0
2026.07,2914390000,1518.0,412793.0
2026.07,2914401000,0.0,110026.0
2026.07,2914409000,620531.0,397977.0
2026.07,2914501000,9706.0,352809.0
2026.07,2914509000,163811.0,1076430.0
2026.07,2914610000,0.0,8609.0
2026.07,2914620000,86750.0,2077800.0
2026.07,2914691000,0.0,318889.0
2026.07,2914699000,489.0,54825.0
2026.07,2914710000,0.0,1342.0
2026.07,2914799000,142614.0,616461.0
2026.07,2915110000,3644.0,323415.0
2026.07,2915121000,0.0,24222.0
2026.07,2915129000,7473.0,194411.0
2026.07,2915130000,80.0,125136.0
2026.07,2915210000,9029090.0,1639431.0
2026.07,2915240000,984.0,560232.0
2026.07,2915291000,101.0,59615.0
2026.07,2915292000,2313.0,281553.0
2026.07,2915293000,152.0,145.0
2026.07,2915299000,13473.0,804153.0
2026.07,2915310000,226367.0,4066230.0
2026.07,2915320000,14620267.0,1843942.0
2026.07,2915331000,99460.0,2115.0
2026.07,2915339000,149921.0,822018.0
2026.07,2915391000,0.0,12434.0
2026.07,2915392000,31.0,8218.0
2026.07,2915393000,59723.0,660897.0
2026.07,2915394000,447.0,158859.0
2026.07,2915395000,27.0,265847.0
2026.07,2915399000,1651453.0,13006707.0
2026.07,2915401000,133.0,136555.0
2026.07,2915409000,516.0,95659.0
2026.07,2915500000,31447.0,318085.0
2026.07,2915600000,7244.0,781935.0
2026.07,2915701000,91255.0,1242166.0
2026.07,2915702010,13755.0,461061.0
2026.07,2915702020,204143.0,414999.0
2026.07,2915702030,0.0,153286.0
2026.07,2915702040,350282.0,532965.0
2026.07,2915702050,6648.0,92066.0
2026.07,2915702070,170714.0,392248.0
2026.07,2915702080,0.0,22152.0
2026.07,2915702090,570787.0,36750.0
2026.07,2915901000,672213.0,90013.0
2026.07,2915909010,49.0,1111756.0
2026.07,2915909020,665271.0,0.0
2026.07,2915909030,0.0,245.0
2026.07,2915909090,5696870.0,8831286.0
2026.07,2916111000,3580050.0,2091428.0
2026.07,2916119000,0.0,18264.0
2026.07,2916121000,440902.0,805841.0
2026.07,2916122000,90180.0,1441586.0
2026.07,2916123000,153321.0,922472.0
2026.07,2916124000,286749.0,1914125.0
2026.07,2916129000,9009820.0,4422906.0
2026.07,2916131000,3706129.0,217027.0
2026.07,2916139000,104844.0,305323.0
2026.07,2916141000,5442107.0,3683685.0
2026.07,2916149000,6936553.0,3865520.0
2026.07,2916151000,751940.0,487557.0
2026.07,2916152000,195.0,7457.0
2026.07,2916153000,0.0,7636.0
2026.07,2916190000,1528108.0,6470059.0
2026.07,2916203000,0.0,492234.0
2026.07,2916209000,315962.0,1122829.0
2026.07,2916311000,3661.0,193537.0
2026.07,2916312000,121.0,535925.0
2026.07,2916313000,62.0,76454.0
2026.07,2916319090,162458.0,741773.0
2026.07,2916321000,245531.0,196449.0
2026.07,2916322000,509.0,218722.0
2026.07,2916391000,0.0,2362.0
2026.07,2916399090,736762.0,1798871.0
2026.07,2917111000,588718.0,36756.0
2026.07,2917112000,125764.0,56646.0
2026.07,2917113000,0.0,2135.0
2026.07,2917121000,8588120.0,1876945.0
2026.07,2917122000,0.0,1128.0
2026.07,2917123010,99020.0,53787.0
2026.07,2917123090,65525.0,567314.0
2026.07,2917131000,0.0,428620.0
2026.07,2917132000,4446.0,769311.0
2026.07,2917140000,4209145.0,158505.0
2026.07,2917192000,10539.0,103261.0
2026.07,2917193000,62127.0,56263.0
2026.07,2917199000,278053.0,2363004.0
2026.07,2917200000,4456306.0,1953074.0
2026.07,2917321000,3025545.0,92.0
2026.07,2917329000,613.0,668.0
2026.07,2917331000,4565477.0,78000.0
2026.07,2917332000,0.0,2591.0
2026.07,2917342000,538359.0,55.0
2026.07,2917343000,169062.0,523.0
2026.07,2917349000,1135317.0,501644.0
2026.07,2917350000,10109744.0,6312.0
2026.07,2917361000,182484341.0,21952.0
2026.07,2917369000,37.0,38265.0
2026.07,2917370000,7762315.0,1475.0
2026.07,2917391000,0.0,293062.0
2026.07,2917392000,808434.0,33465.0
2026.07,2917393000,0.0,1502893.0
2026.07,2917399000,14984805.0,6027052.0
2026.07,2918111000,2728.0,824463.0
2026.07,2918112000,8809.0,353150.0
2026.07,2918113000,1088963.0,3434230.0
2026.07,2918120000,319.0,406303.0
2026.07,2918131000,6906.0,580236.0
2026.07,2918132000,1821295.0,17574.0
2026.07,2918140000,20519.0,2901962.0
2026.07,2918151000,13196.0,1069422.0
2026.07,2918152000,380.0,336504.0
2026.07,2918161000,15026.0,163909.0
2026.07,2918162000,10117.0,595730.0
2026.07,2918163000,0.0,1166.0
2026.07,2918191010,675911.0,90242.0
2026.07,2918191090,3004138.0,4481974.0
2026.07,2918192000,139820.0,116159.0
2026.07,2918193000,5807.0,4812583.0
2026.07,2918199000,690787.0,5957665.0
2026.07,2918210000,36873.0,283522.0
2026.07,2918220000,0.0,85794.0
2026.07,2918231000,63529.0,775540.0
2026.07,2918232000,7523.0,17525.0
2026.07,2918291000,2985.0,634298.0
2026.07,2918299010,100.0,172291.0
2026.07,2918299030,105.0,227217.0
2026.07,2918299090,12639325.0,1911580.0
2026.07,2918309000,407852.0,1009208.0
2026.07,2918991000,0.0,9178.0
2026.07,2918999000,1875321.0,5411050.0
2026.07,2919901010,0.0,159740.0
2026.07,2919901090,199918.0,1990364.0
2026.07,2919902000,8142.0,582304.0
2026.07,2919909000,133594.0,2161198.0
2026.07,2920199000,0.0,56802.0
2026.07,2920210000,0.0,299.0
2026.07,2920220000,0.0,25.0
2026.07,2920240000,0.0,3229.0
2026.07,2920290000,6713524.0,1504190.0
2026.07,2920909110,0.0,276643.0
2026.07,2920909190,83317.0,62186.0
2026.07,2920909200,3594622.0,3701333.0
2026.07,2920909900,2950284.0,4237956.0
2026.07,2921111010,445979.0,335.0
2026.07,2921111020,0.0,1323.0
2026.07,2921112010,2360691.0,68781.0
2026.07,2921112020,126638.0,120646.0
2026.07,2921113010,12057.0,16782.0
2026.07,2921113020,0.0,308.0
2026.07,2921130000,0.0,53.0
2026.07,2921192000,10020.0,216732.0
2026.07,2921199010,10947.0,555947.0
2026.07,2921199090,4168500.0,5772583.0
2026.07,2921211000,128.0,1462523.0
2026.07,2921212000,97.0,3508.0
2026.07,2921221000,890592.0,3527500.0
2026.07,2921222000,459511.0,0.0
2026.07,2921229000,0.0,8.0
2026.07,2921291000,0.0,531967.0
2026.07,2921292000,0.0,2570677.0
2026.07,2921299000,3833.0,2191426.0
2026.07,2921301000,2998.0,148390.0
2026.07,2921309000,478.0,1840176.0
2026.07,2921411000,189.0,108804.0
2026.07,2921412000,24.0,63.0
2026.07,2921423000,0.0,48.0
2026.07,2921429020,245079.0,91342.0
2026.07,2921429090,580.0,151891.0
2026.07,2921435000,675948.0,22360.0
2026.07,2921436000,334191.0,81835.0
2026.07,2921437000,0.0,32260.0
2026.07,2921439010,0.0,424019.0
2026.07,2921439090,152.0,440471.0
2026.07,2921441000,198.0,3667043.0
2026.07,2921449000,387.0,9681.0
2026.07,2921459030,0.0,849353.0
2026.07,2921459090,511.0,1302319.0
2026.07,2921491000,0.0,23808.0
2026.07,2921499000,3689851.0,8235509.0
2026.07,2921511000,0.0,49149.0
2026.07,2921512000,6718278.0,268186.0
2026.07,2921519010,0.0,101164.0
2026.07,2921519020,0.0,625444.0
2026.07,2921519030,11530.0,2226619.0
2026.07,2921519040,470365.0,0.0
2026.07,2921519090,26089.0,1212870.0
2026.07,2921599000,283947.0,3007352.0
2026.07,2922111000,431447.0,482398.0
2026.07,2922112000,154.0,74051.0
2026.07,2922121000,182742.0,382632.0
2026.07,2922122000,0.0,1570.0
2026.07,2922150000,110792.0,1324760.0
2026.07,2922171000,194351.0,1167139.0
2026.07,2922193000,1965.0,314746.0
2026.07,2922199000,528270.0,10358896.0
2026.07,2922211000,0.0,50797.0
2026.07,2922212000,0.0,2029380.0
2026.07,2922213000,0.0,65271.0
2026.07,2922219000,307.0,14571.0
2026.07,2922292000,87.0,70340.0
2026.07,2922299000,313794.0,1551483.0
2026.07,2922393000,0.0,607262.0
2026.07,2922399000,2266.0,175969.0
2026.07,2922411000,5078393.0,148975.0
2026.07,2922412000,2719.0,78105.0
2026.07,2922413000,5979898.0,3369961.0
2026.07,2922421000,87.0,31620.0
2026.07,2922422000,71534.0,6806656.0
2026.07,2922423000,133.0,87334.0
2026.07,2922430000,0.0,9917.0
2026.07,2922491000,14533.0,1516504.0
2026.07,2922492000,89.0,130043.0
2026.07,2922493000,117.0,223697.0
2026.07,2922494000,37.0,454051.0
2026.07,2922497000,43.0,278681.0
2026.07,2922499000,919345.0,7088496.0
2026.07,2922505000,0.0,23294.0
2026.07,2922506000,1110.0,87761.0
2026.07,2922509000,310969.0,3902471.0
2026.07,2923101000,0.0,162487.0
2026.07,2923102000,72900.0,1395713.0
2026.07,2923201000,325417.0,3257891.0
2026.07,2923202000,800340.0,1178769.0
2026.07,2923900000,5768196.0,12690419.0
2026.07,2924110000,0.0,450.0
2026.07,2924191000,9760.0,993227.0
2026.07,2924192000,33215.0,1137059.0
2026.07,2924199090,7447370.0,8003079.0
2026.07,2924211000,0.0,349639.0
2026.07,2924219000,83784.0,681060.0
2026.07,2924291010,0.0,92917.0
2026.07,2924291020,0.0,726941.0
2026.07,2924291090,159.0,170653.0
2026.07,2924292000,0.0,678051.0
2026.07,2924299010,0.0,108492.0
2026.07,2924299020,0.0,398809.0
2026.07,2924299092,184337.0,548108.0
2026.07,2924299099,639158.0,2514967.0
2026.07,2925111000,139938.0,1038.0
2026.07,2925112000,1880132.0,243004.0
2026.07,2925191000,39.0,21359.0
2026.07,2925199090,1525489.0,2387962.0
2026.07,2925291000,2433.0,247830.0
2026.07,2925299010,0.0,16204.0
2026.07,2925299090,1425869.0,3615799.0
2026.07,2926100000,43983345.0,25961681.0
2026.07,2926200000,46020.0,210554.0
2026.07,2926904000,1337084.0,918795.0
2026.07,2926909000,1962709.0,2623493.0
2026.07,2927001900,2605595.0,410606.0
2026.07,2927002100,1635349.0,2594323.0
2026.07,2927002910,3407.0,77824.0
2026.07,2927002990,184791.0,682024.0
2026.07,2927003000,942880.0,92466.0
2026.07,2928002000,0.0,52665.0
2026.07,2928003000,0.0,88096.0
2026.07,2928009000,1270575.0,801297.0
2026.07,2929101000,50394061.0,250870.0
2026.07,2929102000,34121519.0,264988.0
2026.07,2929109000,1620487.0,5496103.0
2026.07,2929900000,13327701.0,8023725.0
2026.07,2930202010,0.0,97200.0
2026.07,2930202090,14373.0,471146.0
2026.07,2930301000,509.0,9568.0
2026.07,2930302000,1632.0,64234.0
2026.07,2930303000,0.0,50630.0
2026.07,2930400000,427.0,5229625.0
2026.07,2930700000,0.0,341.0
2026.07,2930902090,2120686.0,511896.0
2026.07,2930905030,173.0,123671.0
2026.07,2930905080,937.0,2739.0
2026.07,2930906010,5320957.0,544949.0
2026.07,2930906090,2729.0,187692.0
2026.07,2930907090,600881.0,233992.0
2026.07,2930909010,329.0,30257.0
2026.07,2930909030,118551.0,346844.0
2026.07,2930909050,3567.0,767445.0
2026.07,2930909090,5169284.0,29109907.0
2026.07,2931200000,167.0,944.0
2026.07,2931410000,0.0,5809.0
2026.07,2931490000,180040.0,1730559.0
2026.07,2931540000,0.0,4164.0
2026.07,2931590000,139252.0,1145025.0
2026.07,2931901000,0.0,113700.0
2026.07,2931902000,33.0,27207.0
2026.07,2931903000,18955.0,214550.0
2026.07,2931904000,4722.0,16436.0
2026.07,2931905000,3687.0,89930.0
2026.07,2931909010,3366475.0,10326.0
2026.07,2931909020,0.0,22285.0
2026.07,2931909090,33642895.0,31950036.0
2026.07,2932110000,236547.0,907992.0
2026.07,2932120000,57.0,0.0
2026.07,2932131000,27.0,1281117.0
2026.07,2932132000,96.0,379449.0
2026.07,2932140000,0.0,881613.0
2026.07,2932191000,0.0,9.0
2026.07,2932199000,1314477.0,1775978.0
2026.07,2932201010,0.0,4591.0
2026.07,2932201020,0.0,464.0
2026.07,2932209020,0.0,14597.0
2026.07,2932209030,167982.0,666233.0
2026.07,2932209050,411.0,218.0
2026.07,2932209060,321.0,43655.0
2026.07,2932209070,2449.0,1005.0
2026.07,2932209091,0.0,64081.0
2026.07,2932209099,269823.0,4761496.0
2026.07,2932991000,1131.0,189001.0
2026.07,2932999010,0.0,9937.0
2026.07,2932999090,5126419.0,10813319.0
2026.07,2933119000,5443.0,236367.0
2026.07,2933192000,306821.0,8276223.0
2026.07,2933193000,57.0,109599.0
2026.07,2933199000,1452000.0,1705943.0
2026.07,2933211000,0.0,11728.0
2026.07,2933212000,2269.0,160007.0
2026.07,2933291000,0.0,1.0
2026.07,2933299090,2555526.0,6001737.0
2026.07,2933311000,97421.0,366524.0
2026.07,2933312000,0.0,1205571.0
2026.07,2933321000,42.0,142395.0
2026.07,2933329000,0.0,16500.0
2026.07,2933330000,0.0,25385.0
2026.07,2933350000,0.0,277.0
2026.07,2933360000,0.0,8.0
2026.07,2933370000,0.0,9.0
2026.07,2933392000,11123229.0,1824276.0
2026.07,2933393000,0.0,2580.0
2026.07,2933399000,4325119.0,15988919.0
2026.07,2933491000,0.0,289800.0
2026.07,2933499090,3248303.0,2022096.0
2026.07,2933520000,772186.0,12.0
2026.07,2933530000,0.0,9656.0
2026.07,2933540000,0.0,25.0
2026.07,2933591000,0.0,118189.0
2026.07,2933592000,959210.0,3818811.0
2026.07,2933593000,68537.0,3437836.0
2026.07,2933610000,62963.0,1543879.0
2026.07,2933691000,62900.0,167024.0
2026.07,2933692000,231127.0,169869.0
2026.07,2933699091,0.0,1157704.0
2026.07,2933699099,4887348.0,7226321.0
2026.07,2933710000,0.0,1317516.0
2026.07,2933793000,276.0,299190.0
2026.07,2933799000,1435385.0,13279539.0
2026.07,2933910000,0.0,74109.0
2026.07,2933929000,0.0,116.0
2026.07,2933991000,62.0,896307.0
2026.07,2933999010,424489.0,3352763.0
2026.07,2933999090,11389644.0,23893674.0
2026.07,2934101000,0.0,110988.0
2026.07,2934109010,199283.0,0.0
2026.07,2934109090,9729276.0,2525844.0
2026.07,2934205000,6426.0,160556.0
2026.07,2934206000,2917.0,137868.0
2026.07,2934209000,86757.0,1568376.0
2026.07,2934301000,28.0,146359.0
2026.07,2934309000,0.0,4580.0
2026.07,2934910000,0.0,554.0
2026.07,2934994000,0.0,25015824.0
2026.07,2934995000,12072.0,714898.0
2026.07,2934996000,9213.0,2903456.0
2026.07,2934997000,0.0,34341.0
2026.07,2934999000,35045380.0,38967021.0
2026.07,2935904000,0.0,14752.0
2026.07,2935905000,0.0,134625.0
2026.07,2935909000,15767930.0,8250637.0
2026.07,2936210000,89913.0,1022924.0
2026.07,2936220000,69416.0,2039848.0
2026.07,2936230000,5243897.0,526845.0
2026.07,2936240000,47313.0,2594444.0
2026.07,2936250000,2160.0,675628.0
2026.07,2936260000,2557.0,1365738.0
2026.07,2936271000,98656.0,5325400.0
2026.07,2936272000,0.0,235348.0
2026.07,2936273000,0.0,6197.0
2026.07,2936279000,443303.0,865989.0
2026.07,2936281000,8340.0,1472337.0
2026.07,2936289000,535.0,1386034.0
2026.07,2936291010,0.0,249493.0
2026.07,2936291090,4882.0,10210.0
2026.07,2936292000,10354.0,741913.0
2026.07,2936293000,2337.0,263689.0
2026.07,2936294000,926718.0,306396.0
2026.07,2936295000,30016.0,1908636.0
2026.07,2936299000,288915.0,1201314.0
2026.07,2936901000,2313.0,145979.0
2026.07,2936909000,92936.0,555438.0
2026.07,2937119000,28657.0,533570.0
2026.07,2937120000,0.0,2310803.0
2026.07,2937191000,0.0,296867.0
2026.07,2937199000,3306.0,1875660.0
2026.07,2937211000,0.0,90.0
2026.07,2937212000,0.0,352604.0
2026.07,2937213000,242.0,82206.0
2026.07,2937214000,0.0,92221.0
2026.07,2937220000,155.0,476818.0
2026.07,2937230000,54.0,624122.0
2026.07,2937292000,0.0,540.0
2026.07,2937299000,21606.0,944702.0
2026.07,2937501000,0.0,309197.0
2026.07,2937509000,2342049.0,469747.0
2026.07,2937901000,44.0,49.0
