기준월,산업,수출액_십억달러,계산_YoY_%,MoM_%,3M_YoY_%,전체수출대비_비중_%
2026-07-01,컴퓨터 (813),4.789781,404.1673069919309,-11.433709723377628,329.7652333276891,7.8888066171897835
2026-07-01,반도체 (831),41.006097,178.8202692595363,-8.494269468854743,182.94282655099926,67.53736117762507
2026-07-01,무선통신기기 (812),1.812587,51.06251229277301,17.38040239632328,36.9915014115928,2.9853449082185968
2026-07-01,선박해양구조물및부품 (746),3.292014,46.909557291806124,16.52359079439232,24.87768498384064,5.42197270127411
2026-07-01,자동차 (741),6.237952,7.00023276760684,-6.938658110168882,2.1474185941017465,10.273955534775443
2026-07-01,평판디스플레이 및 센서 (837),1.626812,2.505855228875342,4.458390962245518,14.279496806115377,2.6793720361168387
2026-07-01,자동차부품 (742),1.950924,2.197515524045901,11.977206498948778,-1.9443893976047733,3.2131870248001655
