MTI6코드,품목명,원본파일,원본행,MTI1,MTI2,MTI3,MTI4
261000,석면제품,KITA_MTI6_11.xls,10,2,26,261,2610
262000,운모제품,KITA_MTI6_07.xls,80,2,26,262,2620
271000,마찰제품,KITA_MTI6_08.xls,45,2,27,271,2710
272000,연마제품,KITA_MTI6_03.xls,99,2,27,272,2720
290010,비연소 담배대용물,KITA_MTI6_03.xls,95,2,29,290,2900
290020,잔재물과 폐기물,KITA_MTI6_11.xls,60,2,29,290,2900
290090,기타화학공업제품,KITA_MTI6_01.xls,48,2,29,290,2900
310100,플라스틱깔개및벽피복,KITA_MTI6_02.xls,59,3,31,310,3101
310200,플라스틱관,KITA_MTI6_03.xls,41,3,31,310,3102
310310,폴리에틸렌테레프탈레이트필름,KITA_MTI6_02.xls,6,3,31,310,3103
310320,에틸렌중합체필름,KITA_MTI6_03.xls,55,3,31,310,3103
310330,프로필렌중합체필름,KITA_MTI6_03.xls,34,3,31,310,3103
310340,폴리아미드필름,KITA_MTI6_07.xls,6,3,31,310,3103
310900,기타플라스틱제품,KITA_MTI6_01.xls,25,3,31,310,3109
320100,고무벨트,KITA_MTI6_06.xls,14,3,32,320,3201
320200,고무관,KITA_MTI6_04.xls,14,3,32,320,3202
320310,승용차용타이어,KITA_MTI6_01.xls,52,3,32,320,3203
320320,버스및화물차용타이어,KITA_MTI6_02.xls,72,3,32,320,3203
320390,기타타이어,KITA_MTI6_05..xls,51,3,32,320,3203
320400,타이어튜브,KITA_MTI6_05..xls,77,3,32,320,3204
320900,기타고무제품,KITA_MTI6_02.xls,40,3,32,320,3209
331100,소가죽,KITA_MTI6_09.xls,11,3,33,331,3311
331200,양가죽,KITA_MTI6_10.xls,33,3,33,331,3312
331900,기타가죽,KITA_MTI6_03.xls,98,3,33,331,3319
332000,가죽제품,KITA_MTI6_06.xls,86,3,33,332,3320
333100,밍크모피,KITA_MTI6_12.xls,33,3,33,333,3331
333200,여우모피,KITA_MTI6_12.xls,48,3,33,333,3332
333300,인조모피,KITA_MTI6_12.xls,76,3,33,333,3333
333900,기타모피,KITA_MTI6_12.xls,30,3,33,333,3339
411100,폴리에스터 섬유,KITA_MTI6_02.xls,90,4,41,411,4111
411200,아크릴섬유,KITA_MTI6_05..xls,49,4,41,411,4112
411310,나일론섬유,KITA_MTI6_10.xls,57,4,41,411,4113
411320,아라미드섬유,KITA_MTI6_06.xls,18,4,41,411,4113
411900,기타합성섬유,KITA_MTI6_04.xls,85,4,41,411,4119
412100,비스코스섬유,KITA_MTI6_12.xls,7,4,41,412,4121
412200,아세테이트섬유,KITA_MTI6_05..xls,73,4,41,412,4122
412900,기타재생섬유,KITA_MTI6_12.xls,55,4,41,412,4129
413100,견원료,KITA_MTI6_13.xls,73,4,41,413,4131
413200,모원료,KITA_MTI6_12.xls,20,4,41,413,4132
413300,면원료,KITA_MTI6_08.xls,47,4,41,413,4133
413400,마원료,KITA_MTI6_13.xls,40,4,41,413,4134
413900,기타천연섬유원료,KITA_MTI6_13.xls,53,4,41,413,4139
421100,견사,KITA_MTI6_13.xls,60,4,42,421,4211
421210,소모사,KITA_MTI6_09.xls,93,4,42,421,4212
421220,방모사,KITA_MTI6_08.xls,81,4,42,421,4212
421290,기타모사,KITA_MTI6_11.xls,39,4,42,421,4212
421310,순면사,KITA_MTI6_07.xls,16,4,42,421,4213
421320,혼방면사,KITA_MTI6_10.xls,56,4,42,421,4213
421390,기타면사,KITA_MTI6_11.xls,72,4,42,421,4213
421910,마사,KITA_MTI6_12.xls,34,4,42,421,4219
421990,기타사,KITA_MTI6_08.xls,16,4,42,421,4219
422110,나일론사,KITA_MTI6_06.xls,89,4,42,422,4221
422120,아라미드사,KITA_MTI6_04.xls,69,4,42,422,4221
422130,타이어코드사,KITA_MTI6_13.xls,90,4,42,422,4221
422200,폴리에스터사,KITA_MTI6_04.xls,18,4,42,422,4222
422300,비스코스사,KITA_MTI6_09.xls,89,4,42,422,4223
422400,아세테이트사,KITA_MTI6_10.xls,48,4,42,422,4224
422500,탄소섬유사,KITA_MTI6_04.xls,98,4,42,422,4225
422900,기타인조섬유장섬유사,KITA_MTI6_04.xls,21,4,42,422,4229
423110,P/C사,KITA_MTI6_12.xls,67,4,42,423,4231
423120,P/W 방적사,KITA_MTI6_10.xls,75,4,42,423,4231
423190,기타폴리에스터방적사,KITA_MTI6_08.xls,99,4,42,423,4231
423210,A/C사,KITA_MTI6_10.xls,88,4,42,423,4232
423220,A/W사,KITA_MTI6_13.xls,37,4,42,423,4232
423290,기타아크릴방적사,KITA_MTI6_10.xls,71,4,42,423,4232
423900,기타인조섬유방적사,KITA_MTI6_08.xls,53,4,42,423,4239
431110,홀치기 견직물,KITA_MTI6_13.xls,72,4,43,431,4311
431190,기타순견직물,KITA_MTI6_08.xls,12,4,43,431,4311
431200,혼방견직물,KITA_MTI6_10.xls,23,4,43,431,4312
431900,견노일직물,KITA_MTI6_13.xls,48,4,43,431,4319
432100,소모직물,KITA_MTI6_07.xls,85,4,43,432,4321
432200,방모직물,KITA_MTI6_09.xls,19,4,43,432,4322
432900,기타모직물,KITA_MTI6_13.xls,67,4,43,432,4329
433110,생지,KITA_MTI6_10.xls,97,4,43,433,4331
433120,표백,KITA_MTI6_10.xls,62,4,43,433,4331
433130,염색,KITA_MTI6_04.xls,64,4,43,433,4331
433190,선염,KITA_MTI6_09.xls,59,4,43,433,4331
433210,생지,KITA_MTI6_10.xls,52,4,43,433,4332
433220,표백,KITA_MTI6_11.xls,96,4,43,433,4332
433230,염색,KITA_MTI6_06.xls,67,4,43,433,4332
433290,선염,KITA_MTI6_09.xls,43,4,43,433,4332
434100,나일론직물,KITA_MTI6_04.xls,26,4,43,434,4341
434200,폴리에스터직물,KITA_MTI6_02.xls,58,4,43,434,4342
434300,기타합섬직물,KITA_MTI6_05..xls,80,4,43,434,4343
434900,재생직물,KITA_MTI6_06.xls,44,4,43,434,4349
435110,P/C직물,KITA_MTI6_08.xls,8,4,43,435,4351
435120,P/W직물,KITA_MTI6_11.xls,53,4,43,435,4351
435190,기타폴리에스터직물,KITA_MTI6_05..xls,5,4,43,435,4351
435210,아크릴단섬유직물,KITA_MTI6_09.xls,62,4,43,435,4352
435220,기타 단섬유직물,KITA_MTI6_11.xls,50,4,43,435,4352
435910,순재생단섬유직물,KITA_MTI6_09.xls,10,4,43,435,4359
435990,혼방재생단섬유직물,KITA_MTI6_07.xls,68,4,43,435,4359
436000,편직물,KITA_MTI6_01.xls,84,4,43,436,4360
439100,마직물,KITA_MTI6_09.xls,47,4,43,439,4391
439200,타이어코드,KITA_MTI6_05..xls,74,4,43,439,4392
439300,자수포,KITA_MTI6_08.xls,85,4,43,439,4393
439400,파일셔어닐직물,KITA_MTI6_06.xls,61,4,43,439,4394
439500,부직포,KITA_MTI6_03.xls,54,4,43,439,4395
439610,탄소섬유직물,KITA_MTI6_10.xls,10,4,43,439,4396
439620,프리프레그,KITA_MTI6_07.xls,77,4,43,439,4396
439910,유리섬유 직물,KITA_MTI6_06.xls,70,4,43,439,4399
439920,글라스 울,KITA_MTI6_07.xls,70,4,43,439,4399
439990,기타의직물,KITA_MTI6_02.xls,15,4,43,439,4399
441101,코트 및 자켓,KITA_MTI6_07.xls,71,4,44,441,4411
441102,양복,KITA_MTI6_09.xls,101,4,44,441,4411
441103,양복상의,KITA_MTI6_09.xls,35,4,44,441,4411
441104,바지 및 스커트,KITA_MTI6_06.xls,25,4,44,441,4411
441105,드레스,KITA_MTI6_08.xls,44,4,44,441,4411
441106,남성아우터셔츠,KITA_MTI6_05..xls,85,4,44,441,4411
441107,블라우스,KITA_MTI6_07.xls,69,4,44,441,4411
441108,스웨터,KITA_MTI6_04.xls,75,4,44,441,4411
441109,언더셔츠,KITA_MTI6_03.xls,84,4,44,441,4411
441110,팬티,KITA_MTI6_09.xls,46,4,44,441,4411
441111,슬립,KITA_MTI6_12.xls,44,4,44,441,4411
441112,파운데이션,KITA_MTI6_08.xls,42,4,44,441,4411
441113,잠옷,KITA_MTI6_11.xls,22,4,44,441,4411
441114,가운,KITA_MTI6_10.xls,12,4,44,441,4411
441115,유아복,KITA_MTI6_08.xls,51,4,44,441,4411
441116,운동복,KITA_MTI6_10.xls,38,4,44,441,4411
441117,코팅제의류,KITA_MTI6_11.xls,63,4,44,441,4411
441118,기타편직제의류,KITA_MTI6_05..xls,84,4,44,441,4411
441190,기타의류,KITA_MTI6_06.xls,42,4,44,441,4411
441201,코트 및 자켓,KITA_MTI6_05..xls,12,4,44,441,4412
441202,신사복,KITA_MTI6_11.xls,5,4,44,441,4412
441203,여성양복,KITA_MTI6_11.xls,71,4,44,441,4412
441204,기타복(앙상블),KITA_MTI6_11.xls,73,4,44,441,4412
441205,신사복상의,KITA_MTI6_08.xls,18,4,44,441,4412
441206,여성양복상의,KITA_MTI6_06.xls,47,4,44,441,4412
441207,남성바지,KITA_MTI6_07.xls,56,4,44,441,4412
441208,여성바지스커트,KITA_MTI6_04.xls,65,4,44,441,4412
441209,드레스,KITA_MTI6_07.xls,32,4,44,441,4412
441210,브라우스,KITA_MTI6_06.xls,46,4,44,441,4412
441211,스키슈트,KITA_MTI6_11.xls,12,4,44,441,4412
441212,기타운동복,KITA_MTI6_05..xls,40,4,44,441,4412
441213,남성셔츠,KITA_MTI6_07.xls,58,4,44,441,4412
441214,잠옷,KITA_MTI6_10.xls,25,4,44,441,4412
441215,기타내의실내복,KITA_MTI6_10.xls,22,4,44,441,4412
441216,유아용의류,KITA_MTI6_10.xls,39,4,44,441,4412
441217,코팅제의류,KITA_MTI6_09.xls,24,4,44,441,4412
441220,의류부속품 및 부분품,KITA_MTI6_03.xls,71,4,44,441,4412
441301,고무제의류,KITA_MTI6_09.xls,38,4,44,441,4413
441302,혁제의류,KITA_MTI6_07.xls,48,4,44,441,4413
441303,모피의류,KITA_MTI6_09.xls,6,4,44,441,4413
441401,양말,KITA_MTI6_06.xls,36,4,44,441,4414
441402,팬티호스 타이즈,KITA_MTI6_10.xls,55,4,44,441,4414
441403,장갑,KITA_MTI6_06.xls,45,4,44,441,4414
441404,손수건 스카프,KITA_MTI6_09.xls,37,4,44,441,4414
441405,넥타이,KITA_MTI6_11.xls,102,4,44,441,4414
441406,모자,KITA_MTI6_04.xls,101,4,44,441,4414
441407,벨트,KITA_MTI6_09.xls,74,4,44,441,4414
442110,직물제가방,KITA_MTI6_05..xls,6,4,44,442,4421
442120,가죽제가방,KITA_MTI6_05..xls,22,4,44,442,4421
442130,합성수지제가방,KITA_MTI6_04.xls,71,4,44,442,4421
442190,기타가방,KITA_MTI6_05..xls,23,4,44,442,4421
443110,등산화,KITA_MTI6_11.xls,38,4,44,443,4431
443120,스포츠화,KITA_MTI6_06.xls,65,4,44,443,4431
443130,구두,KITA_MTI6_11.xls,6,4,44,443,4431
443140,스키부츠,KITA_MTI6_11.xls,52,4,44,443,4431
443150,신발부분품,KITA_MTI6_05..xls,31,4,44,443,4431
443190,기타신발,KITA_MTI6_04.xls,17,4,44,443,4431
449001,양탄자,KITA_MTI6_06.xls,5,4,44,449,4490
449002,모포와 여행용러그,KITA_MTI6_09.xls,12,4,44,449,4490
449003,실내용품,KITA_MTI6_08.xls,39,4,44,449,4490
449004,포장용의 빈포대,KITA_MTI6_07.xls,35,4,44,449,4490
449005,텐트 및 캠핑용품,KITA_MTI6_13.xls,45,4,44,449,4490
449006,어망,KITA_MTI6_06.xls,97,4,44,449,4490
449007,로프,KITA_MTI6_04.xls,96,4,44,449,4490
449009,침구이불,KITA_MTI6_06.xls,39,4,44,449,4490
449010,기타 장갑,KITA_MTI6_11.xls,56,4,44,449,4490
449013,인조잔디,KITA_MTI6_11.xls,24,4,44,449,4490
449014,커튼,KITA_MTI6_07.xls,67,4,44,449,4490
449090,기타의 섬유제품,KITA_MTI6_02.xls,24,4,44,449,4490
511010,표면활성제,KITA_MTI6_02.xls,53,5,51,511,5110
511020,왁스,KITA_MTI6_04.xls,15,5,51,511,5110
511030,광택제 등,KITA_MTI6_04.xls,66,5,51,511,5110
511040,구강및치과위생용품,KITA_MTI6_04.xls,88,5,51,511,5110
511050,화장지 등,KITA_MTI6_06.xls,8,5,51,511,5110
511060,면도용품,KITA_MTI6_06.xls,6,5,51,511,5110
511070,빗자루,KITA_MTI6_11.xls,92,5,51,511,5110
512110,항공기용의자,KITA_MTI6_10.xls,72,5,51,512,5121
512120,차량용의자,KITA_MTI6_08.xls,66,5,51,512,5121
512130,회전의자,KITA_MTI6_07.xls,73,5,51,512,5121
512140,침대겸용의자,KITA_MTI6_12.xls,86,5,51,512,5121
512150,그 밖의 의자,KITA_MTI6_07.xls,47,5,51,512,5121
512160,의자 부분품,KITA_MTI6_02.xls,54,5,51,512,5121
512190,기타가구,KITA_MTI6_09.xls,28,5,51,512,5121
512210,침대,KITA_MTI6_10.xls,59,5,51,512,5122
512300,식탁,KITA_MTI6_11.xls,93,5,51,512,5123
512400,책상,KITA_MTI6_09.xls,40,5,51,512,5124
512510,문갑,KITA_MTI6_13.xls,31,5,51,512,5125
512520,화장대,KITA_MTI6_13.xls,20,5,51,512,5125
512530,장롱,KITA_MTI6_12.xls,61,5,51,512,5125
512900,기타가구,KITA_MTI6_04.xls,39,5,51,512,5129
513100,피아노,KITA_MTI6_10.xls,53,5,51,513,5131
513210,바이올린,KITA_MTI6_12.xls,75,5,51,513,5132
513220,첼로,KITA_MTI6_12.xls,51,5,51,513,5132
513290,기타현악기,KITA_MTI6_10.xls,81,5,51,513,5132
513310,트럼펫,KITA_MTI6_12.xls,41,5,51,513,5133
513390,기타관악기,KITA_MTI6_11.xls,61,5,51,513,5133
513391,기타관악기,KITA_MTI6_12.xls,54,5,51,513,5133
513392,기타관악기,KITA_MTI6_11.xls,81,5,51,513,5133
513393,기타관악기,KITA_MTI6_11.xls,34,5,51,513,5133
513394,기타관악기,KITA_MTI6_13.xls,28,5,51,513,5133
513395,기타관악기,KITA_MTI6_12.xls,64,5,51,513,5133
513400,타악기,KITA_MTI6_11.xls,37,5,51,513,5134
513500,악기부분품,KITA_MTI6_05..xls,91,5,51,513,5135
513900,기타악기,KITA_MTI6_07.xls,52,5,51,513,5139
514110,당구용품,KITA_MTI6_09.xls,31,5,51,514,5141
514120,볼링용품,KITA_MTI6_10.xls,5,5,51,514,5141
514130,스키용품,KITA_MTI6_10.xls,90,5,51,514,5141
514140,골프용품,KITA_MTI6_04.xls,76,5,51,514,5141
514150,탁구용품,KITA_MTI6_10.xls,41,5,51,514,5141
514160,테니스및배드민턴용품,KITA_MTI6_10.xls,80,5,51,514,5141
514170,구기용공,KITA_MTI6_11.xls,31,5,51,514,5141
514190,기타운동용구,KITA_MTI6_05..xls,20,5,51,514,5141
514210,텐트및캠프용품,KITA_MTI6_07.xls,89,5,51,514,5142
514220,낚시용구,KITA_MTI6_05..xls,46,5,51,514,5142
514290,기타취미오락용구,KITA_MTI6_08.xls,80,5,51,514,5142
515110,필기구,KITA_MTI6_03.xls,85,5,51,515,5151
515120,미술용구,KITA_MTI6_07.xls,74,5,51,515,5151
515130,사무용품,KITA_MTI6_02.xls,64,5,51,515,5151
515190,기타문구,KITA_MTI6_01.xls,76,5,51,515,5151
515210,인형,KITA_MTI6_06.xls,85,5,51,515,5152
515220,승용완구,KITA_MTI6_11.xls,54,5,51,515,5152
515230,조립식완구,KITA_MTI6_08.xls,56,5,51,515,5152
515240,전자게임기,KITA_MTI6_05..xls,93,5,51,515,5152
515250,오락용구,KITA_MTI6_05..xls,64,5,51,515,5152
515290,기타완구,KITA_MTI6_05..xls,34,5,51,515,5152
516110,자기제 식탁용품 및 주방용품,KITA_MTI6_05..xls,104,5,51,516,5161
516120,도자제 식탁용품 및 주방용품,KITA_MTI6_09.xls,41,5,51,516,5161
516130,유리제 식탁용품 및 주방용품,KITA_MTI6_06.xls,96,5,51,516,5161
516140,철강제 식탁용품 및 주방용품,KITA_MTI6_06.xls,41,5,51,516,5161
516150,구리제 식탁용품 및 주방용품,KITA_MTI6_11.xls,103,5,51,516,5161
516160,알루미늄제 식탁용품 및 주방용품,KITA_MTI6_05..xls,90,5,51,516,5161
516210,스푼,KITA_MTI6_12.xls,5,5,51,516,5162
516220,포크,KITA_MTI6_12.xls,80,5,51,516,5162
516290,기타,KITA_MTI6_09.xls,61,5,51,516,5162
516300,접시세척기,KITA_MTI6_03.xls,33,5,51,516,5163
516400,보온용기,KITA_MTI6_09.xls,57,5,51,516,5164
517100,유모차,KITA_MTI6_11.xls,67,5,51,517,5171
517210,유아용냅킨,KITA_MTI6_08.xls,67,5,51,517,5172
517290,유아용냅킨,KITA_MTI6_08.xls,33,5,51,517,5172
518110,안경렌즈,KITA_MTI6_11.xls,84,5,51,518,5181
518120,안경테,KITA_MTI6_05..xls,87,5,51,518,5181
518130,안경,KITA_MTI6_05..xls,33,5,51,518,5181
518210,손목시계,KITA_MTI6_04.xls,45,5,51,518,5182
518220,자명종시계,KITA_MTI6_12.xls,65,5,51,518,5182
518230,벽시계,KITA_MTI6_11.xls,28,5,51,518,5182
518240,전자시계,KITA_MTI6_12.xls,28,5,51,518,5182
518250,시계줄,KITA_MTI6_11.xls,23,5,51,518,5182
518260,차량·항공기·선박용 시계,KITA_MTI6_11.xls,44,5,51,518,5182
518270,기타시계,KITA_MTI6_07.xls,99,5,51,518,5182
518290,시계부품,KITA_MTI6_05..xls,76,5,51,518,5182
518310,귀금속장식품,KITA_MTI6_03.xls,18,5,51,518,5183
518320,금은 세공품,KITA_MTI6_02.xls,47,5,51,518,5183
518330,진주 장식품,KITA_MTI6_08.xls,40,5,51,518,5183
518340,모조 장식품,KITA_MTI6_05..xls,30,5,51,518,5183
518410,가발,KITA_MTI6_08.xls,103,5,51,518,5184
518440,가속눈썹,KITA_MTI6_09.xls,55,5,51,518,5184
518490,기타,KITA_MTI6_10.xls,20,5,51,518,5184
521110,우산,KITA_MTI6_11.xls,13,5,52,521,5211
521120,양산,KITA_MTI6_13.xls,23,5,52,521,5211
521210,장신구,KITA_MTI6_07.xls,75,5,52,521,5212
521220,화장용품,KITA_MTI6_06.xls,76,5,52,521,5212
521230,라이터,KITA_MTI6_09.xls,90,5,52,521,5212
521290,기타휴대용품,KITA_MTI6_10.xls,45,5,52,521,5212
524100,운동용 장갑,KITA_MTI6_09.xls,67,5,52,524,5241
524200,마구용품,KITA_MTI6_09.xls,16,5,52,524,5242
524300,수렵사격용품,KITA_MTI6_13.xls,91,5,52,524,5243
525100,조화,KITA_MTI6_12.xls,12,5,52,525,5251
525200,패각공예품,KITA_MTI6_11.xls,27,5,52,525,5252
525300,유리공예품,KITA_MTI6_09.xls,103,5,52,525,5253
525900,기타공예품,KITA_MTI6_06.xls,92,5,52,525,5259
529000,기타 생활용품,KITA_MTI6_04.xls,79,5,52,529,5290
611110,철및비합금강H형강,KITA_MTI6_02.xls,91,6,61,611,6111
611120,철및비합금강L형강,KITA_MTI6_09.xls,25,6,61,611,6111
611130,철및비합금강U형강,KITA_MTI6_07.xls,60,6,61,611,6111
611190,철및비합금강기타형강,KITA_MTI6_06.xls,88,6,61,611,6111
611200,스테인레스및합금강형강,KITA_MTI6_09.xls,36,6,61,611,6112
612110,철및비합금강선재,KITA_MTI6_03.xls,72,6,61,612,6121
612120,스테인레스및합금강선재,KITA_MTI6_03.xls,86,6,61,612,6121
612210,철및비합금강봉강,KITA_MTI6_04.xls,50,6,61,612,6122
612220,스테인레스및합금강봉강,KITA_MTI6_03.xls,26,6,61,612,6122
612300,철근,KITA_MTI6_03.xls,100,6,61,612,6123
613110,철및비합금강중후판,KITA_MTI6_01.xls,72,6,61,613,6131
613120,스테인레스강중후판,KITA_MTI6_05..xls,39,6,61,613,6131
613130,합금강중후판,KITA_MTI6_05..xls,98,6,61,613,6131
613210,철및비합금강열연강판,KITA_MTI6_01.xls,43,6,61,613,6132
613220,스테인레스강열연강판,KITA_MTI6_02.xls,28,6,61,613,6132
613230,합금강열연강판,KITA_MTI6_03.xls,35,6,61,613,6132
613310,철및비합금강냉연강판,KITA_MTI6_01.xls,54,6,61,613,6133
613320,스테인레스강냉연강판,KITA_MTI6_02.xls,26,6,61,613,6133
613330,합금강냉연강판,KITA_MTI6_02.xls,44,6,61,613,6133
613410,용융아연도강판,KITA_MTI6_01.xls,47,6,61,613,6134
613420,전기아연도강판,KITA_MTI6_02.xls,88,6,61,613,6134
613430,착색아연도강판,KITA_MTI6_01.xls,64,6,61,613,6134
613500,전기강판,KITA_MTI6_02.xls,56,6,61,613,6135
613600,석도강판,KITA_MTI6_03.xls,56,6,61,613,6136
613700,도금강판,KITA_MTI6_02.xls,49,6,61,613,6137
614110,철및비합금강용접강관(대),KITA_MTI6_02.xls,67,6,61,614,6141
614120,철및비합금강용접강관(중소),KITA_MTI6_02.xls,10,6,61,614,6141
614130,무계목강관,KITA_MTI6_03.xls,25,6,61,614,6141
614140,스테인레스강강관,KITA_MTI6_04.xls,72,6,61,614,6141
614150,합금강강관,KITA_MTI6_06.xls,94,6,61,614,6141
614210,철및비합금강강선,KITA_MTI6_03.xls,73,6,61,614,6142
614220,스테인레스강강선,KITA_MTI6_04.xls,37,6,61,614,6142
614230,합금강강선,KITA_MTI6_03.xls,94,6,61,614,6142
615110,레일,KITA_MTI6_10.xls,65,6,61,615,6151
615120,레일부속품,KITA_MTI6_08.xls,87,6,61,615,6151
617110,주강,KITA_MTI6_02.xls,25,6,61,617,6171
617120,단강,KITA_MTI6_06.xls,11,6,61,617,6171
619110,블룸,KITA_MTI6_10.xls,103,6,61,619,6191
619120,빌레트,KITA_MTI6_06.xls,38,6,61,619,6191
619130,슬랩,KITA_MTI6_03.xls,66,6,61,619,6191
619140,쉬트바,KITA_MTI6_13.xls,7,6,61,619,6191
619190,기타강반제품,KITA_MTI6_08.xls,75,6,61,619,6191
619200,기타철강제품,KITA_MTI6_10.xls,7,6,61,619,6192
621110,알루미늄괴,KITA_MTI6_02.xls,78,6,62,621,6211
621120,알루미늄스크랩,KITA_MTI6_04.xls,27,6,62,621,6211
621210,알루미늄분,KITA_MTI6_09.xls,87,6,62,621,6212
621220,알루미늄봉,KITA_MTI6_04.xls,22,6,62,621,6212
621230,알루미늄선,KITA_MTI6_07.xls,18,6,62,621,6212
621240,알루미늄판,KITA_MTI6_01.xls,44,6,62,621,6212
621250,알루미늄박,KITA_MTI6_02.xls,102,6,62,621,6212
621260,알루미늄관,KITA_MTI6_05..xls,103,6,62,621,6212
621270,알루니늄관연결구류,KITA_MTI6_06.xls,101,6,62,621,6212
621310,알루미늄구조물,KITA_MTI6_04.xls,54,6,62,621,6213
621320,알루미늄용기,KITA_MTI6_07.xls,20,6,62,621,6213
621400,알루미늄케이블,KITA_MTI6_06.xls,99,6,62,621,6214
621900,기타알루미늄제품,KITA_MTI6_02.xls,99,6,62,621,6219
622110,미정제동괴,KITA_MTI6_04.xls,49,6,62,622,6221
622120,동괴,KITA_MTI6_01.xls,53,6,62,622,6221
622130,동스크랩,KITA_MTI6_02.xls,51,6,62,622,6221
622210,동분,KITA_MTI6_07.xls,64,6,62,622,6222
622220,동봉,KITA_MTI6_03.xls,40,6,62,622,6222
622230,동선,KITA_MTI6_02.xls,69,6,62,622,6222
622240,동판,KITA_MTI6_02.xls,38,6,62,622,6222
622250,동박,KITA_MTI6_02.xls,5,6,62,622,6222
622260,동관,KITA_MTI6_02.xls,87,6,62,622,6222
622270,동관연결구류,KITA_MTI6_04.xls,93,6,62,622,6222
622900,기타동제품,KITA_MTI6_03.xls,104,6,62,622,6229
623110,미정제니켈괴,KITA_MTI6_09.xls,9,6,62,623,6231
623120,니켈괴,KITA_MTI6_07.xls,43,6,62,623,6231
623130,니켈스크랩,KITA_MTI6_06.xls,32,6,62,623,6231
623210,니켈분,KITA_MTI6_08.xls,57,6,62,623,6232
623220,니켈봉및선재,KITA_MTI6_07.xls,50,6,62,623,6232
623230,니켈박,KITA_MTI6_08.xls,104,6,62,623,6232
623240,니켈판및대,KITA_MTI6_06.xls,74,6,62,623,6232
623250,니켈관,KITA_MTI6_07.xls,53,6,62,623,6232
623260,니켈관연결구류,KITA_MTI6_08.xls,92,6,62,623,6232
623900,기타니켈제품,KITA_MTI6_06.xls,68,6,62,623,6239
624110,마그네슘괴,KITA_MTI6_06.xls,60,6,62,624,6241
624120,마그네슘스크랩,KITA_MTI6_10.xls,74,6,62,624,6241
624200,마그네슘조가공품,KITA_MTI6_11.xls,25,6,62,624,6242
624900,기타 마그네슘 제품,KITA_MTI6_10.xls,24,6,62,624,6249
625110,연괴,KITA_MTI6_02.xls,61,6,62,625,6251
625120,연스크랩,KITA_MTI6_11.xls,18,6,62,625,6251
625210,연봉및선재,KITA_MTI6_10.xls,44,6,62,625,6252
625220,연분,KITA_MTI6_12.xls,60,6,62,625,6252
625230,연박,KITA_MTI6_13.xls,56,6,62,625,6252
625240,연판및대,KITA_MTI6_12.xls,103,6,62,625,6252
625250,연관및연결구류,KITA_MTI6_12.xls,90,6,62,625,6252
625900,기타납제품,KITA_MTI6_07.xls,86,6,62,625,6259
626110,아연괴,KITA_MTI6_01.xls,92,6,62,626,6261
626120,아연스크랩,KITA_MTI6_13.xls,13,6,62,626,6261
626210,아연분및더스트,KITA_MTI6_06.xls,51,6,62,626,6262
626220,아연봉및선재,KITA_MTI6_10.xls,93,6,62,626,6262
626230,아연판및대,KITA_MTI6_08.xls,78,6,62,626,6262
626240,아연박,KITA_MTI6_13.xls,70,6,62,626,6262
626250,아연관,KITA_MTI6_12.xls,96,6,62,626,6262
626260,아연관연결구류,KITA_MTI6_12.xls,13,6,62,626,6262
626900,기타아연제품,KITA_MTI6_07.xls,100,6,62,626,6269
627110,주석괴,KITA_MTI6_08.xls,13,6,62,627,6271
627120,주석스크랩,KITA_MTI6_12.xls,21,6,62,627,6271
627210,주석분,KITA_MTI6_08.xls,38,6,62,627,6272
627220,주석봉및선재,KITA_MTI6_06.xls,58,6,62,627,6272
627230,주석판및대,KITA_MTI6_13.xls,19,6,62,627,6272
627240,주석박,KITA_MTI6_13.xls,69,6,62,627,6272
627900,기타주석제품,KITA_MTI6_07.xls,66,6,62,627,6279
628110,텅스텐괴및스크랩,KITA_MTI6_06.xls,95,6,62,628,6281
628190,기타텅스텐제품,KITA_MTI6_07.xls,26,6,62,628,6281
628210,몰리브덴괴및스크랩,KITA_MTI6_08.xls,23,6,62,628,6282
628290,기타몰리브덴제품,KITA_MTI6_08.xls,97,6,62,628,6282
628300,망간제품,KITA_MTI6_10.xls,43,6,62,628,6283
629000,기타비철금속제품,KITA_MTI6_03.xls,28,6,62,629,6290
630100,칼,KITA_MTI6_09.xls,14,6,63,630,6301
641000,주화,KITA_MTI6_07.xls,88,6,64,641,6410
642000,못,KITA_MTI6_06.xls,100,6,64,642,6420
643000,콘테이너,KITA_MTI6_04.xls,29,6,64,643,6430
690000,기타철강금속제품,KITA_MTI6_01.xls,81,6,69,690,6900
691110,망간철,KITA_MTI6_07.xls,61,6,69,691,6911
691120,실리콘철,KITA_MTI6_10.xls,54,6,69,691,6911
691130,실리콘망간철,KITA_MTI6_10.xls,79,6,69,691,6911
691190,기타합금철,KITA_MTI6_02.xls,17,6,69,691,6911
691210,주물용선철,KITA_MTI6_12.xls,25,6,69,691,6912
691220,제강용선철,KITA_MTI6_10.xls,18,6,69,691,6912
691290,기타선철,KITA_MTI6_11.xls,57,6,69,691,6912
691310,직접환원철,KITA_MTI6_12.xls,104,6,69,691,6913
691390,기타환원철,KITA_MTI6_11.xls,21,6,69,691,6913
691400,고철,KITA_MTI6_03.xls,58,6,69,691,6914
691900,기타철강제품,KITA_MTI6_05..xls,41,6,69,691,6919
692110,철및비합금강H형강,KITA_MTI6_11.xls,19,6,69,692,6921
