MTI6코드,품목명,원본파일,원본행,MTI1,MTI2,MTI3,MTI4
692120,철및비합금강U형강,KITA_MTI6_12.xls,73,6,69,692,6921
692130,철및비합금강기타형강,KITA_MTI6_10.xls,77,6,69,692,6921
692210,철및비합금강연선,KITA_MTI6_05..xls,58,6,69,692,6922
692220,스테인레스강연선,KITA_MTI6_08.xls,22,6,69,692,6922
692230,철및비합금강와이어로프,KITA_MTI6_04.xls,33,6,69,692,6922
692240,스테인레스와이어로프,KITA_MTI6_07.xls,37,6,69,692,6922
692250,철및비합금강사슬,KITA_MTI6_10.xls,27,6,69,692,6922
692260,철및비합금강유자선,KITA_MTI6_11.xls,82,6,69,692,6922
692310,교량,KITA_MTI6_09.xls,23,6,69,692,6923
692320,철탑,KITA_MTI6_07.xls,17,6,69,692,6923
692330,모듈화된 빌딩유닛,KITA_MTI6_10.xls,64,6,69,692,6923
692390,기타철구조물,KITA_MTI6_02.xls,7,6,69,692,6923
692400,철강재용기,KITA_MTI6_02.xls,71,6,69,692,6924
692500,철강재체인,KITA_MTI6_06.xls,29,6,69,692,6925
692610,주철관,KITA_MTI6_08.xls,82,6,69,692,6926
692620,주철제관연결구류,KITA_MTI6_08.xls,37,6,69,692,6926
692690,기타주철,KITA_MTI6_01.xls,74,6,69,692,6926
692900,기타철강제품,KITA_MTI6_07.xls,19,6,69,692,6929
711110,레이저가공기,KITA_MTI6_04.xls,32,7,71,711,7111
711120,머시닝센터,KITA_MTI6_03.xls,11,7,71,711,7111
711130,NC선반,KITA_MTI6_02.xls,48,7,71,711,7111
711190,기타금속절삭가공기계,KITA_MTI6_04.xls,42,7,71,711,7111
711210,프레스금형,KITA_MTI6_04.xls,47,7,71,711,7112
711220,기타금속성형가공기계,KITA_MTI6_03.xls,82,7,71,711,7112
711300,금속공작기계부품,KITA_MTI6_03.xls,9,7,71,711,7113
712110,압연기,KITA_MTI6_04.xls,35,7,71,712,7121
712120,압연기부품,KITA_MTI6_05..xls,101,7,71,712,7121
712210,로보트형용접기,KITA_MTI6_07.xls,44,7,71,712,7122
712220,전기용접기,KITA_MTI6_03.xls,76,7,71,712,7122
712230,용접기부품,KITA_MTI6_04.xls,83,7,71,712,7122
712290,기타용접기,KITA_MTI6_06.xls,40,7,71,712,7122
712310,주조설비,KITA_MTI6_07.xls,11,7,71,712,7123
712320,주조설비부품,KITA_MTI6_08.xls,26,7,71,712,7123
713100,섬유기계,KITA_MTI6_02.xls,65,7,71,713,7131
713200,재봉기,KITA_MTI6_07.xls,36,7,71,713,7132
713300,피혁가공기계,KITA_MTI6_06.xls,66,7,71,713,7133
713400,섬유및피혁가공기계부품,KITA_MTI6_05..xls,60,7,71,713,7134
713510,고무플라스틱가공기계,KITA_MTI6_02.xls,104,7,71,713,7135
713520,고무플라스틱가공기계부품,KITA_MTI6_04.xls,92,7,71,713,7135
713610,화학기계,KITA_MTI6_01.xls,93,7,71,713,7136
713620,화학기계부품,KITA_MTI6_03.xls,89,7,71,713,7136
714100,제지기계,KITA_MTI6_09.xls,79,7,71,714,7141
714200,제본기계,KITA_MTI6_10.xls,50,7,71,714,7142
714300,지가공기계,KITA_MTI6_06.xls,16,7,71,714,7143
714400,인쇄기계,KITA_MTI6_04.xls,63,7,71,714,7144
714500,제지인쇄기계부품,KITA_MTI6_04.xls,41,7,71,714,7145
715110,식품가공기계,KITA_MTI6_05..xls,71,7,71,715,7151
715120,식품가공기계부품,KITA_MTI6_06.xls,90,7,71,715,7151
715210,식품포장기계,KITA_MTI6_03.xls,79,7,71,715,7152
715220,식품포장기계부품,KITA_MTI6_07.xls,15,7,71,715,7152
716110,목재가공기계,KITA_MTI6_07.xls,28,7,71,716,7161
716120,목재가공기계부품,KITA_MTI6_08.xls,31,7,71,716,7161
716210,광물가공기계,KITA_MTI6_05..xls,69,7,71,716,7162
716220,광물가공기계부품,KITA_MTI6_05..xls,66,7,71,716,7162
716310,유리가공기계,KITA_MTI6_07.xls,102,7,71,716,7163
716320,유리가공기계부품,KITA_MTI6_07.xls,91,7,71,716,7163
719110,적층제조기계(3D프린터),KITA_MTI6_08.xls,95,7,71,719,7191
719190,기타기계류,KITA_MTI6_01.xls,41,7,71,719,7191
719210,적층제조기계(3D프린터) 부품,KITA_MTI6_10.xls,102,7,71,719,7192
719290,기타기계류부품,KITA_MTI6_01.xls,83,7,71,719,7192
721110,불도우저,KITA_MTI6_07.xls,40,7,72,721,7211
721120,지게차,KITA_MTI6_02.xls,55,7,72,721,7211
721130,건설중장비부품,KITA_MTI6_01.xls,80,7,72,721,7211
721190,기타건설중장비,KITA_MTI6_01.xls,46,7,72,721,7211
721210,광산기계,KITA_MTI6_07.xls,33,7,72,721,7212
721220,광산기계부품,KITA_MTI6_07.xls,27,7,72,721,7212
722100,경작기계,KITA_MTI6_02.xls,31,7,72,722,7221
722200,수확탈곡기계,KITA_MTI6_08.xls,14,7,72,722,7222
722300,낙농기계,KITA_MTI6_11.xls,41,7,72,722,7223
722400,농기계부품,KITA_MTI6_07.xls,22,7,72,722,7224
722900,기타농기계,KITA_MTI6_07.xls,25,7,72,722,7229
723110,적재 및 운반용 로봇,KITA_MTI6_06.xls,72,7,72,723,7231
723120,실내 서빙로봇과 실외 배송로봇,KITA_MTI6_10.xls,35,7,72,723,7231
723190,기타운반하역기계,KITA_MTI6_01.xls,87,7,72,723,7231
723200,운반하역기계부품,KITA_MTI6_03.xls,47,7,72,723,7232
724110,카메라,KITA_MTI6_08.xls,77,7,72,724,7241
724120,영화촬영기,KITA_MTI6_11.xls,55,7,72,724,7241
724130,영화영사기,KITA_MTI6_12.xls,94,7,72,724,7241
724140,사진현상기기,KITA_MTI6_07.xls,39,7,72,724,7241
724150,천체관측기기,KITA_MTI6_10.xls,34,7,72,724,7241
724160,현미경,KITA_MTI6_07.xls,54,7,72,724,7241
724190,기타광학기기,KITA_MTI6_08.xls,84,7,72,724,7241
724210,복사기,KITA_MTI6_12.xls,49,7,72,724,7242
724220,복사기부품,KITA_MTI6_09.xls,20,7,72,724,7242
724310,광학렌즈,KITA_MTI6_02.xls,35,7,72,724,7243
724390,기타광학기기부품,KITA_MTI6_01.xls,78,7,72,724,7243
724900,기타사무기기,KITA_MTI6_08.xls,50,7,72,724,7249
729010,기타산업기계,KITA_MTI6_01.xls,61,7,72,729,7290
729020,기타산업기계부품,KITA_MTI6_03.xls,6,7,72,729,7290
732100,반도체제조용장비,KITA_MTI6_01.xls,29,7,73,732,7321
732200,반도체제조용장비부품,KITA_MTI6_01.xls,34,7,73,732,7322
734100,설계제도기,KITA_MTI6_11.xls,104,7,73,734,7341
734200,설계제도기부품,KITA_MTI6_13.xls,92,7,73,734,7342
735100,토지측량기,KITA_MTI6_07.xls,55,7,73,735,7351
735200,토지측량기부품,KITA_MTI6_10.xls,36,7,73,735,7352
736100,평판 디스플레이 제조용 장비,KITA_MTI6_02.xls,42,7,73,736,7361
736200,평판 디스플레이 장비 부품,KITA_MTI6_03.xls,62,7,73,736,7362
741110,내연기관 트랙터(신차),KITA_MTI6_06.xls,77,7,74,741,7411
741120,내연기관 트랙터(중고차),KITA_MTI6_09.xls,30,7,74,741,7411
741130,하이브리드 트랙터(신차),KITA_MTI6_13.xls,93,7,74,741,7411
741140,하이브리드 트랙터(중고차),KITA_MTI6_13.xls,42,7,74,741,7411
741150,전기 트랙터(신차),KITA_MTI6_08.xls,64,7,74,741,7411
741160,전기 트랙터(중고차),KITA_MTI6_13.xls,43,7,74,741,7411
741210,내연기관 승합차(신차),KITA_MTI6_04.xls,24,7,74,741,7412
741220,내연기관 승합차(중고차),KITA_MTI6_05..xls,47,7,74,741,7412
741230,하이브리드 승합차(신차),KITA_MTI6_12.xls,81,7,74,741,7412
741240,하이브리드 승합차(중고차),KITA_MTI6_12.xls,83,7,74,741,7412
741250,전기 승합차(신차),KITA_MTI6_11.xls,30,7,74,741,7412
741260,전기 승합차(중고차),KITA_MTI6_12.xls,53,7,74,741,7412
741310,내연기관 승용차(신차),KITA_MTI6_01.xls,9,7,74,741,7413
741320,내연기관 승용차(중고차),KITA_MTI6_01.xls,24,7,74,741,7413
741330,하이브리드 승용차(신차),KITA_MTI6_01.xls,14,7,74,741,7413
741340,하이브리드 승용차(중고차),KITA_MTI6_02.xls,79,7,74,741,7413
741350,전기 승용차(신차),KITA_MTI6_01.xls,22,7,74,741,7413
741360,전기 승용차(중고차),KITA_MTI6_07.xls,49,7,74,741,7413
741410,내연기관 화물차(신차),KITA_MTI6_01.xls,63,7,74,741,7414
741420,내연기관 화물차(중고차),KITA_MTI6_03.xls,81,7,74,741,7414
741430,하이브리드 화물차(신차),KITA_MTI6_08.xls,27,7,74,741,7414
741440,하이브리드 화물차(중고차),KITA_MTI6_12.xls,89,7,74,741,7414
741450,전기 화물차(신차),KITA_MTI6_02.xls,95,7,74,741,7414
741460,전기 화물차(중고차),KITA_MTI6_11.xls,8,7,74,741,7414
741500,특장차,KITA_MTI6_03.xls,103,7,74,741,7415
741600,기타자동차,KITA_MTI6_05..xls,42,7,74,741,7416
742000,자동차부품,KITA_MTI6_01.xls,13,7,74,742,7420
742010,자동차용내연기관,KITA_MTI6_02.xls,9,7,74,742,7420
742130,차량용구동모터,KITA_MTI6_08.xls,61,7,74,742,7421
743110,모터사이클,KITA_MTI6_07.xls,14,7,74,743,7431
743190,기타이륜차,KITA_MTI6_11.xls,32,7,74,743,7431
743200,이륜차부품,KITA_MTI6_06.xls,82,7,74,743,7432
743300,자전거,KITA_MTI6_09.xls,77,7,74,743,7433
743400,자전거부품,KITA_MTI6_09.xls,44,7,74,743,7434
744100,철도차량,KITA_MTI6_03.xls,90,7,74,744,7441
744200,철도차량부품,KITA_MTI6_05..xls,21,7,74,744,7442
745100,엘리베이터,KITA_MTI6_07.xls,82,7,74,745,7451
745200,에스컬레이터,KITA_MTI6_13.xls,10,7,74,745,7452
746110,여객선,KITA_MTI6_07.xls,10,7,74,746,7461
746120,화물선,KITA_MTI6_01.xls,10,7,74,746,7461
746130,어선,KITA_MTI6_11.xls,48,7,74,746,7461
746140,요트,KITA_MTI6_10.xls,94,7,74,746,7461
746151,아웃보드 모터보트,KITA_MTI6_10.xls,96,7,74,746,7461
746159,기타모터보트,KITA_MTI6_07.xls,101,7,74,746,7461
746160,예인선,KITA_MTI6_07.xls,38,7,74,746,7461
746170,군함,KITA_MTI6_03.xls,27,7,74,746,7461
746190,기타선박,KITA_MTI6_01.xls,58,7,74,746,7461
746200,해양구조물,KITA_MTI6_03.xls,16,7,74,746,7462
746310,선박용증기터빈,KITA_MTI6_13.xls,59,7,74,746,7463
746320,선박용가스터빈,KITA_MTI6_11.xls,86,7,74,746,7463
746330,선박용불꽃점화식엔진,KITA_MTI6_07.xls,7,7,74,746,7463
746340,선박용압축점화식엔진,KITA_MTI6_01.xls,75,7,74,746,7463
746400,선박용 부품,KITA_MTI6_04.xls,53,7,74,746,7464
747110,헬리콥터,KITA_MTI6_06.xls,48,7,74,747,7471
747120,비행기,KITA_MTI6_02.xls,41,7,74,747,7471
747130,무동력항공기,KITA_MTI6_13.xls,46,7,74,747,7471
747140,낙하산,KITA_MTI6_08.xls,96,7,74,747,7471
747150,무인기,KITA_MTI6_06.xls,91,7,74,747,7471
747210,항공기엔진,KITA_MTI6_01.xls,82,7,74,747,7472
747220,무인기부품,KITA_MTI6_09.xls,66,7,74,747,7472
747290,기타항공기부품,KITA_MTI6_01.xls,68,7,74,747,7472
748100,우주선,KITA_MTI6_04.xls,8,7,74,748,7481
748200,우주선부품,KITA_MTI6_06.xls,78,7,74,748,7482
751110,공기조절기,KITA_MTI6_02.xls,21,7,75,751,7511
751120,공기조절기부품,KITA_MTI6_02.xls,43,7,75,751,7511
751210,냉방기,KITA_MTI6_03.xls,46,7,75,751,7512
751220,냉방기부품,KITA_MTI6_04.xls,99,7,75,751,7512
751310,가열기구,KITA_MTI6_04.xls,100,7,75,751,7513
751320,증기발생보일러,KITA_MTI6_06.xls,9,7,75,751,7513
751330,온수보일러,KITA_MTI6_04.xls,57,7,75,751,7513
751340,가열난방기부품,KITA_MTI6_03.xls,21,7,75,751,7513
752110,증기터빈,KITA_MTI6_10.xls,68,7,75,752,7521
752120,수력터빈,KITA_MTI6_11.xls,80,7,75,752,7521
752130,불꽃점화식내연기관,KITA_MTI6_01.xls,50,7,75,752,7521
752140,압축점화식내연기관,KITA_MTI6_02.xls,92,7,75,752,7521
752150,터보제트,KITA_MTI6_08.xls,79,7,75,752,7521
752160,원동기부품,KITA_MTI6_03.xls,97,7,75,752,7521
752190,기타원동기,KITA_MTI6_02.xls,96,7,75,752,7521
752210,액체펌프,KITA_MTI6_02.xls,45,7,75,752,7522
752220,기체펌프,KITA_MTI6_01.xls,59,7,75,752,7522
752230,펌프부품,KITA_MTI6_02.xls,16,7,75,752,7522
761100,볼트및너트,KITA_MTI6_02.xls,23,7,76,761,7611
761200,밸브,KITA_MTI6_01.xls,69,7,76,761,7612
761300,베어링,KITA_MTI6_02.xls,68,7,76,761,7613
761400,스프링,KITA_MTI6_05..xls,79,7,76,761,7614
761500,전동축및기어,KITA_MTI6_02.xls,32,7,76,761,7615
761900,기타기계요소,KITA_MTI6_01.xls,99,7,76,761,7619
762100,프레스금형,KITA_MTI6_02.xls,50,7,76,762,7621
762200,플라스틱금형,KITA_MTI6_02.xls,19,7,76,762,7622
762300,다이캐스팅금형,KITA_MTI6_05..xls,29,7,76,762,7623
762900,기타금형,KITA_MTI6_05..xls,15,7,76,762,7629
763110,커팅공구,KITA_MTI6_05..xls,63,7,76,763,7631
763120,착암공구,KITA_MTI6_06.xls,83,7,76,763,7631
763130,탭핑공구,KITA_MTI6_06.xls,55,7,76,763,7631
763140,드릴링공구,KITA_MTI6_04.xls,103,7,76,763,7631
763150,보링공구,KITA_MTI6_08.xls,43,7,76,763,7631
763160,밀링공구,KITA_MTI6_04.xls,38,7,76,763,7631
763190,기타고속도강및초경공구,KITA_MTI6_03.xls,19,7,76,763,7631
763210,줄,KITA_MTI6_11.xls,33,7,76,763,7632
763220,플라이어,KITA_MTI6_09.xls,60,7,76,763,7632
763230,파이프커터,KITA_MTI6_10.xls,66,7,76,763,7632
763240,스패너,KITA_MTI6_08.xls,68,7,76,763,7632
763250,스크루드라이버,KITA_MTI6_11.xls,51,7,76,763,7632
763260,망치,KITA_MTI6_12.xls,32,7,76,763,7632
763270,가위,KITA_MTI6_09.xls,88,7,76,763,7632
763290,기타수공구,KITA_MTI6_06.xls,50,7,76,763,7632
763300,다이아몬드공구,KITA_MTI6_03.xls,49,7,76,763,7633
763410,전기드릴,KITA_MTI6_10.xls,104,7,76,763,7634
763490,기타전동공구,KITA_MTI6_06.xls,57,7,76,763,7634
763500,공기압공구,KITA_MTI6_07.xls,5,7,76,763,7635
763610,측정공구,KITA_MTI6_09.xls,8,7,76,763,7636
763620,측정공구부품,KITA_MTI6_10.xls,69,7,76,763,7636
763700,수도구,KITA_MTI6_06.xls,98,7,76,763,7637
763900,기타공구,KITA_MTI6_08.xls,86,7,76,763,7639
811110,버튼식전화기,KITA_MTI6_11.xls,29,8,81,811,8111
811190,기타유선전화기,KITA_MTI6_10.xls,17,8,81,811,8111
811310,광전송장치,KITA_MTI6_06.xls,54,8,81,811,8113
811390,기타유선전송장치,KITA_MTI6_03.xls,24,8,81,811,8113
811410,팩시밀리,KITA_MTI6_09.xls,78,8,81,811,8114
811500,유선통신기기부품,KITA_MTI6_03.xls,87,8,81,811,8115
811900,기타유선통신기기,KITA_MTI6_08.xls,60,8,81,811,8119
812130,코드 분할식 전화기,KITA_MTI6_12.xls,97,8,81,812,8121
812140,시 분할식 전화기,KITA_MTI6_09.xls,80,8,81,812,8121
812150,주파수 분할식전화기,KITA_MTI6_13.xls,94,8,81,812,8121
812160,스마트폰,KITA_MTI6_01.xls,30,8,81,812,8121
812190,기타무선전화기,KITA_MTI6_08.xls,94,8,81,812,8121
812200,방송용통신기기,KITA_MTI6_08.xls,34,8,81,812,8122
812410,TV카메라,KITA_MTI6_02.xls,75,8,81,812,8124
812420,수상기,KITA_MTI6_03.xls,12,8,81,812,8124
812510,위성방송수신기,KITA_MTI6_08.xls,52,8,81,812,8125
812520,비디오튜너,KITA_MTI6_12.xls,99,8,81,812,8125
812590,기타무선수신기,KITA_MTI6_07.xls,90,8,81,812,8125
812610,레이더,KITA_MTI6_03.xls,78,8,81,812,8126
812620,무선원격조절기,KITA_MTI6_05..xls,24,8,81,812,8126
812720,무선중계기,KITA_MTI6_02.xls,103,8,81,812,8127
812810,안테나,KITA_MTI6_04.xls,55,8,81,812,8128
812820,스마트폰부품,KITA_MTI6_01.xls,102,8,81,812,8128
812890,기타무선통신기기부품,KITA_MTI6_01.xls,21,8,81,812,8128
813110,휴대용컴퓨터,KITA_MTI6_04.xls,80,8,81,813,8131
813120,개인용컴퓨터,KITA_MTI6_03.xls,65,8,81,813,8131
813220,HDD,KITA_MTI6_07.xls,13,8,81,813,8132
813230,CDD,KITA_MTI6_10.xls,91,8,81,813,8132
813240,DVD,KITA_MTI6_11.xls,9,8,81,813,8132
813250,광디스크드라이브,KITA_MTI6_11.xls,76,8,81,813,8132
813260,블루레이디스크드라이브,KITA_MTI6_13.xls,50,8,81,813,8132
813290,기타보조기억장치,KITA_MTI6_07.xls,87,8,81,813,8132
813310,레이저프린터,KITA_MTI6_04.xls,89,8,81,813,8133
813320,도트프린터,KITA_MTI6_09.xls,58,8,81,813,8133
813330,잉크젯프린터,KITA_MTI6_08.xls,9,8,81,813,8133
813390,기타프린터,KITA_MTI6_04.xls,74,8,81,813,8133
813420,데이터디스플레이장치,KITA_MTI6_03.xls,88,8,81,813,8134
813510,스캐너,KITA_MTI6_08.xls,59,8,81,813,8135
813520,키입력장치,KITA_MTI6_09.xls,5,8,81,813,8135
813530,마우스,KITA_MTI6_08.xls,5,8,81,813,8135
813590,기타컴퓨터주변기기,KITA_MTI6_03.xls,50,8,81,813,8135
813610,메인보드,KITA_MTI6_07.xls,45,8,81,813,8136
813690,기타컴퓨터부품,KITA_MTI6_02.xls,100,8,81,813,8136
813700,소프트웨어,KITA_MTI6_04.xls,25,8,81,813,8137
813800,전산기록매체,KITA_MTI6_01.xls,11,8,81,813,8138
814110,교통신호기,KITA_MTI6_07.xls,103,8,81,814,8141
814120,교통신호기부품,KITA_MTI6_09.xls,15,8,81,814,8141
814210,도난경보기,KITA_MTI6_09.xls,94,8,81,814,8142
814220,가스경보기,KITA_MTI6_09.xls,73,8,81,814,8142
814230,화재경보기,KITA_MTI6_07.xls,96,8,81,814,8142
814240,경보신호기부품,KITA_MTI6_06.xls,64,8,81,814,8142
814290,기타경보신호기,KITA_MTI6_05..xls,78,8,81,814,8142
814310,전자계산기,KITA_MTI6_12.xls,45,8,81,814,8143
814320,전자계산기부품,KITA_MTI6_12.xls,77,8,81,814,8143
814410,현금자동처리기,KITA_MTI6_04.xls,36,8,81,814,8144
814510,음료자동판매기,KITA_MTI6_11.xls,89,8,81,814,8145
814520,식품자동판매기,KITA_MTI6_11.xls,70,8,81,814,8145
814530,자동판매기부품,KITA_MTI6_11.xls,85,8,81,814,8145
814590,기타자동판매기,KITA_MTI6_09.xls,98,8,81,814,8145
814610,X선및방사선기기,KITA_MTI6_06.xls,59,8,81,814,8146
814620,X선및방사선기기부품,KITA_MTI6_05..xls,36,8,81,814,8146
814810,전자현미경,KITA_MTI6_05..xls,53,8,81,814,8148
814820,전자현미경부품,KITA_MTI6_05..xls,83,8,81,814,8148
814910,기타전자응용기기,KITA_MTI6_01.xls,101,8,81,814,8149
814920,기타전자응용기기부품,KITA_MTI6_06.xls,26,8,81,814,8149
815110,중량계,KITA_MTI6_06.xls,56,8,81,815,8151
815120,온도계,KITA_MTI6_04.xls,81,8,81,815,8151
815130,기압계,KITA_MTI6_12.xls,15,8,81,815,8151
815140,습도계,KITA_MTI6_10.xls,8,8,81,815,8151
815150,속도계,KITA_MTI6_04.xls,30,8,81,815,8151
815160,유량압력계,KITA_MTI6_04.xls,9,8,81,815,8151
815170,전기계측기,KITA_MTI6_07.xls,63,8,81,815,8151
815180,전자계측기,KITA_MTI6_03.xls,68,8,81,815,8151
815190,기타계측기,KITA_MTI6_01.xls,45,8,81,815,8151
815200,계측기부품,KITA_MTI6_01.xls,103,8,81,815,8152
815300,자동제어기,KITA_MTI6_02.xls,13,8,81,815,8153
815400,자동제어기부품,KITA_MTI6_05..xls,48,8,81,815,8154
815510,물리화학분석기,KITA_MTI6_02.xls,85,8,81,815,8155
815520,재료시험기,KITA_MTI6_07.xls,92,8,81,815,8155
815530,질량분석기,KITA_MTI6_08.xls,28,8,81,815,8155
815600,분석시험기부품,KITA_MTI6_05..xls,37,8,81,815,8156
821122,LCD TV(디지털의 것),KITA_MTI6_07.xls,57,8,82,821,8211
821143,기타 TV,KITA_MTI6_08.xls,6,8,82,821,8211
821170,칼라TV부품,KITA_MTI6_04.xls,58,8,82,821,8211
821210,흑백TV,KITA_MTI6_12.xls,100,8,82,821,8212
821310,VCR,KITA_MTI6_05..xls,99,8,82,821,8213
821410,캠코더,KITA_MTI6_03.xls,59,8,82,821,8214
821490,기타비디오카메라,KITA_MTI6_05..xls,100,8,82,821,8214
821500,영상기록매체,KITA_MTI6_11.xls,26,8,82,821,8215
822100,라디오,KITA_MTI6_09.xls,39,8,82,822,8221
822210,휴대용라디오카세트,KITA_MTI6_13.xls,29,8,82,822,8222
822290,기타라디오카세트,KITA_MTI6_12.xls,26,8,82,822,8222
822300,카스테레오,KITA_MTI6_04.xls,94,8,82,822,8223
822490,기타컴포넌트,KITA_MTI6_04.xls,31,8,82,822,8224
822500,스피커,KITA_MTI6_06.xls,10,8,82,822,8225
822610,마이크로폰,KITA_MTI6_06.xls,69,8,82,822,8226
822720,오디오레코드,KITA_MTI6_03.xls,44,8,82,822,8227
822800,음향기기부품,KITA_MTI6_04.xls,60,8,82,822,8228
822900,기타음향기기,KITA_MTI6_07.xls,41,8,82,822,8229
823010,냉장고(200리터이하),KITA_MTI6_10.xls,42,8,82,823,8230
823020,냉장고(200-400리터이하),KITA_MTI6_10.xls,14,8,82,823,8230
823030,냉장고(400리터이상),KITA_MTI6_01.xls,100,8,82,823,8230
823040,냉장고부품,KITA_MTI6_04.xls,23,8,82,823,8230
824100,세탁기,KITA_MTI6_02.xls,66,8,82,824,8241
824110,건조기,KITA_MTI6_04.xls,86,8,82,824,8241
824200,에어컨,KITA_MTI6_08.xls,74,8,82,824,8242
824300,선풍기,KITA_MTI6_08.xls,63,8,82,824,8243
824400,환풍기,KITA_MTI6_09.xls,69,8,82,824,8244
824500,진공청소기,KITA_MTI6_08.xls,102,8,82,824,8245
824510,로봇청소기,KITA_MTI6_10.xls,29,8,82,824,8245
824600,믹서,KITA_MTI6_05..xls,57,8,82,824,8246
824700,접시세척기,KITA_MTI6_08.xls,93,8,82,824,8247
824900,기타가정용회전기기,KITA_MTI6_10.xls,100,8,82,824,8249
825100,난방기기,KITA_MTI6_05..xls,68,8,82,825,8251
825200,전기다리미,KITA_MTI6_10.xls,9,8,82,825,8252
825300,헤어드라이어,KITA_MTI6_07.xls,29,8,82,825,8253
825400,전자레인지,KITA_MTI6_12.xls,10,8,82,825,8254
825500,전기밥솥,KITA_MTI6_05..xls,81,8,82,825,8255
825600,보온밥통,KITA_MTI6_12.xls,11,8,82,825,8256
825700,토우스터,KITA_MTI6_12.xls,31,8,82,825,8257
825800,난방및전열기기부품,KITA_MTI6_03.xls,69,8,82,825,8258
825900,기타난방및전열기기,KITA_MTI6_03.xls,102,8,82,825,8259
826100,전구,KITA_MTI6_04.xls,77,8,82,826,8261
826200,전구부품,KITA_MTI6_10.xls,60,8,82,826,8262
826910,기타조명기기,KITA_MTI6_01.xls,96,8,82,826,8269
826920,기타조명기기부품,KITA_MTI6_07.xls,72,8,82,826,8269
829100,기타가정용전자,KITA_MTI6_03.xls,45,8,82,829,8291
829200,기타가정용전자부품,KITA_MTI6_04.xls,10,8,82,829,8292
831110,D램,KITA_MTI6_01.xls,6,8,83,831,8311
831120,낸드,KITA_MTI6_01.xls,15,8,83,831,8311
831130,S램,KITA_MTI6_06.xls,81,8,83,831,8311
831190,기타 메모리반도체,KITA_MTI6_01.xls,7,8,83,831,8311
831210,프로세서와 컨트롤러,KITA_MTI6_01.xls,8,8,83,831,8312
831220,증폭기,KITA_MTI6_04.xls,59,8,83,831,8312
831230,기타 집적회로반도체,KITA_MTI6_01.xls,17,8,83,831,8312
831240,집적회로 반도체부품,KITA_MTI6_03.xls,32,8,83,831,8312
831310,트랜지스터,KITA_MTI6_01.xls,88,8,83,831,8313
831320,다이오드,KITA_MTI6_03.xls,70,8,83,831,8313
831330,반도체기반 트랜스듀서,KITA_MTI6_06.xls,104,8,83,831,8313
831340,개별소자 반도체부품,KITA_MTI6_05..xls,25,8,83,831,8313
831390,기타개별소자반도체,KITA_MTI6_01.xls,73,8,83,831,8313
831400,실리콘웨이퍼,KITA_MTI6_01.xls,51,8,83,831,8314
832110,천연색음극선관,KITA_MTI6_13.xls,77,8,83,832,8321
832190,기타음극선관,KITA_MTI6_13.xls,5,8,83,832,8321
832200,자전관,KITA_MTI6_10.xls,92,8,83,832,8322
832300,방전관,KITA_MTI6_12.xls,95,8,83,832,8323
832490,기타전자관부품,KITA_MTI6_09.xls,81,8,83,832,8324
832900,기타전자관,KITA_MTI6_11.xls,40,8,83,832,8329
833110,고정식저항기,KITA_MTI6_05..xls,32,8,83,833,8331
833120,가변식저항기,KITA_MTI6_11.xls,78,8,83,833,8331
833190,저항기부품,KITA_MTI6_09.xls,82,8,83,833,8331
833200,변성기,KITA_MTI6_03.xls,31,8,83,833,8332
833310,고정식축전기,KITA_MTI6_01.xls,70,8,83,833,8333
833320,가변식축전기,KITA_MTI6_05..xls,35,8,83,833,8333
833330,축전기부품,KITA_MTI6_07.xls,34,8,83,833,8333
833410,계전기,KITA_MTI6_04.xls,87,8,83,833,8334
834200,연결부품,KITA_MTI6_01.xls,49,8,83,834,8342
834300,인쇄회로,KITA_MTI6_01.xls,32,8,83,834,8343
834400,퓨우즈,KITA_MTI6_05..xls,38,8,83,834,8344
835110,건전지,KITA_MTI6_04.xls,67,8,83,835,8351
835120,건전지부품,KITA_MTI6_12.xls,50,8,83,835,8351
836110,리튬이온전지,KITA_MTI6_01.xls,35,8,83,836,8361
836120,연축전지,KITA_MTI6_01.xls,57,8,83,836,8361
836130,기타축전지,KITA_MTI6_07.xls,95,8,83,836,8361
836140,축전지부품,KITA_MTI6_02.xls,34,8,83,836,8361
836210,양극재,KITA_MTI6_01.xls,31,8,83,836,8362
836220,전해액,KITA_MTI6_06.xls,52,8,83,836,8362
836230,분리막,KITA_MTI6_02.xls,89,8,83,836,8362
837110,LCD,KITA_MTI6_01.xls,39,8,83,837,8371
837120,OLED,KITA_MTI6_01.xls,16,8,83,837,8371
837130,"LCD, OLED 이외",KITA_MTI6_08.xls,20,8,83,837,8371
837200,센서,KITA_MTI6_04.xls,56,8,83,837,8372
839000,기타전자부품,KITA_MTI6_03.xls,15,8,83,839,8390
841110,원자로 및 부분품,KITA_MTI6_09.xls,17,8,84,841,8411
841121,태양광 직류발전기,KITA_MTI6_12.xls,71,8,84,841,8411
841129,기타직류발전기,KITA_MTI6_07.xls,42,8,84,841,8411
841131,태양광 교류발전기,KITA_MTI6_12.xls,82,8,84,841,8411
841139,기타교류발전기,KITA_MTI6_06.xls,84,8,84,841,8411
841140,엔진결합발전세트,KITA_MTI6_02.xls,97,8,84,841,8411
841150,풍력발전세트,KITA_MTI6_11.xls,94,8,84,841,8411
841170,기타발전세트,KITA_MTI6_09.xls,72,8,84,841,8411
841180,태양광모듈,KITA_MTI6_06.xls,15,8,84,841,8411
