dlr,godsCd,godsKor,impexp,statCd,statCdCntnKor1,wgt,year,_QUERY_CODE,_QUERY_NAME
2341862,34010101,(메모리반도체),수출,AE,아랍에미리트 연합,270,2025.09,34010101,(메모리반도체)
3993540,34010101,(메모리반도체),수출,AT,오스트리아,260,2025.09,34010101,(메모리반도체)
600,34010101,(메모리반도체),수출,AU,호주,0,2025.09,34010101,(메모리반도체)
6815,34010101,(메모리반도체),수출,BA,보스니아-헤르체고비나,3,2025.09,34010101,(메모리반도체)
2454,34010101,(메모리반도체),수출,BG,불가리아,0,2025.09,34010101,(메모리반도체)
46606374,34010101,(메모리반도체),수출,BR,브라질,1613,2025.09,34010101,(메모리반도체)
2421670,34010101,(메모리반도체),수출,CA,캐나다,92,2025.09,34010101,(메모리반도체)
2858852619,34010101,(메모리반도체),수출,CN,중국,171344,2025.09,34010101,(메모리반도체)
118,34010101,(메모리반도체),수출,CR,코스타리카,0,2025.09,34010101,(메모리반도체)
15108640,34010101,(메모리반도체),수출,CZ,체코공화국,1679,2025.09,34010101,(메모리반도체)
82018089,34010101,(메모리반도체),수출,DE,독일,6602,2025.09,34010101,(메모리반도체)
7260,34010101,(메모리반도체),수출,EE,에스토니아,0,2025.09,34010101,(메모리반도체)
4304910,34010101,(메모리반도체),수출,EG,이집트,343,2025.09,34010101,(메모리반도체)
225162,34010101,(메모리반도체),수출,ES,스페인,23,2025.09,34010101,(메모리반도체)
1351084,34010101,(메모리반도체),수출,FR,프랑스,124,2025.09,34010101,(메모리반도체)
8231111,34010101,(메모리반도체),수출,GB,영국,819,2025.09,34010101,(메모리반도체)
2345259938,34010101,(메모리반도체),수출,HK,홍콩,154756,2025.09,34010101,(메모리반도체)
5783158,34010101,(메모리반도체),수출,HU,헝가리,373,2025.09,34010101,(메모리반도체)
30317612,34010101,(메모리반도체),수출,ID,인도네시아,1840,2025.09,34010101,(메모리반도체)
65465064,34010101,(메모리반도체),수출,IE,아일랜드,6652,2025.09,34010101,(메모리반도체)
29058,34010101,(메모리반도체),수출,IL,이스라엘,6,2025.09,34010101,(메모리반도체)
157569533,34010101,(메모리반도체),수출,IN,인도,3817,2025.09,34010101,(메모리반도체)
2410,34010101,(메모리반도체),수출,IT,이탈리아,1,2025.09,34010101,(메모리반도체)
69080911,34010101,(메모리반도체),수출,JP,일본,3606,2025.09,34010101,(메모리반도체)
25292325,34010101,(메모리반도체),수출,MX,멕시코,2181,2025.09,34010101,(메모리반도체)
91747936,34010101,(메모리반도체),수출,MY,말레이시아,3963,2025.09,34010101,(메모리반도체)
74808184,34010101,(메모리반도체),수출,NL,네덜란드,5584,2025.09,34010101,(메모리반도체)
134005827,34010101,(메모리반도체),수출,PH,필리핀,6381,2025.09,34010101,(메모리반도체)
23214570,34010101,(메모리반도체),수출,PL,폴란드,3399,2025.09,34010101,(메모리반도체)
6363846,34010101,(메모리반도체),수출,PT,포루투갈,186,2025.09,34010101,(메모리반도체)
144627,34010101,(메모리반도체),수출,SE,스웨덴,23,2025.09,34010101,(메모리반도체)
116484406,34010101,(메모리반도체),수출,SG,싱가포르,11556,2025.09,34010101,(메모리반도체)
170083,34010101,(메모리반도체),수출,SK,슬로바키아,18,2025.09,34010101,(메모리반도체)
40858447,34010101,(메모리반도체),수출,TH,태국,2622,2025.09,34010101,(메모리반도체)
3451538,34010101,(메모리반도체),수출,TR,튀르키예,181,2025.09,34010101,(메모리반도체)
3348065183,34010101,(메모리반도체),수출,TW,대만,38091,2025.09,34010101,(메모리반도체)
1186101929,34010101,(메모리반도체),수출,US,미국,119747,2025.09,34010101,(메모리반도체)
100,34010101,(메모리반도체),수출,UY,우루과이,10,2025.09,34010101,(메모리반도체)
1041624478,34010101,(메모리반도체),수출,VN,베트남,92593,2025.09,34010101,(메모리반도체)
42320,34010101,(메모리반도체),수출,ZA,남아프리카공화국,143,2025.09,34010101,(메모리반도체)
51667,34010101,(메모리반도체),수출,AE,아랍에미리트 연합,18,2025.10,34010101,(메모리반도체)
2679746,34010101,(메모리반도체),수출,AT,오스트리아,154,2025.10,34010101,(메모리반도체)
1013,34010101,(메모리반도체),수출,AU,호주,1,2025.10,34010101,(메모리반도체)
76885732,34010101,(메모리반도체),수출,BR,브라질,2420,2025.10,34010101,(메모리반도체)
679936,34010101,(메모리반도체),수출,CA,캐나다,6,2025.10,34010101,(메모리반도체)
3246862215,34010101,(메모리반도체),수출,CN,중국,151382,2025.10,34010101,(메모리반도체)
818680,34010101,(메모리반도체),수출,CR,코스타리카,14,2025.10,34010101,(메모리반도체)
16225598,34010101,(메모리반도체),수출,CZ,체코공화국,1519,2025.10,34010101,(메모리반도체)
73538971,34010101,(메모리반도체),수출,DE,독일,6569,2025.10,34010101,(메모리반도체)
4838,34010101,(메모리반도체),수출,EE,에스토니아,0,2025.10,34010101,(메모리반도체)
9529352,34010101,(메모리반도체),수출,EG,이집트,491,2025.10,34010101,(메모리반도체)
286841,34010101,(메모리반도체),수출,ES,스페인,31,2025.10,34010101,(메모리반도체)
3592,34010101,(메모리반도체),수출,FI,핀란드,0,2025.10,34010101,(메모리반도체)
4845,34010101,(메모리반도체),수출,FR,프랑스,0,2025.10,34010101,(메모리반도체)
17642,34010101,(메모리반도체),수출,GB,영국,4,2025.10,34010101,(메모리반도체)
1542108339,34010101,(메모리반도체),수출,HK,홍콩,99101,2025.10,34010101,(메모리반도체)
1522919,34010101,(메모리반도체),수출,HU,헝가리,124,2025.10,34010101,(메모리반도체)
15731888,34010101,(메모리반도체),수출,ID,인도네시아,1075,2025.10,34010101,(메모리반도체)
2087622,34010101,(메모리반도체),수출,IE,아일랜드,81,2025.10,34010101,(메모리반도체)
94752,34010101,(메모리반도체),수출,IL,이스라엘,15,2025.10,34010101,(메모리반도체)
76364128,34010101,(메모리반도체),수출,IN,인도,3391,2025.10,34010101,(메모리반도체)
27086,34010101,(메모리반도체),수출,IQ,이라크,14,2025.10,34010101,(메모리반도체)
3000,34010101,(메모리반도체),수출,IT,이탈리아,2,2025.10,34010101,(메모리반도체)
44396283,34010101,(메모리반도체),수출,JP,일본,2339,2025.10,34010101,(메모리반도체)
132,34010101,(메모리반도체),수출,MO,마카오,1,2025.10,34010101,(메모리반도체)
26739385,34010101,(메모리반도체),수출,MX,멕시코,2713,2025.10,34010101,(메모리반도체)
33324975,34010101,(메모리반도체),수출,MY,말레이시아,2413,2025.10,34010101,(메모리반도체)
206226763,34010101,(메모리반도체),수출,NL,네덜란드,16551,2025.10,34010101,(메모리반도체)
114101931,34010101,(메모리반도체),수출,PH,필리핀,4694,2025.10,34010101,(메모리반도체)
24112296,34010101,(메모리반도체),수출,PL,폴란드,2830,2025.10,34010101,(메모리반도체)
2058520,34010101,(메모리반도체),수출,PT,포루투갈,67,2025.10,34010101,(메모리반도체)
3018,34010101,(메모리반도체),수출,SE,스웨덴,1,2025.10,34010101,(메모리반도체)
127509020,34010101,(메모리반도체),수출,SG,싱가포르,3109,2025.10,34010101,(메모리반도체)
411724,34010101,(메모리반도체),수출,SK,슬로바키아,32,2025.10,34010101,(메모리반도체)
60042180,34010101,(메모리반도체),수출,TH,태국,2594,2025.10,34010101,(메모리반도체)
7623808,34010101,(메모리반도체),수출,TR,튀르키예,212,2025.10,34010101,(메모리반도체)
3203792182,34010101,(메모리반도체),수출,TW,대만,37280,2025.10,34010101,(메모리반도체)
1120035166,34010101,(메모리반도체),수출,US,미국,87640,2025.10,34010101,(메모리반도체)
852567641,34010101,(메모리반도체),수출,VN,베트남,83744,2025.10,34010101,(메모리반도체)
41853,34010101,(메모리반도체),수출,ZA,남아프리카공화국,147,2025.10,34010101,(메모리반도체)
43126,34010101,(메모리반도체),수출,AE,아랍에미리트 연합,17,2025.11,34010101,(메모리반도체)
5772521,34010101,(메모리반도체),수출,AT,오스트리아,308,2025.11,34010101,(메모리반도체)
59757795,34010101,(메모리반도체),수출,BR,브라질,2282,2025.11,34010101,(메모리반도체)
12773826,34010101,(메모리반도체),수출,CA,캐나다,195,2025.11,34010101,(메모리반도체)
3680844893,34010101,(메모리반도체),수출,CN,중국,151385,2025.11,34010101,(메모리반도체)
638,34010101,(메모리반도체),수출,CR,코스타리카,0,2025.11,34010101,(메모리반도체)
33214462,34010101,(메모리반도체),수출,CZ,체코공화국,2041,2025.11,34010101,(메모리반도체)
80317700,34010101,(메모리반도체),수출,DE,독일,6596,2025.11,34010101,(메모리반도체)
4032,34010101,(메모리반도체),수출,EE,에스토니아,0,2025.11,34010101,(메모리반도체)
7232096,34010101,(메모리반도체),수출,EG,이집트,371,2025.11,34010101,(메모리반도체)
192090,34010101,(메모리반도체),수출,ES,스페인,19,2025.11,34010101,(메모리반도체)
1663471,34010101,(메모리반도체),수출,FR,프랑스,39,2025.11,34010101,(메모리반도체)
11880458,34010101,(메모리반도체),수출,GB,영국,601,2025.11,34010101,(메모리반도체)
2319581652,34010101,(메모리반도체),수출,HK,홍콩,110756,2025.11,34010101,(메모리반도체)
3468348,34010101,(메모리반도체),수출,HU,헝가리,204,2025.11,34010101,(메모리반도체)
25892913,34010101,(메모리반도체),수출,ID,인도네시아,811,2025.11,34010101,(메모리반도체)
1068042,34010101,(메모리반도체),수출,IE,아일랜드,403,2025.11,34010101,(메모리반도체)
1804428,34010101,(메모리반도체),수출,IL,이스라엘,172,2025.11,34010101,(메모리반도체)
119902881,34010101,(메모리반도체),수출,IN,인도,2931,2025.11,34010101,(메모리반도체)
1674,34010101,(메모리반도체),수출,IT,이탈리아,1,2025.11,34010101,(메모리반도체)
62378664,34010101,(메모리반도체),수출,JP,일본,2545,2025.11,34010101,(메모리반도체)
126,34010101,(메모리반도체),수출,MO,마카오,1,2025.11,34010101,(메모리반도체)
39726902,34010101,(메모리반도체),수출,MX,멕시코,1922,2025.11,34010101,(메모리반도체)
508275474,34010101,(메모리반도체),수출,MY,말레이시아,2302,2025.11,34010101,(메모리반도체)
75138871,34010101,(메모리반도체),수출,NL,네덜란드,4958,2025.11,34010101,(메모리반도체)
376719927,34010101,(메모리반도체),수출,PH,필리핀,11776,2025.11,34010101,(메모리반도체)
33692408,34010101,(메모리반도체),수출,PL,폴란드,3971,2025.11,34010101,(메모리반도체)
13297854,34010101,(메모리반도체),수출,PT,포루투갈,336,2025.11,34010101,(메모리반도체)
342866,34010101,(메모리반도체),수출,SE,스웨덴,14,2025.11,34010101,(메모리반도체)
235340897,34010101,(메모리반도체),수출,SG,싱가포르,9670,2025.11,34010101,(메모리반도체)
357718,34010101,(메모리반도체),수출,SK,슬로바키아,49,2025.11,34010101,(메모리반도체)
142898844,34010101,(메모리반도체),수출,TH,태국,3531,2025.11,34010101,(메모리반도체)
9987664,34010101,(메모리반도체),수출,TR,튀르키예,279,2025.11,34010101,(메모리반도체)
2463571039,34010101,(메모리반도체),수출,TW,대만,35819,2025.11,34010101,(메모리반도체)
1378700584,34010101,(메모리반도체),수출,US,미국,100217,2025.11,34010101,(메모리반도체)
500,34010101,(메모리반도체),수출,UZ,우즈베키스탄,1,2025.11,34010101,(메모리반도체)
1075857724,34010101,(메모리반도체),수출,VN,베트남,71204,2025.11,34010101,(메모리반도체)
41861,34010101,(메모리반도체),수출,ZA,남아프리카공화국,3,2025.11,34010101,(메모리반도체)
2530979,34010101,(메모리반도체),수출,AE,아랍에미리트 연합,472,2025.12,34010101,(메모리반도체)
17929177,34010101,(메모리반도체),수출,AT,오스트리아,1034,2025.12,34010101,(메모리반도체)
64356862,34010101,(메모리반도체),수출,BR,브라질,2012,2025.12,34010101,(메모리반도체)
9174925,34010101,(메모리반도체),수출,CA,캐나다,106,2025.12,34010101,(메모리반도체)
4291076991,34010101,(메모리반도체),수출,CN,중국,171640,2025.12,34010101,(메모리반도체)
159974,34010101,(메모리반도체),수출,CR,코스타리카,16,2025.12,34010101,(메모리반도체)
40640821,34010101,(메모리반도체),수출,CZ,체코공화국,2880,2025.12,34010101,(메모리반도체)
72825194,34010101,(메모리반도체),수출,DE,독일,3214,2025.12,34010101,(메모리반도체)
11978878,34010101,(메모리반도체),수출,EG,이집트,625,2025.12,34010101,(메모리반도체)
81124,34010101,(메모리반도체),수출,ES,스페인,8,2025.12,34010101,(메모리반도체)
25048,34010101,(메모리반도체),수출,FR,프랑스,5,2025.12,34010101,(메모리반도체)
7541243,34010101,(메모리반도체),수출,GB,영국,301,2025.12,34010101,(메모리반도체)
3155195999,34010101,(메모리반도체),수출,HK,홍콩,135823,2025.12,34010101,(메모리반도체)
5619746,34010101,(메모리반도체),수출,HU,헝가리,302,2025.12,34010101,(메모리반도체)
39822550,34010101,(메모리반도체),수출,ID,인도네시아,1035,2025.12,34010101,(메모리반도체)
16300151,34010101,(메모리반도체),수출,IE,아일랜드,733,2025.12,34010101,(메모리반도체)
194252,34010101,(메모리반도체),수출,IL,이스라엘,9,2025.12,34010101,(메모리반도체)
166127476,34010101,(메모리반도체),수출,IN,인도,4735,2025.12,34010101,(메모리반도체)
1173,34010101,(메모리반도체),수출,IT,이탈리아,1,2025.12,34010101,(메모리반도체)
64423911,34010101,(메모리반도체),수출,JP,일본,3233,2025.12,34010101,(메모리반도체)
540,34010101,(메모리반도체),수출,LK,스리랑카,25,2025.12,34010101,(메모리반도체)
27097559,34010101,(메모리반도체),수출,MX,멕시코,2224,2025.12,34010101,(메모리반도체)
485300887,34010101,(메모리반도체),수출,MY,말레이시아,2925,2025.12,34010101,(메모리반도체)
142365609,34010101,(메모리반도체),수출,NL,네덜란드,5370,2025.12,34010101,(메모리반도체)
611,34010101,(메모리반도체),수출,NZ,뉴질랜드,0,2025.12,34010101,(메모리반도체)
366738716,34010101,(메모리반도체),수출,PH,필리핀,11190,2025.12,34010101,(메모리반도체)
85842,34010101,(메모리반도체),수출,PK,파키스탄,31,2025.12,34010101,(메모리반도체)
60369323,34010101,(메모리반도체),수출,PL,폴란드,4693,2025.12,34010101,(메모리반도체)
4902788,34010101,(메모리반도체),수출,PT,포루투갈,135,2025.12,34010101,(메모리반도체)
4119612,34010101,(메모리반도체),수출,SE,스웨덴,191,2025.12,34010101,(메모리반도체)
356783175,34010101,(메모리반도체),수출,SG,싱가포르,2970,2025.12,34010101,(메모리반도체)
564863,34010101,(메모리반도체),수출,SK,슬로바키아,81,2025.12,34010101,(메모리반도체)
35060983,34010101,(메모리반도체),수출,TH,태국,2221,2025.12,34010101,(메모리반도체)
12825235,34010101,(메모리반도체),수출,TR,튀르키예,288,2025.12,34010101,(메모리반도체)
3125488135,34010101,(메모리반도체),수출,TW,대만,44093,2025.12,34010101,(메모리반도체)
1962295301,34010101,(메모리반도체),수출,US,미국,126653,2025.12,34010101,(메모리반도체)
37,34010101,(메모리반도체),수출,UZ,우즈베키스탄,0,2025.12,34010101,(메모리반도체)
1576729863,34010101,(메모리반도체),수출,VN,베트남,85638,2025.12,34010101,(메모리반도체)
34481,34010101,(메모리반도체),수출,AE,아랍에미리트 연합,1,2026.01,34010101,(메모리반도체)
91221,34010101,(메모리반도체),수출,AR,아르헨티나,598,2026.01,34010101,(메모리반도체)
7789991,34010101,(메모리반도체),수출,AT,오스트리아,398,2026.01,34010101,(메모리반도체)
6555,34010101,(메모리반도체),수출,BA,보스니아-헤르체고비나,1,2026.01,34010101,(메모리반도체)
64448005,34010101,(메모리반도체),수출,BR,브라질,1716,2026.01,34010101,(메모리반도체)
1530479,34010101,(메모리반도체),수출,CA,캐나다,4,2026.01,34010101,(메모리반도체)
68,34010101,(메모리반도체),수출,CH,스위스,0,2026.01,34010101,(메모리반도체)
5109919916,34010101,(메모리반도체),수출,CN,중국,146797,2026.01,34010101,(메모리반도체)
10296222,34010101,(메모리반도체),수출,CZ,체코공화국,925,2026.01,34010101,(메모리반도체)
53290067,34010101,(메모리반도체),수출,DE,독일,2423,2026.01,34010101,(메모리반도체)
107,34010101,(메모리반도체),수출,DK,덴마크,1,2026.01,34010101,(메모리반도체)
57,34010101,(메모리반도체),수출,DZ,알제리,1,2026.01,34010101,(메모리반도체)
5187353,34010101,(메모리반도체),수출,EG,이집트,208,2026.01,34010101,(메모리반도체)
313335,34010101,(메모리반도체),수출,ES,스페인,22,2026.01,34010101,(메모리반도체)
38130,34010101,(메모리반도체),수출,FR,프랑스,2,2026.01,34010101,(메모리반도체)
6068,34010101,(메모리반도체),수출,GB,영국,3,2026.01,34010101,(메모리반도체)
2929831061,34010101,(메모리반도체),수출,HK,홍콩,95047,2026.01,34010101,(메모리반도체)
10320200,34010101,(메모리반도체),수출,HU,헝가리,164,2026.01,34010101,(메모리반도체)
46721395,34010101,(메모리반도체),수출,ID,인도네시아,1820,2026.01,34010101,(메모리반도체)
377507,34010101,(메모리반도체),수출,IE,아일랜드,46,2026.01,34010101,(메모리반도체)
92076,34010101,(메모리반도체),수출,IL,이스라엘,6,2026.01,34010101,(메모리반도체)
130243957,34010101,(메모리반도체),수출,IN,인도,4944,2026.01,34010101,(메모리반도체)
73,34010101,(메모리반도체),수출,IT,이탈리아,1,2026.01,34010101,(메모리반도체)
89188678,34010101,(메모리반도체),수출,JP,일본,2364,2026.01,34010101,(메모리반도체)
81,34010101,(메모리반도체),수출,MO,마카오,0,2026.01,34010101,(메모리반도체)
13486216,34010101,(메모리반도체),수출,MX,멕시코,1117,2026.01,34010101,(메모리반도체)
80126621,34010101,(메모리반도체),수출,MY,말레이시아,2109,2026.01,34010101,(메모리반도체)
11889504,34010101,(메모리반도체),수출,NL,네덜란드,689,2026.01,34010101,(메모리반도체)
411,34010101,(메모리반도체),수출,NO,노르웨이,4,2026.01,34010101,(메모리반도체)
416677073,34010101,(메모리반도체),수출,PH,필리핀,8910,2026.01,34010101,(메모리반도체)
64442897,34010101,(메모리반도체),수출,PL,폴란드,3143,2026.01,34010101,(메모리반도체)
2033653,34010101,(메모리반도체),수출,PT,포루투갈,59,2026.01,34010101,(메모리반도체)
74,34010101,(메모리반도체),수출,RO,루마니아,0,2026.01,34010101,(메모리반도체)
960,34010101,(메모리반도체),수출,SE,스웨덴,2,2026.01,34010101,(메모리반도체)
85551569,34010101,(메모리반도체),수출,SG,싱가포르,2658,2026.01,34010101,(메모리반도체)
826750,34010101,(메모리반도체),수출,SK,슬로바키아,78,2026.01,34010101,(메모리반도체)
241626422,34010101,(메모리반도체),수출,TH,태국,2102,2026.01,34010101,(메모리반도체)
5224698,34010101,(메모리반도체),수출,TR,튀르키예,129,2026.01,34010101,(메모리반도체)
2521100141,34010101,(메모리반도체),수출,TW,대만,30247,2026.01,34010101,(메모리반도체)
2211532225,34010101,(메모리반도체),수출,US,미국,85675,2026.01,34010101,(메모리반도체)
1605621114,34010101,(메모리반도체),수출,VN,베트남,74712,2026.01,34010101,(메모리반도체)
41892,34010101,(메모리반도체),수출,ZA,남아프리카공화국,6,2026.01,34010101,(메모리반도체)
1187184,34010101,(메모리반도체),수출,AE,아랍에미리트 연합,48,2026.02,34010101,(메모리반도체)
17414185,34010101,(메모리반도체),수출,AT,오스트리아,492,2026.02,34010101,(메모리반도체)
126,34010101,(메모리반도체),수출,AU,호주,1,2026.02,34010101,(메모리반도체)
36,34010101,(메모리반도체),수출,BE,벨기에,0,2026.02,34010101,(메모리반도체)
492,34010101,(메모리반도체),수출,BG,불가리아,0,2026.02,34010101,(메모리반도체)
99701239,34010101,(메모리반도체),수출,BR,브라질,1886,2026.02,34010101,(메모리반도체)
25621438,34010101,(메모리반도체),수출,CA,캐나다,245,2026.02,34010101,(메모리반도체)
119,34010101,(메모리반도체),수출,CH,스위스,0,2026.02,34010101,(메모리반도체)
5864134280,34010101,(메모리반도체),수출,CN,중국,133125,2026.02,34010101,(메모리반도체)
4,34010101,(메모리반도체),수출,CO,콜롬비아,0,2026.02,34010101,(메모리반도체)
81360,34010101,(메모리반도체),수출,CR,코스타리카,7,2026.02,34010101,(메모리반도체)
14,34010101,(메모리반도체),수출,CY,사이프러스,0,2026.02,34010101,(메모리반도체)
27904084,34010101,(메모리반도체),수출,CZ,체코공화국,1717,2026.02,34010101,(메모리반도체)
69922313,34010101,(메모리반도체),수출,DE,독일,2036,2026.02,34010101,(메모리반도체)
64,34010101,(메모리반도체),수출,DK,덴마크,0,2026.02,34010101,(메모리반도체)
7588385,34010101,(메모리반도체),수출,EG,이집트,240,2026.02,34010101,(메모리반도체)
197603,34010101,(메모리반도체),수출,ES,스페인,14,2026.02,34010101,(메모리반도체)
9154781,34010101,(메모리반도체),수출,FR,프랑스,283,2026.02,34010101,(메모리반도체)
1396537,34010101,(메모리반도체),수출,GB,영국,32,2026.02,34010101,(메모리반도체)
46,34010101,(메모리반도체),수출,GR,그리스,0,2026.02,34010101,(메모리반도체)
3481533120,34010101,(메모리반도체),수출,HK,홍콩,92558,2026.02,34010101,(메모리반도체)
14023358,34010101,(메모리반도체),수출,HU,헝가리,231,2026.02,34010101,(메모리반도체)
58370788,34010101,(메모리반도체),수출,ID,인도네시아,1790,2026.02,34010101,(메모리반도체)
26659508,34010101,(메모리반도체),수출,IE,아일랜드,503,2026.02,34010101,(메모리반도체)
253535,34010101,(메모리반도체),수출,IL,이스라엘,11,2026.02,34010101,(메모리반도체)
212242773,34010101,(메모리반도체),수출,IN,인도,2972,2026.02,34010101,(메모리반도체)
102706266,34010101,(메모리반도체),수출,JP,일본,2267,2026.02,34010101,(메모리반도체)
36080618,34010101,(메모리반도체),수출,MX,멕시코,2259,2026.02,34010101,(메모리반도체)
937416679,34010101,(메모리반도체),수출,MY,말레이시아,4740,2026.02,34010101,(메모리반도체)
353465065,34010101,(메모리반도체),수출,NL,네덜란드,10906,2026.02,34010101,(메모리반도체)
392757351,34010101,(메모리반도체),수출,PH,필리핀,7492,2026.02,34010101,(메모리반도체)
108560655,34010101,(메모리반도체),수출,PL,폴란드,3616,2026.02,34010101,(메모리반도체)
5583053,34010101,(메모리반도체),수출,PT,포루투갈,125,2026.02,34010101,(메모리반도체)
70,34010101,(메모리반도체),수출,RS,세르비아,0,2026.02,34010101,(메모리반도체)
23290,34010101,(메모리반도체),수출,SE,스웨덴,5,2026.02,34010101,(메모리반도체)
634642188,34010101,(메모리반도체),수출,SG,싱가포르,6202,2026.02,34010101,(메모리반도체)
961845,34010101,(메모리반도체),수출,SK,슬로바키아,87,2026.02,34010101,(메모리반도체)
102231845,34010101,(메모리반도체),수출,TH,태국,3232,2026.02,34010101,(메모리반도체)
5481819,34010101,(메모리반도체),수출,TR,튀르키예,161,2026.02,34010101,(메모리반도체)
3092114665,34010101,(메모리반도체),수출,TW,대만,31333,2026.02,34010101,(메모리반도체)
3506451072,34010101,(메모리반도체),수출,US,미국,105004,2026.02,34010101,(메모리반도체)
1821278643,34010101,(메모리반도체),수출,VN,베트남,64695,2026.02,34010101,(메모리반도체)
65264,34010101,(메모리반도체),수출,ZA,남아프리카공화국,49,2026.02,34010101,(메모리반도체)
36,34010101,(메모리반도체),수출,ZZ,기타국,0,2026.02,34010101,(메모리반도체)
218100,34010101,(메모리반도체),수출,AE,아랍에미리트 연합,23,2026.03,34010101,(메모리반도체)
60814,34010101,(메모리반도체),수출,AR,아르헨티나,118,2026.03,34010101,(메모리반도체)
22394700,34010101,(메모리반도체),수출,AT,오스트리아,544,2026.03,34010101,(메모리반도체)
31,34010101,(메모리반도체),수출,AU,호주,0,2026.03,34010101,(메모리반도체)
221856,34010101,(메모리반도체),수출,BD,방글라데시,1,2026.03,34010101,(메모리반도체)
456,34010101,(메모리반도체),수출,BG,불가리아,2,2026.03,34010101,(메모리반도체)
155368375,34010101,(메모리반도체),수출,BR,브라질,3125,2026.03,34010101,(메모리반도체)
13570791,34010101,(메모리반도체),수출,CA,캐나다,81,2026.03,34010101,(메모리반도체)
151,34010101,(메모리반도체),수출,CH,스위스,1,2026.03,34010101,(메모리반도체)
28,34010101,(메모리반도체),수출,CL,칠레,1,2026.03,34010101,(메모리반도체)
7702001946,34010101,(메모리반도체),수출,CN,중국,141286,2026.03,34010101,(메모리반도체)
32828,34010101,(메모리반도체),수출,CR,코스타리카,3,2026.03,34010101,(메모리반도체)
34935012,34010101,(메모리반도체),수출,CZ,체코공화국,3490,2026.03,34010101,(메모리반도체)
96029787,34010101,(메모리반도체),수출,DE,독일,2769,2026.03,34010101,(메모리반도체)
2,34010101,(메모리반도체),수출,DK,덴마크,1,2026.03,34010101,(메모리반도체)
8195,34010101,(메모리반도체),수출,EE,에스토니아,0,2026.03,34010101,(메모리반도체)
7656357,34010101,(메모리반도체),수출,EG,이집트,327,2026.03,34010101,(메모리반도체)
218945,34010101,(메모리반도체),수출,ES,스페인,15,2026.03,34010101,(메모리반도체)
12589493,34010101,(메모리반도체),수출,FR,프랑스,315,2026.03,34010101,(메모리반도체)
10792105,34010101,(메모리반도체),수출,GB,영국,113,2026.03,34010101,(메모리반도체)
5853759189,34010101,(메모리반도체),수출,HK,홍콩,157614,2026.03,34010101,(메모리반도체)
14007963,34010101,(메모리반도체),수출,HU,헝가리,385,2026.03,34010101,(메모리반도체)
46413904,34010101,(메모리반도체),수출,ID,인도네시아,2264,2026.03,34010101,(메모리반도체)
29955295,34010101,(메모리반도체),수출,IE,아일랜드,230,2026.03,34010101,(메모리반도체)
222551370,34010101,(메모리반도체),수출,IN,인도,4532,2026.03,34010101,(메모리반도체)
5642,34010101,(메모리반도체),수출,IT,이탈리아,10,2026.03,34010101,(메모리반도체)
115136627,34010101,(메모리반도체),수출,JP,일본,1975,2026.03,34010101,(메모리반도체)
141,34010101,(메모리반도체),수출,KE,케냐,1,2026.03,34010101,(메모리반도체)
11,34010101,(메모리반도체),수출,KZ,카자흐스탄,0,2026.03,34010101,(메모리반도체)
75348121,34010101,(메모리반도체),수출,MX,멕시코,3374,2026.03,34010101,(메모리반도체)
634859100,34010101,(메모리반도체),수출,MY,말레이시아,3431,2026.03,34010101,(메모리반도체)
195,34010101,(메모리반도체),수출,MZ,모잠비크,19,2026.03,34010101,(메모리반도체)
689390344,34010101,(메모리반도체),수출,NL,네덜란드,20238,2026.03,34010101,(메모리반도체)
78,34010101,(메모리반도체),수출,PA,파나마,0,2026.03,34010101,(메모리반도체)
725137228,34010101,(메모리반도체),수출,PH,필리핀,14361,2026.03,34010101,(메모리반도체)
47958366,34010101,(메모리반도체),수출,PL,폴란드,3426,2026.03,34010101,(메모리반도체)
6046773,34010101,(메모리반도체),수출,PT,포루투갈,117,2026.03,34010101,(메모리반도체)
2,34010101,(메모리반도체),수출,RO,루마니아,0,2026.03,34010101,(메모리반도체)
1429679,34010101,(메모리반도체),수출,SE,스웨덴,14,2026.03,34010101,(메모리반도체)
287194430,34010101,(메모리반도체),수출,SG,싱가포르,4382,2026.03,34010101,(메모리반도체)
1221572,34010101,(메모리반도체),수출,SK,슬로바키아,106,2026.03,34010101,(메모리반도체)
153483342,34010101,(메모리반도체),수출,TH,태국,3186,2026.03,34010101,(메모리반도체)
9031594,34010101,(메모리반도체),수출,TR,튀르키예,178,2026.03,34010101,(메모리반도체)
4277202471,34010101,(메모리반도체),수출,TW,대만,39400,2026.03,34010101,(메모리반도체)
4602958256,34010101,(메모리반도체),수출,US,미국,102231,2026.03,34010101,(메모리반도체)
2320079698,34010101,(메모리반도체),수출,VN,베트남,75852,2026.03,34010101,(메모리반도체)
126804,34010101,(메모리반도체),수출,ZA,남아프리카공화국,48,2026.03,34010101,(메모리반도체)
919,34010101,(메모리반도체),수출,AE,아랍에미리트 연합,4,2026.04,34010101,(메모리반도체)
91221,34010101,(메모리반도체),수출,AR,아르헨티나,322,2026.04,34010101,(메모리반도체)
6959221,34010101,(메모리반도체),수출,AT,오스트리아,466,2026.04,34010101,(메모리반도체)
6291,34010101,(메모리반도체),수출,AU,호주,1,2026.04,34010101,(메모리반도체)
212128,34010101,(메모리반도체),수출,BD,방글라데시,1,2026.04,34010101,(메모리반도체)
