기준월,전체_활성HSK10,Master포함_HSK10,Master미포함_HSK10,전체수출_USD,Master포함_USD,Master미포함_USD,Missing_Coverage_%
202607,9671,9670,1,98924802703.0,98920690131.0,4112572.0,0.004157270863958247
