기준월,요청_HSK10,수출액_USD
2026-02-01,8542321090,33001464.0
2026-02-01,8542322000,814.0
2026-02-01,8542323000,6748826215.0
2026-02-01,8542324000,1131079931.0
2026-02-01,8542331000,7422068.0
2026-02-01,8542332000,627383.0
2026-02-01,8542333000,1099854.0
2026-02-01,8542334000,1961215.0
2026-02-01,8542391000,660403498.0
2026-02-01,8542392000,1096263.0
2026-02-01,8542393000,20970590.0
2026-02-01,8542394000,14718621.0
2026-02-01,8542900000,31162519.0
2026-02-01,8543901000,5248.0
2026-02-01,8548001000,9089.0
2026-03-01,3818001000,76520144.0
2026-03-01,3818002010,82532.0
2026-03-01,3818002090,133526570.0
2026-03-01,8473304060,7410386814.0
2026-03-01,8523521000,11033434.0
2026-03-01,8523522000,149351.0
2026-03-01,8523529000,547899.0
2026-03-01,8541101000,4784494.0
2026-03-01,8541109000,20433151.0
2026-03-01,8541211000,5760100.0
2026-03-01,8541219000,9808469.0
2026-03-01,8541291000,73936784.0
2026-03-01,8541299000,20642635.0
2026-03-01,8541301000,19700.0
2026-03-01,8541302000,375108.0
2026-03-01,8541303000,31793.0
2026-03-01,8541304000,54305.0
2026-03-01,8541411000,1675558.0
2026-03-01,8541419000,14890533.0
2026-03-01,8541420000,51128060.0
2026-03-01,8541491000,7340630.0
2026-03-01,8541492000,75869.0
2026-03-01,8541493000,33002385.0
2026-03-01,8541499000,5847447.0
2026-03-01,8541511000,4111892.0
2026-03-01,8541512000,26944.0
2026-03-01,8541513000,2.0
2026-03-01,8541514000,531092.0
2026-03-01,8541591000,17434976.0
2026-03-01,8541599000,1981306.0
2026-03-01,8541601000,3948291.0
2026-03-01,8541609000,3480221.0
2026-03-01,8541902000,1152204.0
2026-03-01,8541903000,1549166.0
2026-03-01,8541909000,6562723.0
2026-03-01,8542311000,2296092417.0
2026-03-01,8542312000,709196.0
2026-03-01,8542313000,218084184.0
2026-03-01,8542314000,635052769.0
2026-03-01,8542321010,8012443877.0
2026-03-01,8542321020,1705171.0
2026-03-01,8542321030,2544596946.0
2026-03-01,8542321090,61139948.0
2026-03-01,8542322000,182590.0
2026-03-01,8542323000,8577241499.0
2026-03-01,8542324000,1561701322.0
2026-03-01,8542331000,12392410.0
2026-03-01,8542332000,864147.0
2026-03-01,8542333000,1313186.0
2026-03-01,8542334000,1539331.0
2026-03-01,8542391000,887260469.0
2026-03-01,8542392000,1691965.0
2026-03-01,8542393000,29728942.0
2026-03-01,8542394000,21426956.0
2026-03-01,8542900000,39649543.0
2026-03-01,8543901000,21970.0
2026-03-01,8548001000,5388.0
2026-04-01,3818001000,78878429.0
2026-04-01,3818002010,0.0
2026-04-01,3818002090,125668321.0
2026-04-01,8473304060,6143825508.0
2026-04-01,8523521000,10366050.0
2026-04-01,8523522000,222980.0
2026-04-01,8523529000,826559.0
2026-04-01,8541101000,4671894.0
2026-04-01,8541109000,20231028.0
2026-04-01,8541211000,10481700.0
2026-04-01,8541219000,10297361.0
2026-04-01,8541291000,69729380.0
2026-04-01,8541299000,21667923.0
2026-04-01,8541301000,118736.0
2026-04-01,8541302000,678296.0
2026-04-01,8541303000,22004.0
2026-04-01,8541304000,41944.0
2026-04-01,8541411000,1914081.0
2026-04-01,8541419000,20605711.0
2026-04-01,8541420000,56360383.0
2026-04-01,8541491000,8347375.0
2026-04-01,8541492000,90207.0
2026-04-01,8541493000,18081857.0
2026-04-01,8541499000,5624590.0
2026-04-01,8541511000,4731234.0
2026-04-01,8541512000,105224.0
2026-04-01,8541513000,174.0
2026-04-01,8541514000,177429.0
2026-04-01,8541591000,19765737.0
2026-04-01,8541599000,2840556.0
2026-04-01,8541601000,5084044.0
2026-04-01,8541609000,3881596.0
2026-04-01,8541902000,534252.0
2026-04-01,8541903000,1507955.0
2026-04-01,8541909000,7788695.0
2026-04-01,8542311000,2332636863.0
2026-04-01,8542312000,1166943.0
2026-04-01,8542313000,205703162.0
2026-04-01,8542314000,998692078.0
2026-04-01,8542321010,9248046034.0
2026-04-01,8542321020,755424.0
2026-04-01,8542321030,1673744099.0
2026-04-01,8542321090,61567993.0
2026-04-01,8542322000,10807.0
2026-04-01,8542323000,8157215096.0
2026-04-01,8542324000,1688412890.0
2026-04-01,8542331000,10210390.0
2026-04-01,8542332000,650186.0
2026-04-01,8542333000,1803320.0
2026-04-01,8542334000,986054.0
2026-04-01,8542391000,768007525.0
2026-04-01,8542392000,2205124.0
2026-04-01,8542393000,26930723.0
2026-04-01,8542394000,18256921.0
2026-04-01,8542900000,40329157.0
2026-04-01,8543901000,40109.0
2026-04-01,8548001000,11379.0
2026-05-01,3818001000,80802128.0
2026-05-01,3818002010,725.0
2026-05-01,3818002090,135398269.0
2026-05-01,8473304060,7185979307.0
2026-05-01,8523521000,6177891.0
2026-05-01,8523522000,192179.0
2026-05-01,8523529000,1062349.0
2026-05-01,8541101000,5442180.0
2026-05-01,8541109000,20414222.0
2026-05-01,8541211000,13524558.0
2026-05-01,8541219000,8494850.0
2026-05-01,8541291000,83014003.0
2026-05-01,8541299000,24142380.0
2026-05-01,8541301000,9482.0
2026-05-01,8541302000,324274.0
2026-05-01,8541303000,11074.0
2026-05-01,8541304000,50708.0
2026-05-01,8541411000,1940731.0
2026-05-01,8541419000,18169412.0
2026-05-01,8541420000,74932596.0
2026-05-01,8541491000,6265454.0
2026-05-01,8541492000,5690.0
2026-05-01,8541493000,10777409.0
2026-05-01,8541499000,6687750.0
2026-05-01,8541511000,3360387.0
2026-05-01,8541512000,60679.0
2026-05-01,8541513000,169.0
2026-05-01,8541514000,88247.0
2026-05-01,8541591000,17980292.0
2026-05-01,8541599000,1897347.0
2026-05-01,8541601000,4027534.0
2026-05-01,8541609000,3517262.0
2026-05-01,8541902000,766154.0
2026-05-01,8541903000,1485249.0
2026-05-01,8541909000,7280133.0
2026-05-01,8542311000,2355768203.0
2026-05-01,8542312000,1244090.0
2026-05-01,8542313000,180838288.0
2026-05-01,8542314000,981083712.0
2026-05-01,8542321010,11428371245.0
2026-05-01,8542321020,731152.0
2026-05-01,8542321030,1721738700.0
2026-05-01,8542321090,48579828.0
2026-05-01,8542322000,116110.0
2026-05-01,8542323000,9621557514.0
2026-05-01,8542324000,2130950085.0
2026-05-01,8542331000,11248479.0
2026-05-01,8542332000,793760.0
2026-05-01,8542333000,1428532.0
2026-05-01,8542334000,1308697.0
2026-05-01,8542391000,864108843.0
2026-05-01,8542392000,3238365.0
2026-05-01,8542393000,27121874.0
2026-05-01,8542394000,17414527.0
2026-05-01,8542900000,36157308.0
2026-05-01,8543901000,12450.0
2026-05-01,8548001000,4376.0
2026-06-01,3818001000,81975382.0
2026-06-01,3818002010,0.0
2026-06-01,3818002090,143834246.0
2026-06-01,8473304060,10670485218.0
2026-06-01,8523521000,6550953.0
2026-06-01,8523522000,166323.0
2026-06-01,8523529000,705451.0
2026-06-01,8541101000,5500165.0
2026-06-01,8541109000,21405002.0
2026-06-01,8541211000,14989632.0
2026-06-01,8541219000,9835369.0
2026-06-01,8541291000,81556927.0
2026-06-01,8541299000,23288965.0
2026-06-01,8541301000,22906.0
2026-06-01,8541302000,474622.0
2026-06-01,8541303000,33082.0
2026-06-01,8541304000,69851.0
2026-06-01,8541411000,1761097.0
2026-06-01,8541419000,20695482.0
2026-06-01,8541420000,85236519.0
2026-06-01,8541491000,6106709.0
2026-06-01,8541492000,109341.0
2026-06-01,8541493000,22603620.0
2026-06-01,8541499000,6357521.0
2026-06-01,8541511000,5154652.0
2026-06-01,8541512000,85570.0
2026-06-01,8541513000,1090.0
2026-06-01,8541514000,257785.0
2026-06-01,8541591000,17911356.0
2026-06-01,8541599000,2024462.0
2026-06-01,8541601000,4589507.0
2026-06-01,8541609000,4262548.0
2026-06-01,8541902000,782300.0
2026-06-01,8541903000,1665743.0
2026-06-01,8541909000,7896178.0
2026-06-01,8542311000,2286791909.0
2026-06-01,8542312000,1135509.0
2026-06-01,8542313000,188327334.0
2026-06-01,8542314000,951137972.0
2026-06-01,8542321010,11175623231.0
2026-06-01,8542321020,856193.0
2026-06-01,8542321030,2486161310.0
2026-06-01,8542321090,48905614.0
2026-06-01,8542322000,12527.0
2026-06-01,8542323000,12682181416.0
2026-06-01,8542324000,2646120290.0
2026-06-01,8542331000,11301310.0
2026-06-01,8542332000,784850.0
2026-06-01,8542333000,1646025.0
2026-06-01,8542334000,2923245.0
2026-06-01,8542391000,983481293.0
2026-06-01,8542392000,3320011.0
2026-06-01,8542393000,25677476.0
2026-06-01,8542394000,19612670.0
2026-06-01,8542900000,48194253.0
2026-06-01,8543901000,4777.0
2026-06-01,8548001000,5605.0
2026-07-01,3818001000,91317503.0
2026-07-01,3818002010,20057.0
2026-07-01,3818002090,138267914.0
2026-07-01,8473304060,7674208820.0
2026-07-01,8523521000,7533811.0
2026-07-01,8523522000,211995.0
2026-07-01,8523529000,1059056.0
2026-07-01,8541101000,5425490.0
2026-07-01,8541109000,22998269.0
2026-07-01,8541211000,14737973.0
2026-07-01,8541219000,10631037.0
2026-07-01,8541291000,91384847.0
2026-07-01,8541299000,23203896.0
2026-07-01,8541301000,14356.0
2026-07-01,8541302000,559983.0
2026-07-01,8541303000,46315.0
2026-07-01,8541304000,58035.0
2026-07-01,8541411000,1825446.0
2026-07-01,8541419000,24686599.0
2026-07-01,8541420000,86603649.0
2026-07-01,8541491000,5087744.0
2026-07-01,8541492000,28783.0
2026-07-01,8541493000,27789709.0
2026-07-01,8541499000,6159682.0
2026-07-01,8541511000,4367900.0
2026-07-01,8541512000,119117.0
2026-07-01,8541513000,0.0
2026-07-01,8541514000,187877.0
2026-07-01,8541591000,22854688.0
2026-07-01,8541599000,2175558.0
2026-07-01,8541601000,5404346.0
2026-07-01,8541609000,3083270.0
2026-07-01,8541902000,941688.0
2026-07-01,8541903000,1432401.0
2026-07-01,8541909000,8430163.0
2026-07-01,8542311000,2419736388.0
2026-07-01,8542312000,1243185.0
2026-07-01,8542313000,280916099.0
2026-07-01,8542314000,1030326541.0
2026-07-01,8542321010,13551552131.0
2026-07-01,8542321020,48699567.0
2026-07-01,8542321030,1780647499.0
2026-07-01,8542321090,71194012.0
2026-07-01,8542322000,402060.0
2026-07-01,8542323000,10085845139.0
2026-07-01,8542324000,2467755334.0
2026-07-01,8542331000,13391706.0
2026-07-01,8542332000,813593.0
2026-07-01,8542333000,2114806.0
2026-07-01,8542334000,3979444.0
2026-07-01,8542391000,868962280.0
2026-07-01,8542392000,4522413.0
2026-07-01,8542393000,22816089.0
2026-07-01,8542394000,20478288.0
2026-07-01,8542900000,47779913.0
2026-07-01,8543901000,56997.0
2026-07-01,8548001000,5249.0
