기준월,HSK10,수출액_USD,MTI6,산업20
2025-03-01,4412314011,0.0,031310,농수산식품
2025-03-01,4412314019,0.0,031310,농수산식품
2025-03-01,4412314021,0.0,031310,농수산식품
2025-03-01,4412314029,0.0,031310,농수산식품
2025-03-01,4412315090,0.0,031310,농수산식품
2025-03-01,4412316010,0.0,031310,농수산식품
2025-03-01,4412316090,3738.0,031310,농수산식품
2025-03-01,4412317010,0.0,031310,농수산식품
2025-03-01,4412317090,8760.0,031310,농수산식품
2025-03-01,4412331000,0.0,031310,농수산식품
2025-03-01,4412333000,0.0,031310,농수산식품
2025-03-01,4412334010,0.0,031310,농수산식품
2025-03-01,4412334020,0.0,031310,농수산식품
2025-03-01,4412335000,0.0,031310,농수산식품
2025-03-01,4412336000,93750.0,031310,농수산식품
2025-03-01,4412337000,47778.0,031310,농수산식품
2025-03-01,4412343000,0.0,031310,농수산식품
2025-03-01,4412344010,0.0,031310,농수산식품
2025-03-01,4412344020,0.0,031310,농수산식품
2025-03-01,4412345000,0.0,031310,농수산식품
2025-03-01,4412346000,0.0,031310,농수산식품
2025-03-01,4412347000,17418.0,031310,농수산식품
2025-03-01,4412391000,0.0,031310,농수산식품
2025-03-01,4412399000,2729.0,031310,농수산식품
2025-03-01,4412411000,0.0,031320,농수산식품
2025-03-01,4412419000,0.0,031320,농수산식품
2025-03-01,4412421000,0.0,031320,농수산식품
2025-03-01,4412429000,0.0,031320,농수산식품
2025-03-01,4412491000,0.0,031320,농수산식품
2025-03-01,4412499000,0.0,031320,농수산식품
2025-03-01,4412510000,0.0,031320,농수산식품
2025-03-01,4412520000,0.0,031320,농수산식품
2025-03-01,4412919110,0.0,031310,농수산식품
2025-03-01,4412919910,0.0,031310,농수산식품
2025-03-01,4412921000,0.0,031310,농수산식품
2025-03-01,4412929110,0.0,031310,농수산식품
2025-03-01,4412929910,0.0,031310,농수산식품
2025-03-01,4412929990,0.0,031310,농수산식품
2025-03-01,4412991000,151732.0,031310,농수산식품
2025-03-01,4412999110,0.0,031310,농수산식품
2025-03-01,4412999910,0.0,031310,농수산식품
2025-03-01,4412999990,20436.0,031310,농수산식품
2025-03-01,4413000000,4769.0,031900,농수산식품
2025-03-01,4414100000,0.0,031810,농수산식품
2025-03-01,4414900000,80910.0,031810,농수산식품
2025-03-01,4415100000,1018239.0,031900,농수산식품
2025-03-01,4415200000,836896.0,031900,농수산식품
2025-03-01,4416000000,0.0,031900,농수산식품
2025-03-01,4417000000,26719.0,031900,농수산식품
2025-03-01,4418190000,0.0,031790,농수산식품
2025-03-01,4418210000,0.0,031790,농수산식품
2025-03-01,4418290000,8559.0,031790,농수산식품
2025-03-01,4418300000,0.0,031790,농수산식품
2025-03-01,4418400000,342381.0,031790,농수산식품
2025-03-01,4418739000,0.0,031790,농수산식품
2025-03-01,4418749000,0.0,031790,농수산식품
2025-03-01,4418751000,0.0,031790,농수산식품
2025-03-01,4418759000,0.0,031790,농수산식품
2025-03-01,4418799000,630.0,031790,농수산식품
2025-03-01,4418810000,0.0,031710,농수산식품
2025-03-01,4418830000,1353.0,031710,농수산식품
2025-03-01,4418890000,0.0,031710,농수산식품
2025-03-01,4418910000,0.0,031790,농수산식품
2025-03-01,4418920000,0.0,031790,농수산식품
2025-03-01,4418999000,76703.0,031790,농수산식품
2025-03-01,4419110000,2532.0,031830,농수산식품
2025-03-01,4419120000,2412.0,031820,농수산식품
2025-03-01,4419190000,4913.0,031830,농수산식품
2025-03-01,4419201000,98.0,031830,농수산식품
2025-03-01,4419202000,34.0,031830,농수산식품
2025-03-01,4419203000,82.0,031820,농수산식품
2025-03-01,4419209000,0.0,031830,농수산식품
2025-03-01,4419901000,19891.0,031830,농수산식품
2025-03-01,4419902000,758.0,031830,농수산식품
2025-03-01,4419903000,10729.0,031820,농수산식품
2025-03-01,4419909000,113509.0,031830,농수산식품
2025-03-01,4420110000,0.0,031840,농수산식품
2025-03-01,4420190000,15973.0,031840,농수산식품
2025-03-01,4420902000,27568.0,031840,농수산식품
2025-03-01,4420909010,224984.0,031840,농수산식품
2025-03-01,4420909020,14426.0,031840,농수산식품
2025-03-01,4420909090,64116.0,031840,농수산식품
2025-03-01,4421100000,29084.0,031890,농수산식품
2025-03-01,4421200000,0.0,031900,농수산식품
2025-03-01,4421913000,0.0,031890,농수산식품
2025-03-01,4421915000,12915.0,031890,농수산식품
2025-03-01,4421919000,10010.0,031900,농수산식품
2025-03-01,4421991000,78535.0,031900,농수산식품
2025-03-01,4421993000,270.0,031890,농수산식품
2025-03-01,4421994000,0.0,031900,농수산식품
2025-03-01,4421995000,0.0,031890,농수산식품
2025-03-01,4421999010,0.0,031900,농수산식품
2025-03-01,4421999090,947745.0,031900,농수산식품
2025-03-01,4501100000,13750.0,033100,농수산식품
2025-03-01,4501900000,0.0,033100,농수산식품
2025-03-01,4502000000,36516.0,033100,농수산식품
2025-03-01,4503100000,0.0,031890,농수산식품
2025-03-01,4503900000,0.0,033100,농수산식품
2025-03-01,4504100000,1800.0,033100,농수산식품
2025-03-01,4504900000,935.0,033100,농수산식품
2025-03-01,4601211000,137.0,525900,생활용품
2025-03-01,4601212000,0.0,525900,생활용품
2025-03-01,4601220000,0.0,525900,생활용품
2025-03-01,4601290000,24136.0,525900,생활용품
2025-03-01,4601920000,0.0,525900,생활용품
2025-03-01,4601930000,0.0,525900,생활용품
2025-03-01,4601940000,1150.0,525900,생활용품
2025-03-01,4601990000,3969.0,525900,생활용품
2025-03-01,4602111000,979.0,031890,농수산식품
2025-03-01,4602119000,73.0,031890,농수산식품
2025-03-01,4602120000,34100.0,031890,농수산식품
2025-03-01,4602191000,0.0,525900,생활용품
2025-03-01,4602199000,46913.0,031830,농수산식품
2025-03-01,4602900000,115.0,525900,생활용품
2025-03-01,4811901000,1622981.0,515130,생활용품
2025-03-01,4811902010,8566244.0,515130,생활용품
2025-03-01,4811902090,15309847.0,515130,생활용품
2025-03-01,4814901010,0.0,033900,농수산식품
2025-03-01,4814901090,907049.0,033900,농수산식품
2025-03-01,4816200000,5862.0,515130,생활용품
2025-03-01,4816901000,28899.0,515130,생활용품
2025-03-01,4816902010,0.0,515130,생활용품
2025-03-01,4816902090,8564.0,515130,생활용품
2025-03-01,4816903000,305695.0,515130,생활용품
2025-03-01,4816904000,3822.0,515130,생활용품
2025-03-01,4816905000,0.0,515130,생활용품
2025-03-01,4816909000,107666.0,515130,생활용품
2025-03-01,4817100000,57444.0,515190,생활용품
2025-03-01,4817200000,35720.0,515190,생활용품
2025-03-01,4817300000,106208.0,515190,생활용품
2025-03-01,4818100000,492949.0,511060,생활용품
2025-03-01,4818200000,3521498.0,511050,생활용품
2025-03-01,4818900000,1575632.0,511050,생활용품
2025-03-01,4819600000,55376.0,515190,생활용품
2025-03-01,4820100000,2106032.0,515130,생활용품
2025-03-01,4820200000,31175.0,515130,생활용품
2025-03-01,4820300000,62911.0,515190,생활용품
2025-03-01,4820400000,20.0,515190,생활용품
2025-03-01,4820500000,361122.0,515190,생활용품
2025-03-01,4820900000,496357.0,515190,생활용품
2025-03-01,4823400000,25993.0,515190,생활용품
2025-03-01,4905201000,0.0,515190,생활용품
2025-03-01,4905209000,125.0,515190,생활용품
2025-03-01,4905900000,22911.0,515190,생활용품
2025-03-01,4909000000,1477499.0,515190,생활용품
2025-03-01,4910001000,347403.0,515190,생활용품
2025-03-01,4910009000,224506.0,515190,생활용품
2025-03-01,5002001020,0.0,413100,섬유류
2025-03-01,5002001050,0.0,413100,섬유류
2025-03-01,5002009000,0.0,413100,섬유류
2025-03-01,5004000000,0.0,421100,섬유류
2025-03-01,5005000000,0.0,421100,섬유류
2025-03-01,5006000000,0.0,421100,섬유류
2025-03-01,5007100000,0.0,431900,섬유류
2025-03-01,5007201000,0.0,431190,섬유류
2025-03-01,5007202010,243.0,431110,섬유류
2025-03-01,5007202020,372266.0,431190,섬유류
2025-03-01,5007202030,193475.0,431190,섬유류
2025-03-01,5007202090,506595.0,431190,섬유류
2025-03-01,5007209000,43225.0,431190,섬유류
2025-03-01,5007901000,0.0,431200,섬유류
2025-03-01,5007902000,10790.0,431200,섬유류
2025-03-01,5007903000,26666.0,431200,섬유류
2025-03-01,5007904000,46920.0,431200,섬유류
2025-03-01,5007909000,48872.0,431200,섬유류
2025-03-01,5101210000,720.0,025000,농수산식품
2025-03-01,5101290000,0.0,025000,농수산식품
2025-03-01,5101300000,0.0,025000,농수산식품
2025-03-01,5102110000,0.0,025000,농수산식품
2025-03-01,5102190000,126.0,025000,농수산식품
2025-03-01,5105100000,0.0,413200,섬유류
2025-03-01,5105210000,0.0,413200,섬유류
2025-03-01,5105290000,10.0,413200,섬유류
2025-03-01,5105310000,0.0,413200,섬유류
2025-03-01,5105390000,0.0,413200,섬유류
2025-03-01,5106101000,35390.0,421220,섬유류
2025-03-01,5106109000,105924.0,421220,섬유류
2025-03-01,5106201000,162.0,421220,섬유류
2025-03-01,5106202000,132483.0,421220,섬유류
2025-03-01,5106204000,31380.0,421220,섬유류
2025-03-01,5106209000,67600.0,421220,섬유류
2025-03-01,5107101000,38998.0,421210,섬유류
2025-03-01,5107102000,60148.0,421210,섬유류
2025-03-01,5107109000,0.0,421210,섬유류
2025-03-01,5107201000,26097.0,421210,섬유류
2025-03-01,5107202000,0.0,421210,섬유류
2025-03-01,5107203000,0.0,421210,섬유류
2025-03-01,5107209000,35529.0,421210,섬유류
2025-03-01,5108100000,453319.0,421220,섬유류
2025-03-01,5108200000,0.0,421210,섬유류
2025-03-01,5109101000,138646.0,421290,섬유류
2025-03-01,5109109000,330.0,421290,섬유류
2025-03-01,5109901000,0.0,421290,섬유류
2025-03-01,5109909000,5173.0,421290,섬유류
2025-03-01,5110000000,0.0,421290,섬유류
2025-03-01,5111111000,79538.0,432200,섬유류
2025-03-01,5111112000,0.0,432200,섬유류
2025-03-01,5111191000,134791.0,432200,섬유류
2025-03-01,5111192000,0.0,432200,섬유류
2025-03-01,5111200000,324395.0,432200,섬유류
2025-03-01,5111300000,31303.0,432200,섬유류
2025-03-01,5111900000,2836.0,432200,섬유류
2025-03-01,5112111000,180098.0,432100,섬유류
2025-03-01,5112112000,14158.0,432100,섬유류
2025-03-01,5112191000,131594.0,432100,섬유류
2025-03-01,5112192000,7231.0,432100,섬유류
2025-03-01,5112200000,27102.0,432100,섬유류
2025-03-01,5112300000,2207.0,432100,섬유류
2025-03-01,5112900000,47864.0,432100,섬유류
2025-03-01,5113000000,0.0,432900,섬유류
2025-03-01,5201001000,3269.0,413300,섬유류
2025-03-01,5201009010,0.0,413300,섬유류
2025-03-01,5201009030,0.0,413300,섬유류
2025-03-01,5201009050,0.0,413300,섬유류
2025-03-01,5201009060,67378.0,413300,섬유류
2025-03-01,5202100000,0.0,413300,섬유류
2025-03-01,5202990000,531345.0,413300,섬유류
2025-03-01,5203000000,736560.0,413300,섬유류
2025-03-01,5204110000,33569.0,421390,섬유류
2025-03-01,5204190000,1094.0,421390,섬유류
2025-03-01,5204200000,5025.0,421390,섬유류
2025-03-01,5205111000,0.0,421310,섬유류
2025-03-01,5205119000,203.0,421310,섬유류
2025-03-01,5205121010,0.0,421310,섬유류
2025-03-01,5205121090,1713.0,421310,섬유류
2025-03-01,5205129000,650.0,421310,섬유류
2025-03-01,5205131000,0.0,421310,섬유류
2025-03-01,5205139000,3248.0,421310,섬유류
2025-03-01,5205141000,0.0,421310,섬유류
2025-03-01,5205149000,3216.0,421310,섬유류
2025-03-01,5205210000,0.0,421310,섬유류
2025-03-01,5205221000,881443.0,421310,섬유류
2025-03-01,5205229000,6389.0,421310,섬유류
2025-03-01,5205231000,1236034.0,421310,섬유류
2025-03-01,5205239000,110961.0,421310,섬유류
2025-03-01,5205241000,291003.0,421310,섬유류
2025-03-01,5205249000,198.0,421310,섬유류
2025-03-01,5205260000,28640.0,421310,섬유류
2025-03-01,5205270000,0.0,421310,섬유류
2025-03-01,5205280000,0.0,421310,섬유류
2025-03-01,5205310000,0.0,421310,섬유류
2025-03-01,5205321010,0.0,421310,섬유류
2025-03-01,5205321090,0.0,421310,섬유류
2025-03-01,5205329000,6282.0,421310,섬유류
2025-03-01,5205330000,0.0,421310,섬유류
2025-03-01,5205340000,0.0,421310,섬유류
2025-03-01,5205410000,0.0,421310,섬유류
2025-03-01,5205420000,0.0,421310,섬유류
2025-03-01,5205430000,0.0,421310,섬유류
2025-03-01,5205440000,0.0,421310,섬유류
2025-03-01,5205470000,85931.0,421310,섬유류
2025-03-01,5205480000,0.0,421310,섬유류
2025-03-01,5206111000,0.0,421320,섬유류
2025-03-01,5206119000,8698.0,421320,섬유류
2025-03-01,5206121000,0.0,421320,섬유류
2025-03-01,5206129000,0.0,421320,섬유류
2025-03-01,5206130000,0.0,421320,섬유류
2025-03-01,5206140000,91.0,421320,섬유류
2025-03-01,5206210000,0.0,421320,섬유류
2025-03-01,5206221000,0.0,421320,섬유류
2025-03-01,5206229000,78739.0,421320,섬유류
2025-03-01,5206231000,153543.0,421320,섬유류
2025-03-01,5206239000,0.0,421320,섬유류
2025-03-01,5206241000,0.0,421320,섬유류
2025-03-01,5206249000,0.0,421320,섬유류
2025-03-01,5206310000,0.0,421320,섬유류
2025-03-01,5206320000,0.0,421320,섬유류
2025-03-01,5206330000,0.0,421320,섬유류
2025-03-01,5206340000,0.0,421320,섬유류
2025-03-01,5206410000,0.0,421320,섬유류
2025-03-01,5206420000,0.0,421320,섬유류
2025-03-01,5206430000,0.0,421320,섬유류
2025-03-01,5206440000,0.0,421320,섬유류
2025-03-01,5206450000,43342.0,421320,섬유류
2025-03-01,5207100000,33028.0,421390,섬유류
2025-03-01,5207900000,1590.0,421390,섬유류
2025-03-01,5208110000,0.0,433110,섬유류
2025-03-01,5208120000,27828.0,433110,섬유류
2025-03-01,5208130000,0.0,433110,섬유류
2025-03-01,5208190000,33802.0,433110,섬유류
2025-03-01,5208210000,130320.0,433120,섬유류
2025-03-01,5208220000,16834.0,433120,섬유류
2025-03-01,5208230000,0.0,433120,섬유류
2025-03-01,5208290000,25056.0,433120,섬유류
2025-03-01,5208310000,150593.0,433130,섬유류
2025-03-01,5208320000,1747730.0,433130,섬유류
2025-03-01,5208330000,20604.0,433130,섬유류
2025-03-01,5208390000,347181.0,433130,섬유류
2025-03-01,5208410000,818.0,433190,섬유류
2025-03-01,5208420000,33398.0,433190,섬유류
2025-03-01,5208430000,0.0,433190,섬유류
2025-03-01,5208490000,15359.0,433190,섬유류
2025-03-01,5208510000,85763.0,433130,섬유류
2025-03-01,5208520000,10424570.0,433130,섬유류
2025-03-01,5208591000,140394.0,433130,섬유류
2025-03-01,5208599000,24472.0,433130,섬유류
2025-03-01,5209110000,8793.0,433110,섬유류
2025-03-01,5209120000,0.0,433110,섬유류
2025-03-01,5209190000,0.0,433110,섬유류
2025-03-01,5209210000,13707.0,433120,섬유류
2025-03-01,5209220000,0.0,433120,섬유류
2025-03-01,5209290000,0.0,433120,섬유류
2025-03-01,5209310000,492819.0,433130,섬유류
2025-03-01,5209320000,373555.0,433130,섬유류
2025-03-01,5209390000,439919.0,433130,섬유류
2025-03-01,5209410000,0.0,433190,섬유류
2025-03-01,5209420000,172769.0,433190,섬유류
2025-03-01,5209430000,9885.0,433190,섬유류
2025-03-01,5209490000,0.0,433190,섬유류
2025-03-01,5209510000,28136.0,433130,섬유류
2025-03-01,5209520000,930.0,433130,섬유류
2025-03-01,5209590000,47465.0,433130,섬유류
2025-03-01,5210110000,42313.0,433210,섬유류
2025-03-01,5210190000,27627.0,433210,섬유류
2025-03-01,5210210000,0.0,433220,섬유류
2025-03-01,5210290000,0.0,433220,섬유류
2025-03-01,5210310000,1100410.0,433230,섬유류
2025-03-01,5210320000,252615.0,433230,섬유류
2025-03-01,5210390000,412184.0,433230,섬유류
2025-03-01,5210410000,100679.0,433290,섬유류
2025-03-01,5210490000,7151.0,433290,섬유류
2025-03-01,5210510000,14957.0,433230,섬유류
2025-03-01,5210590000,90239.0,433230,섬유류
2025-03-01,5211110000,952.0,433210,섬유류
2025-03-01,5211120000,314.0,433210,섬유류
2025-03-01,5211190000,112883.0,433210,섬유류
2025-03-01,5211200000,0.0,433220,섬유류
2025-03-01,5211310000,24837.0,433230,섬유류
2025-03-01,5211320000,392260.0,433230,섬유류
2025-03-01,5211390000,200143.0,433230,섬유류
2025-03-01,5211410000,3096.0,433290,섬유류
2025-03-01,5211420000,0.0,433290,섬유류
2025-03-01,5211430000,1006.0,433290,섬유류
2025-03-01,5211490000,285137.0,433290,섬유류
2025-03-01,5211510000,0.0,433230,섬유류
2025-03-01,5211590000,0.0,433230,섬유류
2025-03-01,5212110000,12320.0,433210,섬유류
2025-03-01,5212120000,7514.0,433220,섬유류
2025-03-01,5212130000,305789.0,433230,섬유류
2025-03-01,5212140000,445.0,433290,섬유류
2025-03-01,5212150000,1031.0,433230,섬유류
2025-03-01,5212210000,0.0,433210,섬유류
2025-03-01,5212220000,23924.0,433220,섬유류
2025-03-01,5212230000,203763.0,433230,섬유류
2025-03-01,5212240000,252.0,433290,섬유류
2025-03-01,5212250000,47491.0,433230,섬유류
2025-03-01,5301100000,191.0,413900,섬유류
2025-03-01,5301210000,5700.0,413900,섬유류
2025-03-01,5301301000,300.0,413900,섬유류
2025-03-01,5303101000,0.0,413400,섬유류
2025-03-01,5303901090,0.0,413400,섬유류
2025-03-01,5303909090,0.0,413400,섬유류
2025-03-01,5305001000,0.0,413400,섬유류
2025-03-01,5305009000,1768.0,413400,섬유류
2025-03-01,5306101000,0.0,421910,섬유류
2025-03-01,5306102000,0.0,421910,섬유류
2025-03-01,5306201000,0.0,421910,섬유류
2025-03-01,5306202000,0.0,421910,섬유류
2025-03-01,5307101000,0.0,421910,섬유류
2025-03-01,5307201000,0.0,421910,섬유류
2025-03-01,5307209000,0.0,421910,섬유류
2025-03-01,5308100000,0.0,421910,섬유류
2025-03-01,5308200000,1067.0,421910,섬유류
2025-03-01,5308901000,1991.0,421910,섬유류
2025-03-01,5308909000,0.0,421910,섬유류
2025-03-01,5309110000,0.0,439100,섬유류
2025-03-01,5309190000,81083.0,439100,섬유류
2025-03-01,5309210000,837.0,439100,섬유류
2025-03-01,5309290000,379423.0,439100,섬유류
2025-03-01,5310100000,0.0,439100,섬유류
2025-03-01,5310900000,0.0,439100,섬유류
2025-03-01,5311001000,1117.0,439100,섬유류
2025-03-01,5311002000,13724.0,439100,섬유류
2025-03-01,5311009000,15160.0,439100,섬유류
2025-03-01,5401101000,404941.0,422110,섬유류
2025-03-01,5401102000,529329.0,422200,섬유류
2025-03-01,5401109000,79039.0,422900,섬유류
2025-03-01,5401201000,180408.0,422300,섬유류
2025-03-01,5401209000,5734.0,422900,섬유류
2025-03-01,5402110000,12919827.0,422120,섬유류
2025-03-01,5402191011,0.0,422130,섬유류
2025-03-01,5402191012,0.0,422110,섬유류
2025-03-01,5402191019,3319.0,422110,섬유류
2025-03-01,5402191021,0.0,422130,섬유류
2025-03-01,5402191029,217284.0,422110,섬유류
2025-03-01,5402191090,0.0,422110,섬유류
2025-03-01,5402199000,186810.0,422110,섬유류
2025-03-01,5402200000,2023624.0,422200,섬유류
2025-03-01,5402311010,80115.0,422110,섬유류
2025-03-01,5402311020,19090.0,422110,섬유류
2025-03-01,5402311090,8296.0,422110,섬유류
2025-03-01,5402319000,268.0,422110,섬유류
2025-03-01,5402321010,58667.0,422110,섬유류
2025-03-01,5402321020,96500.0,422110,섬유류
2025-03-01,5402321090,93524.0,422110,섬유류
2025-03-01,5402329000,31085.0,422110,섬유류
2025-03-01,5402331000,214503.0,422200,섬유류
2025-03-01,5402339000,4973923.0,422200,섬유류
2025-03-01,5402340000,99301.0,422900,섬유류
2025-03-01,5402390000,167553.0,422900,섬유류
2025-03-01,5402440000,6883508.0,422900,섬유류
2025-03-01,5402451010,620749.0,422110,섬유류
2025-03-01,5402451020,0.0,422110,섬유류
2025-03-01,5402451090,97546.0,422110,섬유류
2025-03-01,5402459000,426563.0,422110,섬유류
2025-03-01,5402461000,0.0,422200,섬유류
2025-03-01,5402469000,519509.0,422200,섬유류
2025-03-01,5402471000,29841.0,422200,섬유류
2025-03-01,5402479000,11792264.0,422200,섬유류
2025-03-01,5402480000,1079075.0,422900,섬유류
2025-03-01,5402491000,22291.0,422900,섬유류
2025-03-01,5402499000,1862978.0,422900,섬유류
2025-03-01,5402510000,7.0,422110,섬유류
2025-03-01,5402520000,1215202.0,422200,섬유류
2025-03-01,5402530000,0.0,422900,섬유류
2025-03-01,5402591000,0.0,422900,섬유류
2025-03-01,5402599000,840.0,422900,섬유류
2025-03-01,5402610000,41673.0,422110,섬유류
2025-03-01,5402620000,101009.0,422200,섬유류
2025-03-01,5402630000,1520.0,422900,섬유류
2025-03-01,5402691000,34458.0,422900,섬유류
2025-03-01,5402692000,0.0,422900,섬유류
2025-03-01,5402699000,118519.0,422900,섬유류
2025-03-01,5403100000,0.0,422300,섬유류
2025-03-01,5403310000,0.0,422300,섬유류
2025-03-01,5403320000,0.0,422300,섬유류
2025-03-01,5403331000,0.0,422400,섬유류
2025-03-01,5403339000,0.0,422400,섬유류
2025-03-01,5403390000,0.0,422900,섬유류
2025-03-01,5403411000,44062.0,422300,섬유류
2025-03-01,5403419000,8132.0,422300,섬유류
2025-03-01,5403420000,0.0,422400,섬유류
2025-03-01,5403490000,0.0,422900,섬유류
2025-03-01,5404110000,10416.0,422900,섬유류
2025-03-01,5404120000,256713.0,422900,섬유류
2025-03-01,5404191000,89187.0,422110,섬유류
2025-03-01,5404199000,3869134.0,422900,섬유류
2025-03-01,5404901000,43985.0,422900,섬유류
2025-03-01,5404909000,167553.0,422900,섬유류
2025-03-01,5406001000,8105.0,422900,섬유류
2025-03-01,5406002000,0.0,422900,섬유류
2025-03-01,5407101000,1853697.0,434100,섬유류
2025-03-01,5407102000,2068803.0,434200,섬유류
2025-03-01,5407200000,1175368.0,434300,섬유류
2025-03-01,5407300000,4720.0,434300,섬유류
2025-03-01,5407410000,928966.0,434100,섬유류
2025-03-01,5407420000,15000977.0,434100,섬유류
2025-03-01,5407430000,429367.0,434100,섬유류
2025-03-01,5407440000,23686.0,434100,섬유류
2025-03-01,5407510000,535587.0,434200,섬유류
2025-03-01,5407520000,12369441.0,434200,섬유류
2025-03-01,5407530000,4661632.0,434200,섬유류
2025-03-01,5407540000,157858.0,434200,섬유류
2025-03-01,5407611000,4035827.0,434200,섬유류
2025-03-01,5407612000,28844869.0,434200,섬유류
2025-03-01,5407613000,264307.0,434200,섬유류
2025-03-01,5407614000,2556769.0,434200,섬유류
2025-03-01,5407691000,288739.0,434200,섬유류
2025-03-01,5407692000,4951355.0,434200,섬유류
2025-03-01,5407693000,524300.0,434200,섬유류
2025-03-01,5407694000,676362.0,434200,섬유류
2025-03-01,5407710000,298221.0,434300,섬유류
2025-03-01,5407720000,1391640.0,434300,섬유류
2025-03-01,5407730000,525163.0,434300,섬유류
2025-03-01,5407740000,31334.0,434300,섬유류
2025-03-01,5407811000,80818.0,434100,섬유류
2025-03-01,5407812000,174429.0,434200,섬유류
2025-03-01,5407819000,4938.0,434300,섬유류
2025-03-01,5407821000,516556.0,434100,섬유류
2025-03-01,5407822000,1290288.0,434200,섬유류
2025-03-01,5407823000,62000.0,434300,섬유류
2025-03-01,5407829000,26563.0,434300,섬유류
2025-03-01,5407831000,0.0,434100,섬유류
2025-03-01,5407832000,63261.0,434200,섬유류
2025-03-01,5407839000,43541.0,434300,섬유류
2025-03-01,5407841000,191.0,434100,섬유류
2025-03-01,5407842000,178.0,434200,섬유류
2025-03-01,5407849000,3196.0,434300,섬유류
2025-03-01,5407911000,17238.0,434100,섬유류
2025-03-01,5407912000,63562.0,434200,섬유류
2025-03-01,5407913000,611362.0,434300,섬유류
2025-03-01,5407919000,29050.0,434300,섬유류
2025-03-01,5407921000,1146395.0,434100,섬유류
2025-03-01,5407922000,3602966.0,434200,섬유류
2025-03-01,5407923000,58498.0,434300,섬유류
2025-03-01,5407929000,951842.0,434300,섬유류
2025-03-01,5407931000,0.0,434100,섬유류
2025-03-01,5407932000,52017.0,434200,섬유류
2025-03-01,5407933000,597.0,434300,섬유류
2025-03-01,5407939000,86853.0,434300,섬유류
2025-03-01,5407941000,0.0,434100,섬유류
2025-03-01,5407942000,85635.0,434200,섬유류
2025-03-01,5407943000,0.0,434300,섬유류
2025-03-01,5407949000,271326.0,434300,섬유류
2025-03-01,5408100000,222884.0,434900,섬유류
2025-03-01,5408210000,492360.0,434900,섬유류
2025-03-01,5408220000,2136129.0,434900,섬유류
2025-03-01,5408230000,22850.0,434900,섬유류
2025-03-01,5408240000,17257.0,434900,섬유류
2025-03-01,5408310000,19564.0,434900,섬유류
2025-03-01,5408320000,929895.0,434900,섬유류
2025-03-01,5408330000,0.0,434900,섬유류
2025-03-01,5408340000,38927.0,434900,섬유류
2025-03-01,5501110000,26112.0,411320,섬유류
2025-03-01,5501190000,4967.0,411310,섬유류
2025-03-01,5501200000,527052.0,411100,섬유류
2025-03-01,5501300000,6492955.0,411200,섬유류
2025-03-01,5501400000,662593.0,411900,섬유류
2025-03-01,5501900000,1182499.0,411900,섬유류
2025-03-01,5502101000,4008168.0,412200,섬유류
2025-03-01,5502102000,0.0,412200,섬유류
2025-03-01,5502900000,3860.0,412100,섬유류
2025-03-01,5503110000,4601516.0,411320,섬유류
2025-03-01,5503190000,153124.0,411310,섬유류
2025-03-01,5503201000,21301469.0,411100,섬유류
2025-03-01,5503209000,32116709.0,411100,섬유류
2025-03-01,5503301000,677390.0,411200,섬유류
2025-03-01,5503302000,0.0,411200,섬유류
2025-03-01,5503400000,2412606.0,411900,섬유류
2025-03-01,5503900000,7306681.0,411900,섬유류
2025-03-01,5504101000,0.0,412100,섬유류
2025-03-01,5504109000,0.0,412100,섬유류
2025-03-01,5504902000,0.0,412900,섬유류
2025-03-01,5504909000,0.0,412900,섬유류
2025-03-01,5505100000,56281.0,411900,섬유류
2025-03-01,5506100000,144102.0,411310,섬유류
2025-03-01,5506200000,24787.0,411100,섬유류
2025-03-01,5506300000,392824.0,411200,섬유류
2025-03-01,5506900000,4366.0,411900,섬유류
2025-03-01,5507000000,0.0,412100,섬유류
2025-03-01,5508102000,585716.0,423190,섬유류
2025-03-01,5508109000,31051.0,423900,섬유류
2025-03-01,5508200000,610.0,423900,섬유류
2025-03-01,5509111000,344420.0,423900,섬유류
2025-03-01,5509119000,73253.0,423900,섬유류
2025-03-01,5509121000,315321.0,423900,섬유류
2025-03-01,5509129000,1309.0,423900,섬유류
2025-03-01,5509211000,0.0,423190,섬유류
2025-03-01,5509219000,31371.0,423190,섬유류
2025-03-01,5509221000,94030.0,423190,섬유류
2025-03-01,5509229000,64192.0,423190,섬유류
2025-03-01,5509311000,68475.0,423290,섬유류
2025-03-01,5509321000,23488.0,423290,섬유류
2025-03-01,5509322000,0.0,423290,섬유류
2025-03-01,5509410000,17513.0,423900,섬유류
2025-03-01,5509420000,31243.0,423900,섬유류
2025-03-01,5509510000,0.0,423190,섬유류
2025-03-01,5509520000,0.0,423120,섬유류
2025-03-01,5509530000,2861.0,423110,섬유류
2025-03-01,5509590000,1167.0,423190,섬유류
2025-03-01,5509611000,0.0,423220,섬유류
2025-03-01,5509621000,28094.0,423210,섬유류
2025-03-01,5509622000,204011.0,423210,섬유류
2025-03-01,5509691010,0.0,423290,섬유류
2025-03-01,5509691020,209937.0,423290,섬유류
2025-03-01,5509692010,0.0,423290,섬유류
2025-03-01,5509911000,32740.0,423900,섬유류
2025-03-01,5509919000,25786.0,423900,섬유류
2025-03-01,5509920000,0.0,423900,섬유류
2025-03-01,5509990000,41582.0,423900,섬유류
2025-03-01,5510111000,107885.0,423900,섬유류
2025-03-01,5510119000,8354.0,423900,섬유류
