산업20,소분류코드,공식소분류명,신성질코드,신성질품목명,시작월,종료월,상태,item수,resultCode,resultMsg
일반기계,32030000,3)일반기계,32030704,(목재가공기계),202601,202608,OK,147,00,정상서비스.
일반기계,32030000,3)일반기계,32030705,(유리가공기계),202501,202512,OK,59,00,정상서비스.
일반기계,32030000,3)일반기계,32030705,(유리가공기계),202601,202608,OK,33,00,정상서비스.
일반기계,32030000,3)일반기계,32030706,(가공공작기계 부품),202501,202512,OK,926,00,정상서비스.
일반기계,32030000,3)일반기계,32030706,(가공공작기계 부품),202601,202608,OK,614,00,정상서비스.
일반기계,32030000,3)일반기계,32030801,(불도우저),202501,202512,OK,57,00,정상서비스.
일반기계,32030000,3)일반기계,32030801,(불도우저),202601,202608,OK,35,00,정상서비스.
일반기계,32030000,3)일반기계,32030802,(지게차),202501,202512,OK,616,00,정상서비스.
일반기계,32030000,3)일반기계,32030802,(지게차),202601,202608,OK,393,00,정상서비스.
일반기계,32030000,3)일반기계,32030803,(기타 건설 중장비),202501,202512,OK,997,00,정상서비스.
일반기계,32030000,3)일반기계,32030803,(기타 건설 중장비),202601,202608,OK,629,00,정상서비스.
일반기계,32030000,3)일반기계,32030804,(건설기계 부품),202501,202512,OK,1723,00,정상서비스.
일반기계,32030000,3)일반기계,32030804,(건설기계 부품),202601,202608,OK,1171,00,정상서비스.
일반기계,32030000,3)일반기계,32030901,(광산기계),202501,202512,OK,163,00,정상서비스.
일반기계,32030000,3)일반기계,32030901,(광산기계),202601,202608,OK,114,00,정상서비스.
일반기계,32030000,3)일반기계,32030902,(광산기계 부품),202501,202512,OK,327,00,정상서비스.
일반기계,32030000,3)일반기계,32030902,(광산기계 부품),202601,202608,OK,198,00,정상서비스.
일반기계,32030000,3)일반기계,32031001,(섬유기계),202501,202512,OK,1043,00,정상서비스.
일반기계,32030000,3)일반기계,32031001,(섬유기계),202601,202608,OK,675,00,정상서비스.
일반기계,32030000,3)일반기계,32031002,(피혁가공기계),202501,202512,OK,188,00,정상서비스.
일반기계,32030000,3)일반기계,32031002,(피혁가공기계),202601,202608,OK,125,00,정상서비스.
일반기계,32030000,3)일반기계,32031003,(재봉기),202501,202512,OK,423,00,정상서비스.
일반기계,32030000,3)일반기계,32031003,(재봉기),202601,202608,OK,294,00,정상서비스.
일반기계,32030000,3)일반기계,32031004,(섬유 및 피혁가공기계 부품),202501,202512,OK,676,00,정상서비스.
일반기계,32030000,3)일반기계,32031004,(섬유 및 피혁가공기계 부품),202601,202608,OK,446,00,정상서비스.
일반기계,32030000,3)일반기계,32031101,(화학기계),202501,202512,OK,986,00,정상서비스.
일반기계,32030000,3)일반기계,32031101,(화학기계),202601,202608,OK,641,00,정상서비스.
일반기계,32030000,3)일반기계,32031102,(화학기계 부품),202501,202512,OK,824,00,정상서비스.
일반기계,32030000,3)일반기계,32031102,(화학기계 부품),202601,202608,OK,559,00,정상서비스.
일반기계,32030000,3)일반기계,32031201,(고무·플라스틱 가공기계),202501,202512,OK,467,00,정상서비스.
일반기계,32030000,3)일반기계,32031201,(고무·플라스틱 가공기계),202601,202608,OK,277,00,정상서비스.
일반기계,32030000,3)일반기계,32031202,(고무·플라스틱 가공기계 부품),202501,202512,OK,642,00,정상서비스.
일반기계,32030000,3)일반기계,32031202,(고무·플라스틱 가공기계 부품),202601,202608,OK,424,00,정상서비스.
일반기계,32030000,3)일반기계,32031301,(제지기계),202501,202512,OK,237,00,정상서비스.
일반기계,32030000,3)일반기계,32031301,(제지기계),202601,202608,OK,140,00,정상서비스.
일반기계,32030000,3)일반기계,32031302,(제본기계),202501,202512,OK,64,00,정상서비스.
일반기계,32030000,3)일반기계,32031302,(제본기계),202601,202608,OK,35,00,정상서비스.
일반기계,32030000,3)일반기계,32031303,(지가공기계),202501,202512,OK,574,00,정상서비스.
일반기계,32030000,3)일반기계,32031303,(지가공기계),202601,202608,OK,381,00,정상서비스.
일반기계,32030000,3)일반기계,32031304,(인쇄기계),202501,202512,OK,755,00,정상서비스.
일반기계,32030000,3)일반기계,32031304,(인쇄기계),202601,202608,OK,483,00,정상서비스.
일반기계,32030000,3)일반기계,32031305,(인쇄·제본기계 부품),202501,202512,OK,449,00,정상서비스.
일반기계,32030000,3)일반기계,32031305,(인쇄·제본기계 부품),202601,202608,OK,300,00,정상서비스.
일반기계,32030000,3)일반기계,32031401,(복사기),202501,202512,OK,29,00,정상서비스.
일반기계,32030000,3)일반기계,32031401,(복사기),202601,202608,OK,17,00,정상서비스.
일반기계,32030000,3)일반기계,32031402,(복사기 부품),202501,202512,OK,108,00,정상서비스.
일반기계,32030000,3)일반기계,32031402,(복사기 부품),202601,202608,OK,64,00,정상서비스.
일반기계,32030000,3)일반기계,32031501,(프레스 금형),202501,202512,OK,475,00,정상서비스.
일반기계,32030000,3)일반기계,32031501,(프레스 금형),202601,202608,OK,324,00,정상서비스.
일반기계,32030000,3)일반기계,32031502,(다이캐스팅 금형),202501,202512,OK,252,00,정상서비스.
일반기계,32030000,3)일반기계,32031502,(다이캐스팅 금형),202601,202608,OK,152,00,정상서비스.
일반기계,32030000,3)일반기계,32031503,(플라스틱 금형),202501,202512,OK,539,00,정상서비스.
일반기계,32030000,3)일반기계,32031503,(플라스틱 금형),202601,202608,OK,366,00,정상서비스.
일반기계,32030000,3)일반기계,32031504,(기타 금형),202501,202512,OK,361,00,정상서비스.
일반기계,32030000,3)일반기계,32031504,(기타 금형),202601,202608,OK,261,00,정상서비스.
일반기계,32030000,3)일반기계,32031601,(압연기),202501,202512,OK,307,00,정상서비스.
일반기계,32030000,3)일반기계,32031601,(압연기),202601,202608,OK,183,00,정상서비스.
일반기계,32030000,3)일반기계,32031602,(압연기 부품),202501,202512,OK,219,00,정상서비스.
일반기계,32030000,3)일반기계,32031602,(압연기 부품),202601,202608,OK,133,00,정상서비스.
일반기계,32030000,3)일반기계,32031701,(용접기),202501,202512,OK,588,00,정상서비스.
일반기계,32030000,3)일반기계,32031701,(용접기),202601,202608,OK,383,00,정상서비스.
일반기계,32030000,3)일반기계,32031702,(용접기 부품),202501,202512,OK,613,00,정상서비스.
일반기계,32030000,3)일반기계,32031702,(용접기 부품),202601,202608,OK,392,00,정상서비스.
일반기계,32030000,3)일반기계,32031801,(주조설비),202501,202512,OK,84,00,정상서비스.
일반기계,32030000,3)일반기계,32031801,(주조설비),202601,202608,OK,44,00,정상서비스.
일반기계,32030000,3)일반기계,32031802,(주조설비 부품),202501,202512,OK,178,00,정상서비스.
일반기계,32030000,3)일반기계,32031802,(주조설비 부품),202601,202608,OK,114,00,정상서비스.
일반기계,32030000,3)일반기계,32031901,(식품가공기계),202501,202512,OK,494,00,정상서비스.
일반기계,32030000,3)일반기계,32031901,(식품가공기계),202601,202608,OK,332,00,정상서비스.
일반기계,32030000,3)일반기계,32031902,(식품가공기계 부품),202501,202512,OK,390,00,정상서비스.
일반기계,32030000,3)일반기계,32031902,(식품가공기계 부품),202601,202608,OK,256,00,정상서비스.
일반기계,32030000,3)일반기계,32032001,(식품포장기계),202501,202512,OK,592,00,정상서비스.
일반기계,32030000,3)일반기계,32032001,(식품포장기계),202601,202608,OK,392,00,정상서비스.
일반기계,32030000,3)일반기계,32032002,(식품포장기계 부품),202501,202512,OK,652,00,정상서비스.
일반기계,32030000,3)일반기계,32032002,(식품포장기계 부품),202601,202608,OK,418,00,정상서비스.
일반기계,32030000,3)일반기계,32039001,(기타 일반기계),202501,202512,OK,1517,00,정상서비스.
일반기계,32030000,3)일반기계,32039001,(기타 일반기계),202601,202608,OK,1035,00,정상서비스.
일반기계,32030000,3)일반기계,32039002,(기타 일반기계 부품),202501,202512,OK,1388,00,정상서비스.
일반기계,32030000,3)일반기계,32039002,(기타 일반기계 부품),202601,202608,OK,907,00,정상서비스.
자동차,12020000,2)자동차,12020101,"(가솔린 1,000cc이하 승용차 - 신차)",202501,202512,OK,586,00,정상서비스.
자동차,12020000,2)자동차,12020101,"(가솔린 1,000cc이하 승용차 - 신차)",202601,202608,OK,379,00,정상서비스.
자동차,12020000,2)자동차,12020102,"(가솔린 1,000cc초과 승용차(1,500cc이하) - 신차)",202501,202512,OK,700,00,정상서비스.
자동차,12020000,2)자동차,12020102,"(가솔린 1,000cc초과 승용차(1,500cc이하) - 신차)",202601,202608,OK,329,00,정상서비스.
자동차,12020000,2)자동차,12020103,"(가솔린 1,500cc초과 승용차(2,000cc이하) - 신차)",202501,202512,OK,975,00,정상서비스.
자동차,12020000,2)자동차,12020103,"(가솔린 1,500cc초과 승용차(2,000cc이하) - 신차)",202601,202608,OK,629,00,정상서비스.
자동차,12020000,2)자동차,12020104,"(가솔린 2,000cc초과 승용차(3,000cc이하) - 신차)",202501,202512,OK,535,00,정상서비스.
자동차,12020000,2)자동차,12020104,"(가솔린 2,000cc초과 승용차(3,000cc이하) - 신차)",202601,202608,OK,321,00,정상서비스.
자동차,12020000,2)자동차,12020105,"(가솔린 3,000cc초과 승용차(4,000cc이하) - 신차)",202501,202512,OK,384,00,정상서비스.
자동차,12020000,2)자동차,12020105,"(가솔린 3,000cc초과 승용차(4,000cc이하) - 신차)",202601,202608,OK,233,00,정상서비스.
자동차,12020000,2)자동차,12020106,"(가솔린 4,000cc초과 승용차 - 신차)",202501,202512,OK,19,00,정상서비스.
자동차,12020000,2)자동차,12020106,"(가솔린 4,000cc초과 승용차 - 신차)",202601,202608,OK,17,00,정상서비스.
자동차,12020000,2)자동차,12020201,"(가솔린 1,000cc이하 승용차 - 중고차)",202501,202512,OK,632,00,정상서비스.
자동차,12020000,2)자동차,12020201,"(가솔린 1,000cc이하 승용차 - 중고차)",202601,202608,OK,415,00,정상서비스.
자동차,12020000,2)자동차,12020202,"(가솔린 1,000cc초과 승용차(1,500cc이하) - 중고차)",202501,202512,OK,533,00,정상서비스.
자동차,12020000,2)자동차,12020202,"(가솔린 1,000cc초과 승용차(1,500cc이하) - 중고차)",202601,202608,OK,355,00,정상서비스.
자동차,12020000,2)자동차,12020203,"(가솔린 1,500cc초과 승용차(2,000cc이하) - 중고차)",202501,202512,OK,1130,00,정상서비스.
자동차,12020000,2)자동차,12020203,"(가솔린 1,500cc초과 승용차(2,000cc이하) - 중고차)",202601,202608,OK,779,00,정상서비스.
자동차,12020000,2)자동차,12020204,"(가솔린 2,000cc초과 승용차(3,000cc이하) - 중고차)",202501,202512,OK,888,00,정상서비스.
자동차,12020000,2)자동차,12020204,"(가솔린 2,000cc초과 승용차(3,000cc이하) - 중고차)",202601,202608,OK,621,00,정상서비스.
자동차,12020000,2)자동차,12020205,"(가솔린 3,000cc초과 승용차(4,000cc이하) - 중고차)",202501,202512,OK,554,00,정상서비스.
자동차,12020000,2)자동차,12020205,"(가솔린 3,000cc초과 승용차(4,000cc이하) - 중고차)",202601,202608,OK,433,00,정상서비스.
자동차,12020000,2)자동차,12020206,"(가솔린 4,000cc초과 승용차 - 중고차)",202501,202512,OK,322,00,정상서비스.
자동차,12020000,2)자동차,12020206,"(가솔린 4,000cc초과 승용차 - 중고차)",202601,202608,OK,278,00,정상서비스.
자동차,12020000,2)자동차,12020301,"(디젤 1,500cc이하 승용차 - 신차)",202501,202512,OK,8,00,정상서비스.
자동차,12020000,2)자동차,12020301,"(디젤 1,500cc이하 승용차 - 신차)",202601,202608,OK,4,00,정상서비스.
자동차,12020000,2)자동차,12020302,"(디젤 1,500cc초과 승용차(2,000cc이하) - 신차)",202501,202512,OK,373,00,정상서비스.
자동차,12020000,2)자동차,12020302,"(디젤 1,500cc초과 승용차(2,000cc이하) - 신차)",202601,202608,OK,188,00,정상서비스.
자동차,12020000,2)자동차,12020303,"(디젤 2,000cc초과 승용차(2,500cc이하) - 신차)",202501,202512,OK,432,00,정상서비스.
자동차,12020000,2)자동차,12020303,"(디젤 2,000cc초과 승용차(2,500cc이하) - 신차)",202601,202608,OK,179,00,정상서비스.
자동차,12020000,2)자동차,12020304,"(디젤 2,500cc초과 승용차 - 신차)",202501,202512,OK,10,00,정상서비스.
자동차,12020000,2)자동차,12020304,"(디젤 2,500cc초과 승용차 - 신차)",202601,202608,OK,4,00,정상서비스.
자동차,12020000,2)자동차,12020401,"(디젤 1,500cc이하 승용차 - 중고차)",202501,202512,OK,199,00,정상서비스.
자동차,12020000,2)자동차,12020401,"(디젤 1,500cc이하 승용차 - 중고차)",202601,202608,OK,147,00,정상서비스.
자동차,12020000,2)자동차,12020402,"(디젤 1,500cc초과 승용차(2,000cc이하) - 중고차)",202501,202512,OK,910,00,정상서비스.
자동차,12020000,2)자동차,12020402,"(디젤 1,500cc초과 승용차(2,000cc이하) - 중고차)",202601,202608,OK,625,00,정상서비스.
자동차,12020000,2)자동차,12020403,"(디젤 2,000cc초과 승용차(2,500cc이하) - 중고차)",202501,202512,OK,855,00,정상서비스.
자동차,12020000,2)자동차,12020403,"(디젤 2,000cc초과 승용차(2,500cc이하) - 중고차)",202601,202608,OK,590,00,정상서비스.
자동차,12020000,2)자동차,12020404,"(디젤 2,500cc초과 승용차 - 중고차)",202501,202512,OK,543,00,정상서비스.
자동차,12020000,2)자동차,12020404,"(디젤 2,500cc초과 승용차 - 중고차)",202601,202608,OK,396,00,정상서비스.
자동차,12020000,2)자동차,12020501,(전기자동차),202501,202512,OK,812,00,정상서비스.
자동차,12020000,2)자동차,12020501,(전기자동차),202601,202608,OK,513,00,정상서비스.
자동차,12020000,2)자동차,12020601,(신체장애인용 차량),202501,202512,OK,83,00,정상서비스.
자동차,12020000,2)자동차,12020601,(신체장애인용 차량),202601,202608,OK,35,00,정상서비스.
자동차,12020000,2)자동차,12020701,(모터사이클),202501,202512,OK,208,00,정상서비스.
자동차,12020000,2)자동차,12020701,(모터사이클),202601,202608,OK,170,00,정상서비스.
자동차,12020000,2)자동차,12020790,(기타 2륜차),202501,202512,OK,28,00,정상서비스.
자동차,12020000,2)자동차,12020790,(기타 2륜차),202601,202608,OK,25,00,정상서비스.
자동차,31010000,1)자동차(수송장비),31010101,(화물자동차),202501,202512,OK,1490,00,정상서비스.
자동차,31010000,1)자동차(수송장비),31010101,(화물자동차),202601,202608,OK,1028,00,정상서비스.
자동차,31010000,1)자동차(수송장비),31010201,(특장차),202501,202512,OK,331,00,정상서비스.
자동차,31010000,1)자동차(수송장비),31010201,(특장차),202601,202608,OK,224,00,정상서비스.
자동차,31010000,1)자동차(수송장비),31019001,(기타 자동차(수송장비)),202501,202512,OK,789,00,정상서비스.
자동차,31010000,1)자동차(수송장비),31019001,(기타 자동차(수송장비)),202601,202608,OK,517,00,정상서비스.
화장품,13050000,5)화장품류,13050101,(향수 및 화장수),202501,202512,OK,591,00,정상서비스.
화장품,13050000,5)화장품류,13050101,(향수 및 화장수),202601,202608,OK,444,00,정상서비스.
화장품,13050000,5)화장품류,13050102,(기초화장품),202501,202512,OK,1974,00,정상서비스.
화장품,13050000,5)화장품류,13050102,(기초화장품),202601,202608,OK,1356,00,정상서비스.
화장품,13050000,5)화장품류,13050103,(색조화장품),202501,202512,OK,1702,00,정상서비스.
화장품,13050000,5)화장품류,13050103,(색조화장품),202601,202608,OK,1151,00,정상서비스.
화장품,13050000,5)화장품류,13050104,(매니큐어 및 패디큐어 제품),202501,202512,OK,586,00,정상서비스.
화장품,13050000,5)화장품류,13050104,(매니큐어 및 패디큐어 제품),202601,202608,OK,436,00,정상서비스.
화장품,13050000,5)화장품류,13050201,(샴푸),202501,202512,OK,1338,00,정상서비스.
화장품,13050000,5)화장품류,13050201,(샴푸),202601,202608,OK,978,00,정상서비스.
화장품,13050000,5)화장품류,13050202,(린스),202501,202512,OK,975,00,정상서비스.
화장품,13050000,5)화장품류,13050202,(린스),202601,202608,OK,779,00,정상서비스.
화장품,13050000,5)화장품류,13050290,(기타 헤어제품),202501,202512,OK,1362,00,정상서비스.
화장품,13050000,5)화장품류,13050290,(기타 헤어제품),202601,202608,OK,1012,00,정상서비스.
화장품,13050000,5)화장품류,13059001,(기타 화장품류),202501,202512,OK,1685,00,정상서비스.
화장품,13050000,5)화장품류,13059001,(기타 화장품류),202601,202608,OK,1172,00,정상서비스.
