비교월수,PASS월수,전체_PASS,최대절대차이_USD,최대절대차이_천USD,최신월,최신월_20대Coverage_%,최신월_기타Coverage_%,최신월_Coverage합계_%
19,0,False,38408687.0,38409,2026-07-01,89.00057282552768,10.960614485736494,99.96118731126418
