기준월,HSK10,수출액_USD
2025-06-01,2817001000,4768852.0
2025-06-01,2817002000,1259.0
2025-06-01,2818101000,554727.0
2025-06-01,2818109000,306080.0
2025-06-01,2818201000,707075.0
2025-06-01,2818209000,3867620.0
2025-06-01,2818309000,2649022.0
2025-06-01,2819100000,176553.0
2025-06-01,2819901010,3762.0
2025-06-01,2819901090,22193.0
2025-06-01,2819902000,0.0
2025-06-01,2820100000,193.0
2025-06-01,2820900000,6183.0
2025-06-01,2821101000,1911397.0
2025-06-01,2821102000,3782.0
2025-06-01,2822001010,0.0
2025-06-01,2822001091,0.0
2025-06-01,2822001099,190.0
2025-06-01,2822002010,0.0
2025-06-01,2822002090,0.0
2025-06-01,2823001000,5522659.0
2025-06-01,2823009000,449322.0
2025-06-01,2824100000,4063.0
2025-06-01,2824901000,180920.0
2025-06-01,2824909000,107167.0
2025-06-01,2825101000,1476733.0
2025-06-01,2825102000,0.0
2025-06-01,2825109000,1606.0
2025-06-01,2825201000,0.0
2025-06-01,2825202000,3243035.0
2025-06-01,2825301000,563984.0
2025-06-01,2825309000,69.0
2025-06-01,2825401000,3902.0
2025-06-01,2825402000,0.0
2025-06-01,2825501000,1500437.0
2025-06-01,2825502010,0.0
2025-06-01,2825502090,1271.0
2025-06-01,2825601000,177107.0
2025-06-01,2825602000,173527.0
2025-06-01,2825701000,2077504.0
2025-06-01,2825702000,0.0
2025-06-01,2825800000,12989885.0
2025-06-01,2825901010,12049.0
2025-06-01,2825901020,12286.0
2025-06-01,2825901030,469741.0
2025-06-01,2825901040,0.0
2025-06-01,2825901090,2060309.0
2025-06-01,2825902050,4666834.0
2025-06-01,2825902090,150.0
2025-06-01,2825903000,53.0
2025-06-01,2825909000,10077.0
2025-06-01,2826120000,355.0
2025-06-01,2826191000,0.0
2025-06-01,2826193010,0.0
2025-06-01,2826193090,39.0
2025-06-01,2826194000,930387.0
2025-06-01,2826195000,3089499.0
2025-06-01,2826199000,49027.0
2025-06-01,2826300000,0.0
2025-06-01,2826903000,596.0
2025-06-01,2826905000,0.0
2025-06-01,2826906000,0.0
2025-06-01,2826909000,3321166.0
2025-06-01,2827350000,99585.0
2025-06-01,2827391000,777490.0
2025-06-01,2827491000,118283.0
2025-06-01,2827492000,0.0
2025-06-01,2827511000,130.0
2025-06-01,2827512000,6646.0
2025-06-01,2827590000,155870.0
2025-06-01,2827601000,560060.0
2025-06-01,2827609090,69829.0
2025-06-01,2828901000,893.0
2025-06-01,2828909000,4153.0
2025-06-01,2829110000,0.0
2025-06-01,2829190000,128.0
2025-06-01,2829901000,0.0
2025-06-01,2829909000,5376.0
2025-06-01,2830101000,0.0
2025-06-01,2830109000,45.0
2025-06-01,2830901000,355608.0
2025-06-01,2830902000,0.0
2025-06-01,2831101000,301146.0
2025-06-01,2831102000,92.0
2025-06-01,2831900000,181.0
2025-06-01,2832200000,442.0
2025-06-01,2832302000,11166.0
2025-06-01,2832309000,756.0
2025-06-01,2833190000,2582.0
2025-06-01,2833221000,0.0
2025-06-01,2833229000,21890.0
2025-06-01,2833240000,13950485.0
2025-06-01,2833259000,91621.0
2025-06-01,2833270000,38922.0
2025-06-01,2833291000,3681.0
2025-06-01,2833292010,1885052.0
2025-06-01,2833292090,15513.0
2025-06-01,2833293010,237418.0
2025-06-01,2833293090,858.0
2025-06-01,2833300000,0.0
2025-06-01,2833401000,347.0
2025-06-01,2833402000,285.0
2025-06-01,2833409000,38766.0
2025-06-01,2834100000,5090.0
2025-06-01,2834210000,136678.0
2025-06-01,2834291000,59.0
2025-06-01,2834299000,118074.0
2025-06-01,2835101000,78.0
2025-06-01,2835109000,131.0
2025-06-01,2835291000,45.0
2025-06-01,2835299000,57907.0
2025-06-01,2835310000,1004.0
2025-06-01,2835391000,48085.0
2025-06-01,2835392000,23163.0
2025-06-01,2835399000,52930.0
2025-06-01,2836200000,76111.0
2025-06-01,2836400000,9164973.0
2025-06-01,2836600000,60137.0
2025-06-01,2836910000,5705530.0
2025-06-01,2836920000,1423.0
2025-06-01,2836991020,118.0
2025-06-01,2836991039,329.0
2025-06-01,2836991090,289158.0
2025-06-01,2836992000,579777.0
2025-06-01,2837111000,12988840.0
2025-06-01,2837191010,28243.0
2025-06-01,2837191020,1274009.0
2025-06-01,2837191030,10759.0
2025-06-01,2837191090,18220.0
2025-06-01,2837192000,0.0
2025-06-01,2837201000,240.0
2025-06-01,2837202000,0.0
2025-06-01,2837209000,331823.0
2025-06-01,2839110000,460.0
2025-06-01,2839190000,4718.0
2025-06-01,2839901000,45.0
2025-06-01,2839902000,145.0
2025-06-01,2839909000,362007.0
2025-06-01,2840110000,0.0
2025-06-01,2840190000,29131.0
2025-06-01,2840200000,363.0
2025-06-01,2840300000,4622.0
2025-06-01,2841300000,0.0
2025-06-01,2841500000,160480.0
2025-06-01,2841610000,12665.0
2025-06-01,2841691000,973795.0
2025-06-01,2841693000,0.0
2025-06-01,2841700000,4608.0
2025-06-01,2841800000,1031208.0
2025-06-01,2841901000,6846.0
2025-06-01,2841902010,7717183.0
2025-06-01,2841902090,167011.0
2025-06-01,2841903000,840.0
2025-06-01,2841904000,17809.0
2025-06-01,2841905000,579.0
2025-06-01,2841909010,6245154.0
2025-06-01,2841909020,347050978.0
2025-06-01,2841909030,112132942.0
2025-06-01,2841909040,3708.0
2025-06-01,2841909090,1715490.0
2025-06-01,2842109000,50338.0
2025-06-01,2842903000,333964.0
2025-06-01,2842909000,2847900.0
2025-06-01,2843100000,6145.0
2025-06-01,2843210000,77881.0
2025-06-01,2843290000,4903695.0
2025-06-01,2843301000,2380544.0
2025-06-01,2843309000,10367325.0
2025-06-01,2843909010,36213.0
2025-06-01,2843909090,896242.0
2025-06-01,2844101000,0.0
2025-06-01,2844109000,0.0
2025-06-01,2844201000,0.0
2025-06-01,2844209000,0.0
2025-06-01,2845100000,197800.0
2025-06-01,2845901000,11894.0
2025-06-01,2845909000,4653163.0
2025-06-01,2846100000,4906.0
2025-06-01,2846901000,860947.0
2025-06-01,2847002000,837422.0
2025-06-01,2847009000,5375083.0
2025-06-01,2849100000,0.0
2025-06-01,2849200000,622105.0
2025-06-01,2849901000,0.0
2025-06-01,2849909010,3081756.0
2025-06-01,2849909090,4549.0
2025-06-01,2850001000,2478847.0
2025-06-01,2850002000,152775.0
2025-06-01,2850003000,14044.0
2025-06-01,2850004000,37378.0
2025-06-01,2850005000,220587.0
2025-06-01,2852100000,5213.0
2025-06-01,2853901000,44910.0
2025-06-01,2853902000,168332.0
2025-06-01,2853909000,4481997.0
2025-06-01,2902901000,566.0
2025-06-01,2902902000,36.0
2025-06-01,2902903000,0.0
2025-06-01,2902909000,12070.0
2025-06-01,2903111000,0.0
2025-06-01,2903190000,4887.0
2025-06-01,2903220000,191.0
2025-06-01,2903230000,253.0
2025-06-01,2903290000,0.0
2025-06-01,2903410000,57220.0
2025-06-01,2903420000,286272.0
2025-06-01,2903430000,695586.0
2025-06-01,2903440000,10.0
2025-06-01,2903450000,94683.0
2025-06-01,2903460000,2592000.0
2025-06-01,2903470000,500.0
2025-06-01,2903480000,0.0
2025-06-01,2903491000,0.0
2025-06-01,2903499000,32942.0
2025-06-01,2903510000,386240.0
2025-06-01,2903590000,2967346.0
2025-06-01,2903690000,202628.0
2025-06-01,2903710000,673533.0
2025-06-01,2903720000,0.0
2025-06-01,2903730000,0.0
2025-06-01,2903740000,0.0
2025-06-01,2903770000,120717.0
2025-06-01,2903780000,990.0
2025-06-01,2903790000,55.0
2025-06-01,2903910000,7080.0
2025-06-01,2903992000,1191.0
2025-06-01,2903999000,1477893.0
2025-06-01,2904201000,0.0
2025-06-01,2904209010,191456.0
2025-06-01,2904209090,14965.0
2025-06-01,2904310000,0.0
2025-06-01,2905171000,3768.0
2025-06-01,2905191000,0.0
2025-06-01,2905194000,859.0
2025-06-01,2905199020,0.0
2025-06-01,2905199030,0.0
2025-06-01,2905221000,0.0
2025-06-01,2905229000,0.0
2025-06-01,2905290000,181.0
2025-06-01,2905391000,1453939.0
2025-06-01,2905392000,10691231.0
2025-06-01,2905399000,3098119.0
2025-06-01,2905410000,11705.0
2025-06-01,2905420000,136.0
2025-06-01,2906120000,26.0
2025-06-01,2906192000,12548.0
2025-06-01,2906199000,2259467.0
2025-06-01,2907112000,0.0
2025-06-01,2907121000,436.0
2025-06-01,2907122000,0.0
2025-06-01,2907131000,733958.0
2025-06-01,2907132000,6.0
2025-06-01,2907139000,0.0
2025-06-01,2907199000,2081818.0
2025-06-01,2907211000,69442.0
2025-06-01,2907212000,0.0
2025-06-01,2907291000,6083.0
2025-06-01,2907299000,1400013.0
2025-06-01,2913000000,229.0
2025-06-01,2914130000,6172592.0
2025-06-01,2914222000,2215.0
2025-06-01,2914231000,0.0
2025-06-01,2914232000,0.0
2025-06-01,2914401000,1802.0
2025-06-01,2914409000,258020.0
2025-06-01,2914501000,195.0
2025-06-01,2914610000,0.0
2025-06-01,2914620000,0.0
2025-06-01,2914691000,0.0
2025-06-01,2915121000,0.0
2025-06-01,2915129000,417.0
2025-06-01,2915130000,1680.0
2025-06-01,2915293000,26.0
2025-06-01,2915331000,104646.0
2025-06-01,2915339000,43790.0
2025-06-01,2915391000,0.0
2025-06-01,2915392000,53.0
2025-06-01,2915393000,40023.0
2025-06-01,2915395000,0.0
2025-06-01,2915399000,2421174.0
2025-06-01,2915401000,37.0
2025-06-01,2915409000,1979.0
2025-06-01,2915500000,27824.0
2025-06-01,2915600000,1221.0
2025-06-01,2915701000,22254.0
2025-06-01,2915702010,36809.0
2025-06-01,2915702020,219185.0
2025-06-01,2915702030,0.0
2025-06-01,2915702040,378280.0
2025-06-01,2915702050,0.0
2025-06-01,2915702070,124262.0
2025-06-01,2915702090,190004.0
2025-06-01,2915901000,935991.0
2025-06-01,2915909010,26.0
2025-06-01,2915909020,553580.0
2025-06-01,2915909090,5687514.0
2025-06-01,2916152000,3475.0
2025-06-01,2916153000,102.0
2025-06-01,2916190000,522283.0
2025-06-01,2916203000,0.0
2025-06-01,2916313000,0.0
2025-06-01,2917112000,134138.0
2025-06-01,2917113000,0.0
2025-06-01,2917132000,17271.0
2025-06-01,2917192000,54.0
2025-06-01,2917193000,34403.0
2025-06-01,2917200000,4518029.0
2025-06-01,2917321000,2206996.0
2025-06-01,2917329000,41.0
2025-06-01,2917331000,5417288.0
2025-06-01,2917332000,0.0
2025-06-01,2917342000,410810.0
2025-06-01,2917343000,80061.0
2025-06-01,2917349000,2537994.0
2025-06-01,2917392000,665865.0
2025-06-01,2917393000,0.0
2025-06-01,2917399000,10116400.0
2025-06-01,2918113000,638621.0
2025-06-01,2918291000,0.0
2025-06-01,2918299030,158.0
2025-06-01,2918299090,9878725.0
2025-06-01,2918301000,3790.0
2025-06-01,2922111000,129135.0
2025-06-01,2922112000,0.0
2025-06-01,2922121000,35231.0
2025-06-01,2922122000,0.0
2025-06-01,2922150000,151910.0
2025-06-01,2922171000,82930.0
2025-06-01,2922193000,73.0
2025-06-01,2922211000,0.0
2025-06-01,2922212000,0.0
2025-06-01,2922213000,0.0
2025-06-01,2922219000,201.0
2025-06-01,2922292000,65.0
2025-06-01,2922293000,0.0
2025-06-01,2922393000,0.0
2025-06-01,2922399000,229.0
2025-06-01,2922413000,1842950.0
2025-06-01,2922430000,17.0
2025-06-01,2922497000,0.0
2025-06-01,2923202000,122336.0
2025-06-01,2923300000,0.0
2025-06-01,2923900000,4128956.0
2025-06-01,2924191000,4349.0
2025-06-01,2924192000,9461.0
2025-06-01,2924199010,0.0
2025-06-01,2924199090,6423549.0
2025-06-01,2924211000,1201.0
2025-06-01,2924219000,175533.0
2025-06-01,2924299092,10727.0
2025-06-01,2925112000,1231599.0
2025-06-01,2925191000,1099.0
2025-06-01,2925291000,1214.0
2025-06-01,2925299010,0.0
2025-06-01,2926200000,87219.0
2025-06-01,2926903000,0.0
2025-06-01,2926904000,1682067.0
2025-06-01,2926909000,580944.0
2025-06-01,2927001900,3710340.0
2025-06-01,2927002100,911064.0
2025-06-01,2927002910,0.0
2025-06-01,2927002990,162192.0
2025-06-01,2927003000,2046954.0
2025-06-01,2928002000,0.0
2025-06-01,2928003000,26.0
2025-06-01,2928009000,551045.0
2025-06-01,2929900000,10126638.0
2025-06-01,2930201090,0.0
2025-06-01,2930202090,927.0
2025-06-01,2930301000,577.0
2025-06-01,2930302000,1874.0
2025-06-01,2930303000,101.0
2025-06-01,2930700000,2327.0
2025-06-01,2930902010,0.0
2025-06-01,2930902090,1854075.0
2025-06-01,2930905030,24.0
2025-06-01,2930905080,1450.0
2025-06-01,2930906010,5475902.0
2025-06-01,2930906090,490.0
2025-06-01,2930907090,432823.0
2025-06-01,2930909010,3178.0
2025-06-01,2931200000,0.0
2025-06-01,2931410000,0.0
2025-06-01,2931450000,0.0
2025-06-01,2931490000,284749.0
2025-06-01,2931540000,0.0
2025-06-01,2931590000,130.0
2025-06-01,2931901000,0.0
2025-06-01,2931902000,194.0
2025-06-01,2931903000,0.0
2025-06-01,2931904000,12280.0
2025-06-01,2931905000,59.0
2025-06-01,2931909010,1940422.0
2025-06-01,2931909020,0.0
2025-06-01,2931909090,24111159.0
2025-06-01,2932110000,384145.0
2025-06-01,2932120000,0.0
2025-06-01,2932131000,0.0
2025-06-01,2932132000,0.0
2025-06-01,2932140000,0.0
2025-06-01,2932191000,0.0
2025-06-01,2932201010,0.0
2025-06-01,2932201020,0.0
2025-06-01,2932201030,0.0
2025-06-01,2932209010,0.0
2025-06-01,2932209020,33.0
2025-06-01,2932209030,167972.0
2025-06-01,2932209040,0.0
2025-06-01,2932209050,285.0
2025-06-01,2932209060,1593.0
2025-06-01,2932209070,0.0
2025-06-01,2932920000,0.0
2025-06-01,2932930000,0.0
2025-06-01,2932991000,9263.0
2025-06-01,2932992000,0.0
2025-06-01,2932999010,112962.0
2025-06-01,2933193000,0.0
2025-06-01,2933211000,815.0
2025-06-01,2933212000,33145.0
2025-06-01,2933291000,0.0
2025-06-01,2933299010,0.0
2025-06-01,2933392000,5956199.0
2025-06-01,2933491000,0.0
2025-06-01,2933499010,0.0
2025-06-01,2933520000,265269.0
2025-06-01,2933540000,0.0
2025-06-01,2933591000,0.0
2025-06-01,2933610000,0.0
2025-06-01,2933691000,17905.0
2025-06-01,2933692000,66259.0
2025-06-01,2933699091,0.0
2025-06-01,2933699099,3036704.0
2025-06-01,2933720000,0.0
2025-06-01,2933793000,73.0
2025-06-01,2933999010,87285.0
2025-06-01,2934109010,1520000.0
2025-06-01,2934205000,4227.0
2025-06-01,2934206000,33891.0
2025-06-01,2934301000,645.0
2025-06-01,2934910000,0.0
2025-06-01,2934994000,782093.0
2025-06-01,2934996000,235175.0
2025-06-01,2935500000,0.0
2025-06-01,2938101000,30.0
2025-06-01,2938102000,0.0
2025-06-01,2938903000,0.0
2025-06-01,2938904000,2402957.0
2025-06-01,2939111000,0.0
2025-06-01,2939113000,0.0
2025-06-01,2939200000,38.0
2025-06-01,2939419000,0.0
2025-06-01,2939429000,0.0
2025-06-01,2939450000,0.0
2025-06-01,2939690000,159248.0
2025-06-01,2939802000,0.0
2025-06-01,2939809000,264.0
2025-06-01,2940001010,150.0
2025-06-01,2940001030,64.0
2025-06-01,2940001090,562412.0
2025-06-01,2940002010,0.0
2025-06-01,2940002090,138171.0
2025-06-01,2942000000,646519.0
2025-06-01,3005101000,518271.0
2025-06-01,3005109000,4735471.0
2025-06-01,3005901000,100063.0
2025-06-01,3005902000,22750.0
2025-06-01,3005903000,787532.0
2025-06-01,3005904000,6672605.0
2025-06-01,3005909000,468302.0
2025-06-01,3006105020,887.0
2025-06-01,3006700000,539176.0
2025-06-01,3006922090,0.0
2025-06-01,3006924000,0.0
2025-06-01,3101001000,830836.0
2025-06-01,3101002000,308353.0
2025-06-01,3101003000,1645826.0
2025-06-01,3102101000,154623.0
2025-06-01,3102210000,3422346.0
2025-06-01,3102292000,0.0
2025-06-01,3102300000,4392454.0
2025-06-01,3102400000,148783.0
2025-06-01,3102509000,428874.0
2025-06-01,3102600000,1264.0
2025-06-01,3102909000,22512.0
2025-06-01,3103190000,0.0
2025-06-01,3103900000,0.0
2025-06-01,3104301000,817191.0
2025-06-01,3104901090,0.0
2025-06-01,3104909000,14700.0
2025-06-01,3105100000,21955.0
2025-06-01,3105200000,8284071.0
2025-06-01,3105300000,6581384.0
2025-06-01,3105400000,580650.0
2025-06-01,3105510000,0.0
2025-06-01,3105590000,12135870.0
2025-06-01,3105600000,16339.0
2025-06-01,3105901000,0.0
2025-06-01,3105909000,550902.0
2025-06-01,3201100000,0.0
2025-06-01,3201200000,0.0
2025-06-01,3201900000,527.0
2025-06-01,3202101000,24523.0
2025-06-01,3202103000,38250.0
2025-06-01,3202109000,29549.0
2025-06-01,3202901000,0.0
2025-06-01,3202909000,132662.0
2025-06-01,3203002010,0.0
2025-06-01,3203002030,0.0
2025-06-01,3203002090,665.0
2025-06-01,3203003000,126779.0
2025-06-01,3204111000,112390.0
2025-06-01,3204119000,3355815.0
2025-06-01,3204121000,746304.0
2025-06-01,3204122000,18833.0
2025-06-01,3204130000,99382.0
2025-06-01,3204140000,14343.0
2025-06-01,3204150000,64404.0
2025-06-01,3204160000,15555939.0
2025-06-01,3204170000,11777163.0
2025-06-01,3204180000,26.0
2025-06-01,3204191000,275575.0
2025-06-01,3204193000,0.0
2025-06-01,3204199000,398511.0
2025-06-01,3204200000,600791.0
2025-06-01,3204901010,15375382.0
2025-06-01,3204901090,180995.0
2025-06-01,3204909000,214648.0
2025-06-01,3205001000,107222.0
2025-06-01,3206110000,3243381.0
2025-06-01,3206190000,1202415.0
2025-06-01,3206200000,42768.0
2025-06-01,3206411000,111239.0
2025-06-01,3206419000,176365.0
2025-06-01,3206429000,9864.0
2025-06-01,3206491000,105094.0
2025-06-01,3206495000,13393.0
2025-06-01,3206496000,104767.0
2025-06-01,3206499000,7559764.0
2025-06-01,3206500000,644004.0
2025-06-01,3207100000,954206.0
2025-06-01,3207201000,117707.0
2025-06-01,3207202000,0.0
2025-06-01,3207209000,4998.0
2025-06-01,3207301000,0.0
2025-06-01,3207302000,0.0
2025-06-01,3207303000,103224.0
2025-06-01,3207304000,3360025.0
2025-06-01,3207309000,42476998.0
2025-06-01,3207400000,2844970.0
2025-06-01,3208101010,93248.0
2025-06-01,3208101090,1162868.0
2025-06-01,3208102000,466937.0
2025-06-01,3208103000,783476.0
2025-06-01,3208201011,159058.0
2025-06-01,3208201019,4635451.0
2025-06-01,3208201020,2286380.0
2025-06-01,3208201030,491103.0
2025-06-01,3208202019,638032.0
2025-06-01,3208202020,15316.0
2025-06-01,3208202030,2734.0
2025-06-01,3208901011,66.0
2025-06-01,3208901019,356572.0
2025-06-01,3208901020,3157234.0
2025-06-01,3208901030,18740.0
2025-06-01,3208909011,288522.0
2025-06-01,3208909019,21823554.0
2025-06-01,3208909020,8918895.0
2025-06-01,3208909030,4894651.0
2025-06-01,3209101011,126801.0
2025-06-01,3209101019,1591375.0
2025-06-01,3209101020,489610.0
2025-06-01,3209102010,76760.0
2025-06-01,3209102020,183953.0
2025-06-01,3209901011,477.0
2025-06-01,3209901019,2406912.0
2025-06-01,3209901020,376330.0
2025-06-01,3209909011,1424032.0
2025-06-01,3209909019,3273138.0
2025-06-01,3209909020,13390.0
2025-06-01,3210001019,104919.0
2025-06-01,3210001091,0.0
2025-06-01,3210001099,180180.0
2025-06-01,3210002010,679831.0
2025-06-01,3210002020,0.0
2025-06-01,3210002040,885338.0
2025-06-01,3210003010,0.0
2025-06-01,3210003090,229117.0
2025-06-01,3211000000,93242.0
2025-06-01,3212100000,3901806.0
2025-06-01,3212901000,97742.0
2025-06-01,3212909000,1777464.0
2025-06-01,3214101060,425952.0
2025-06-01,3214101080,5671231.0
2025-06-01,3214101090,14388425.0
2025-06-01,3214102000,179841.0
2025-06-01,3214109000,3650568.0
2025-06-01,3214900000,786569.0
2025-06-01,3302101000,1206119.0
2025-06-01,3302102011,0.0
2025-06-01,3302102019,90256.0
2025-06-01,3302102090,8241.0
2025-06-01,3302900000,5646241.0
2025-06-01,3307410000,47854.0
2025-06-01,3307490000,1946258.0
2025-06-01,3307903000,476760.0
2025-06-01,3401191010,122308.0
2025-06-01,3401192000,600017.0
2025-06-01,3403111000,554361.0
2025-06-01,3403112000,71018.0
2025-06-01,3403119000,0.0
2025-06-01,3403191000,624498.0
2025-06-01,3403193000,364144.0
2025-06-01,3403194000,884189.0
2025-06-01,3403195000,245709.0
2025-06-01,3403199000,2430163.0
2025-06-01,3403911000,279799.0
2025-06-01,3403912000,78175.0
2025-06-01,3403919000,18358.0
2025-06-01,3403991000,412197.0
2025-06-01,3403992000,99697.0
2025-06-01,3403999000,5629849.0
2025-06-01,3406000000,299727.0
2025-06-01,3505201000,0.0
2025-06-01,3505209000,27149.0
2025-06-01,3506911000,7752751.0
2025-06-01,3506919000,29406311.0
2025-06-01,3506991000,20389.0
2025-06-01,3506999000,4211770.0
2025-06-01,3507100000,0.0
2025-06-01,3507907000,58.0
2025-06-01,3601002000,0.0
2025-06-01,3602000000,1307581.0
2025-06-01,3603100000,0.0
2025-06-01,3603200000,1626.0
2025-06-01,3603400000,97397.0
2025-06-01,3603500000,0.0
2025-06-01,3603600000,2322044.0
2025-06-01,3604100000,0.0
2025-06-01,3604901000,63.0
2025-06-01,3604909000,3729.0
2025-06-01,3606100000,252333.0
2025-06-01,3606900000,6741.0
2025-06-01,3701200000,11281.0
2025-06-01,3701302000,1229302.0
2025-06-01,3701303000,84720.0
2025-06-01,3701304000,8496791.0
2025-06-01,3701309000,44815.0
2025-06-01,3701911000,0.0
2025-06-01,3701919900,0.0
2025-06-01,3701991000,3696763.0
2025-06-01,3701999100,0.0
2025-06-01,3701999900,204471.0
2025-06-01,3702311000,0.0
2025-06-01,3702319000,2675.0
2025-06-01,3702329000,326.0
2025-06-01,3702399000,39112.0
2025-06-01,3702422000,0.0
2025-06-01,3702423000,54026.0
2025-06-01,3702429000,109.0
2025-06-01,3702432000,0.0
2025-06-01,3702433000,0.0
2025-06-01,3702442000,3148.0
2025-06-01,3702443000,1938869.0
2025-06-01,3702449000,17837.0
2025-06-01,3702521000,0.0
2025-06-01,3702529000,0.0
2025-06-01,3702530000,0.0
2025-06-01,3702541000,0.0
2025-06-01,3702549000,24256.0
2025-06-01,3702551000,0.0
2025-06-01,3702559000,0.0
2025-06-01,3702561000,0.0
2025-06-01,3702569000,0.0
2025-06-01,3702969000,0.0
2025-06-01,3702979000,0.0
2025-06-01,3702982000,0.0
2025-06-01,3702983000,1293234.0
2025-06-01,3702989000,31909.0
2025-06-01,3703100000,0.0
2025-06-01,3703203000,0.0
2025-06-01,3703209000,173.0
2025-06-01,3703900000,116901.0
2025-06-01,3704001100,0.0
2025-06-01,3704001200,20.0
2025-06-01,3704001300,0.0
2025-06-01,3704001900,1134.0
2025-06-01,3704002000,5757.0
2025-06-01,3705001010,11467.0
2025-06-01,3705001090,446.0
2025-06-01,3705009010,9364851.0
2025-06-01,3705009090,10197722.0
2025-06-01,3706100000,0.0
2025-06-01,3706900000,8058.0
2025-06-01,3707100000,18015.0
2025-06-01,3707901010,16636219.0
2025-06-01,3707901020,3550.0
2025-06-01,3707901090,32274586.0
2025-06-01,3707902010,71732.0
2025-06-01,3707902090,167269.0
2025-06-01,3707903000,2779.0
2025-06-01,3707909200,823428.0
2025-06-01,3707909300,787846.0
2025-06-01,3707909900,1462937.0
2025-06-01,3801101000,4221427.0
2025-06-01,3801109000,4875417.0
2025-06-01,3801200000,8771.0
2025-06-01,3801300000,43115.0
2025-06-01,3801900000,3453233.0
2025-06-01,3802100000,470757.0
2025-06-01,3802901000,2237.0
2025-06-01,3802903000,0.0
2025-06-01,3802909000,5953.0
2025-06-01,3803000000,12849.0
2025-06-01,3804001000,0.0
2025-06-01,3804009000,12919.0
2025-06-01,3805900000,119.0
2025-06-01,3806101000,44.0
2025-06-01,3806102000,118916.0
2025-06-01,3806300000,15112.0
2025-06-01,3806900000,266883.0
2025-06-01,3807009090,0.0
2025-06-01,3808599000,0.0
2025-06-01,3808619000,11416.0
2025-06-01,3808699000,0.0
2025-06-01,3808911000,0.0
2025-06-01,3808919000,45076319.0
2025-06-01,3808921000,0.0
2025-06-01,3808929000,25057787.0
2025-06-01,3808931000,2542070.0
2025-06-01,3808932000,0.0
2025-06-01,3808933000,33600.0
2025-06-01,3808991000,34730.0
2025-06-01,3808999000,1104720.0
2025-06-01,3809910000,9347152.0
2025-06-01,3809920000,1577145.0
2025-06-01,3809930000,514525.0
2025-06-01,3810101000,1083467.0
2025-06-01,3810109000,5881676.0
2025-06-01,3810901000,3458897.0
2025-06-01,3810909000,937247.0
2025-06-01,3811110000,0.0
2025-06-01,3811190000,82997.0
2025-06-01,3811210000,5282293.0
2025-06-01,3811290000,10316704.0
2025-06-01,3811900000,325883.0
2025-06-01,3812101000,0.0
2025-06-01,3812102000,14521.0
2025-06-01,3812109000,581253.0
2025-06-01,3812200000,462505.0
2025-06-01,3812310000,0.0
2025-06-01,3812391000,6095330.0
2025-06-01,3812392000,7950367.0
2025-06-01,3813001000,24901.0
2025-06-01,3813002000,2575.0
2025-06-01,3814001020,84537.0
2025-06-01,3814001090,5814506.0
2025-06-01,3814002110,4962106.0
2025-06-01,3814002190,637406.0
2025-06-01,3814002990,556228.0
2025-06-01,3815110000,5820.0
2025-06-01,3815121000,63797.0
2025-06-01,3815122000,15567.0
2025-06-01,3815129000,1597183.0
2025-06-01,3815192000,160578.0
2025-06-01,3815199000,5245606.0
2025-06-01,3815901000,1017680.0
2025-06-01,3815909000,3284033.0
2025-06-01,3816001000,1141383.0
2025-06-01,3816002000,111928.0
2025-06-01,3816003000,521.0
2025-06-01,3816009090,1081731.0
2025-06-01,3819001000,599665.0
2025-06-01,3819002000,77903.0
2025-06-01,3820001000,561343.0
2025-06-01,3820002000,168896.0
2025-06-01,3821000000,2413822.0
2025-06-01,3823120000,103888.0
2025-06-01,3823130000,2144.0
2025-06-01,3823191000,0.0
2025-06-01,3823192000,0.0
2025-06-01,3823199000,703193.0
2025-06-01,3823701000,11196.0
2025-06-01,3823703000,0.0
2025-06-01,3823704000,0.0
2025-06-01,3823709090,15183.0
2025-06-01,3824100000,380067.0
2025-06-01,3824300000,11995.0
2025-06-01,3824400000,5719576.0
2025-06-01,3824500000,46380.0
2025-06-01,3824810000,0.0
2025-06-01,3824840000,0.0
2025-06-01,3824880000,0.0
2025-06-01,3824910000,41213.0
2025-06-01,3824920000,0.0
2025-06-01,3824991000,2662.0
2025-06-01,3824992100,0.0
2025-06-01,3824992290,0.0
2025-06-01,3824992900,151781.0
2025-06-01,3824993100,36094.0
2025-06-01,3824993910,0.0
2025-06-01,3824993990,13942.0
2025-06-01,3824994100,142632.0
2025-06-01,3824994200,31495.0
2025-06-01,3824994300,564.0
2025-06-01,3824994400,416133.0
2025-06-01,3824995100,150.0
2025-06-01,3824995200,0.0
2025-06-01,3824995300,1119.0
2025-06-01,3824996100,222661.0
2025-06-01,3824996300,0.0
2025-06-01,3824996400,107413.0
2025-06-01,3824996500,228402.0
2025-06-01,3824996600,8229256.0
2025-06-01,3824997100,6228021.0
2025-06-01,3824997200,752.0
2025-06-01,3824997300,278934.0
2025-06-01,3824997400,1199091.0
2025-06-01,3824997500,242567.0
2025-06-01,3824997600,24950.0
2025-06-01,3824998000,85829.0
2025-06-01,3824999010,317064.0
2025-06-01,3824999020,69020.0
2025-06-01,3824999030,0.0
2025-06-01,3824999040,0.0
2025-06-01,3824999052,379716.0
2025-06-01,3824999053,204841.0
2025-06-01,3824999059,129.0
2025-06-01,3824999090,103559693.0
2025-06-01,3825301000,282.0
2025-06-01,3825500000,0.0
2025-06-01,3825610000,0.0
