기준월,HSK10,수출액_USD
2025-01-01,2804299000,0.0
2025-01-01,2804300000,13107.0
2025-01-01,2804400000,1124.0
2025-01-01,2804501000,0.0
2025-01-01,2804502000,570045.0
2025-01-01,2804611010,29958.0
2025-01-01,2804611090,647993.0
2025-01-01,2804619000,1344667.0
2025-01-01,2804690000,437878.0
2025-01-01,2804701000,0.0
2025-01-01,2804709000,244.0
2025-01-01,2804800000,0.0
2025-01-01,2804900000,176033.0
2025-01-01,2805110000,110.0
2025-01-01,2805120000,0.0
2025-01-01,2805190000,0.0
2025-01-01,2805301000,0.0
2025-01-01,2805302000,0.0
2025-01-01,2805303000,4571.0
2025-01-01,2805304000,28881.0
2025-01-01,2805309000,582472.0
2025-01-01,2806100000,633508.0
2025-01-01,2806200000,0.0
2025-01-01,2807001010,424084.0
2025-01-01,2807001090,5602686.0
2025-01-01,2807002000,0.0
2025-01-01,2808001010,196769.0
2025-01-01,2808001090,8272084.0
2025-01-01,2808002000,0.0
2025-01-01,2809100000,302.0
2025-01-01,2809201010,1327161.0
2025-01-01,2809201090,567514.0
2025-01-01,2809202000,638.0
2025-01-01,2810001010,0.0
2025-01-01,2810001090,0.0
2025-01-01,2810002000,48697.0
2025-01-01,2811111000,1008927.0
2025-01-01,2811119000,142617.0
2025-01-01,2811192000,67411.0
2025-01-01,2811193000,733.0
2025-01-01,2811196000,100.0
2025-01-01,2811199000,220428.0
2025-01-01,2811221000,4425905.0
2025-01-01,2811229010,884897.0
2025-01-01,2811291000,950277.0
2025-01-01,2811292000,990768.0
2025-01-01,2812120000,0.0
2025-01-01,2812130000,0.0
2025-01-01,2812140000,0.0
2025-01-01,2812170000,0.0
2025-01-01,2812190000,4811285.0
2025-01-01,2812901000,176991.0
2025-01-01,2812902000,410389.0
2025-01-01,2812903010,33.0
2025-01-01,2812909000,14428797.0
2025-01-01,2813100000,0.0
2025-01-01,2813900000,342709.0
2025-01-01,2814100000,753378.0
2025-01-01,2814200000,127592.0
2025-01-01,2815120000,36516231.0
2025-01-01,2815200000,11956874.0
2025-01-01,2815300000,186.0
2025-01-01,2816400000,3291.0
2025-01-01,2817001000,4587963.0
2025-01-01,2817002000,0.0
2025-01-01,2818101000,312731.0
2025-01-01,2818109000,272540.0
2025-01-01,2818201000,426222.0
2025-01-01,2818209000,3640390.0
2025-01-01,2818309000,3212389.0
2025-01-01,2819100000,90841.0
2025-01-01,2819901010,2209.0
2025-01-01,2819901090,258.0
2025-01-01,2820100000,211.0
2025-01-01,2820900000,47414.0
2025-01-01,2821101000,1226931.0
2025-01-01,2821102000,192.0
2025-01-01,2822001010,0.0
2025-01-01,2822001091,0.0
2025-01-01,2822001099,0.0
2025-01-01,2822002010,39.0
2025-01-01,2822002090,0.0
2025-01-01,2823001000,3680755.0
2025-01-01,2823009000,299034.0
2025-01-01,2824100000,0.0
2025-01-01,2824901000,314611.0
2025-01-01,2824909000,108321.0
2025-01-01,2825101000,783551.0
2025-01-01,2825102000,3721.0
2025-01-01,2825109000,343.0
2025-01-01,2825201000,180.0
2025-01-01,2825202000,7258841.0
2025-01-01,2825301000,823272.0
2025-01-01,2825309000,68.0
2025-01-01,2825401000,10744.0
2025-01-01,2825402000,0.0
2025-01-01,2825501000,902288.0
2025-01-01,2825502010,0.0
2025-01-01,2825502090,0.0
2025-01-01,2825601000,136211.0
2025-01-01,2825602000,60974.0
2025-01-01,2825701000,2183247.0
2025-01-01,2825702000,0.0
2025-01-01,2825800000,4486971.0
2025-01-01,2825901010,28792.0
2025-01-01,2825901020,233174.0
2025-01-01,2825901030,490717.0
2025-01-01,2825901040,36071.0
2025-01-01,2825901090,411318.0
2025-01-01,2825902050,2114676.0
2025-01-01,2825902090,104.0
2025-01-01,2825903000,0.0
2025-01-01,2825909000,18103.0
2025-01-01,2826120000,3393.0
2025-01-01,2826191000,0.0
2025-01-01,2826193010,0.0
2025-01-01,2826193090,0.0
2025-01-01,2826194000,928362.0
2025-01-01,2826195000,2300289.0
2025-01-01,2826199000,59205.0
2025-01-01,2826300000,0.0
2025-01-01,2826902000,4745.0
2025-01-01,2826903000,8327.0
2025-01-01,2826906000,0.0
2025-01-01,2826909000,2652128.0
2025-01-01,2827350000,96969.0
2025-01-01,2827391000,1112465.0
2025-01-01,2827412010,0.0
2025-01-01,2827412090,0.0
2025-01-01,2827491000,19728.0
2025-01-01,2827492000,0.0
2025-01-01,2827511000,1478.0
2025-01-01,2827512000,173.0
2025-01-01,2827590000,44855.0
2025-01-01,2827601000,0.0
2025-01-01,2827609090,76275.0
2025-01-01,2828901000,95.0
2025-01-01,2828909000,5375.0
2025-01-01,2829110000,30.0
2025-01-01,2829190000,1342.0
2025-01-01,2829901000,0.0
2025-01-01,2829909000,2826.0
2025-01-01,2830101000,594.0
2025-01-01,2830109000,0.0
2025-01-01,2830901000,9049.0
2025-01-01,2830902000,0.0
2025-01-01,2831101000,444042.0
2025-01-01,2831102000,143.0
2025-01-01,2831900000,0.0
2025-01-01,2832200000,46384.0
2025-01-01,2832302000,6753.0
2025-01-01,2832309000,0.0
2025-01-01,2833190000,116069.0
2025-01-01,2833221000,0.0
2025-01-01,2833229000,39665.0
2025-01-01,2833240000,23715149.0
2025-01-01,2833259000,173701.0
2025-01-01,2833270000,7830.0
2025-01-01,2833291000,693.0
2025-01-01,2833292010,1621.0
2025-01-01,2833292090,42252.0
2025-01-01,2833293010,384232.0
2025-01-01,2833293090,178.0
2025-01-01,2833300000,0.0
2025-01-01,2833401000,288.0
2025-01-01,2833402000,56.0
2025-01-01,2833409000,17491.0
2025-01-01,2834100000,1320.0
2025-01-01,2834210000,91174.0
2025-01-01,2834291000,40.0
2025-01-01,2834299000,93775.0
2025-01-01,2835101000,4475.0
2025-01-01,2835109000,84.0
2025-01-01,2835291000,318.0
2025-01-01,2835299000,225997.0
2025-01-01,2835310000,4897.0
2025-01-01,2835391000,91141.0
2025-01-01,2835392000,5132.0
2025-01-01,2835399000,31566.0
2025-01-01,2836200000,40333.0
2025-01-01,2836400000,7807496.0
2025-01-01,2836600000,26145.0
2025-01-01,2836910000,8979139.0
2025-01-01,2836920000,396.0
2025-01-01,2836991020,160.0
2025-01-01,2836991039,1660.0
2025-01-01,2836991090,920906.0
2025-01-01,2836992000,693622.0
2025-01-01,2837111000,13807477.0
2025-01-01,2837112000,0.0
2025-01-01,2837191010,70650.0
2025-01-01,2837191020,360395.0
2025-01-01,2837191030,7351.0
2025-01-01,2837191090,129319.0
2025-01-01,2837192000,0.0
2025-01-01,2837201000,213.0
2025-01-01,2837202000,184.0
2025-01-01,2837209000,450412.0
2025-01-01,2839110000,222.0
2025-01-01,2839190000,16040.0
2025-01-01,2839901000,1777.0
2025-01-01,2839902000,0.0
2025-01-01,2839909000,490996.0
2025-01-01,2840110000,0.0
2025-01-01,2840190000,191.0
2025-01-01,2840200000,59804.0
2025-01-01,2840300000,19679.0
2025-01-01,2841500000,326.0
2025-01-01,2841610000,938.0
2025-01-01,2841691000,1140949.0
2025-01-01,2841693000,0.0
2025-01-01,2841700000,1487.0
2025-01-01,2841800000,2339047.0
2025-01-01,2841901000,5421.0
2025-01-01,2841902010,4798017.0
2025-01-01,2841902090,135280.0
2025-01-01,2841903000,358.0
2025-01-01,2841904000,166245.0
2025-01-01,2841905000,928.0
2025-01-01,2841909010,5560671.0
2025-01-01,2841909020,249902073.0
2025-01-01,2841909030,104676653.0
2025-01-01,2841909040,8800.0
2025-01-01,2841909090,1285930.0
2025-01-01,2842109000,14729.0
2025-01-01,2842903000,129019.0
2025-01-01,2842909000,3953392.0
2025-01-01,2843100000,3000.0
2025-01-01,2843210000,34078.0
2025-01-01,2843290000,28502.0
2025-01-01,2843301000,2280267.0
2025-01-01,2843309000,12438286.0
2025-01-01,2843909010,32099.0
2025-01-01,2843909090,1036928.0
2025-01-01,2844201000,0.0
2025-01-01,2845100000,175892.0
2025-01-01,2845200000,0.0
2025-01-01,2845300000,0.0
2025-01-01,2845901000,0.0
2025-01-01,2845909000,5124755.0
2025-01-01,2846100000,473.0
2025-01-01,2846901000,564978.0
2025-01-01,2847002000,761580.0
2025-01-01,2847009000,6037663.0
2025-01-01,2849100000,0.0
2025-01-01,2849200000,688587.0
2025-01-01,2849901000,0.0
2025-01-01,2849909010,1460769.0
2025-01-01,2849909090,270.0
2025-01-01,2850001000,2722824.0
2025-01-01,2850002000,249167.0
2025-01-01,2850003000,739.0
2025-01-01,2850004000,83954.0
2025-01-01,2850005000,191892.0
2025-01-01,2852100000,15840.0
2025-01-01,2852909000,0.0
2025-01-01,2853901000,30598.0
2025-01-01,2853902000,122027.0
2025-01-01,2853909000,3711686.0
2025-01-01,2902901000,42.0
2025-01-01,2902902000,0.0
2025-01-01,2902903000,0.0
2025-01-01,2902909000,876.0
2025-01-01,2903111000,0.0
2025-01-01,2903112000,0.0
2025-01-01,2903190000,6033.0
2025-01-01,2903220000,0.0
2025-01-01,2903230000,0.0
2025-01-01,2903290000,64.0
2025-01-01,2903410000,56759.0
2025-01-01,2903420000,247211.0
2025-01-01,2903430000,593744.0
2025-01-01,2903440000,0.0
2025-01-01,2903450000,326124.0
2025-01-01,2903460000,3626150.0
2025-01-01,2903480000,2940.0
2025-01-01,2903491000,19204.0
2025-01-01,2903499000,49761.0
2025-01-01,2903510000,28813.0
2025-01-01,2903590000,3456599.0
2025-01-01,2903610000,0.0
2025-01-01,2903620000,0.0
2025-01-01,2903690000,2204.0
2025-01-01,2903710000,475401.0
2025-01-01,2903780000,0.0
2025-01-01,2903790000,87.0
2025-01-01,2903910000,1041473.0
2025-01-01,2903992000,136.0
2025-01-01,2903999000,1648078.0
2025-01-01,2904201000,34.0
2025-01-01,2904209010,195261.0
2025-01-01,2904209090,556.0
2025-01-01,2904310000,0.0
2025-01-01,2905171000,43.0
2025-01-01,2905191000,0.0
2025-01-01,2905192000,0.0
2025-01-01,2905194000,340.0
2025-01-01,2905199020,0.0
2025-01-01,2905199030,0.0
2025-01-01,2905221000,0.0
2025-01-01,2905229000,0.0
2025-01-01,2905290000,0.0
2025-01-01,2905391000,64230.0
2025-01-01,2905392000,7465702.0
2025-01-01,2905399000,3266405.0
2025-01-01,2905410000,18914.0
2025-01-01,2905420000,1326.0
2025-01-01,2906120000,71.0
2025-01-01,2906192000,66.0
2025-01-01,2906199000,1166834.0
2025-01-01,2907112000,2355.0
2025-01-01,2907121000,182.0
2025-01-01,2907122000,3613.0
2025-01-01,2907131000,338036.0
2025-01-01,2907132000,0.0
2025-01-01,2907139000,0.0
2025-01-01,2907199000,2330160.0
2025-01-01,2907211000,63805.0
2025-01-01,2907291000,0.0
2025-01-01,2907299000,672034.0
2025-01-01,2909309010,0.0
2025-01-01,2913000000,36.0
2025-01-01,2914130000,3283795.0
2025-01-01,2914231000,0.0
2025-01-01,2914232000,0.0
2025-01-01,2914291000,4150.0
2025-01-01,2914401000,0.0
2025-01-01,2914409000,422156.0
2025-01-01,2914501000,109.0
2025-01-01,2914610000,36.0
2025-01-01,2914620000,0.0
2025-01-01,2914691000,0.0
2025-01-01,2915121000,0.0
2025-01-01,2915129000,269.0
2025-01-01,2915130000,78.0
2025-01-01,2915293000,249.0
2025-01-01,2915331000,126716.0
2025-01-01,2915339000,138200.0
2025-01-01,2915392000,44.0
2025-01-01,2915393000,50457.0
2025-01-01,2915395000,64.0
2025-01-01,2915399000,1129587.0
2025-01-01,2915401000,128.0
2025-01-01,2915409000,597.0
2025-01-01,2915500000,68783.0
2025-01-01,2915600000,29499.0
2025-01-01,2915701000,45958.0
2025-01-01,2915702010,60931.0
2025-01-01,2915702020,167150.0
2025-01-01,2915702030,0.0
2025-01-01,2915702040,108242.0
2025-01-01,2915702070,102784.0
2025-01-01,2915702080,0.0
2025-01-01,2915702090,354829.0
2025-01-01,2915901000,115867.0
2025-01-01,2915909010,11.0
2025-01-01,2915909020,308356.0
2025-01-01,2915909090,4393272.0
2025-01-01,2916152000,0.0
2025-01-01,2916153000,0.0
2025-01-01,2916190000,210250.0
2025-01-01,2916313000,20.0
2025-01-01,2917112000,20099.0
2025-01-01,2917113000,0.0
2025-01-01,2917132000,102418.0
2025-01-01,2917192000,60841.0
2025-01-01,2917193000,52486.0
2025-01-01,2917200000,3245660.0
2025-01-01,2917321000,3820705.0
2025-01-01,2917329000,0.0
2025-01-01,2917331000,3997989.0
2025-01-01,2917332000,0.0
2025-01-01,2917341000,0.0
2025-01-01,2917342000,253134.0
2025-01-01,2917343000,227779.0
2025-01-01,2917349000,2464157.0
2025-01-01,2917392000,1844663.0
2025-01-01,2917393000,2363.0
2025-01-01,2917399000,11629787.0
2025-01-01,2918113000,513741.0
2025-01-01,2918170000,0.0
2025-01-01,2918291000,8767.0
2025-01-01,2918299030,1026.0
2025-01-01,2918299090,11358777.0
2025-01-01,2918301000,2046.0
2025-01-01,2918991000,0.0
2025-01-01,2920191000,0.0
2025-01-01,2921491000,0.0
2025-01-01,2922111000,46181.0
2025-01-01,2922112000,0.0
2025-01-01,2922121000,96958.0
2025-01-01,2922122000,0.0
2025-01-01,2922150000,176903.0
2025-01-01,2922171000,166418.0
2025-01-01,2922172000,0.0
2025-01-01,2922193000,12340.0
2025-01-01,2922211000,0.0
2025-01-01,2922212000,0.0
2025-01-01,2922213000,0.0
2025-01-01,2922219000,104.0
2025-01-01,2922292000,0.0
2025-01-01,2922310000,0.0
2025-01-01,2922393000,0.0
2025-01-01,2922399000,30.0
2025-01-01,2922413000,7559591.0
2025-01-01,2922430000,17.0
2025-01-01,2922497000,233762.0
2025-01-01,2922505000,0.0
2025-01-01,2923202000,589669.0
2025-01-01,2923900000,3343633.0
2025-01-01,2924191000,44089.0
2025-01-01,2924192000,61277.0
2025-01-01,2924199010,0.0
2025-01-01,2924199090,3952057.0
2025-01-01,2924211000,65035.0
2025-01-01,2924219000,165692.0
2025-01-01,2924251000,0.0
2025-01-01,2924299092,26821.0
2025-01-01,2925112000,1441164.0
2025-01-01,2925191000,0.0
2025-01-01,2925291000,0.0
2025-01-01,2925299010,0.0
2025-01-01,2926200000,9974.0
2025-01-01,2926300000,0.0
2025-01-01,2926903000,0.0
2025-01-01,2926904000,772601.0
2025-01-01,2926909000,2024286.0
2025-01-01,2927001900,2190571.0
2025-01-01,2927002100,577903.0
2025-01-01,2927002910,0.0
2025-01-01,2927002990,35770.0
2025-01-01,2927003000,0.0
2025-01-01,2928002000,0.0
2025-01-01,2928003000,0.0
2025-01-01,2928009000,659926.0
2025-01-01,2929900000,17169273.0
2025-01-01,2930202010,0.0
2025-01-01,2930202090,11315.0
2025-01-01,2930301000,212.0
2025-01-01,2930302000,2484.0
2025-01-01,2930303000,0.0
2025-01-01,2930700000,0.0
2025-01-01,2930902010,0.0
2025-01-01,2930902090,1253862.0
2025-01-01,2930905030,3674.0
2025-01-01,2930905080,528.0
2025-01-01,2930906010,7223156.0
2025-01-01,2930906090,414.0
2025-01-01,2930907090,136536.0
2025-01-01,2930909010,2085.0
2025-01-01,2931200000,0.0
2025-01-01,2931410000,0.0
2025-01-01,2931440000,0.0
2025-01-01,2931450000,0.0
2025-01-01,2931490000,301208.0
2025-01-01,2931540000,0.0
2025-01-01,2931590000,186926.0
2025-01-01,2931901000,0.0
2025-01-01,2931902000,1.0
2025-01-01,2931903000,6829.0
2025-01-01,2931904000,20578.0
2025-01-01,2931905000,88.0
2025-01-01,2931909010,1665295.0
2025-01-01,2931909020,0.0
2025-01-01,2931909090,29693918.0
2025-01-01,2932110000,309366.0
2025-01-01,2932120000,19.0
2025-01-01,2932131000,0.0
2025-01-01,2932132000,0.0
2025-01-01,2932140000,0.0
2025-01-01,2932191000,0.0
2025-01-01,2932201010,0.0
2025-01-01,2932209020,0.0
2025-01-01,2932209030,173543.0
2025-01-01,2932209050,98.0
2025-01-01,2932209060,8934.0
2025-01-01,2932209070,1422.0
2025-01-01,2932209091,0.0
2025-01-01,2932930000,0.0
2025-01-01,2932991000,836.0
2025-01-01,2932992000,0.0
2025-01-01,2932999010,0.0
2025-01-01,2933192000,0.0
2025-01-01,2933193000,0.0
2025-01-01,2933211000,0.0
2025-01-01,2933212000,37534.0
2025-01-01,2933299010,0.0
2025-01-01,2933392000,2615942.0
2025-01-01,2933491000,0.0
2025-01-01,2933499010,0.0
2025-01-01,2933520000,264934.0
2025-01-01,2933530000,0.0
2025-01-01,2933540000,0.0
2025-01-01,2933591000,0.0
2025-01-01,2933610000,0.0
2025-01-01,2933691000,7680.0
2025-01-01,2933692000,241689.0
2025-01-01,2933699010,0.0
2025-01-01,2933699091,0.0
2025-01-01,2933699099,3311860.0
2025-01-01,2933720000,0.0
2025-01-01,2933793000,0.0
2025-01-01,2933999010,82845.0
2025-01-01,2934109010,0.0
2025-01-01,2934204000,0.0
2025-01-01,2934205000,8823.0
2025-01-01,2934206000,4285.0
2025-01-01,2934301000,287.0
2025-01-01,2934910000,0.0
2025-01-01,2934994000,0.0
2025-01-01,2934996000,38281.0
2025-01-01,2935904000,0.0
2025-01-01,2938101000,0.0
2025-01-01,2938102000,0.0
2025-01-01,2938901000,0.0
2025-01-01,2938903000,0.0
2025-01-01,2938904000,3503168.0
2025-01-01,2939111000,0.0
2025-01-01,2939112000,0.0
2025-01-01,2939113000,0.0
2025-01-01,2939200000,37.0
2025-01-01,2939419000,0.0
2025-01-01,2939429000,0.0
2025-01-01,2939430000,0.0
2025-01-01,2939440000,0.0
2025-01-01,2939450000,0.0
2025-01-01,2939629000,0.0
2025-01-01,2939690000,67912.0
2025-01-01,2939720000,0.0
2025-01-01,2939802000,0.0
2025-01-01,2939809000,0.0
2025-01-01,2940001010,0.0
2025-01-01,2940001030,23000.0
2025-01-01,2940001090,160285.0
2025-01-01,2940002010,0.0
2025-01-01,2940002090,124710.0
2025-01-01,2941201000,0.0
2025-01-01,2941901000,0.0
2025-01-01,2942000000,394290.0
2025-01-01,3005101000,1472896.0
2025-01-01,3005109000,4234992.0
2025-01-01,3005901000,40594.0
2025-01-01,3005902000,31993.0
2025-01-01,3005903000,917908.0
2025-01-01,3005904000,14398118.0
2025-01-01,3005909000,550025.0
2025-01-01,3006105020,211.0
2025-01-01,3006700000,217031.0
2025-01-01,3006921090,0.0
2025-01-01,3006924000,0.0
2025-01-01,3101001000,330901.0
2025-01-01,3101002000,122687.0
2025-01-01,3101003000,525855.0
2025-01-01,3102101000,435213.0
2025-01-01,3102210000,9043.0
2025-01-01,3102300000,6235651.0
2025-01-01,3102400000,70518.0
2025-01-01,3102501000,0.0
2025-01-01,3102509000,380229.0
2025-01-01,3102600000,544.0
2025-01-01,3102901000,0.0
2025-01-01,3102909000,4757.0
2025-01-01,3103190000,0.0
2025-01-01,3103900000,22506.0
2025-01-01,3104301000,404380.0
2025-01-01,3104901090,0.0
2025-01-01,3104909000,92200.0
2025-01-01,3105100000,19030.0
2025-01-01,3105200000,20887508.0
2025-01-01,3105300000,596.0
2025-01-01,3105400000,316587.0
2025-01-01,3105510000,0.0
2025-01-01,3105590000,11780904.0
2025-01-01,3105600000,13068.0
2025-01-01,3105901000,600.0
2025-01-01,3105909000,196590.0
2025-01-01,3201100000,0.0
2025-01-01,3201200000,0.0
2025-01-01,3201900000,35.0
2025-01-01,3202101000,1394.0
2025-01-01,3202103000,16852.0
2025-01-01,3202109000,28670.0
2025-01-01,3202901000,0.0
2025-01-01,3202909000,86800.0
2025-01-01,3203002010,0.0
2025-01-01,3203002030,0.0
2025-01-01,3203002090,665.0
2025-01-01,3203003000,215579.0
2025-01-01,3204111000,239294.0
2025-01-01,3204119000,2976051.0
2025-01-01,3204121000,553147.0
2025-01-01,3204122000,47875.0
2025-01-01,3204130000,8846.0
2025-01-01,3204140000,74558.0
2025-01-01,3204150000,0.0
2025-01-01,3204160000,14527877.0
2025-01-01,3204170000,12987757.0
2025-01-01,3204180000,0.0
2025-01-01,3204191000,341033.0
2025-01-01,3204193000,16094.0
2025-01-01,3204199000,253766.0
2025-01-01,3204200000,861624.0
2025-01-01,3204901010,15332764.0
2025-01-01,3204901090,15261.0
2025-01-01,3204909000,499978.0
2025-01-01,3205001000,112077.0
2025-01-01,3206110000,1915784.0
2025-01-01,3206190000,1274878.0
2025-01-01,3206200000,21609.0
2025-01-01,3206411000,50558.0
2025-01-01,3206419000,135323.0
2025-01-01,3206429000,12083.0
2025-01-01,3206491000,0.0
2025-01-01,3206495000,24345.0
2025-01-01,3206496000,57894.0
2025-01-01,3206499000,6097678.0
2025-01-01,3206500000,819732.0
2025-01-01,3207100000,713222.0
2025-01-01,3207201000,84377.0
2025-01-01,3207209000,3711.0
2025-01-01,3207301000,0.0
2025-01-01,3207302000,0.0
2025-01-01,3207303000,0.0
2025-01-01,3207304000,1934962.0
2025-01-01,3207309000,30904129.0
2025-01-01,3207400000,2354575.0
2025-01-01,3208101010,191069.0
2025-01-01,3208101090,1083835.0
2025-01-01,3208102000,289065.0
2025-01-01,3208103000,701403.0
2025-01-01,3208201011,6579.0
2025-01-01,3208201019,3409857.0
2025-01-01,3208201020,1937536.0
2025-01-01,3208201030,655674.0
2025-01-01,3208202019,1694222.0
2025-01-01,3208202020,0.0
2025-01-01,3208202030,4095.0
2025-01-01,3208901011,18240.0
2025-01-01,3208901019,316455.0
2025-01-01,3208901020,3586762.0
2025-01-01,3208901030,6178.0
2025-01-01,3208909011,832103.0
2025-01-01,3208909019,13532728.0
2025-01-01,3208909020,9260817.0
