MTI6코드,품목명,원본파일,원본행
442120,가죽제가방,KITA_MTI6_05..xls,22
442130,합성수지제가방,KITA_MTI6_04.xls,71
442190,기타가방,KITA_MTI6_05..xls,23
443110,등산화,KITA_MTI6_11.xls,38
443120,스포츠화,KITA_MTI6_06.xls,65
443130,구두,KITA_MTI6_11.xls,6
443140,스키부츠,KITA_MTI6_11.xls,52
443150,신발부분품,KITA_MTI6_05..xls,31
443190,기타신발,KITA_MTI6_04.xls,17
449001,양탄자,KITA_MTI6_06.xls,5
449002,모포와 여행용러그,KITA_MTI6_09.xls,12
449003,실내용품,KITA_MTI6_08.xls,39
449004,포장용의 빈포대,KITA_MTI6_07.xls,35
449005,텐트 및 캠핑용품,KITA_MTI6_13.xls,45
449006,어망,KITA_MTI6_06.xls,97
449007,로프,KITA_MTI6_04.xls,96
449009,침구이불,KITA_MTI6_06.xls,39
449010,기타 장갑,KITA_MTI6_11.xls,56
449013,인조잔디,KITA_MTI6_11.xls,24
449014,커튼,KITA_MTI6_07.xls,67
449090,기타의 섬유제품,KITA_MTI6_02.xls,24
511010,표면활성제,KITA_MTI6_02.xls,53
511020,왁스,KITA_MTI6_04.xls,15
511030,광택제 등,KITA_MTI6_04.xls,66
511040,구강및치과위생용품,KITA_MTI6_04.xls,88
511050,화장지 등,KITA_MTI6_06.xls,8
511060,면도용품,KITA_MTI6_06.xls,6
511070,빗자루,KITA_MTI6_11.xls,92
512110,항공기용의자,KITA_MTI6_10.xls,72
512120,차량용의자,KITA_MTI6_08.xls,66
512130,회전의자,KITA_MTI6_07.xls,73
512140,침대겸용의자,KITA_MTI6_12.xls,86
512150,그 밖의 의자,KITA_MTI6_07.xls,47
512160,의자 부분품,KITA_MTI6_02.xls,54
512190,기타가구,KITA_MTI6_09.xls,28
512210,침대,KITA_MTI6_10.xls,59
512300,식탁,KITA_MTI6_11.xls,93
512400,책상,KITA_MTI6_09.xls,40
512510,문갑,KITA_MTI6_13.xls,31
512520,화장대,KITA_MTI6_13.xls,20
512530,장롱,KITA_MTI6_12.xls,61
512900,기타가구,KITA_MTI6_04.xls,39
513100,피아노,KITA_MTI6_10.xls,53
513210,바이올린,KITA_MTI6_12.xls,75
513220,첼로,KITA_MTI6_12.xls,51
513290,기타현악기,KITA_MTI6_10.xls,81
513310,트럼펫,KITA_MTI6_12.xls,41
513390,기타관악기,KITA_MTI6_11.xls,61
513391,기타관악기,KITA_MTI6_12.xls,54
513392,기타관악기,KITA_MTI6_11.xls,81
513393,기타관악기,KITA_MTI6_11.xls,34
513394,기타관악기,KITA_MTI6_13.xls,28
513395,기타관악기,KITA_MTI6_12.xls,64
513400,타악기,KITA_MTI6_11.xls,37
513500,악기부분품,KITA_MTI6_05..xls,91
513900,기타악기,KITA_MTI6_07.xls,52
514110,당구용품,KITA_MTI6_09.xls,31
514120,볼링용품,KITA_MTI6_10.xls,5
514130,스키용품,KITA_MTI6_10.xls,90
514140,골프용품,KITA_MTI6_04.xls,76
514150,탁구용품,KITA_MTI6_10.xls,41
514160,테니스및배드민턴용품,KITA_MTI6_10.xls,80
514170,구기용공,KITA_MTI6_11.xls,31
514190,기타운동용구,KITA_MTI6_05..xls,20
514210,텐트및캠프용품,KITA_MTI6_07.xls,89
514220,낚시용구,KITA_MTI6_05..xls,46
514290,기타취미오락용구,KITA_MTI6_08.xls,80
515110,필기구,KITA_MTI6_03.xls,85
515120,미술용구,KITA_MTI6_07.xls,74
515130,사무용품,KITA_MTI6_02.xls,64
515190,기타문구,KITA_MTI6_01.xls,76
515210,인형,KITA_MTI6_06.xls,85
515220,승용완구,KITA_MTI6_11.xls,54
515230,조립식완구,KITA_MTI6_08.xls,56
515240,전자게임기,KITA_MTI6_05..xls,93
515250,오락용구,KITA_MTI6_05..xls,64
515290,기타완구,KITA_MTI6_05..xls,34
516110,자기제 식탁용품 및 주방용품,KITA_MTI6_05..xls,104
516120,도자제 식탁용품 및 주방용품,KITA_MTI6_09.xls,41
516130,유리제 식탁용품 및 주방용품,KITA_MTI6_06.xls,96
516140,철강제 식탁용품 및 주방용품,KITA_MTI6_06.xls,41
516150,구리제 식탁용품 및 주방용품,KITA_MTI6_11.xls,103
516160,알루미늄제 식탁용품 및 주방용품,KITA_MTI6_05..xls,90
516210,스푼,KITA_MTI6_12.xls,5
516220,포크,KITA_MTI6_12.xls,80
516290,기타,KITA_MTI6_09.xls,61
516300,접시세척기,KITA_MTI6_03.xls,33
516400,보온용기,KITA_MTI6_09.xls,57
517100,유모차,KITA_MTI6_11.xls,67
517210,유아용냅킨,KITA_MTI6_08.xls,67
517290,유아용냅킨,KITA_MTI6_08.xls,33
518110,안경렌즈,KITA_MTI6_11.xls,84
518120,안경테,KITA_MTI6_05..xls,87
518130,안경,KITA_MTI6_05..xls,33
518210,손목시계,KITA_MTI6_04.xls,45
518220,자명종시계,KITA_MTI6_12.xls,65
518230,벽시계,KITA_MTI6_11.xls,28
518240,전자시계,KITA_MTI6_12.xls,28
518250,시계줄,KITA_MTI6_11.xls,23
518260,차량·항공기·선박용 시계,KITA_MTI6_11.xls,44
518270,기타시계,KITA_MTI6_07.xls,99
518290,시계부품,KITA_MTI6_05..xls,76
518310,귀금속장식품,KITA_MTI6_03.xls,18
518320,금은 세공품,KITA_MTI6_02.xls,47
518330,진주 장식품,KITA_MTI6_08.xls,40
518340,모조 장식품,KITA_MTI6_05..xls,30
518410,가발,KITA_MTI6_08.xls,103
518440,가속눈썹,KITA_MTI6_09.xls,55
518490,기타,KITA_MTI6_10.xls,20
521110,우산,KITA_MTI6_11.xls,13
521120,양산,KITA_MTI6_13.xls,23
521210,장신구,KITA_MTI6_07.xls,75
521220,화장용품,KITA_MTI6_06.xls,76
521230,라이터,KITA_MTI6_09.xls,90
521290,기타휴대용품,KITA_MTI6_10.xls,45
524100,운동용 장갑,KITA_MTI6_09.xls,67
524200,마구용품,KITA_MTI6_09.xls,16
524300,수렵사격용품,KITA_MTI6_13.xls,91
525100,조화,KITA_MTI6_12.xls,12
525200,패각공예품,KITA_MTI6_11.xls,27
525300,유리공예품,KITA_MTI6_09.xls,103
525900,기타공예품,KITA_MTI6_06.xls,92
529000,기타 생활용품,KITA_MTI6_04.xls,79
611110,철및비합금강H형강,KITA_MTI6_02.xls,91
611120,철및비합금강L형강,KITA_MTI6_09.xls,25
611130,철및비합금강U형강,KITA_MTI6_07.xls,60
611190,철및비합금강기타형강,KITA_MTI6_06.xls,88
611200,스테인레스및합금강형강,KITA_MTI6_09.xls,36
612110,철및비합금강선재,KITA_MTI6_03.xls,72
612120,스테인레스및합금강선재,KITA_MTI6_03.xls,86
612210,철및비합금강봉강,KITA_MTI6_04.xls,50
612220,스테인레스및합금강봉강,KITA_MTI6_03.xls,26
612300,철근,KITA_MTI6_03.xls,100
613110,철및비합금강중후판,KITA_MTI6_01.xls,72
613120,스테인레스강중후판,KITA_MTI6_05..xls,39
613130,합금강중후판,KITA_MTI6_05..xls,98
613210,철및비합금강열연강판,KITA_MTI6_01.xls,43
613220,스테인레스강열연강판,KITA_MTI6_02.xls,28
613230,합금강열연강판,KITA_MTI6_03.xls,35
613310,철및비합금강냉연강판,KITA_MTI6_01.xls,54
613320,스테인레스강냉연강판,KITA_MTI6_02.xls,26
613330,합금강냉연강판,KITA_MTI6_02.xls,44
613410,용융아연도강판,KITA_MTI6_01.xls,47
613420,전기아연도강판,KITA_MTI6_02.xls,88
613430,착색아연도강판,KITA_MTI6_01.xls,64
613500,전기강판,KITA_MTI6_02.xls,56
613600,석도강판,KITA_MTI6_03.xls,56
613700,도금강판,KITA_MTI6_02.xls,49
614110,철및비합금강용접강관(대),KITA_MTI6_02.xls,67
614120,철및비합금강용접강관(중소),KITA_MTI6_02.xls,10
614130,무계목강관,KITA_MTI6_03.xls,25
614140,스테인레스강강관,KITA_MTI6_04.xls,72
614150,합금강강관,KITA_MTI6_06.xls,94
614210,철및비합금강강선,KITA_MTI6_03.xls,73
614220,스테인레스강강선,KITA_MTI6_04.xls,37
614230,합금강강선,KITA_MTI6_03.xls,94
615110,레일,KITA_MTI6_10.xls,65
615120,레일부속품,KITA_MTI6_08.xls,87
617110,주강,KITA_MTI6_02.xls,25
617120,단강,KITA_MTI6_06.xls,11
619110,블룸,KITA_MTI6_10.xls,103
619120,빌레트,KITA_MTI6_06.xls,38
619130,슬랩,KITA_MTI6_03.xls,66
619140,쉬트바,KITA_MTI6_13.xls,7
619190,기타강반제품,KITA_MTI6_08.xls,75
619200,기타철강제품,KITA_MTI6_10.xls,7
621110,알루미늄괴,KITA_MTI6_02.xls,78
621120,알루미늄스크랩,KITA_MTI6_04.xls,27
621210,알루미늄분,KITA_MTI6_09.xls,87
621220,알루미늄봉,KITA_MTI6_04.xls,22
621230,알루미늄선,KITA_MTI6_07.xls,18
621240,알루미늄판,KITA_MTI6_01.xls,44
621250,알루미늄박,KITA_MTI6_02.xls,102
621260,알루미늄관,KITA_MTI6_05..xls,103
621270,알루니늄관연결구류,KITA_MTI6_06.xls,101
621310,알루미늄구조물,KITA_MTI6_04.xls,54
621320,알루미늄용기,KITA_MTI6_07.xls,20
621400,알루미늄케이블,KITA_MTI6_06.xls,99
621900,기타알루미늄제품,KITA_MTI6_02.xls,99
622110,미정제동괴,KITA_MTI6_04.xls,49
622120,동괴,KITA_MTI6_01.xls,53
622130,동스크랩,KITA_MTI6_02.xls,51
622210,동분,KITA_MTI6_07.xls,64
622220,동봉,KITA_MTI6_03.xls,40
622230,동선,KITA_MTI6_02.xls,69
622240,동판,KITA_MTI6_02.xls,38
622250,동박,KITA_MTI6_02.xls,5
622260,동관,KITA_MTI6_02.xls,87
622270,동관연결구류,KITA_MTI6_04.xls,93
622900,기타동제품,KITA_MTI6_03.xls,104
623110,미정제니켈괴,KITA_MTI6_09.xls,9
623120,니켈괴,KITA_MTI6_07.xls,43
623130,니켈스크랩,KITA_MTI6_06.xls,32
623210,니켈분,KITA_MTI6_08.xls,57
623220,니켈봉및선재,KITA_MTI6_07.xls,50
623230,니켈박,KITA_MTI6_08.xls,104
623240,니켈판및대,KITA_MTI6_06.xls,74
623250,니켈관,KITA_MTI6_07.xls,53
623260,니켈관연결구류,KITA_MTI6_08.xls,92
623900,기타니켈제품,KITA_MTI6_06.xls,68
624110,마그네슘괴,KITA_MTI6_06.xls,60
624120,마그네슘스크랩,KITA_MTI6_10.xls,74
624200,마그네슘조가공품,KITA_MTI6_11.xls,25
624900,기타 마그네슘 제품,KITA_MTI6_10.xls,24
625110,연괴,KITA_MTI6_02.xls,61
625120,연스크랩,KITA_MTI6_11.xls,18
625210,연봉및선재,KITA_MTI6_10.xls,44
625220,연분,KITA_MTI6_12.xls,60
625230,연박,KITA_MTI6_13.xls,56
625240,연판및대,KITA_MTI6_12.xls,103
625250,연관및연결구류,KITA_MTI6_12.xls,90
625900,기타납제품,KITA_MTI6_07.xls,86
626110,아연괴,KITA_MTI6_01.xls,92
626120,아연스크랩,KITA_MTI6_13.xls,13
626210,아연분및더스트,KITA_MTI6_06.xls,51
626220,아연봉및선재,KITA_MTI6_10.xls,93
626230,아연판및대,KITA_MTI6_08.xls,78
626240,아연박,KITA_MTI6_13.xls,70
626250,아연관,KITA_MTI6_12.xls,96
626260,아연관연결구류,KITA_MTI6_12.xls,13
626900,기타아연제품,KITA_MTI6_07.xls,100
627110,주석괴,KITA_MTI6_08.xls,13
627120,주석스크랩,KITA_MTI6_12.xls,21
627210,주석분,KITA_MTI6_08.xls,38
627220,주석봉및선재,KITA_MTI6_06.xls,58
627230,주석판및대,KITA_MTI6_13.xls,19
627240,주석박,KITA_MTI6_13.xls,69
627900,기타주석제품,KITA_MTI6_07.xls,66
628110,텅스텐괴및스크랩,KITA_MTI6_06.xls,95
628190,기타텅스텐제품,KITA_MTI6_07.xls,26
628210,몰리브덴괴및스크랩,KITA_MTI6_08.xls,23
628290,기타몰리브덴제품,KITA_MTI6_08.xls,97
628300,망간제품,KITA_MTI6_10.xls,43
629000,기타비철금속제품,KITA_MTI6_03.xls,28
630100,칼,KITA_MTI6_09.xls,14
641000,주화,KITA_MTI6_07.xls,88
642000,못,KITA_MTI6_06.xls,100
643000,콘테이너,KITA_MTI6_04.xls,29
690000,기타철강금속제품,KITA_MTI6_01.xls,81
691110,망간철,KITA_MTI6_07.xls,61
691120,실리콘철,KITA_MTI6_10.xls,54
691130,실리콘망간철,KITA_MTI6_10.xls,79
691190,기타합금철,KITA_MTI6_02.xls,17
691210,주물용선철,KITA_MTI6_12.xls,25
691220,제강용선철,KITA_MTI6_10.xls,18
691290,기타선철,KITA_MTI6_11.xls,57
691310,직접환원철,KITA_MTI6_12.xls,104
691390,기타환원철,KITA_MTI6_11.xls,21
691400,고철,KITA_MTI6_03.xls,58
691900,기타철강제품,KITA_MTI6_05..xls,41
692110,철및비합금강H형강,KITA_MTI6_11.xls,19
692120,철및비합금강U형강,KITA_MTI6_12.xls,73
692130,철및비합금강기타형강,KITA_MTI6_10.xls,77
692210,철및비합금강연선,KITA_MTI6_05..xls,58
692220,스테인레스강연선,KITA_MTI6_08.xls,22
692230,철및비합금강와이어로프,KITA_MTI6_04.xls,33
692240,스테인레스와이어로프,KITA_MTI6_07.xls,37
692250,철및비합금강사슬,KITA_MTI6_10.xls,27
692260,철및비합금강유자선,KITA_MTI6_11.xls,82
692310,교량,KITA_MTI6_09.xls,23
692320,철탑,KITA_MTI6_07.xls,17
692330,모듈화된 빌딩유닛,KITA_MTI6_10.xls,64
692390,기타철구조물,KITA_MTI6_02.xls,7
692400,철강재용기,KITA_MTI6_02.xls,71
692500,철강재체인,KITA_MTI6_06.xls,29
692610,주철관,KITA_MTI6_08.xls,82
692620,주철제관연결구류,KITA_MTI6_08.xls,37
692690,기타주철,KITA_MTI6_01.xls,74
692900,기타철강제품,KITA_MTI6_07.xls,19
711110,레이저가공기,KITA_MTI6_04.xls,32
711120,머시닝센터,KITA_MTI6_03.xls,11
711130,NC선반,KITA_MTI6_02.xls,48
711190,기타금속절삭가공기계,KITA_MTI6_04.xls,42
711210,프레스금형,KITA_MTI6_04.xls,47
711220,기타금속성형가공기계,KITA_MTI6_03.xls,82
711300,금속공작기계부품,KITA_MTI6_03.xls,9
712110,압연기,KITA_MTI6_04.xls,35
712120,압연기부품,KITA_MTI6_05..xls,101
712210,로보트형용접기,KITA_MTI6_07.xls,44
712220,전기용접기,KITA_MTI6_03.xls,76
712230,용접기부품,KITA_MTI6_04.xls,83
712290,기타용접기,KITA_MTI6_06.xls,40
712310,주조설비,KITA_MTI6_07.xls,11
712320,주조설비부품,KITA_MTI6_08.xls,26
713100,섬유기계,KITA_MTI6_02.xls,65
713200,재봉기,KITA_MTI6_07.xls,36
713300,피혁가공기계,KITA_MTI6_06.xls,66
713400,섬유및피혁가공기계부품,KITA_MTI6_05..xls,60
713510,고무플라스틱가공기계,KITA_MTI6_02.xls,104
713520,고무플라스틱가공기계부품,KITA_MTI6_04.xls,92
713610,화학기계,KITA_MTI6_01.xls,93
713620,화학기계부품,KITA_MTI6_03.xls,89
714100,제지기계,KITA_MTI6_09.xls,79
714200,제본기계,KITA_MTI6_10.xls,50
714300,지가공기계,KITA_MTI6_06.xls,16
714400,인쇄기계,KITA_MTI6_04.xls,63
714500,제지인쇄기계부품,KITA_MTI6_04.xls,41
715110,식품가공기계,KITA_MTI6_05..xls,71
715120,식품가공기계부품,KITA_MTI6_06.xls,90
715210,식품포장기계,KITA_MTI6_03.xls,79
715220,식품포장기계부품,KITA_MTI6_07.xls,15
716110,목재가공기계,KITA_MTI6_07.xls,28
716120,목재가공기계부품,KITA_MTI6_08.xls,31
716210,광물가공기계,KITA_MTI6_05..xls,69
716220,광물가공기계부품,KITA_MTI6_05..xls,66
716310,유리가공기계,KITA_MTI6_07.xls,102
716320,유리가공기계부품,KITA_MTI6_07.xls,91
719110,적층제조기계(3D프린터),KITA_MTI6_08.xls,95
719190,기타기계류,KITA_MTI6_01.xls,41
719210,적층제조기계(3D프린터) 부품,KITA_MTI6_10.xls,102
719290,기타기계류부품,KITA_MTI6_01.xls,83
721110,불도우저,KITA_MTI6_07.xls,40
721120,지게차,KITA_MTI6_02.xls,55
721130,건설중장비부품,KITA_MTI6_01.xls,80
721190,기타건설중장비,KITA_MTI6_01.xls,46
721210,광산기계,KITA_MTI6_07.xls,33
721220,광산기계부품,KITA_MTI6_07.xls,27
722100,경작기계,KITA_MTI6_02.xls,31
722200,수확탈곡기계,KITA_MTI6_08.xls,14
722300,낙농기계,KITA_MTI6_11.xls,41
722400,농기계부품,KITA_MTI6_07.xls,22
722900,기타농기계,KITA_MTI6_07.xls,25
723110,적재 및 운반용 로봇,KITA_MTI6_06.xls,72
723120,실내 서빙로봇과 실외 배송로봇,KITA_MTI6_10.xls,35
723190,기타운반하역기계,KITA_MTI6_01.xls,87
723200,운반하역기계부품,KITA_MTI6_03.xls,47
724110,카메라,KITA_MTI6_08.xls,77
724120,영화촬영기,KITA_MTI6_11.xls,55
724130,영화영사기,KITA_MTI6_12.xls,94
724140,사진현상기기,KITA_MTI6_07.xls,39
724150,천체관측기기,KITA_MTI6_10.xls,34
724160,현미경,KITA_MTI6_07.xls,54
724190,기타광학기기,KITA_MTI6_08.xls,84
724210,복사기,KITA_MTI6_12.xls,49
724220,복사기부품,KITA_MTI6_09.xls,20
724310,광학렌즈,KITA_MTI6_02.xls,35
724390,기타광학기기부품,KITA_MTI6_01.xls,78
724900,기타사무기기,KITA_MTI6_08.xls,50
729010,기타산업기계,KITA_MTI6_01.xls,61
729020,기타산업기계부품,KITA_MTI6_03.xls,6
732100,반도체제조용장비,KITA_MTI6_01.xls,29
732200,반도체제조용장비부품,KITA_MTI6_01.xls,34
734100,설계제도기,KITA_MTI6_11.xls,104
734200,설계제도기부품,KITA_MTI6_13.xls,92
735100,토지측량기,KITA_MTI6_07.xls,55
735200,토지측량기부품,KITA_MTI6_10.xls,36
736100,평판 디스플레이 제조용 장비,KITA_MTI6_02.xls,42
736200,평판 디스플레이 장비 부품,KITA_MTI6_03.xls,62
741110,내연기관 트랙터(신차),KITA_MTI6_06.xls,77
741120,내연기관 트랙터(중고차),KITA_MTI6_09.xls,30
741130,하이브리드 트랙터(신차),KITA_MTI6_13.xls,93
741140,하이브리드 트랙터(중고차),KITA_MTI6_13.xls,42
741150,전기 트랙터(신차),KITA_MTI6_08.xls,64
741160,전기 트랙터(중고차),KITA_MTI6_13.xls,43
741210,내연기관 승합차(신차),KITA_MTI6_04.xls,24
741220,내연기관 승합차(중고차),KITA_MTI6_05..xls,47
741230,하이브리드 승합차(신차),KITA_MTI6_12.xls,81
741240,하이브리드 승합차(중고차),KITA_MTI6_12.xls,83
741250,전기 승합차(신차),KITA_MTI6_11.xls,30
741260,전기 승합차(중고차),KITA_MTI6_12.xls,53
741310,내연기관 승용차(신차),KITA_MTI6_01.xls,9
741320,내연기관 승용차(중고차),KITA_MTI6_01.xls,24
741330,하이브리드 승용차(신차),KITA_MTI6_01.xls,14
741340,하이브리드 승용차(중고차),KITA_MTI6_02.xls,79
741350,전기 승용차(신차),KITA_MTI6_01.xls,22
741360,전기 승용차(중고차),KITA_MTI6_07.xls,49
741410,내연기관 화물차(신차),KITA_MTI6_01.xls,63
741420,내연기관 화물차(중고차),KITA_MTI6_03.xls,81
741430,하이브리드 화물차(신차),KITA_MTI6_08.xls,27
741440,하이브리드 화물차(중고차),KITA_MTI6_12.xls,89
741450,전기 화물차(신차),KITA_MTI6_02.xls,95
741460,전기 화물차(중고차),KITA_MTI6_11.xls,8
741500,특장차,KITA_MTI6_03.xls,103
741600,기타자동차,KITA_MTI6_05..xls,42
742000,자동차부품,KITA_MTI6_01.xls,13
742010,자동차용내연기관,KITA_MTI6_02.xls,9
742130,차량용구동모터,KITA_MTI6_08.xls,61
743110,모터사이클,KITA_MTI6_07.xls,14
743190,기타이륜차,KITA_MTI6_11.xls,32
743200,이륜차부품,KITA_MTI6_06.xls,82
743300,자전거,KITA_MTI6_09.xls,77
743400,자전거부품,KITA_MTI6_09.xls,44
744100,철도차량,KITA_MTI6_03.xls,90
744200,철도차량부품,KITA_MTI6_05..xls,21
745100,엘리베이터,KITA_MTI6_07.xls,82
745200,에스컬레이터,KITA_MTI6_13.xls,10
746110,여객선,KITA_MTI6_07.xls,10
746120,화물선,KITA_MTI6_01.xls,10
746130,어선,KITA_MTI6_11.xls,48
746140,요트,KITA_MTI6_10.xls,94
746151,아웃보드 모터보트,KITA_MTI6_10.xls,96
746159,기타모터보트,KITA_MTI6_07.xls,101
746160,예인선,KITA_MTI6_07.xls,38
746170,군함,KITA_MTI6_03.xls,27
746190,기타선박,KITA_MTI6_01.xls,58
746200,해양구조물,KITA_MTI6_03.xls,16
746310,선박용증기터빈,KITA_MTI6_13.xls,59
746320,선박용가스터빈,KITA_MTI6_11.xls,86
746330,선박용불꽃점화식엔진,KITA_MTI6_07.xls,7
746340,선박용압축점화식엔진,KITA_MTI6_01.xls,75
746400,선박용 부품,KITA_MTI6_04.xls,53
747110,헬리콥터,KITA_MTI6_06.xls,48
747120,비행기,KITA_MTI6_02.xls,41
747130,무동력항공기,KITA_MTI6_13.xls,46
747140,낙하산,KITA_MTI6_08.xls,96
747150,무인기,KITA_MTI6_06.xls,91
747210,항공기엔진,KITA_MTI6_01.xls,82
747220,무인기부품,KITA_MTI6_09.xls,66
747290,기타항공기부품,KITA_MTI6_01.xls,68
748100,우주선,KITA_MTI6_04.xls,8
748200,우주선부품,KITA_MTI6_06.xls,78
751110,공기조절기,KITA_MTI6_02.xls,21
751120,공기조절기부품,KITA_MTI6_02.xls,43
751210,냉방기,KITA_MTI6_03.xls,46
751220,냉방기부품,KITA_MTI6_04.xls,99
751310,가열기구,KITA_MTI6_04.xls,100
751320,증기발생보일러,KITA_MTI6_06.xls,9
751330,온수보일러,KITA_MTI6_04.xls,57
751340,가열난방기부품,KITA_MTI6_03.xls,21
752110,증기터빈,KITA_MTI6_10.xls,68
752120,수력터빈,KITA_MTI6_11.xls,80
752130,불꽃점화식내연기관,KITA_MTI6_01.xls,50
752140,압축점화식내연기관,KITA_MTI6_02.xls,92
752150,터보제트,KITA_MTI6_08.xls,79
752160,원동기부품,KITA_MTI6_03.xls,97
752190,기타원동기,KITA_MTI6_02.xls,96
752210,액체펌프,KITA_MTI6_02.xls,45
752220,기체펌프,KITA_MTI6_01.xls,59
752230,펌프부품,KITA_MTI6_02.xls,16
761100,볼트및너트,KITA_MTI6_02.xls,23
761200,밸브,KITA_MTI6_01.xls,69
761300,베어링,KITA_MTI6_02.xls,68
761400,스프링,KITA_MTI6_05..xls,79
761500,전동축및기어,KITA_MTI6_02.xls,32
761900,기타기계요소,KITA_MTI6_01.xls,99
762100,프레스금형,KITA_MTI6_02.xls,50
762200,플라스틱금형,KITA_MTI6_02.xls,19
762300,다이캐스팅금형,KITA_MTI6_05..xls,29
762900,기타금형,KITA_MTI6_05..xls,15
763110,커팅공구,KITA_MTI6_05..xls,63
763120,착암공구,KITA_MTI6_06.xls,83
763130,탭핑공구,KITA_MTI6_06.xls,55
763140,드릴링공구,KITA_MTI6_04.xls,103
763150,보링공구,KITA_MTI6_08.xls,43
763160,밀링공구,KITA_MTI6_04.xls,38
763190,기타고속도강및초경공구,KITA_MTI6_03.xls,19
763210,줄,KITA_MTI6_11.xls,33
763220,플라이어,KITA_MTI6_09.xls,60
763230,파이프커터,KITA_MTI6_10.xls,66
763240,스패너,KITA_MTI6_08.xls,68
763250,스크루드라이버,KITA_MTI6_11.xls,51
763260,망치,KITA_MTI6_12.xls,32
763270,가위,KITA_MTI6_09.xls,88
763290,기타수공구,KITA_MTI6_06.xls,50
763300,다이아몬드공구,KITA_MTI6_03.xls,49
763410,전기드릴,KITA_MTI6_10.xls,104
763490,기타전동공구,KITA_MTI6_06.xls,57
763500,공기압공구,KITA_MTI6_07.xls,5
763610,측정공구,KITA_MTI6_09.xls,8
763620,측정공구부품,KITA_MTI6_10.xls,69
763700,수도구,KITA_MTI6_06.xls,98
763900,기타공구,KITA_MTI6_08.xls,86
811110,버튼식전화기,KITA_MTI6_11.xls,29
811190,기타유선전화기,KITA_MTI6_10.xls,17
811310,광전송장치,KITA_MTI6_06.xls,54
811390,기타유선전송장치,KITA_MTI6_03.xls,24
811410,팩시밀리,KITA_MTI6_09.xls,78
811500,유선통신기기부품,KITA_MTI6_03.xls,87
811900,기타유선통신기기,KITA_MTI6_08.xls,60
812130,코드 분할식 전화기,KITA_MTI6_12.xls,97
812140,시 분할식 전화기,KITA_MTI6_09.xls,80
812150,주파수 분할식전화기,KITA_MTI6_13.xls,94
812160,스마트폰,KITA_MTI6_01.xls,30
812190,기타무선전화기,KITA_MTI6_08.xls,94
812200,방송용통신기기,KITA_MTI6_08.xls,34
812410,TV카메라,KITA_MTI6_02.xls,75
812420,수상기,KITA_MTI6_03.xls,12
812510,위성방송수신기,KITA_MTI6_08.xls,52
812520,비디오튜너,KITA_MTI6_12.xls,99
812590,기타무선수신기,KITA_MTI6_07.xls,90
812610,레이더,KITA_MTI6_03.xls,78
812620,무선원격조절기,KITA_MTI6_05..xls,24
812720,무선중계기,KITA_MTI6_02.xls,103
812810,안테나,KITA_MTI6_04.xls,55
812820,스마트폰부품,KITA_MTI6_01.xls,102
812890,기타무선통신기기부품,KITA_MTI6_01.xls,21
813110,휴대용컴퓨터,KITA_MTI6_04.xls,80
813120,개인용컴퓨터,KITA_MTI6_03.xls,65
813220,HDD,KITA_MTI6_07.xls,13
813230,CDD,KITA_MTI6_10.xls,91
813240,DVD,KITA_MTI6_11.xls,9
813250,광디스크드라이브,KITA_MTI6_11.xls,76
813260,블루레이디스크드라이브,KITA_MTI6_13.xls,50
813290,기타보조기억장치,KITA_MTI6_07.xls,87
813310,레이저프린터,KITA_MTI6_04.xls,89
813320,도트프린터,KITA_MTI6_09.xls,58
813330,잉크젯프린터,KITA_MTI6_08.xls,9
813390,기타프린터,KITA_MTI6_04.xls,74
813420,데이터디스플레이장치,KITA_MTI6_03.xls,88
813510,스캐너,KITA_MTI6_08.xls,59
813520,키입력장치,KITA_MTI6_09.xls,5
813530,마우스,KITA_MTI6_08.xls,5
813590,기타컴퓨터주변기기,KITA_MTI6_03.xls,50
813610,메인보드,KITA_MTI6_07.xls,45
813690,기타컴퓨터부품,KITA_MTI6_02.xls,100
813700,소프트웨어,KITA_MTI6_04.xls,25
813800,전산기록매체,KITA_MTI6_01.xls,11
814110,교통신호기,KITA_MTI6_07.xls,103
814120,교통신호기부품,KITA_MTI6_09.xls,15
814210,도난경보기,KITA_MTI6_09.xls,94
814220,가스경보기,KITA_MTI6_09.xls,73
814230,화재경보기,KITA_MTI6_07.xls,96
814240,경보신호기부품,KITA_MTI6_06.xls,64
814290,기타경보신호기,KITA_MTI6_05..xls,78
814310,전자계산기,KITA_MTI6_12.xls,45
814320,전자계산기부품,KITA_MTI6_12.xls,77
814410,현금자동처리기,KITA_MTI6_04.xls,36
814510,음료자동판매기,KITA_MTI6_11.xls,89
814520,식품자동판매기,KITA_MTI6_11.xls,70
814530,자동판매기부품,KITA_MTI6_11.xls,85
814590,기타자동판매기,KITA_MTI6_09.xls,98
814610,X선및방사선기기,KITA_MTI6_06.xls,59
814620,X선및방사선기기부품,KITA_MTI6_05..xls,36
814810,전자현미경,KITA_MTI6_05..xls,53
814820,전자현미경부품,KITA_MTI6_05..xls,83
814910,기타전자응용기기,KITA_MTI6_01.xls,101
814920,기타전자응용기기부품,KITA_MTI6_06.xls,26
815110,중량계,KITA_MTI6_06.xls,56
815120,온도계,KITA_MTI6_04.xls,81
815130,기압계,KITA_MTI6_12.xls,15
815140,습도계,KITA_MTI6_10.xls,8
815150,속도계,KITA_MTI6_04.xls,30
