산업,공식상위MTI,공식상위품목명,MTI6코드,MTI6품목명
섬유,4,섬유류,435110,P/C직물
섬유,4,섬유류,435120,P/W직물
섬유,4,섬유류,435190,기타폴리에스터직물
섬유,4,섬유류,435210,아크릴단섬유직물
섬유,4,섬유류,435220,기타 단섬유직물
섬유,4,섬유류,435910,순재생단섬유직물
섬유,4,섬유류,435990,혼방재생단섬유직물
섬유,4,섬유류,436000,편직물
섬유,4,섬유류,439100,마직물
섬유,4,섬유류,439200,타이어코드
섬유,4,섬유류,439300,자수포
섬유,4,섬유류,439400,파일셔어닐직물
섬유,4,섬유류,439500,부직포
섬유,4,섬유류,439610,탄소섬유직물
섬유,4,섬유류,439620,프리프레그
섬유,4,섬유류,439910,유리섬유 직물
섬유,4,섬유류,439920,글라스 울
섬유,4,섬유류,439990,기타의직물
섬유,4,섬유류,441101,코트 및 자켓
섬유,4,섬유류,441102,양복
섬유,4,섬유류,441103,양복상의
섬유,4,섬유류,441104,바지 및 스커트
섬유,4,섬유류,441105,드레스
섬유,4,섬유류,441106,남성아우터셔츠
섬유,4,섬유류,441107,블라우스
섬유,4,섬유류,441108,스웨터
섬유,4,섬유류,441109,언더셔츠
섬유,4,섬유류,441110,팬티
섬유,4,섬유류,441111,슬립
섬유,4,섬유류,441112,파운데이션
섬유,4,섬유류,441113,잠옷
섬유,4,섬유류,441114,가운
섬유,4,섬유류,441115,유아복
섬유,4,섬유류,441116,운동복
섬유,4,섬유류,441117,코팅제의류
섬유,4,섬유류,441118,기타편직제의류
섬유,4,섬유류,441190,기타의류
섬유,4,섬유류,441201,코트 및 자켓
섬유,4,섬유류,441202,신사복
섬유,4,섬유류,441203,여성양복
섬유,4,섬유류,441204,기타복(앙상블)
섬유,4,섬유류,441205,신사복상의
섬유,4,섬유류,441206,여성양복상의
섬유,4,섬유류,441207,남성바지
섬유,4,섬유류,441208,여성바지스커트
섬유,4,섬유류,441209,드레스
섬유,4,섬유류,441210,브라우스
섬유,4,섬유류,441211,스키슈트
섬유,4,섬유류,441212,기타운동복
섬유,4,섬유류,441213,남성셔츠
섬유,4,섬유류,441214,잠옷
섬유,4,섬유류,441215,기타내의실내복
섬유,4,섬유류,441216,유아용의류
섬유,4,섬유류,441217,코팅제의류
섬유,4,섬유류,441220,의류부속품 및 부분품
섬유,4,섬유류,441301,고무제의류
섬유,4,섬유류,441302,혁제의류
섬유,4,섬유류,441303,모피의류
섬유,4,섬유류,441401,양말
섬유,4,섬유류,441402,팬티호스 타이즈
섬유,4,섬유류,441403,장갑
섬유,4,섬유류,441404,손수건 스카프
섬유,4,섬유류,441405,넥타이
섬유,4,섬유류,441406,모자
섬유,4,섬유류,441407,벨트
섬유,4,섬유류,442110,직물제가방
섬유,4,섬유류,442120,가죽제가방
섬유,4,섬유류,442130,합성수지제가방
섬유,4,섬유류,442190,기타가방
섬유,4,섬유류,443110,등산화
섬유,4,섬유류,443120,스포츠화
섬유,4,섬유류,443130,구두
섬유,4,섬유류,443140,스키부츠
섬유,4,섬유류,443150,신발부분품
섬유,4,섬유류,443190,기타신발
섬유,4,섬유류,449001,양탄자
섬유,4,섬유류,449002,모포와 여행용러그
섬유,4,섬유류,449003,실내용품
섬유,4,섬유류,449004,포장용의 빈포대
섬유,4,섬유류,449005,텐트 및 캠핑용품
섬유,4,섬유류,449006,어망
섬유,4,섬유류,449007,로프
섬유,4,섬유류,449009,침구이불
섬유,4,섬유류,449010,기타 장갑
섬유,4,섬유류,449013,인조잔디
섬유,4,섬유류,449014,커튼
섬유,4,섬유류,449090,기타의 섬유제품
